"fecha","coca_cost.Food","coca_cost.quantity","coca_cost.Demo_Group","coca_cost.Sex","coca_cost.cost_day","coca_cost.Cost_1000kcal","scenario"
2013-03-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1178.7204,462.1713,"hat"
2013-03-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1172.4495,462.1713,"hat"
2013-03-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1119.1415,462.1713,"hat"
2013-03-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 513.2938,462.1713,"hat"
2013-03-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 663.8642,462.1713,"hat"
2013-03-01,Azúcar sulfitada,505.4427,9 a 13 años,0, 927.3963,462.1713,"hat"
2013-03-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1269.4611,462.1713,"hat"
2013-03-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1303.1063,462.1713,"hat"
2013-03-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1234.4103,462.1713,"hat"
2013-03-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1003.4483,462.1713,"hat"
2013-03-01,Azúcar sulfitada,510.2502,>70 años,0, 936.2172,462.1713,"hat"
2013-04-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 468.7167,459.9295,"hat"
2013-04-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 605.5302,459.9295,"hat"
2013-04-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 833.0275,459.9295,"hat"
2013-04-01,Azúcar sulfitada,532.2268,14 a 18 años,1, 971.8036,459.9295,"hat"
2013-04-01,Azúcar sulfitada,511.7957,19 a 30 años,1, 934.4980,459.9295,"hat"
2013-04-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 881.4486,459.9295,"hat"
2013-04-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 800.8228,459.9295,"hat"
2013-04-01,Azúcar sulfitada,412.3622,>70 años,1, 752.9404,459.9295,"hat"
2013-04-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1159.2050,459.9295,"hat"
2013-04-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1152.9645,459.9295,"hat"
2013-04-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1099.9151,459.9295,"hat"
2013-04-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1173.0029,459.9295,"hat"
2013-04-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1166.7624,459.9295,"hat"
2013-04-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1113.7130,459.9295,"hat"
2013-04-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 510.8040,459.9295,"hat"
2013-04-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 660.6441,459.9295,"hat"
2013-04-01,Azúcar sulfitada,505.4427,9 a 13 años,0, 922.8979,459.9295,"hat"
2013-04-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1263.3035,459.9295,"hat"
2013-04-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1296.7854,459.9295,"hat"
2013-04-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1228.4226,459.9295,"hat"
2013-04-01,Azúcar sulfitada,546.8919,51 a 70 años,0, 998.5809,459.9295,"hat"
2013-04-01,Azúcar sulfitada,510.2502,>70 años,0, 931.6760,459.9295,"hat"
2013-05-01,Azúcar morena,261.3091,1 a 3 años,1, 496.0797,486.7795,"hat"
2013-05-01,Azúcar morena,337.5825,4 a 8 años,1, 640.8802,486.7795,"hat"
2013-05-01,Azúcar morena,464.4121,9 a 13 años,1, 881.6584,486.7795,"hat"
2013-05-01,Azúcar morena,541.7796,14 a 18 años,1,1028.5361,486.7795,"hat"
2013-05-01,Azúcar morena,520.9818,19 a 30 años,1, 989.0526,486.7795,"hat"
2013-05-01,Azúcar morena,491.4068,31 a 50 años,1, 932.9063,486.7795,"hat"
2013-05-01,Azúcar morena,446.4580,51 a 70 años,1, 847.5737,486.7795,"hat"
2013-05-01,Azúcar morena,419.7636,>70 años,1, 796.8960,486.7795,"hat"
2013-05-01,Azúcar morena,646.2557,gestantes < 18 años,1,1226.8777,486.7795,"hat"
2013-05-01,Azúcar morena,642.7766,gestantes 19 a 30 años,1,1220.2729,486.7795,"hat"
2013-05-01,Azúcar morena,613.2016,gestantes 31 a 50 años,1,1164.1265,486.7795,"hat"
2013-05-01,Azúcar morena,653.9480,lactantes < 18 años,1,1241.4811,486.7795,"hat"
2013-05-01,Azúcar morena,650.4690,lactantes 19 a 30 años,1,1234.8763,486.7795,"hat"
2013-05-01,Azúcar morena,620.8940,lactantes 31 a 50 años,1,1178.7299,486.7795,"hat"
2013-05-01,Azúcar morena,284.7728,1 a 3 años,0, 540.6240,486.7795,"hat"
2013-05-01,Azúcar morena,368.3085,4 a 8 años,0, 699.2115,486.7795,"hat"
2013-05-01,Azúcar morena,514.5147,9 a 13 años,0, 976.7753,486.7795,"hat"
2013-05-01,Azúcar morena,704.2905,14 a 18 años,0,1337.0533,486.7795,"hat"
2013-05-01,Azúcar morena,722.9567,19 a 30 años,0,1372.4899,486.7795,"hat"
2013-05-01,Azúcar morena,684.8445,31 a 50 años,0,1300.1361,486.7795,"hat"
2013-05-01,Azúcar morena,556.7080,51 a 70 años,0,1056.8766,486.7795,"hat"
2013-05-01,Azúcar morena,519.4085,>70 años,0, 986.0659,486.7795,"hat"
2013-06-01,Azúcar morena,261.3091,1 a 3 años,1, 492.7453,483.5077,"hat"
2013-06-01,Azúcar morena,337.5825,4 a 8 años,1, 636.5726,483.5077,"hat"
2013-06-01,Azúcar morena,464.4121,9 a 13 años,1, 875.7325,483.5077,"hat"
2013-06-01,Azúcar morena,541.7796,14 a 18 años,1,1021.6230,483.5077,"hat"
2013-06-01,Azúcar morena,520.9818,19 a 30 años,1, 982.4049,483.5077,"hat"
2013-06-01,Azúcar morena,491.4068,31 a 50 años,1, 926.6359,483.5077,"hat"
2013-06-01,Azúcar morena,446.4580,51 a 70 años,1, 841.8769,483.5077,"hat"
2013-06-01,Azúcar morena,419.7636,>70 años,1, 791.5398,483.5077,"hat"
2013-06-01,Azúcar morena,646.2557,gestantes < 18 años,1,1218.6315,483.5077,"hat"
2013-06-01,Azúcar morena,642.7766,gestantes 19 a 30 años,1,1212.0711,483.5077,"hat"
2013-06-01,Azúcar morena,613.2016,gestantes 31 a 50 años,1,1156.3021,483.5077,"hat"
2013-06-01,Azúcar morena,653.9480,lactantes < 18 años,1,1233.1367,483.5077,"hat"
2013-06-01,Azúcar morena,650.4690,lactantes 19 a 30 años,1,1226.5763,483.5077,"hat"
2013-06-01,Azúcar morena,620.8940,lactantes 31 a 50 años,1,1170.8073,483.5077,"hat"
2013-06-01,Azúcar morena,284.7728,1 a 3 años,0, 536.9903,483.5077,"hat"
2013-06-01,Azúcar morena,368.3085,4 a 8 años,0, 694.5119,483.5077,"hat"
2013-06-01,Azúcar morena,514.5147,9 a 13 años,0, 970.2101,483.5077,"hat"
2013-06-01,Azúcar morena,704.2905,14 a 18 años,0,1328.0666,483.5077,"hat"
2013-06-01,Azúcar morena,722.9567,19 a 30 años,0,1363.2649,483.5077,"hat"
2013-06-01,Azúcar morena,684.8445,31 a 50 años,0,1291.3975,483.5077,"hat"
2013-06-01,Azúcar morena,556.7080,51 a 70 años,0,1049.7731,483.5077,"hat"
2013-06-01,Azúcar morena,519.4085,>70 años,0, 979.4383,483.5077,"hat"
2013-07-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 491.8557,482.6348,"hat"
2013-07-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 635.4233,482.6348,"hat"
2013-07-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 874.1515,482.6348,"hat"
2013-07-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1019.7785,482.6348,"hat"
2013-07-01,Azúcar sulfitada,511.7957,19 a 30 años,1, 980.6313,482.6348,"hat"
2013-07-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 924.9630,482.6348,"hat"
2013-07-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 840.3570,482.6348,"hat"
2013-07-01,Azúcar sulfitada,412.3622,>70 años,1, 790.1107,482.6348,"hat"
2013-07-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1216.4313,482.6348,"hat"
2013-07-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1209.8828,482.6348,"hat"
2013-07-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1154.2145,482.6348,"hat"
2013-07-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1230.9104,482.6348,"hat"
2013-07-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1224.3618,482.6348,"hat"
2013-07-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1168.6935,482.6348,"hat"
2013-07-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 536.0208,482.6348,"hat"
2013-07-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 693.2580,482.6348,"hat"
2013-07-01,Azúcar sulfitada,505.4427,9 a 13 años,0, 968.4585,482.6348,"hat"
2013-07-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1325.6689,482.6348,"hat"
2013-07-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1360.8037,482.6348,"hat"
2013-07-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1289.0660,482.6348,"hat"
2013-07-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1047.8778,482.6348,"hat"
2013-07-01,Azúcar sulfitada,510.2502,>70 años,0, 977.6700,482.6348,"hat"
2013-08-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 487.7793,478.6348,"hat"
2013-08-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 630.1571,478.6348,"hat"
2013-08-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 866.9067,478.6348,"hat"
2013-08-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1011.3268,478.6348,"hat"
2013-08-01,Azúcar sulfitada,511.7957,19 a 30 años,1, 972.5039,478.6348,"hat"
2013-08-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 917.2970,478.6348,"hat"
2013-08-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 833.3922,478.6348,"hat"
2013-08-01,Azúcar sulfitada,412.3622,>70 años,1, 783.5624,478.6348,"hat"
2013-08-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1206.3497,478.6348,"hat"
2013-08-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1199.8555,478.6348,"hat"
2013-08-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1144.6485,478.6348,"hat"
2013-08-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1220.7088,478.6348,"hat"
2013-08-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1214.2145,478.6348,"hat"
2013-08-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1159.0076,478.6348,"hat"
2013-08-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 531.5784,478.6348,"hat"
2013-08-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 687.5124,478.6348,"hat"
2013-08-01,Azúcar sulfitada,505.4427,9 a 13 años,0, 960.4321,478.6348,"hat"
2013-08-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1314.6819,478.6348,"hat"
2013-08-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1349.5256,478.6348,"hat"
2013-08-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1278.3825,478.6348,"hat"
2013-08-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1039.1931,478.6348,"hat"
2013-08-01,Azúcar sulfitada,510.2502,>70 años,0, 969.5672,478.6348,"hat"
2013-09-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 486.2186,477.1033,"hat"
2013-09-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 628.1407,477.1033,"hat"
2013-09-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 864.1328,477.1033,"hat"
2013-09-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1008.0908,477.1033,"hat"
2013-09-01,Azúcar sulfitada,511.7957,19 a 30 años,1, 969.3922,477.1033,"hat"
2013-09-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 914.3619,477.1033,"hat"
2013-09-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 830.7256,477.1033,"hat"
2013-09-01,Azúcar sulfitada,412.3622,>70 años,1, 781.0552,477.1033,"hat"
2013-09-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1202.4898,477.1033,"hat"
2013-09-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1196.0163,477.1033,"hat"
2013-09-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1140.9860,477.1033,"hat"
2013-09-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1216.8029,477.1033,"hat"
2013-09-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1210.3294,477.1033,"hat"
2013-09-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1155.2991,477.1033,"hat"
2013-09-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 529.8775,477.1033,"hat"
2013-09-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 685.3126,477.1033,"hat"
2013-09-01,Azúcar sulfitada,505.4427,9 a 13 años,0, 957.3590,477.1033,"hat"
2013-09-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1310.4753,477.1033,"hat"
2013-09-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1345.2075,477.1033,"hat"
2013-09-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1274.2920,477.1033,"hat"
2013-09-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1035.8680,477.1033,"hat"
2013-09-01,Azúcar sulfitada,510.2502,>70 años,0, 966.4649,477.1033,"hat"
2013-10-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 476.6795,467.7431,"hat"
2013-10-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 615.8174,467.7431,"hat"
2013-10-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 847.1796,467.7431,"hat"
2013-10-01,Azúcar sulfitada,532.2268,14 a 18 años,1, 988.3133,467.7431,"hat"
2013-10-01,Azúcar sulfitada,511.7957,19 a 30 años,1, 950.3739,467.7431,"hat"
2013-10-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 896.4232,467.7431,"hat"
2013-10-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 814.4278,467.7431,"hat"
2013-10-01,Azúcar sulfitada,412.3622,>70 años,1, 765.7319,467.7431,"hat"
2013-10-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1178.8984,467.7431,"hat"
2013-10-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1172.5519,467.7431,"hat"
2013-10-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1118.6012,467.7431,"hat"
2013-10-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1192.9306,467.7431,"hat"
2013-10-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1186.5842,467.7431,"hat"
2013-10-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1132.6335,467.7431,"hat"
2013-10-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 519.4819,467.7431,"hat"
2013-10-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 671.8676,467.7431,"hat"
2013-10-01,Azúcar sulfitada,505.4427,9 a 13 años,0, 938.5767,467.7431,"hat"
2013-10-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1284.7654,467.7431,"hat"
2013-10-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1318.8161,467.7431,"hat"
2013-10-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1249.2919,467.7431,"hat"
2013-10-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1015.5455,467.7431,"hat"
2013-10-01,Azúcar sulfitada,510.2502,>70 años,0, 947.5040,467.7431,"hat"
2013-11-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 474.7286,465.8287,"hat"
2013-11-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 613.2970,465.8287,"hat"
2013-11-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 843.7123,465.8287,"hat"
2013-11-01,Azúcar sulfitada,532.2268,14 a 18 años,1, 984.2683,465.8287,"hat"
2013-11-01,Azúcar sulfitada,511.7957,19 a 30 años,1, 946.4843,465.8287,"hat"
2013-11-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 892.7544,465.8287,"hat"
2013-11-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 811.0945,465.8287,"hat"
2013-11-01,Azúcar sulfitada,412.3622,>70 años,1, 762.5979,465.8287,"hat"
2013-11-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1174.0734,465.8287,"hat"
2013-11-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1167.7529,465.8287,"hat"
2013-11-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1114.0230,465.8287,"hat"
2013-11-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1188.0483,465.8287,"hat"
2013-11-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1181.7278,465.8287,"hat"
2013-11-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1127.9979,465.8287,"hat"
2013-11-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 517.3558,465.8287,"hat"
2013-11-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 669.1178,465.8287,"hat"
2013-11-01,Azúcar sulfitada,505.4427,9 a 13 años,0, 934.7354,465.8287,"hat"
2013-11-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1279.5071,465.8287,"hat"
2013-11-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1313.4185,465.8287,"hat"
2013-11-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1244.1789,465.8287,"hat"
2013-11-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1011.3891,465.8287,"hat"
2013-11-01,Azúcar sulfitada,510.2502,>70 años,0, 943.6261,465.8287,"hat"
2013-12-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 475.4884,466.5743,"hat"
2013-12-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 614.2786,466.5743,"hat"
2013-12-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 845.0627,466.5743,"hat"
2013-12-01,Azúcar sulfitada,532.2268,14 a 18 años,1, 985.8437,466.5743,"hat"
2013-12-01,Azúcar sulfitada,511.7957,19 a 30 años,1, 947.9992,466.5743,"hat"
2013-12-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 894.1833,466.5743,"hat"
2013-12-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 812.3927,466.5743,"hat"
2013-12-01,Azúcar sulfitada,412.3622,>70 años,1, 763.8185,466.5743,"hat"
2013-12-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1175.9526,466.5743,"hat"
2013-12-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1169.6220,466.5743,"hat"
2013-12-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1115.8061,466.5743,"hat"
2013-12-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1189.9498,466.5743,"hat"
2013-12-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1183.6192,466.5743,"hat"
2013-12-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1129.8033,466.5743,"hat"
2013-12-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 518.1839,466.5743,"hat"
2013-12-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 670.1887,466.5743,"hat"
2013-12-01,Azúcar sulfitada,505.4427,9 a 13 años,0, 936.2315,466.5743,"hat"
2013-12-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1281.5551,466.5743,"hat"
2013-12-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1315.5207,466.5743,"hat"
2013-12-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1246.1703,466.5743,"hat"
2013-12-01,Azúcar sulfitada,546.8919,51 a 70 años,0,1013.0079,466.5743,"hat"
2013-12-01,Azúcar sulfitada,510.2502,>70 años,0, 945.1364,466.5743,"hat"
2014-01-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 474.9237,466.0202,"hat"
2014-01-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 613.5490,466.0202,"hat"
2014-01-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 844.0590,466.0202,"hat"
2014-01-01,Azúcar sulfitada,532.2268,14 a 18 años,1, 984.6728,466.0202,"hat"
2014-01-01,Azúcar sulfitada,511.7957,19 a 30 años,1, 946.8732,466.0202,"hat"
2014-01-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 893.1213,466.0202,"hat"
2014-01-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 811.4279,466.0202,"hat"
2014-01-01,Azúcar sulfitada,412.3622,>70 años,1, 762.9113,466.0202,"hat"
2014-01-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1174.5559,466.0202,"hat"
2014-01-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1168.2328,466.0202,"hat"
2014-01-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1114.4809,466.0202,"hat"
2014-01-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1188.5365,466.0202,"hat"
2014-01-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1182.2134,466.0202,"hat"
2014-01-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1128.4615,466.0202,"hat"
2014-01-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 517.5684,466.0202,"hat"
2014-01-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 669.3928,466.0202,"hat"
