"fecha","coca_cost.Food","coca_cost.quantity","coca_cost.Demo_Group","coca_cost.Sex","coca_cost.cost_day","coca_cost.Cost_1000kcal","scenario"
2013-01-01,Azúcar sulfitada,510.2502,>70 años,0, 825.3048,407.4184,"q1"
2013-01-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 464.5161,455.8076,"q2"
2013-01-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 600.1035,455.8076,"q2"
2013-01-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 825.5620,455.8076,"q2"
2013-01-01,Azúcar sulfitada,532.2268,14 a 18 años,1, 963.0944,455.8076,"q2"
2013-01-01,Azúcar sulfitada,511.7957,19 a 30 años,1, 926.1231,455.8076,"q2"
2013-01-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 873.5491,455.8076,"q2"
2013-01-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 793.6459,455.8076,"q2"
2013-01-01,Azúcar sulfitada,412.3622,>70 años,1, 746.1926,455.8076,"q2"
2013-01-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1148.8163,455.8076,"q2"
2013-01-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1142.6317,455.8076,"q2"
2013-01-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1090.0578,455.8076,"q2"
2013-01-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1162.4905,455.8076,"q2"
2013-01-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1156.3060,455.8076,"q2"
2013-01-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1103.7320,455.8076,"q2"
2013-01-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 506.2263,455.8076,"q2"
2013-01-01,Azúcar sulfitada,361.8144,4 a 8 años,0, 654.7235,455.8076,"q2"
2013-01-01,Azúcar sulfitada,505.4427,9 a 13 años,0, 914.6270,455.8076,"q2"
2013-01-01,Azúcar sulfitada,691.8723,14 a 18 años,0,1251.9819,455.8076,"q2"
2013-01-01,Azúcar sulfitada,710.2093,19 a 30 años,0,1285.1637,455.8076,"q2"
2013-01-01,Azúcar sulfitada,672.7691,31 a 50 años,0,1217.4136,455.8076,"q2"
2013-01-01,Azúcar sulfitada,546.8919,51 a 70 años,0, 989.6318,455.8076,"q2"
2013-01-01,Azúcar sulfitada,510.2502,>70 años,0, 923.3264,455.8076,"q2"
2013-01-01,Azúcar sulfitada,256.7016,1 a 3 años,1, 512.7192,503.1071,"q3"
2013-01-01,Azúcar sulfitada,331.6302,4 a 8 años,1, 662.3767,503.1071,"q3"
2013-01-01,Azúcar sulfitada,456.2234,9 a 13 años,1, 911.2312,503.1071,"q3"
2013-01-01,Azúcar sulfitada,532.2268,14 a 18 años,1,1063.0354,503.1071,"q3"
2013-01-01,Azúcar sulfitada,511.7957,19 a 30 años,1,1022.2276,503.1071,"q3"
2013-01-01,Azúcar sulfitada,482.7422,31 a 50 años,1, 964.1979,503.1071,"q3"
2013-01-01,Azúcar sulfitada,438.5859,51 a 70 años,1, 876.0031,503.1071,"q3"
2013-01-01,Azúcar sulfitada,412.3622,>70 años,1, 823.6255,503.1071,"q3"
2013-01-01,Azúcar sulfitada,634.8608,gestantes < 18 años,1,1268.0298,503.1071,"q3"
2013-01-01,Azúcar sulfitada,631.4431,gestantes 19 a 30 años,1,1261.2034,503.1071,"q3"
2013-01-01,Azúcar sulfitada,602.3895,gestantes 31 a 50 años,1,1203.1738,503.1071,"q3"
2013-01-01,Azúcar sulfitada,642.4174,lactantes < 18 años,1,1283.1230,503.1071,"q3"
2013-01-01,Azúcar sulfitada,638.9997,lactantes 19 a 30 años,1,1276.2967,503.1071,"q3"
2013-01-01,Azúcar sulfitada,609.9462,lactantes 31 a 50 años,1,1218.2670,503.1071,"q3"
2013-01-01,Azúcar sulfitada,279.7516,1 a 3 años,0, 558.7577,503.1071,"q3"
