"cor_pm_coca","cor_pm_cona","cor_pm_cord","cor_pme_coca","cor_pme_cona","cor_pme_cord",".groups"
0.78925203051252,0.770373233962295,0.740512390094103,0.935880572472003,0.857691910630445,0.788430687154313,"drop"
