"mean_pm","mean_pme","mean_coca","mean_cona","mean_cord","mean_gap_coca_pm","mean_gap_cona_pm","mean_gap_cord_pm",".groups"
25.1999858289874,6.37275178528047,3.9879436175047,17.2330583248394,40.8908482713443,-21.2120422114827,-7.96692750414801,15.6908624423569,"drop"
