"ciudad","term","estimate","std.error","statistic","p.value"
"BOGOTA","(Intercept)",-3.72897564093942,0.672842841415838,-5.54211981076098,3.53393485038245e-07
"BOGOTA","pm",0.272332061301126,0.0235840470174332,11.5472997954855,7.12705808970001e-19
"CALI","(Intercept)",-5.6401683465765,0.676588972127566,-8.33618131380522,1.50463595820867e-12
"CALI","pm",0.409222483251416,0.0258100604824946,15.8551539826482,1.06874131305172e-26
"MEDELLIN","(Intercept)",-2.6047495880554,0.518008138128421,-5.02839510874566,2.86045346903895e-06
"MEDELLIN","pm",0.268757397235914,0.0209174887015336,12.8484542800881,2.44666065848681e-21
