"ciudad","term","estimate","std.error","statistic","p.value"
"BOGOTA","(Intercept)",1.24304662853109,1.27112158988876,0.97791323695468,0.330993545201888
"BOGOTA","pm",0.55653395050882,0.044554522238401,12.4910766079128,1.14140164551666e-20
"CALI","(Intercept)",-1.81565669366134,1.5215356783107,-1.19330536874245,0.236190959043728
"CALI","pm",0.839060552635048,0.0580425184288525,14.4559639269194,2.89651213752803e-24
"MEDELLIN","(Intercept)",1.12267483926179,1.51047079011306,0.743261535814112,0.459447595082663
"MEDELLIN","pm",0.640212448712382,0.0609937438441433,10.4963625506955,7.86450562639304e-17
