"ciudad","term","estimate","std.error","statistic","p.value"
"BOGOTA","(Intercept)",-1.94635863459455,0.662037181960241,-2.93995365763526,0.00680568346223395
"BOGOTA","pm",0.158997627756636,0.0243000915081197,6.54308761362106,6.15685695937372e-07
"CALI","(Intercept)",-2.31755357260983,0.474433622351554,-4.88488476243054,4.55357554710229e-05
"CALI","pm",0.201648183399724,0.0198914681175053,10.1374208383476,1.59436981602268e-10
"MEDELLIN","(Intercept)",-1.57959530545464,0.47219635235298,-3.34520861413569,0.0025077604639076
"MEDELLIN","pm",0.158616688303751,0.0197905073577465,8.01478635370428,1.70868868028813e-08
