R2_MIN,LAM_MIN,LAM_MAX,MAPE_S5,MAPE_BASE,imp_pp,MAPE_S5_multi,MAPE_BASE_multi,imp_pp_multi,n_dcity,n_low_r2,n_low_lam,n_high_lam,n_obs
0.2,0.1,3,8.187502353415857,8.008194577779713,-0.17930777563614342,8.187502353415857,8.008194577779713,-0.17930777563614342,3796,1456,0,0,5330
0.2,0.2,3,8.187502353415857,8.008194577779713,-0.17930777563614342,8.187502353415857,8.008194577779713,-0.17930777563614342,3796,1456,0,0,5330
0.2,0.3,3,8.187502353415857,8.008194577779713,-0.17930777563614342,8.187502353415857,8.008194577779713,-0.17930777563614342,3796,1456,0,0,5330
0.2,0.1,4,8.187502353415857,8.008194577779713,-0.17930777563614342,8.187502353415857,8.008194577779713,-0.17930777563614342,3796,1456,0,0,5330
0.2,0.2,4,8.187502353415857,8.008194577779713,-0.17930777563614342,8.187502353415857,8.008194577779713,-0.17930777563614342,3796,1456,0,0,5330
0.2,0.3,4,8.187502353415857,8.008194577779713,-0.17930777563614342,8.187502353415857,8.008194577779713,-0.17930777563614342,3796,1456,0,0,5330
0.2,0.1,5,8.187502353415857,8.008194577779713,-0.17930777563614342,8.187502353415857,8.008194577779713,-0.17930777563614342,3796,1456,0,0,5330
0.2,0.2,5,8.187502353415857,8.008194577779713,-0.17930777563614342,8.187502353415857,8.008194577779713,-0.17930777563614342,3796,1456,0,0,5330
0.2,0.3,5,8.187502353415857,8.008194577779713,-0.17930777563614342,8.187502353415857,8.008194577779713,-0.17930777563614342,3796,1456,0,0,5330
0.05,0.1,3,8.229678115136942,8.008194577779713,-0.22148353735722814,8.229678115136942,8.008194577779713,-0.22148353735722814,4628,624,0,0,5330
0.05,0.1,4,8.229678115136942,8.008194577779713,-0.22148353735722814,8.229678115136942,8.008194577779713,-0.22148353735722814,4628,624,0,0,5330
0.05,0.1,5,8.229678115136942,8.008194577779713,-0.22148353735722814,8.229678115136942,8.008194577779713,-0.22148353735722814,4628,624,0,0,5330
