fecha,model,mid,low,up,has_band
2017-10-01,m1,2578.6830123445143,2449.364278372398,2726.096396486022,TRUE
2017-10-01,m6,2583.3606470314867,2310.363925395367,2800.66257362932,TRUE
2017-11-01,baseline,2150.6061858981225,NA,NA,FALSE
2017-11-01,m0,2477.2269186592093,NA,NA,FALSE
2017-11-01,m1,2577.3538026295255,2449.7382556302837,2720.6662078853406,TRUE
2017-11-01,m6,2586.1976272684014,2263.8679040230936,2801.233823612368,TRUE
2017-12-01,baseline,2145.9466353594944,NA,NA,FALSE
2017-12-01,m0,2471.5186457638547,NA,NA,FALSE
2017-12-01,m1,2642.675663558364,2503.710750820447,2808.5418934320705,TRUE
2017-12-01,m6,2557.2392147284854,2307.091633956965,2767.672823191171,TRUE
2018-01-01,baseline,2135.835307542128,NA,NA,FALSE
2018-01-01,m0,2523.7005106693196,NA,NA,FALSE
2018-01-01,m1,2624.0126704518802,2488.794420491245,2762.095208824865,TRUE
2018-01-01,m6,2557.7395396811094,2390.4038437154927,2750.05806799809,TRUE
2018-02-01,baseline,2137.3259823814446,NA,NA,FALSE
2018-02-01,m0,2509.8244206245276,NA,NA,FALSE
2018-02-01,m1,2611.0370760454903,2478.0464188267824,2748.538995262737,TRUE
2018-02-01,m6,2545.4074376568233,2379.0623959977884,2737.0969073210017,TRUE
2018-03-01,baseline,2115.8244833500185,NA,NA,FALSE
2018-03-01,m0,2545.096463971246,NA,NA,FALSE
2018-03-01,m1,2604.51813733347,2472.8301436531838,2742.658982382279,TRUE
2018-03-01,m6,2565.6670463666933,2396.249840804288,2761.2849609393056,TRUE
