Food,quantity,Demo_Group,Sex,cost_day,Cost_1000kcal,ciudad,fecha,escenario
Azúcar sulfitada,256.70163735052387,1 a 3 años,1,460.5078052166766,451.8745165141762,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,331.6301892979546,4 a 8 años,1,594.9252688585565,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,456.22344268018134,9 a 13 años,1,818.4383179066537,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,532.2268203405163,14 a 18 años,1,954.7839563554753,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,511.7956964594458,19 a 30 años,1,918.1317085798433,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,482.7421716151133,31 a 50 años,1,866.0113750363439,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,438.5859414811083,51 a 70 años,1,786.7976667190618,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,412.3621988433249,>70 años,1,739.7537978472687,451.8745165141762,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,634.8607677581864,gestantes < 18 años,1,1138.9032878636604,451.8745165141762,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,631.4430516231738,gestantes 19 a 30 años,1,1132.772103924077,451.8745165141762,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,602.3895267788413,gestantes 31 a 50 años,1,1080.6517703805775,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,642.4174428211587,lactantes < 18 años,1,1152.4595233590858,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,638.9997266861461,lactantes 19 a 30 años,1,1146.3283394195025,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,609.9462018418135,lactantes 31 a 50 años,1,1094.208005876003,451.8745165141763,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,279.7515925603274,1 a 3 años,0,501.8580840601071,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,361.81436436488667,4 a 8 años,0,649.0739231321106,451.8745165141762,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,505.44267832640804,9 a 13 años,0,906.7347636006726,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,691.8723089557052,14 a 18 años,0,1241.1786764426572,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,710.2093258186397,19 a 30 años,0,1274.074218040783,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,672.7691328715365,31 a 50 años,0,1206.908689768689,451.8745165141763,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,546.8919438013853,51 a 70 años,0,981.0923347822738,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,510.2501835666925,>70 años,0,915.3591483518614,451.87451651417626,BOGOTÁ D.C.,2013-01-01,q1
Azúcar sulfitada,256.7016373505239,1 a 3 años,1,460.9567585359836,452.3150531604635,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,331.6301892979546,4 a 8 años,1,595.505267006618,452.31505316046344,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,456.22344268018134,9 a 13 años,1,819.2362209938756,452.3150531604635,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,532.2268203405163,14 a 18 años,1,955.714784066908,452.31505316046344,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,511.7956964594458,19 a 30 años,1,919.0268036758622,452.3150531604635,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,482.7421716151133,31 a 50 años,1,866.8556575370437,452.3150531604635,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,438.5859414811084,51 a 70 años,1,787.5647230427442,452.31505316046355,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,412.362198843325,>70 años,1,740.4749906680012,452.31505316046355,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,634.8607677581864,gestantes < 18 años,1,1140.0136152146058,452.31505316046344,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,631.4430516231738,gestantes 19 a 30 años,1,1133.8764539270824,452.31505316046344,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,602.3895267788413,gestantes 31 a 50 años,1,1081.705307788264,452.31505316046355,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,642.4174428211587,lactantes < 18 años,1,1153.5830668094197,452.31505316046344,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,638.9997266861461,lactantes 19 a 30 años,1,1147.4459055218963,452.31505316046344,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,609.9462018418136,lactantes 31 a 50 años,1,1095.274759383078,452.31505316046355,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,279.7515925603274,1 a 3 años,0,502.34735014877583,452.3150531604635,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,361.81436436488667,4 a 8 años,0,649.7067113041345,452.31505316046355,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,505.44267832640804,9 a 13 años,0,907.618747709602,452.3150531604635,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,691.8723089557052,14 a 18 años,0,1242.3887130160433,452.3150531604635,BOGOTÁ D.C.,2013-02-01,q1
Azúcar sulfitada,710.2093258186399,19 a 30 años,0,1275.3163247819787,452.3150531604635,BOGOTÁ D.C.,2013-02-01,q1
