Food,quantity,Demo_Group,Sex,cost_day,Cost_1000kcal,ciudad,fecha,escenario
Azúcar sulfitada,256.7016373505239,1 a 3 años,1,571.2487642561952,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,331.6301892979547,4 a 8 años,1,737.9903680467039,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,456.22344268018145,9 a 13 años,1,1015.2528848107435,560.5393789930076,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,532.2268203405164,14 a 18 años,1,1184.3863426876712,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,511.7956964594459,19 a 30 años,1,1138.9201182027462,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,482.7421716151134,31 a 50 años,1,1074.26610845076,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,438.5859414811084,51 a 70 años,1,976.0034243533496,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,412.362198843325,>70 años,1,917.646645913519,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,634.8607677581865,gestantes < 18 años,1,1412.7819082096055,560.5393789930076,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,631.443051623174,gestantes 19 a 30 años,1,1405.176323224425,560.5393789930076,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,602.3895267788414,gestantes 31 a 50 años,1,1340.5223134724386,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,642.4174428211588,lactantes < 18 años,1,1429.5980895793957,560.5393789930076,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,638.9997266861462,lactantes 19 a 30 años,1,1421.9925045942152,560.5393789930076,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,609.9462018418137,lactantes 31 a 50 años,1,1357.338494842229,560.5393789930076,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,279.7515925603275,1 a 3 años,0,622.5427823453011,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,361.81436436488667,4 a 8 años,0,805.160460474018,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,505.44267832640816,9 a 13 años,0,1124.7824843518197,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,691.8723089557054,14 a 18 años,0,1539.6520473858227,560.5393789930076,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,710.2093258186401,19 a 30 años,0,1580.4581689642093,560.5393789930076,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,672.7691328715365,31 a 50 años,0,1497.1409600235368,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,546.8919438013854,51 a 70 años,0,1217.021248102188,560.5393789930075,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,510.2501835666926,>70 años,0,1135.4808244793417,560.5393789930076,BOGOTÁ D.C.,2013-01-01,q3
Azúcar sulfitada,256.7016373505239,1 a 3 años,1,571.8056799603576,561.0858540184181,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,331.6301892979546,4 a 8 años,1,738.7098416827141,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,456.22344268018134,9 a 13 años,1,1016.2426642389465,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,532.2268203405163,14 a 18 años,1,1185.5410118883951,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,511.7956964594459,19 a 30 años,1,1140.0304619606702,561.0858540184181,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,482.7421716151133,31 a 50 años,1,1075.3134204165453,561.0858540184181,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,438.5859414811083,51 a 70 años,1,976.9549391195064,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,412.3621988433249,>70 años,1,918.5412681165911,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,634.8607677581865,gestantes < 18 años,1,1414.1592423597508,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,631.4430516231738,gestantes 19 a 30 años,1,1406.5462426194185,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,602.3895267788413,gestantes 31 a 50 años,1,1341.829201075294,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,642.4174428211587,lactantes < 18 años,1,1430.9918179803033,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,638.9997266861462,lactantes 19 a 30 años,1,1423.3788182399715,561.0858540184181,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,609.9462018418135,lactantes 31 a 50 años,1,1358.6617766958464,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,279.7515925603274,1 a 3 años,0,623.1497050621537,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,361.81436436488667,4 a 8 años,0,805.94541885444,561.0858540184181,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,505.44267832640804,9 a 13 años,0,1125.8790451997331,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,691.8723089557052,14 a 18 años,0,1541.1530684081636,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,710.2093258186399,19 a 30 años,0,1581.9989722519222,561.0858540184181,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,672.7691328715365,31 a 50 años,0,1498.600536593593,561.0858540184181,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,546.8919438013853,51 a 70 años,0,1218.2077333740642,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,510.2501835666925,>70 años,0,1136.587815238002,561.085854018418,BOGOTÁ D.C.,2013-02-01,q3
Azúcar sulfitada,256.70163735052387,1 a 3 años,1,573.5929145162839,562.8395827103274,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,331.6301892979546,4 a 8 años,1,741.0187515136726,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,456.22344268018134,9 a 13 años,1,1019.4190300401058,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,532.2268203405163,14 a 18 años,1,1189.2465362267717,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,511.7956964594458,19 a 30 años,1,1143.5937386258584,562.8395827103274,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,482.7421716151133,31 a 50 años,1,1078.674417641255,562.8395827103276,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,438.5859414811083,51 a 70 años,1,980.0085072947973,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,412.3621988433249,>70 años,1,921.4122586522857,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,634.8607677581864,gestantes < 18 años,1,1418.5793353285778,562.8395827103274,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,631.4430516231738,gestantes 19 a 30 años,1,1410.9425404132642,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,602.3895267788413,gestantes 31 a 50 años,1,1346.0232194286605,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,642.4174428211587,lactantes < 18 años,1,1435.4645228098877,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,638.9997266861461,lactantes 19 a 30 años,1,1427.827727894574,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,609.9462018418135,lactantes 31 a 50 años,1,1362.9084069099704,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,279.75159256032737,1 a 3 años,0,625.0974203882408,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,361.81436436488667,4 a 8 años,0,808.4644800552088,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,505.44267832640804,9 a 13 años,0,1129.3980902283065,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,691.8723089557052,14 a 18 años,0,1545.970092995996,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,710.2093258186397,19 a 30 años,0,1586.9436647055627,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,672.7691328715364,31 a 50 años,0,1503.2845590830439,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,546.8919438013853,51 a 70 años,0,1222.015360744142,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,510.2501835666925,>70 años,0,1140.1403315742846,562.8395827103275,BOGOTÁ D.C.,2013-03-01,q3
Azúcar sulfitada,256.7016373505239,1 a 3 años,1,576.6061535733169,565.7963316006046,BOGOTÁ D.C.,2013-04-01,q3
