ciudad,alimento_sipsa,n_obs,margen_q1,margen_q2,margen_q3
BOGOTÁ D.C.,Maracuyá huilense,21,64.86114313951576,69.05531505531505,91.57976653696497
BOGOTÁ D.C.,Margarina,63,-38.51746938110652,-35.92262546412744,-30.054909032823655
BOGOTÁ D.C.,Mora de Castilla,63,88.93191129012587,101.65158496984697,121.35251288413816
BOGOTÁ D.C.,Naranja Sweet,63,75.94012817669613,86.64508450368959,107.90405586792366
BOGOTÁ D.C.,Naranja Valencia,63,71.3123011649438,86.14437926493474,101.17850368809272
BOGOTÁ D.C.,Naranja común,22,257.0814119418141,273.69465379180406,347.34215545743143
BOGOTÁ D.C.,Panela cuadrada morena,63,63.3108322887634,73.56835264198926,85.26999193954983
BOGOTÁ D.C.,Papa R-12 negra,63,88.0571586423335,133.56587473002162,171.52564891880394
BOGOTÁ D.C.,Papa R-12 roja,63,114.86537667199121,174.7116237799468,232.89265174078253
BOGOTÁ D.C.,Papa criolla limpia,63,25.80958336621937,52.09962640099624,68.1814477728889
BOGOTÁ D.C.,Papa criolla sucia,63,74.77793734878034,116.01706666666665,144.24213137950417
BOGOTÁ D.C.,Papa parda pastusa,63,62.7477901977644,98.92451187663225,124.89387846478631
BOGOTÁ D.C.,Papa superior,51,71.20312369597616,115.58757328660963,139.00332150374038
BOGOTÁ D.C.,Papa suprema,63,99.1793253395596,144.513117124561,195.94409048793943
BOGOTÁ D.C.,Papa única,63,127.83281426489786,183.23890186915887,260.2442091072887
BOGOTÁ D.C.,Papaya Maradol,63,46.95235118175604,64.95438596491228,82.21409133097612
BOGOTÁ D.C.,Papaya hawaiana,17,11.559848583735798,21.205892428914012,42.22538347352796
BOGOTÁ D.C.,Papaya tainung,39,0.827902455997519,11.840427653887566,17.325751004880136
BOGOTÁ D.C.,Pastas alimenticias,63,-0.5847111176471597,0.7393367400145904,3.184849880209196
BOGOTÁ D.C.,Pechuga de pollo,63,16.55657189353156,18.675399374009185,21.443406813280077
BOGOTÁ D.C.,Piña gold,63,16.93980648724198,26.525695029486094,34.55250497997517
BOGOTÁ D.C.,Piña perolera,63,137.9087608587398,153.94771241830065,171.58209966791833
BOGOTÁ D.C.,Pollo entero congelado sin vísceras,22,20.337767126408004,22.074347412238534,24.059371679919387
BOGOTÁ D.C.,Pollo entero fresco con vísceras,18,15.374492800303143,16.500616740088105,29.2444201118265
BOGOTÁ D.C.,Pollo entero fresco sin vísceras,63,16.74171497079448,18.08563453788731,19.407439266053807
BOGOTÁ D.C.,Queso campesino,63,134.10243564827582,139.14546576665586,144.08175533633855
BOGOTÁ D.C.,Repollo verde,63,101.65103715358923,183.5354221330452,283.026924490631
BOGOTÁ D.C.,Sal yodada,63,39.05920408557596,43.826545561089944,48.52697479561546
BOGOTÁ D.C.,Tilapia roja entera congelada,15,176.49025427315777,180.34277477477477,196.73364360587004
BOGOTÁ D.C.,Tilapia roja entera fresca,63,143.61436465168217,179.46949546677814,198.3678083357707
BOGOTÁ D.C.,Tomate chonto,63,35.560192576312915,63.81259842519685,82.52948542026331
BOGOTÁ D.C.,Tomate de árbol,63,71.69631984926103,93.6360280546327,114.25387809378236
BOGOTÁ D.C.,Tomate larga vida,63,25.136458111236813,51.97112771739132,78.03602401890956
BOGOTÁ D.C.,Tomate riñón,21,16.46783625730993,18.000250878073224,28.65628373168852
BOGOTÁ D.C.,Zanahoria,63,30.35618767348466,71.15905947441217,101.76680310211114
CALI,Aguacate papelillo,63,9.812666421286512,24.89354209299006,48.2951053588215
CALI,Ahuyama,63,46.61968153796054,83.59989244420538,106.01133491494937
CALI,Arracacha amarilla,63,90.13316482518185,125.79967689822296,191.24861960031643
CALI,Arroz de primera,63,17.124999787700887,21.025724519700397,25.59341624122354
CALI,Arveja verde en vaina pastusa,63,265.52724140573366,333.13164412269003,439.14649164499696
CALI,Arveja verde seca importada,63,-3.5106688648875366,3.016113744075806,6.654138653490131
CALI,Avena en hojuelas,63,66.65772865863741,68.75619276384927,71.22156740216036
CALI,Avena molida,63,76.31325482770262,78.70063655353395,82.23785773127685
CALI,Azúcar morena,63,1.3824677334036921,9.015800561797754,12.618069201880635
CALI,Azúcar sulfitada,63,14.347912740492937,27.929040735873844,41.204328001498915
CALI,Banano criollo,63,71.92545201448945,86.45143872113677,92.47421712745609
CALI,Bocachico importado congelado,63,53.969647620639996,65.80653213159763,81.20492832502794
CALI,Café molido,63,4.340891135838154,6.659949318436588,8.709504286445327
CALI,"Carne de cerdo, costilla",63,15.141482778801883,19.62616638837049,30.143392097952827
CALI,"Carne de cerdo, espinazo",63,77.30808978365963,94.11998205283854,106.01348173124873
CALI,"Carne de res, cadera",63,5.225124623432098,6.426569827290399,12.178208473527091
CALI,"Carne de res, costilla",63,-23.180600567644028,-13.13212903225806,-10.958586245090189
CALI,"Carne de res, falda",63,92.65519519714584,101.02698339483396,104.72521431774723
CALI,"Carne de res, lomo de brazo",43,12.79458171672271,15.467176688980134,30.365702247570347
CALI,"Carne de res, lomo fino",43,-6.258651760600854,-2.7924233270549714,-0.6172926477282525
CALI,"Carne de res, pecho",63,18.61997881828459,32.14600626683525,45.246378719442106
CALI,"Carne de res, punta de anca",63,-7.617407939214719,2.7724916484276036,6.703537431084725
CALI,Cebolla cabezona blanca bogotana,63,50.03204657496072,71.58436944937833,106.02863674078306
CALI,Cebolla cabezona blanca importada,27,58.22647250081326,75.49223536116256,124.93148788331258
CALI,Cebolla cabezona blanca pastusa,63,67.70445396960454,99.34568690095848,156.5899091699681
CALI,Cebolla cabezona roja importada,39,-10.76360746601484,18.43586916574789,45.79617108512241
CALI,Curuba,63,83.08280108359438,96.9992737835875,109.71626313285462
CALI,Fríjol verde cargamanto,63,242.61735533069685,280.6509888185905,337.10148798587056
CALI,Habichuela,63,57.762391490839214,80.87242268041236,100.37545197985952
CALI,Harina de trigo,63,2.7372421981375785,3.7347806953204867,6.0280870047472614
CALI,Harina precocida de maíz,63,25.43607282273114,29.01658130926424,33.62019966696028
CALI,Huevo blanco extra,40,40.83928133261672,45.325936975473255,51.33688893418867
CALI,Huevo rojo A,63,21.028603196003942,23.872402464065715,30.390485881542716
CALI,Huevo rojo AA,63,33.8557405782816,36.08170581598909,40.94785505338238
CALI,Huevo rojo extra,50,35.582870165768135,37.102095603198514,39.60732433766301
CALI,Leche en polvo,63,0.29590967791509193,1.0225443148017381,2.5062790923236227
CALI,Lechuga Batavia,63,131.76163029072342,154.64958775029442,188.74103101192787
CALI,Lenteja importada,63,3.5842879022405576,10.96975511058395,15.25975481874339
CALI,Limón Tahití,63,33.05922525380001,60.295092216317606,92.39689820845958
CALI,Lomitos de atún en lata,63,43.7051509969121,52.04856715561128,66.09935595388302
CALI,Lulo,63,22.67288814745238,35.37939321117449,53.303054576110895
CALI,Mango común,39,83.23897769970777,113.71428571428572,174.54196233502674
CALI,Mango de azúcar,26,66.12957585155696,105.34936440117404,180.82575665573916
CALI,Manzana roja importada,63,48.34761487297335,52.64554991711064,58.61855382774087
CALI,Manzana royal gala importada,63,46.01856892282652,50.28129939318914,57.64644488655017
CALI,Manzana verde importada,63,25.426516018592856,37.9515084974496,50.48855536681128
CALI,Maracuyá,63,42.9857975157076,59.87455309540237,81.94404247184559
CALI,Margarina,63,-61.99464421272704,-57.486486962339555,-55.47265710796897
CALI,Mora de Castilla,63,67.19164992394738,82.38018817970762,109.79935056169715
CALI,Naranja Sweet,51,51.67331960423626,87.42350757439674,100.89418120387712
CALI,Naranja Valencia,51,69.93166991346516,99.13879372988686,131.08970171183807
CALI,Naranja común,31,123.74777335857456,140.816029143898,194.47640710802625
CALI,Panela redonda morena,63,9.718236483676892,14.925063904210981,18.73270418757236
CALI,Papa Betina,51,72.96634697848108,107.65018140156575,170.4876625225396
CALI,Papa R-12 negra,29,49.411999999999985,57.9030769230769,92.88079999999998
CALI,Papa capira,63,43.768134509739,73.72185430463577,101.03939386626259
CALI,Papa criolla limpia,63,79.34543382134791,110.54084798345396,142.90777334072027
CALI,Papa criolla sucia,63,100.66681698490427,148.84811664641555,180.89565129097764
CALI,Papa nevada,51,-10.633988200589977,0.12775140267587554,20.571301453436362
CALI,Papa parda pastusa,63,50.04169493842699,72.41539838854074,107.14255150048608
CALI,Papa suprema,63,53.733713966375525,87.01266835578075,118.23974167118858
CALI,Papa única,63,67.4204364474264,122.44148936170211,159.89299967125112
CALI,Pastas alimenticias,63,0.8463853236372503,3.707930623593261,11.046783391482673
CALI,Pechuga de pollo,63,10.081191635149992,12.688501834286292,14.43830427132217
CALI,Piña gold,63,16.259069699716036,28.857429718875512,46.895550535487644
CALI,Piña manzana,63,67.22719299219408,75.44279328259032,84.67587563258775
CALI,Pollo entero congelado sin vísceras,63,19.994870787246064,24.055224430525154,26.100219046363037
CALI,Queso campesino,63,50.07174612076419,52.476160116580914,55.695411135991236
CALI,Repollo blanco,63,150.01042459518652,204.3175879396985,311.16244758027483
CALI,Sal yodada,63,13.762632666696849,17.965475987010763,22.28210370868839
CALI,Tilapia roja entera congelada,63,87.02053025096214,95.35823179370925,101.32786909019553
CALI,Tomate de árbol,63,46.25208263306351,67.75,90.63707627587303
CALI,Tomate larga vida,63,1.3079098046686388,15.826815991991495,28.638057335322394
CALI,Zanahoria,63,69.07845750747965,121.93517587939698,209.33579360242598
MEDELLÍN,Aceite girasol,61,3.0255153203342666,9.567261538461542,12.226950785785954
MEDELLÍN,Aguacate común,53,72.102,85.13107206614676,108.21057046979865
MEDELLÍN,Aguacate papelillo,63,-2.0350536062676428,8.836043721674223,28.23163873777768
MEDELLÍN,Arroz de primera,63,11.643939001048334,16.99872827469269,22.232705731054264
MEDELLÍN,Arveja enlatada,63,7.4800217175195325,10.646009036144589,13.823172437523077
MEDELLÍN,Arveja verde en vaina,63,41.57718038528897,52.70685621738348,73.50270870370329
MEDELLÍN,Arveja verde en vaina pastusa,63,59.814551983584124,76.57267823297857,101.95215327881996
MEDELLÍN,Arveja verde seca importada,63,9.527258127643206,13.836587872559116,19.732112515214247
MEDELLÍN,Azúcar morena,63,5.657068140117406,17.450939016670176,26.121872762574455
MEDELLÍN,Azúcar refinada,63,5.338792071427983,13.328869545809614,23.114087176920222
MEDELLÍN,Azúcar sulfitada,63,19.41327225100966,35.31089696071164,43.831511128637906
MEDELLÍN,Banano Urabá,63,84.52850952944137,94.87817703768624,109.20351884409654
MEDELLÍN,Banano criollo,63,58.49987249845607,75.32772863513418,85.22629060281386
MEDELLÍN,Bocachico importado congelado,45,97.57849227781253,101.87956236070508,112.59752805796278
MEDELLÍN,Café molido,63,18.50759473877302,22.145956098285108,24.898886548381775
MEDELLÍN,"Carne de cerdo, costilla",63,0.6829697021734034,6.833114450085997,11.08103286168561
MEDELLÍN,"Carne de cerdo, espinazo",63,112.53457320906884,138.2983853606028,143.85368389193977
MEDELLÍN,"Carne de res, cadera",63,4.7174153777866366,7.35397783973416,10.905708523845778
MEDELLÍN,"Carne de res, costilla",63,-4.977540886692738,0.8845393952905503,5.496113639889767
MEDELLÍN,"Carne de res, falda",63,33.205613618557145,43.26232124417185,50.017472516547286
MEDELLÍN,"Carne de res, lomo fino",63,-37.24777680193466,-31.183259363389876,-25.195209227243755
MEDELLÍN,"Carne de res, paletero",63,-48.10197728015213,-44.260537079850614,-38.76487666555467
MEDELLÍN,"Carne de res, pecho",63,58.25185136253121,60.964971388844326,65.13249021953115
MEDELLÍN,"Carne de res, punta de anca",63,-23.741042866993773,-18.73092321328407,-16.118764140110788
MEDELLÍN,Cebolla cabezona blanca,63,43.580207453759925,68.74195583596214,96.37228496891969
MEDELLÍN,Cebolla cabezona blanca importada,28,37.986183719193434,54.79257590723297,212.02526881720428
MEDELLÍN,Cebolla cabezona roja importada,63,9.159411131918798,38.233413269384485,61.69175556229564
MEDELLÍN,Cebolla junca,63,98.50560207135777,111.77268492640209,130.74452756861896
MEDELLÍN,Fríjol enlatado,63,15.741464556873268,18.251380858464113,20.45900713956497
MEDELLÍN,Fríjol verde cargamanto,63,47.43706586643887,56.72097508003966,71.3303585666622
MEDELLÍN,Guayaba manzana,63,-5.710847822821729,0.7373225152129799,12.537695267697181
MEDELLÍN,Guayaba pera valluna,27,19.134849977885647,24.480866915001695,46.33704924389299
MEDELLÍN,Habichuela,63,69.8727101725674,86.37766225054503,109.10624003261171
MEDELLÍN,Habichuela larga,16,116.33266932270915,157.26758620689657,197.59611553784862
MEDELLÍN,Harina de trigo,63,8.796351487869796,11.109612756264237,13.593840141484334
MEDELLÍN,Huevo blanco A,63,14.212082902704799,23.126806835066873,33.89004831759288
MEDELLÍN,Huevo blanco AA,63,31.70067285021232,40.94572530120483,52.080177296075085
MEDELLÍN,Huevo blanco extra,63,36.1487835601382,42.27590774786604,48.67862275265892
MEDELLÍN,Huevo rojo A,63,14.158208164649167,23.09632235701904,33.89004831759288
MEDELLÍN,Huevo rojo AA,63,31.699081536198563,40.94572530120483,52.02674948571919
MEDELLÍN,Huevo rojo extra,63,36.21430388912488,42.346005912300896,48.70141443354951
MEDELLÍN,Leche en polvo,63,27.666048528534162,31.074680589461686,32.280211580934406
MEDELLÍN,Lechuga Batavia,63,163.9260400413449,195.09940750493746,240.30238203378525
MEDELLÍN,Lenteja importada,63,3.1447809055276545,9.99776177500971,29.493400640860237
MEDELLÍN,Limón Tahití,63,44.05655919271476,63.493138958781884,78.94216765678777
MEDELLÍN,Limón común,63,47.63816778757153,72.43207660083783,109.49148946487412
MEDELLÍN,Limón mandarino,63,141.8728461920357,171.29972502291474,208.31006419778316
MEDELLÍN,Lomitos de atún en lata,63,14.458486869125245,17.299825991391145,32.11731221406671
MEDELLÍN,Mango Yulima,39,77.29954218443427,110.41857423152388,182.10329960260097
MEDELLÍN,Mango común,63,84.14503439080121,116.93319098724506,177.955703738229
MEDELLÍN,Mango costeño,42,100.65028023006954,189.97369409996242,279.7141747936984
MEDELLÍN,Mango de azúcar,63,25.74262556032236,62.94763948497854,103.33538382424514
MEDELLÍN,Manzana nacional,63,56.25002320123549,72.72807051909886,84.7013263237005
MEDELLÍN,Manzana roja importada,63,37.91812029771598,44.238578680203034,54.461499161524685
MEDELLÍN,Manzana royal gala importada,63,40.765623746201534,48.65205686487506,64.06925602225596
MEDELLÍN,Manzana verde importada,63,23.12358429565328,33.57101039668919,43.13170565686276
MEDELLÍN,Maracuyá,63,70.17070728935337,80.70314017481385,101.18061833744781
MEDELLÍN,Maracuyá antioqueño,63,73.32817396928301,90.96428571428571,117.7372526942691
MEDELLÍN,Maracuyá huilense,15,46.600788984206375,78.81333333333332,88.10889800903873
MEDELLÍN,Maracuyá valluno,63,15.477700353666084,28.685729997250505,38.97113669833837
MEDELLÍN,Margarina,63,-49.673135049342264,-47.800491668942904,-46.54647274672339
MEDELLÍN,Mora de Castilla,63,85.22797041691811,103.4492711686621,132.585718400249
MEDELLÍN,Naranja Valencia,63,74.93024819383612,83.65627165627164,91.24843624424238
MEDELLÍN,Panela cuadrada blanca,63,37.19587955470534,40.45962898705457,44.10226265762012
MEDELLÍN,Panela cuadrada morena,19,26.56900870007297,30.648134601316755,33.77597707763321
MEDELLÍN,Panela redonda blanca,39,15.60701608635146,69.4890406036651,76.25780951166647
MEDELLÍN,Panela redonda morena,63,63.48556401679812,71.27043618739903,78.6644340169956
MEDELLÍN,Papa R-12 negra,63,37.77622975772135,58.14593946658674,84.10556391407016
MEDELLÍN,Papa capira,63,30.451179399776453,49.10362241429541,65.91905614567125
MEDELLÍN,Papa criolla limpia,63,40.13423298148959,65.08192137784488,92.99178213242955
MEDELLÍN,Papa nevada,63,10.17487259306949,23.059205810675227,35.22450160414508
MEDELLÍN,Pastas alimenticias,63,10.374662943773178,12.428647605038131,14.242600848792417
MEDELLÍN,Pechuga de pollo,63,17.929325531650477,20.831188187593945,25.832176226587656
MEDELLÍN,Piña gold,63,9.484721446308203,25.76038603634171,52.923241610830594
MEDELLÍN,Piña manzana,63,48.95007497000628,61.03318903318904,73.53509215995479
MEDELLÍN,Piña perolera,63,57.27713179406281,71.17915708812261,86.85555555555555
MEDELLÍN,Pollo entero congelado sin vísceras,63,7.666090356897661,10.403220460920394,12.561170252498517
MEDELLÍN,Queso campesino,63,48.05406954044434,49.255619685281836,59.35896392893834
MEDELLÍN,Repollo blanco,63,177.31459733580562,275.4054893837389,319.4432585242708
MEDELLÍN,Sal yodada,63,12.02416195327341,13.681540629403493,15.329575451518306
MEDELLÍN,Tilapia roja entera congelada,63,76.35290087313345,89.61967774577721,107.5865997569671
MEDELLÍN,Tomate de árbol,63,49.55762432428787,76.06228956228955,92.37833246276271
MEDELLÍN,Tomate larga vida,63,-17.28806877784944,-7.131172372008485,4.338277413999265
MEDELLÍN,Tomate riñón,63,-5.482651059409218,0.978985135827776,15.8501652528895
MEDELLÍN,Zanahoria,15,71.53472803347279,85.90125523012551,149.32274155809125
