Demo_Group,Sex,cost_day,Cost_1000kcal,ciudad,fecha,escenario
19 a 30 años,0,3087.603312791847,1095.0769071373545,BOGOTÁ D.C.,2013-05-01,q1
31 a 50 años,0,3133.5915822540424,1173.2372077422515,BOGOTÁ D.C.,2013-05-01,q1
4 a 8 años,0,2348.643160827248,1635.0864746529126,BOGOTÁ D.C.,2013-05-01,q1
51 a 70 años,0,3142.088955043549,1447.1929675406707,BOGOTÁ D.C.,2013-05-01,q1
9 a 13 años,0,3113.583204165927,1551.6653397319267,BOGOTÁ D.C.,2013-05-01,q1
>70 años,0,2931.5689950556307,1447.1929675406707,BOGOTÁ D.C.,2013-05-01,q1
1 a 3 años,1,1442.3175774904512,1415.2779835768315,BOGOTÁ D.C.,2013-06-01,q1
14 a 18 años,1,3301.769198077955,1562.6418417400366,BOGOTÁ D.C.,2013-06-01,q1
19 a 30 años,1,3193.907406710864,1571.9371760195181,BOGOTÁ D.C.,2013-06-01,q1
31 a 50 años,1,3247.40797253507,1694.459160484437,BOGOTÁ D.C.,2013-06-01,q1
4 a 8 años,1,2381.1797293185155,1808.621175200571,BOGOTÁ D.C.,2013-06-01,q1
51 a 70 años,1,3072.9201567574564,1764.8429435641153,BOGOTÁ D.C.,2013-06-01,q1
9 a 13 años,1,3140.9628711421738,1734.1820974571783,BOGOTÁ D.C.,2013-06-01,q1
>70 años,1,2948.712203438781,1801.2045428441186,BOGOTÁ D.C.,2013-06-01,q1
gestantes 19 a 30 años,1,3850.884334837323,1536.1576180496434,BOGOTÁ D.C.,2013-06-01,q1
gestantes 31 a 50 años,1,4140.940506471834,1731.5341912755605,BOGOTÁ D.C.,2013-06-01,q1
gestantes < 18 años,1,5472.465910468912,2171.271181482654,BOGOTÁ D.C.,2013-06-01,q1
lactantes 19 a 30 años,1,3267.753852633209,1288.1254362027496,BOGOTÁ D.C.,2013-06-01,q1
lactantes 31 a 50 años,1,3285.5569957208777,1356.8347799950013,BOGOTÁ D.C.,2013-06-01,q1
lactantes < 18 años,1,3421.076409742787,1341.389625646003,BOGOTÁ D.C.,2013-06-01,q1
1 a 3 años,0,1822.380027978538,1640.8764154719436,BOGOTÁ D.C.,2013-06-01,q1
14 a 18 años,0,3205.761900697734,1167.1181083205465,BOGOTÁ D.C.,2013-06-01,q1
19 a 30 años,0,3074.9619360306974,1090.5934037973575,BOGOTÁ D.C.,2013-06-01,q1
31 a 50 años,0,3120.8908640457653,1168.4819756785369,BOGOTÁ D.C.,2013-06-01,q1
4 a 8 años,0,2343.8314251337806,1631.7366239465446,BOGOTÁ D.C.,2013-06-01,q1
51 a 70 años,0,3131.4223207265313,1442.2800963932093,BOGOTÁ D.C.,2013-06-01,q1
9 a 13 años,0,3106.04855833161,1547.9104219986516,BOGOTÁ D.C.,2013-06-01,q1
>70 años,0,2921.6170252378533,1442.280096393209,BOGOTÁ D.C.,2013-06-01,q1
1 a 3 años,1,1438.0501386100684,1411.0905477527708,BOGOTÁ D.C.,2013-07-01,q1
14 a 18 años,1,3289.784385783337,1556.969740501637,BOGOTÁ D.C.,2013-07-01,q1
19 a 30 años,1,3179.0405235206886,1564.620180439261,BOGOTÁ D.C.,2013-07-01,q1
31 a 50 años,1,3233.6761069598256,1687.2940350638357,BOGOTÁ D.C.,2013-07-01,q1
4 a 8 años,1,2375.6595023820882,1804.4282958448266,BOGOTÁ D.C.,2013-07-01,q1
51 a 70 años,1,3059.40830993065,1757.0828045721835,BOGOTÁ D.C.,2013-07-01,q1
9 a 13 años,1,3131.957424289854,1729.2100282695128,BOGOTÁ D.C.,2013-07-01,q1
>70 años,1,2935.945137380362,1793.4058511450467,BOGOTÁ D.C.,2013-07-01,q1
gestantes 19 a 30 años,1,3855.6922578673243,1538.0755483079888,BOGOTÁ D.C.,2013-07-01,q1
gestantes 31 a 50 años,1,4134.659776294179,1728.9079040748165,BOGOTÁ D.C.,2013-07-01,q1
gestantes < 18 años,1,5453.330128283286,2163.678813969328,BOGOTÁ D.C.,2013-07-01,q1
lactantes 19 a 30 años,1,3240.540501952234,1277.3981260081189,BOGOTÁ D.C.,2013-07-01,q1
lactantes 31 a 50 años,1,3258.554479572401,1345.6835648111442,BOGOTÁ D.C.,2013-07-01,q1
lactantes < 18 años,1,3395.6595326871193,1331.4237753942725,BOGOTÁ D.C.,2013-07-01,q1
1 a 3 años,0,1817.89891843337,1636.841611064969,BOGOTÁ D.C.,2013-07-01,q1
14 a 18 años,0,3187.574663482162,1160.4967014436634,BOGOTÁ D.C.,2013-07-01,q1
19 a 30 años,0,3053.5622201070464,1083.0035898369895,BOGOTÁ D.C.,2013-07-01,q1
31 a 50 años,0,3099.7125768489136,1160.5526862725042,BOGOTÁ D.C.,2013-07-01,q1
4 a 8 años,0,2337.7595861816676,1627.5095102186885,BOGOTÁ D.C.,2013-07-01,q1
51 a 70 años,0,3111.936791187525,1433.305391436731,BOGOTÁ D.C.,2013-07-01,q1
9 a 13 años,0,3095.595096526028,1542.7009018732472,BOGOTÁ D.C.,2013-07-01,q1
>70 años,0,2903.4370261779604,1433.305391436731,BOGOTÁ D.C.,2013-07-01,q1
1 a 3 años,1,1435.853872476357,1408.9354557302086,BOGOTÁ D.C.,2013-08-01,q1
14 a 18 años,1,3284.133544443988,1554.295343659109,BOGOTÁ D.C.,2013-08-01,q1
19 a 30 años,1,3167.82003014696,1559.0978191363918,BOGOTÁ D.C.,2013-08-01,q1
31 a 50 años,1,3219.0243444368093,1679.6489182707496,BOGOTÁ D.C.,2013-08-01,q1
4 a 8 años,1,2373.20350823508,1802.5628495006401,BOGOTÁ D.C.,2013-08-01,q1
51 a 70 años,1,3051.6332250786663,1752.6174091381815,BOGOTÁ D.C.,2013-08-01,q1
9 a 13 años,1,3125.092904453984,1725.4200033962813,BOGOTÁ D.C.,2013-08-01,q1
>70 años,1,2929.0568479012054,1789.1981776094328,BOGOTÁ D.C.,2013-08-01,q1
gestantes 19 a 30 años,1,3845.205135630626,1533.8921267055193,BOGOTÁ D.C.,2013-08-01,q1
gestantes 31 a 50 años,1,4135.883197983964,1729.4194778303668,BOGOTÁ D.C.,2013-08-01,q1
gestantes < 18 años,1,5474.074224496289,2171.909300742318,BOGOTÁ D.C.,2013-08-01,q1
lactantes 19 a 30 años,1,3225.414930416828,1271.4357327831626,BOGOTÁ D.C.,2013-08-01,q1
lactantes 31 a 50 años,1,3243.7288448714044,1339.561030085999,BOGOTÁ D.C.,2013-08-01,q1
lactantes < 18 años,1,3381.403723745838,1325.834132858226,BOGOTÁ D.C.,2013-08-01,q1
1 a 3 años,0,1816.196880916844,1635.309091405703,BOGOTÁ D.C.,2013-08-01,q1
14 a 18 años,0,3169.9144483433065,1154.0671668979714,BOGOTÁ D.C.,2013-08-01,q1
19 a 30 años,0,3040.9598585424083,1078.5339239742968,BOGOTÁ D.C.,2013-08-01,q1
31 a 50 años,0,3086.226893376836,1155.5035580737244,BOGOTÁ D.C.,2013-08-01,q1
4 a 8 años,0,2334.9655277582315,1625.5643330141427,BOGOTÁ D.C.,2013-08-01,q1
51 a 70 años,0,3098.0719311242246,1426.919471665827,BOGOTÁ D.C.,2013-08-01,q1
9 a 13 años,0,3086.3788879063463,1538.1079713036397,BOGOTÁ D.C.,2013-08-01,q1
>70 años,0,2890.501111738901,1426.9194716658267,BOGOTÁ D.C.,2013-08-01,q1
1 a 3 años,1,1434.4061263131318,1407.5148509322917,BOGOTÁ D.C.,2013-09-01,q1
14 a 18 años,1,3267.795854267777,1546.5631380641435,BOGOTÁ D.C.,2013-09-01,q1
19 a 30 años,1,3148.071269776359,1549.3781226475708,BOGOTÁ D.C.,2013-09-01,q1
31 a 50 años,1,3186.2266513933537,1662.535469055259,BOGOTÁ D.C.,2013-09-01,q1
4 a 8 años,1,2370.816601521821,1800.7498784040613,BOGOTÁ D.C.,2013-09-01,q1
51 a 70 años,1,3034.473468651918,1742.7621986224256,BOGOTÁ D.C.,2013-09-01,q1
9 a 13 años,1,3115.364943977909,1720.0490214412198,BOGOTÁ D.C.,2013-09-01,q1
>70 años,1,2913.8113224629724,1779.8855327045023,BOGOTÁ D.C.,2013-09-01,q1
gestantes 19 a 30 años,1,3811.698029260484,1520.5257951740946,BOGOTÁ D.C.,2013-09-01,q1
gestantes 31 a 50 años,1,4108.565754534388,1717.9966893897513,BOGOTÁ D.C.,2013-09-01,q1
gestantes < 18 años,1,5434.8267503372335,2156.3373609655746,BOGOTÁ D.C.,2013-09-01,q1
lactantes 19 a 30 años,1,3213.7099194303073,1266.8217003123677,BOGOTÁ D.C.,2013-09-01,q1
lactantes 31 a 50 años,1,3232.195937997334,1334.7982914753297,BOGOTÁ D.C.,2013-09-01,q1
lactantes < 18 años,1,3370.0637277154415,1321.3877682618179,BOGOTÁ D.C.,2013-09-01,q1
1 a 3 años,0,1814.4914918308912,1633.7735539834905,BOGOTÁ D.C.,2013-09-01,q1
14 a 18 años,0,3149.781033662488,1146.7372173934348,BOGOTÁ D.C.,2013-09-01,q1
19 a 30 años,0,3031.251693176602,1075.090739528134,BOGOTÁ D.C.,2013-09-01,q1
31 a 50 años,0,3073.085910451031,1150.5834880168247,BOGOTÁ D.C.,2013-09-01,q1
4 a 8 años,0,2332.4480064870368,1623.8116763956643,BOGOTÁ D.C.,2013-09-01,q1
51 a 70 años,0,3061.9685754934417,1410.2908774024008,BOGOTÁ D.C.,2013-09-01,q1
9 a 13 años,0,3076.1633113452913,1533.0170021418692,BOGOTÁ D.C.,2013-09-01,q1
>70 años,0,2856.81668093538,1410.2908774024006,BOGOTÁ D.C.,2013-09-01,q1
1 a 3 años,1,1431.0758698457187,1404.2470278596206,BOGOTÁ D.C.,2013-10-01,q1
14 a 18 años,1,3245.8016578485585,1536.1538545745168,BOGOTÁ D.C.,2013-10-01,q1
19 a 30 años,1,3146.875753841655,1548.7897286513123,BOGOTÁ D.C.,2013-10-01,q1
31 a 50 años,1,3181.702773005926,1660.1749626945793,BOGOTÁ D.C.,2013-10-01,q1
4 a 8 años,1,2359.490166872169,1792.1469034607974,BOGOTÁ D.C.,2013-10-01,q1
51 a 70 años,1,3018.1836763884958,1733.4066268985978,BOGOTÁ D.C.,2013-10-01,q1
9 a 13 años,1,3094.4720944333762,1708.5137034093943,BOGOTÁ D.C.,2013-10-01,q1
>70 años,1,2897.9844253120505,1770.2177601040044,BOGOTÁ D.C.,2013-10-01,q1
gestantes 19 a 30 años,1,3762.4546012432475,1500.8820820658425,BOGOTÁ D.C.,2013-10-01,q1
gestantes 31 a 50 años,1,4053.5306045159955,1694.983742493037,BOGOTÁ D.C.,2013-10-01,q1
gestantes < 18 años,1,5379.939997994188,2134.5603365757083,BOGOTÁ D.C.,2013-10-01,q1
lactantes 19 a 30 años,1,3222.183203183725,1270.161808785201,BOGOTÁ D.C.,2013-10-01,q1
lactantes 31 a 50 años,1,3241.2102991159263,1338.5209475426168,BOGOTÁ D.C.,2013-10-01,q1
lactantes < 18 años,1,3362.6835781050663,1318.4940427387085,BOGOTÁ D.C.,2013-10-01,q1
1 a 3 años,0,1807.6695674643415,1627.6310729262425,BOGOTÁ D.C.,2013-10-01,q1
14 a 18 años,0,3130.650427061714,1139.7723590917694,BOGOTÁ D.C.,2013-10-01,q1
19 a 30 años,0,3032.5548544342832,1075.5529303131595,BOGOTÁ D.C.,2013-10-01,q1
31 a 50 años,0,3070.025742246842,1149.4377410024401,BOGOTÁ D.C.,2013-10-01,q1
4 a 8 años,0,2320.874185281431,1615.7541737367399,BOGOTÁ D.C.,2013-10-01,q1
51 a 70 años,0,3042.3422523391655,1401.251325290996,BOGOTÁ D.C.,2013-10-01,q1
9 a 13 años,0,3057.9747554050473,1523.9526701546947,BOGOTÁ D.C.,2013-10-01,q1
>70 años,0,2838.5053214324407,1401.2513252909955,BOGOTÁ D.C.,2013-10-01,q1
1 a 3 años,1,1432.5450136377349,1405.6886291381002,BOGOTÁ D.C.,2013-11-01,q1
14 a 18 años,1,3241.038642284123,1533.8996426754475,BOGOTÁ D.C.,2013-11-01,q1
19 a 30 años,1,3162.2025496035603,1556.3330782161108,BOGOTÁ D.C.,2013-11-01,q1
31 a 50 años,1,3195.8312803785884,1667.547051124149,BOGOTÁ D.C.,2013-11-01,q1
4 a 8 años,1,2360.950575600438,1793.2561545253984,BOGOTÁ D.C.,2013-11-01,q1
51 a 70 años,1,3017.697503718748,1733.1274076666277,BOGOTÁ D.C.,2013-11-01,q1
9 a 13 años,1,3090.4788016037987,1706.3089346108877,BOGOTÁ D.C.,2013-11-01,q1
>70 años,1,2896.2216040512,1769.1409504852581,BOGOTÁ D.C.,2013-11-01,q1
gestantes 19 a 30 años,1,3719.117508035138,1483.594467043047,BOGOTÁ D.C.,2013-11-01,q1
gestantes 31 a 50 años,1,3981.852918509342,1665.0117194994991,BOGOTÁ D.C.,2013-11-01,q1
gestantes < 18 años,1,5370.552339042095,2130.8356622364654,BOGOTÁ D.C.,2013-11-01,q1
lactantes 19 a 30 años,1,3241.9354865015293,1277.9480190420709,BOGOTÁ D.C.,2013-11-01,q1
lactantes 31 a 50 años,1,3261.8650888172574,1347.0507454052652,BOGOTÁ D.C.,2013-11-01,q1
lactantes < 18 años,1,3366.9966678815626,1320.1851870417368,BOGOTÁ D.C.,2013-11-01,q1
1 a 3 años,0,1810.6234913591195,1630.2907948157797,BOGOTÁ D.C.,2013-11-01,q1
14 a 18 años,0,3120.0305004691086,1135.9059744321912,BOGOTÁ D.C.,2013-11-01,q1
19 a 30 años,0,3045.163821838978,1080.024939061921,BOGOTÁ D.C.,2013-11-01,q1
31 a 50 años,0,3079.988370545654,1153.1678142745448,BOGOTÁ D.C.,2013-11-01,q1
4 a 8 años,0,2321.2587749534932,1616.021918697373,BOGOTÁ D.C.,2013-11-01,q1
51 a 70 años,0,3038.9431191417325,1399.6857420978527,BOGOTÁ D.C.,2013-11-01,q1
9 a 13 años,0,3052.8336815686407,1521.3905975977198,BOGOTÁ D.C.,2013-11-01,q1
>70 años,0,2835.333930159236,1399.6857420978522,BOGOTÁ D.C.,2013-11-01,q1
1 a 3 años,1,1434.3754480270632,1407.4847477819178,BOGOTÁ D.C.,2013-12-01,q1
14 a 18 años,1,3242.231106165656,1534.4640049442894,BOGOTÁ D.C.,2013-12-01,q1
19 a 30 años,1,3183.0870023335438,1566.61172548652,BOGOTÁ D.C.,2013-12-01,q1
31 a 50 años,1,3234.7472952641288,1687.8529684805521,BOGOTÁ D.C.,2013-12-01,q1
4 a 8 años,1,2364.6611251022377,1796.0744963404027,BOGOTÁ D.C.,2013-12-01,q1
51 a 70 años,1,3027.1847797621967,1738.5761506617102,BOGOTÁ D.C.,2013-12-01,q1
9 a 13 años,1,3088.5855367530366,1705.2636290325856,BOGOTÁ D.C.,2013-12-01,q1
>70 años,1,2899.9489635316504,1771.417787411133,BOGOTÁ D.C.,2013-12-01,q1
gestantes 19 a 30 años,1,3703.7566727269796,1477.4668708535255,BOGOTÁ D.C.,2013-12-01,q1
gestantes 31 a 50 años,1,3948.8667678085244,1651.2185612338533,BOGOTÁ D.C.,2013-12-01,q1
gestantes < 18 años,1,5412.638242024176,2147.53378512861,BOGOTÁ D.C.,2013-12-01,q1
lactantes 19 a 30 años,1,3257.667904611361,1284.1496268910116,BOGOTÁ D.C.,2013-12-01,q1
lactantes 31 a 50 años,1,3285.854021214038,1356.957442459671,BOGOTÁ D.C.,2013-12-01,q1
lactantes < 18 años,1,3374.6834677375273,1323.1991488321767,BOGOTÁ D.C.,2013-12-01,q1
1 a 3 años,0,1817.8241357372008,1636.7742765015394,BOGOTÁ D.C.,2013-12-01,q1
14 a 18 años,0,3114.8374257685064,1134.015337601073,BOGOTÁ D.C.,2013-12-01,q1
19 a 30 años,0,3057.636280762268,1084.4485324963177,BOGOTÁ D.C.,2013-12-01,q1
31 a 50 años,0,3096.9917556683877,1159.533993006001,BOGOTÁ D.C.,2013-12-01,q1
4 a 8 años,0,2322.679665280155,1617.011119012419,BOGOTÁ D.C.,2013-12-01,q1
51 a 70 años,0,3041.4094129869754,1400.8216752811536,BOGOTÁ D.C.,2013-12-01,q1
9 a 13 años,0,3049.732413835761,1519.8450697170103,BOGOTÁ D.C.,2013-12-01,q1
>70 años,0,2837.6349823168466,1400.821675281153,BOGOTÁ D.C.,2013-12-01,q1
1 a 3 años,1,1501.5714373711953,1473.4209921901843,BOGOTÁ D.C.,2014-01-01,q1
14 a 18 años,1,3421.378759955497,1619.2499493481307,BOGOTÁ D.C.,2014-01-01,q1
19 a 30 años,1,3472.203672987449,1708.9055320801829,BOGOTÁ D.C.,2014-01-01,q1
31 a 50 años,1,3499.3632834613363,1825.926468639724,BOGOTÁ D.C.,2014-01-01,q1
4 a 8 años,1,2477.9853386857726,1882.149717722527,BOGOTÁ D.C.,2014-01-01,q1
51 a 70 años,1,3221.8099768195925,1850.3535116557377,BOGOTÁ D.C.,2014-01-01,q1
9 a 13 años,1,3226.209716856317,1781.2484143055167,BOGOTÁ D.C.,2014-01-01,q1
>70 años,1,3079.948068436424,1881.3692452323778,BOGOTÁ D.C.,2014-01-01,q1
