cod_mun,year,month,food_sipsa,m_q1,m_q2,m_q3,precio_hat_q1,precio_hat_q2,precio_hat_q3
76001,2018,5,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3229.096256964878,3299.605111247984,3476.9994740297734
76001,2017,4,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3258.2673366695985,3329.413155367669,3508.410067186116
76001,2017,1,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3276.1374411062825,3347.6734620434568,3527.6520899636002
76001,2017,5,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3259.065479385158,3330.228725909453,3509.269484676758
76001,2013,9,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,2624.0911217084704,2681.3894007941617,2825.5470645407236
76001,2018,6,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3230.58555573329,3301.1269295641237,3478.6031088001128
76001,2023,9,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,6667.5805908863895,6813.170387811661,7179.462104159646
76001,2020,11,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3733.8152782857183,3815.344912717903,4020.466633882999
76001,2013,7,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,2643.4797704026805,2701.201409864383,2846.42421280365
76001,2019,3,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3269.6071825244317,3341.000612156133,3520.6204923128957
76001,2016,9,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3153.508513879954,3222.3668738022097,3395.608731222865
76001,2016,3,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3122.8069696044236,3190.9949466890907,3362.550177125051
76001,2019,6,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3403.1976152274387,3477.5080555653885,3664.4668899673147
76001,2022,10,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,6599.479322818516,6743.58209612957,7106.1325858022965
76001,2024,12,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,5918.839799773028,6048.080485016491,6373.239207808833
76001,2020,7,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3687.543731762889,3768.0630049448646,3970.6427419580045
76001,2023,1,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,6661.423489937787,6806.878843632185,7172.832312088982
76001,2018,11,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3253.2815360698046,3324.318487437823,3503.041498186134
76001,2015,12,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,2883.0158744788587,2945.967898826556,3104.3499113911703
76001,2014,7,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,2575.4406952736813,2631.676669133599,2773.161662042973
76001,2022,1,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,5987.687383107399,6118.431388114279,6447.372337326265
76001,2016,5,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3143.7597707113337,3212.4052621847045,3385.111560444313
76001,2020,9,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3679.147685014795,3759.4836265183053,3961.6021164070985
76001,2014,11,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,2596.4308121439162,2653.125115199997,2795.7632259202383
76001,2021,10,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,5304.435756629172,5420.260637046272,5711.666320272519
76001,2023,4,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,7180.112600153372,7336.893777539629,7731.342068344965
76001,2015,7,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,2808.7886019318203,2870.1198384406407,3024.424084761492
76001,2016,6,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3148.5441846519143,3217.2941460817437,3390.2632819884
76001,2022,3,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,5862.6795759691095,5990.693975985505,6312.767468012771
76001,2018,1,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3234.9501673364657,3305.586844539835,3483.302799066655
76001,2021,1,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3735.681066451961,3817.251441257138,4022.4756617832
76001,2016,11,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3166.6156757478116,3235.7602367903382,3409.7221522217797
76001,2014,12,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,2614.5289573564746,2671.6184420305804,2815.250796552192
76001,2016,7,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3150.6009939875585,3219.3958668285677,3392.4779960783844
76001,2019,2,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3247.03114571289,3317.9316168313844,3496.3112547204587
76001,2022,6,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,5973.8805506772,6104.323076923936,6432.505530864773
76001,2021,4,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,3777.6613001924316,3860.148333389935,4067.678789537731
76001,2021,5,Aceite vegetal mezcla,2.9915067766198624,5.240375365794647,10.898340091116104,4109.771593783706,4199.510413373838,4425.285755773576
