diet,city_std,month,nominal,real,implicit_deflator,real_growth_yoy,nom_growth_yoy,jump_real,jump_nom
CoRD,CALI,2021-05-01,6828.705132230034,7054.821848199542,0.967948628493402,25.627298405603316,27.806823598388398,1.2356493793345735,1.2412009345466306
CoCA,CALI,2019-01-01,1396.9270830101468,1381.1175716477,1.0114468975610713,8.467946528182924,6.379877824891711,1.20459999999973,1.1587151048997513
CoCA,CALI,2016-08-01,1496.9362811580404,1466.7218118336373,1.0206000000004296,-4.211185541296658,27.55440733619212,1.2022893918146886,1.0187269018568839
