diet,version,city_std,month,mean_cost_day,n_obs
CoCA,real,BOGOTA,2006-09-01,1115.5590309752645,22
CoCA,real,BOGOTA,2006-10-01,1101.2656190848074,22
CoCA,real,BOGOTA,2006-11-01,1091.968819147154,22
CoCA,real,BOGOTA,2006-12-01,1104.9773976239007,22
CoCA,real,BOGOTA,2007-01-01,1117.5438725796764,22
CoCA,real,BOGOTA,2007-02-01,1126.408863836652,22
CoCA,real,BOGOTA,2007-03-01,1129.2960608525448,22
CoCA,real,BOGOTA,2007-04-01,1130.6302485954343,22
CoCA,real,BOGOTA,2007-05-01,1123.9441832913628,22
CoCA,real,BOGOTA,2007-06-01,1133.8312991595094,22
CoCA,real,BOGOTA,2007-07-01,1149.3996382060404,22
CoCA,real,BOGOTA,2007-08-01,1154.131659122266,22
CoCA,real,BOGOTA,2007-09-01,1161.2890780148618,22
CoCA,real,BOGOTA,2007-10-01,1158.7555391570693,22
CoCA,real,BOGOTA,2007-11-01,1160.7741256379365,22
CoCA,real,BOGOTA,2007-12-01,1157.787845466774,22
CoCA,real,BOGOTA,2008-01-01,1157.3898417448295,22
CoCA,real,BOGOTA,2008-02-01,1160.9461204417926,22
CoCA,real,BOGOTA,2008-03-01,1123.9676336920052,22
CoCA,real,BOGOTA,2008-04-01,1140.1291492825885,22
CoCA,real,BOGOTA,2008-05-01,1164.6675286368604,22
CoCA,real,BOGOTA,2008-06-01,1163.4640322918037,22
CoCA,real,BOGOTA,2008-07-01,1177.3136658451253,22
CoCA,real,BOGOTA,2008-08-01,1204.1248111933078,22
CoCA,real,BOGOTA,2008-09-01,1225.8040150031416,22
CoCA,real,BOGOTA,2008-10-01,1236.235161231497,22
CoCA,real,BOGOTA,2008-11-01,1251.3212082232326,22
CoCA,real,BOGOTA,2008-12-01,1211.6722463957856,22
CoCA,real,BOGOTA,2009-01-01,1204.5457359897866,22
CoCA,real,BOGOTA,2009-02-01,1224.5559653853813,22
CoCA,real,BOGOTA,2009-03-01,1239.9112035814471,22
CoCA,real,BOGOTA,2009-04-01,1242.759621720903,22
CoCA,real,BOGOTA,2009-05-01,1242.8486210295616,22
CoCA,real,BOGOTA,2009-06-01,1255.9505966075733,22
CoCA,real,BOGOTA,2009-07-01,1309.4329885329803,22
CoCA,real,BOGOTA,2009-08-01,1343.2749469887779,22
CoCA,real,BOGOTA,2009-09-01,1326.627090049599,22
CoCA,real,BOGOTA,2009-10-01,1301.8316578179085,22
CoCA,real,BOGOTA,2009-11-01,1298.1931312996433,22
CoCA,real,BOGOTA,2009-12-01,1273.5695558747109,22
CoCA,real,BOGOTA,2010-01-01,1229.5895883059513,22
CoCA,real,BOGOTA,2010-02-01,1176.935903933429,22
CoCA,real,BOGOTA,2010-03-01,1190.419772516549,22
CoCA,real,BOGOTA,2010-04-01,1215.3576555903069,22
CoCA,real,BOGOTA,2010-05-01,1204.8074179639052,22
CoCA,real,BOGOTA,2010-06-01,1178.9183094420105,22
CoCA,real,BOGOTA,2010-07-01,1164.9424140367587,22
CoCA,real,BOGOTA,2010-08-01,1239.056811481258,22
CoCA,real,BOGOTA,2010-09-01,1238.0517674094028,22
CoCA,real,BOGOTA,2010-10-01,1216.0533203514851,22
CoCA,real,BOGOTA,2010-11-01,1163.0694797902388,22
CoCA,real,BOGOTA,2010-12-01,1140.814905312762,22
CoCA,real,BOGOTA,2011-01-01,1130.024010559988,22
CoCA,real,BOGOTA,2011-02-01,1134.1358703130913,22
CoCA,real,BOGOTA,2011-03-01,1136.7702828641116,22
CoCA,real,BOGOTA,2011-04-01,1136.5305481267633,22
CoCA,real,BOGOTA,2011-05-01,1114.5920783352203,22
CoCA,real,BOGOTA,2011-06-01,1122.4416846685149,22
CoCA,real,BOGOTA,2011-07-01,1130.204847334069,22
CoCA,real,BOGOTA,2011-08-01,1167.962762168547,22
CoCA,real,BOGOTA,2011-09-01,1194.3072655804765,22
CoCA,real,BOGOTA,2011-10-01,1186.6834973064344,22
CoCA,real,BOGOTA,2011-11-01,1196.640185732273,22
CoCA,real,BOGOTA,2011-12-01,1194.1293486997752,22
CoCA,real,BOGOTA,2012-01-01,1203.9235146706694,22
CoCA,real,BOGOTA,2012-02-01,1223.36073381001,22
CoCA,real,BOGOTA,2012-03-01,1220.645067377374,22
CoCA,real,BOGOTA,2012-04-01,1144.3877670152276,22
CoCA,real,BOGOTA,2012-05-01,1096.6392904793427,22
CoCA,real,BOGOTA,2012-06-01,1089.5635175533318,22
CoCA,real,BOGOTA,2012-07-01,1122.95943818419,22
CoCA,real,BOGOTA,2012-08-01,1136.0397641754657,22
CoCA,real,BOGOTA,2012-09-01,1128.3966369558198,22
CoCA,real,BOGOTA,2012-10-01,1116.1256034223368,22
CoCA,real,BOGOTA,2012-11-01,1106.0547035236973,22
CoCA,real,BOGOTA,2012-12-01,1107.2827981128266,22
CoCA,real,BOGOTA,2013-01-01,1103.3035635573292,22
CoCA,real,BOGOTA,2013-02-01,1141.3356243448695,22
CoCA,real,BOGOTA,2013-03-01,1186.0618808238742,22
CoCA,real,BOGOTA,2013-04-01,1200.0638945951605,22
CoCA,real,BOGOTA,2013-05-01,1205.5438208684263,22
CoCA,real,BOGOTA,2013-06-01,1195.5037465483315,22
CoCA,real,BOGOTA,2013-07-01,1214.3321857610708,22
CoCA,real,BOGOTA,2013-08-01,1182.0455190103487,22
CoCA,real,BOGOTA,2013-09-01,1182.4472020904357,22
CoCA,real,BOGOTA,2013-10-01,1180.905162549527,22
CoCA,real,BOGOTA,2013-11-01,1166.1663299565282,22
CoCA,real,BOGOTA,2013-12-01,1164.2583753214699,22
CoCA,real,BOGOTA,2014-01-01,1170.197876615052,22
CoCA,real,BOGOTA,2014-02-01,1173.6166326581044,22
CoCA,real,BOGOTA,2014-03-01,1186.2927134007261,22
CoCA,real,BOGOTA,2014-04-01,1185.6694948990964,22
CoCA,real,BOGOTA,2014-05-01,1184.26588905723,22
CoCA,real,BOGOTA,2014-06-01,1163.1855343326793,22
CoCA,real,BOGOTA,2014-07-01,1176.0617243666213,22
CoCA,real,BOGOTA,2014-08-01,1169.9877817413492,22
CoCA,real,BOGOTA,2014-09-01,1171.1182518664657,22
CoCA,real,BOGOTA,2014-10-01,1183.7111209739828,22
CoCA,real,BOGOTA,2014-11-01,1186.2908577107632,22
CoCA,real,BOGOTA,2014-12-01,1176.867020987747,22
CoCA,real,BOGOTA,2015-01-01,1112.4305363673545,22
CoCA,real,BOGOTA,2015-02-01,1004.193272926182,22
CoCA,real,BOGOTA,2015-03-01,990.9326570419909,22
CoCA,real,BOGOTA,2015-04-01,994.5862365758261,22
CoCA,real,BOGOTA,2015-05-01,999.1398264224309,22
CoCA,real,BOGOTA,2015-06-01,1020.6172682980899,22
CoCA,real,BOGOTA,2015-07-01,1032.5463245699207,22
CoCA,real,BOGOTA,2015-08-01,1039.7378704674754,22
CoCA,real,BOGOTA,2015-09-01,1064.2789041003743,22
CoCA,real,BOGOTA,2015-10-01,1060.8334534671956,22
CoCA,real,BOGOTA,2015-11-01,1076.331534944278,22
CoCA,real,BOGOTA,2015-12-01,1080.3004637940642,22
CoCA,real,BOGOTA,2016-01-01,1049.9357743497374,22
CoCA,real,BOGOTA,2016-02-01,1026.6348464082032,22
CoCA,real,BOGOTA,2016-03-01,1017.2821209563433,22
CoCA,real,BOGOTA,2016-04-01,1009.6280125902163,22
CoCA,real,BOGOTA,2016-05-01,1068.0545671977586,22
CoCA,real,BOGOTA,2016-06-01,1077.663977386784,22
CoCA,real,BOGOTA,2016-07-01,1135.2725836133295,22
CoCA,real,BOGOTA,2016-08-01,1139.320990137006,22
CoCA,real,BOGOTA,2016-09-01,1141.926104239068,22
CoCA,real,BOGOTA,2016-10-01,1165.1054611740592,22
CoCA,real,BOGOTA,2016-11-01,1164.0472432519011,22
CoCA,real,BOGOTA,2016-12-01,1161.3048796927744,22
CoCA,real,BOGOTA,2017-01-01,1173.6609255582737,22
CoCA,real,BOGOTA,2017-02-01,1139.5474085601286,22
CoCA,real,BOGOTA,2017-03-01,1141.872661895666,22
CoCA,real,BOGOTA,2017-04-01,1161.241364506171,22
CoCA,real,BOGOTA,2017-05-01,1169.762387073313,22
CoCA,real,BOGOTA,2017-06-01,1154.5747678203206,22
CoCA,real,BOGOTA,2017-07-01,1133.85465469024,22
CoCA,real,BOGOTA,2017-08-01,1138.0516028542788,22
CoCA,real,BOGOTA,2017-09-01,1168.6389173367022,22
CoCA,real,BOGOTA,2017-10-01,1175.444706136415,22
CoCA,real,BOGOTA,2017-11-01,1181.2819267732382,22
CoCA,real,BOGOTA,2017-12-01,1164.9503948536749,22
CoCA,real,BOGOTA,2018-01-01,1174.0336461953798,22
CoCA,real,BOGOTA,2018-02-01,1179.1760249193876,22
CoCA,real,BOGOTA,2018-03-01,1161.9320405829378,22
CoCA,real,BOGOTA,2018-04-01,1174.7683924642622,22
CoCA,real,BOGOTA,2018-05-01,1193.0541390125395,22
CoCA,real,BOGOTA,2018-06-01,1214.3673270416248,22
CoCA,real,BOGOTA,2018-07-01,1216.7892802262709,22
CoCA,real,BOGOTA,2018-08-01,1215.0939129967185,22
CoCA,real,BOGOTA,2018-09-01,1204.800611960473,22
CoCA,real,BOGOTA,2018-10-01,1212.4297644942078,22
CoCA,real,BOGOTA,2018-11-01,1211.5820808786818,22
CoCA,real,BOGOTA,2018-12-01,1210.9765925825204,22
CoCA,real,BOGOTA,2019-01-01,1215.6994012928797,22
CoCA,real,BOGOTA,2019-02-01,1227.324776581881,22
CoCA,real,BOGOTA,2019-03-01,1231.9264876348084,22
CoCA,real,BOGOTA,2019-04-01,1232.047585293741,22
CoCA,real,BOGOTA,2019-05-01,1235.0750267745482,22
CoCA,real,BOGOTA,2019-06-01,1249.9700388637214,22
CoCA,real,BOGOTA,2019-07-01,1287.3892155743029,22
CoCA,real,BOGOTA,2019-08-01,1318.8746069822014,22
CoCA,real,BOGOTA,2019-09-01,1321.1754625079152,22
CoCA,real,BOGOTA,2019-10-01,1320.3277788923888,22
CoCA,real,BOGOTA,2019-11-01,1353.5085375298395,22
CoCA,real,BOGOTA,2019-12-01,1430.0422581805547,22
CoCA,real,BOGOTA,2020-01-01,1517.4893591457785,22
CoCA,real,BOGOTA,2020-02-01,1569.3671090995158,22
CoCA,real,BOGOTA,2020-03-01,1691.613202177827,22
CoCA,real,BOGOTA,2020-04-01,1708.1857113564672,22
CoCA,real,BOGOTA,2020-05-01,1656.698999722137,22
CoCA,real,BOGOTA,2020-06-01,1661.1307673043318,22
CoCA,real,BOGOTA,2020-07-01,1554.5076530809656,22
CoCA,real,BOGOTA,2020-08-01,1540.169581487348,22
CoCA,real,BOGOTA,2020-09-01,1558.6479723131592,22
CoCA,real,BOGOTA,2020-10-01,1519.7756236923904,22
CoCA,real,BOGOTA,2020-11-01,1520.017819010255,22
CoCA,real,BOGOTA,2020-12-01,1503.185244372165,22
CoCA,real,BOGOTA,2021-01-01,1499.9156075719927,22
CoCA,real,BOGOTA,2021-02-01,1492.4075526986899,22
CoCA,real,BOGOTA,2021-03-01,1470.004485736214,22
CoCA,real,BOGOTA,2021-04-01,1459.8322823589006,22
CoCA,real,BOGOTA,2021-05-01,1474.9694897659388,22
CoCA,real,BOGOTA,2021-06-01,1464.555091069261,22
CoCA,real,BOGOTA,2021-07-01,1433.4329926396592,22
CoCA,real,BOGOTA,2021-08-01,1386.931491485155,22
CoCA,real,BOGOTA,2021-09-01,1357.8680532634025,22
CoCA,real,BOGOTA,2021-10-01,1295.7449540631312,22
CoCA,real,BOGOTA,2021-11-01,1272.8574964634265,22
CoCA,real,BOGOTA,2021-12-01,1272.4942034851294,22
CoCA,real,BOGOTA,2022-01-01,1291.869828966798,22
CoCA,real,BOGOTA,2022-02-01,1325.1716852631812,22
CoCA,real,BOGOTA,2022-03-01,1423.381886921278,22
CoCA,real,BOGOTA,2022-04-01,1520.1389166676875,22
CoCA,real,BOGOTA,2022-05-01,1629.3690053186235,22
CoCA,real,BOGOTA,2022-06-01,1698.1524757781715,22
CoCA,real,BOGOTA,2022-07-01,1713.1685855277767,22
CoCA,real,BOGOTA,2022-08-01,1735.3294571708875,22
CoCA,real,BOGOTA,2022-09-01,1760.8810632731038,22
CoCA,real,BOGOTA,2022-10-01,1798.300239983685,22
CoCA,real,BOGOTA,2022-11-01,1853.2785772889504,22
CoCA,real,BOGOTA,2022-12-01,1939.742305997614,22
CoCA,real,BOGOTA,2023-01-01,1980.6733148277315,22
CoCA,real,BOGOTA,2023-02-01,2012.1587062341305,22
CoCA,real,BOGOTA,2023-03-01,2018.819077494907,22
CoCA,real,BOGOTA,2023-04-01,2031.5343317172985,22
CoCA,real,BOGOTA,2023-05-01,2042.0698280729086,22
CoCA,real,BOGOTA,2023-06-01,2017.9713938808804,22
CoCA,real,BOGOTA,2023-07-01,2010.5844366635104,22
CoCA,real,BOGOTA,2023-08-01,2002.5919911529777,22
CoCA,real,BOGOTA,2023-09-01,2001.6232098785204,22
CoCA,real,BOGOTA,2023-10-01,2007.9202881609992,22
CoCA,real,BOGOTA,2023-11-01,2007.3147998648385,22
CoCA,real,BOGOTA,2023-12-01,1996.658205848796,22
CoCA,real,BOGOTA,2024-01-01,2008.0413858214317,22
CoCA,real,BOGOTA,2024-02-01,2043.1597070047997,22
CoCA,real,BOGOTA,2024-03-01,2027.4170113016003,22
CoCA,real,BOGOTA,2024-04-01,2026.3271323697093,22
CoCA,real,BOGOTA,2024-05-01,2026.932620665871,22
CoCA,real,BOGOTA,2024-06-01,2039.5267772278305,22
CoCA,real,BOGOTA,2024-07-01,2033.4718942632162,22
CoCA,real,BOGOTA,2024-08-01,2007.0726045469735,22
CoCA,real,BOGOTA,2024-09-01,1979.4623382354084,22
CoCA,real,BOGOTA,2024-10-01,1990.361127569316,22
CoCA,real,BOGOTA,2024-11-01,1988.9079556561285,22
CoCA,real,BOGOTA,2024-12-01,1986.3649048140496,22
CoCA,real,BOGOTA,2025-01-01,1986.6071001319144,22
CoCA,real,BOGOTA,2025-02-01,1977.1614827081949,22
CoCA,real,BOGOTA,2025-03-01,1971.9542833606065,22
CoCA,real,BOGOTA,2025-04-01,1977.8880686647888,22
CoCA,real,BOGOTA,2025-05-01,1971.712088042741,22
CoCA,real,BOGOTA,2025-06-01,1950.5199976740887,22
CoCA,real,CALI,1999-01-01,1566.7912553789024,22
CoCA,real,CALI,1999-02-01,1564.0008504166728,22
CoCA,real,CALI,1999-03-01,1596.4828700338458,22
CoCA,real,CALI,1999-04-01,1600.5503377705963,22
CoCA,real,CALI,1999-05-01,1598.9368377172636,22
CoCA,real,CALI,1999-06-01,1599.761389407065,22
CoCA,real,CALI,1999-07-01,1602.6899995000974,22
CoCA,real,CALI,1999-08-01,1600.7076197001375,22
CoCA,real,CALI,1999-09-01,1600.9017715090117,22
CoCA,real,CALI,1999-10-01,1595.5938392146456,22
CoCA,real,CALI,1999-11-01,1594.291573957963,22
CoCA,real,CALI,1999-12-01,1584.7458505328375,22
CoCA,real,CALI,2000-01-01,1592.7554751438988,22
CoCA,real,CALI,2000-02-01,1599.47422371737,22
CoCA,real,CALI,2000-03-01,1612.6961768818942,22
CoCA,real,CALI,2000-04-01,1611.9368422669081,22
CoCA,real,CALI,2000-05-01,1610.7322159259631,22
CoCA,real,CALI,2000-06-01,1603.3063696525664,22
CoCA,real,CALI,2000-07-01,1593.6588039221692,22
CoCA,real,CALI,2000-08-01,1583.2632012917877,22
CoCA,real,CALI,2000-09-01,1578.330051740418,22
CoCA,real,CALI,2000-10-01,1588.0034765127598,22
CoCA,real,CALI,2000-11-01,1589.5873881751868,22
CoCA,real,CALI,2000-12-01,1585.6392033462105,22
CoCA,real,CALI,2001-01-01,1578.4519262241822,22
CoCA,real,CALI,2001-02-01,1594.632436416413,22
CoCA,real,CALI,2001-03-01,1620.3324274923941,22
CoCA,real,CALI,2001-04-01,1605.2983724533578,22
CoCA,real,CALI,2001-05-01,1608.224906498748,22
CoCA,real,CALI,2001-06-01,1576.633270892191,22
CoCA,real,CALI,2001-07-01,1573.6109248360697,22
CoCA,real,CALI,2001-08-01,1573.4725476854935,22
CoCA,real,CALI,2001-09-01,1566.6692581657217,22
CoCA,real,CALI,2001-10-01,1563.928783134296,22
CoCA,real,CALI,2001-11-01,1567.7253746645983,22
CoCA,real,CALI,2001-12-01,1566.6402521185794,22
CoCA,real,CALI,2002-01-01,1552.0028036579283,22
CoCA,real,CALI,2002-02-01,1575.1077445220305,22
CoCA,real,CALI,2002-03-01,1549.7234031658868,22
CoCA,real,CALI,2002-04-01,1550.3449052300844,22
CoCA,real,CALI,2002-05-01,1567.4975532527303,22
CoCA,real,CALI,2002-06-01,1577.8337037700694,22
CoCA,real,CALI,2002-07-01,1569.663776196513,22
CoCA,real,CALI,2002-08-01,1552.3216671143848,22
CoCA,real,CALI,2002-09-01,1547.6254885021108,22
CoCA,real,CALI,2002-10-01,1554.7694050499601,22
CoCA,real,CALI,2002-11-01,1554.4643528346826,22
CoCA,real,CALI,2002-12-01,1561.9527107150138,22
CoCA,real,CALI,2003-01-01,1559.2785926372617,22
CoCA,real,CALI,2003-02-01,1566.7954377125664,22
CoCA,real,CALI,2003-03-01,1608.5603592723678,22
CoCA,real,CALI,2003-04-01,1588.9833034257404,22
CoCA,real,CALI,2003-05-01,1558.768391889963,22
CoCA,real,CALI,2003-06-01,1555.3258808081096,22
CoCA,real,CALI,2003-07-01,1559.5375358887823,22
CoCA,real,CALI,2003-08-01,1559.19767928538,22
CoCA,real,CALI,2003-09-01,1560.1680082218234,22
CoCA,real,CALI,2003-10-01,1562.6698794837366,22
CoCA,real,CALI,2003-11-01,1574.4552607226647,22
CoCA,real,CALI,2003-12-01,1594.4195831456673,22
CoCA,real,CALI,2004-01-01,1591.9362169521594,22
CoCA,real,CALI,2004-02-01,1590.6739140039351,22
CoCA,real,CALI,2004-03-01,1573.3439205969328,22
CoCA,real,CALI,2004-04-01,1581.5401071599808,22
CoCA,real,CALI,2004-05-01,1575.6850939015376,22
CoCA,real,CALI,2004-06-01,1571.6425631161922,22
CoCA,real,CALI,2004-07-01,1583.836415432105,22
CoCA,real,CALI,2004-08-01,1581.9463958420276,22
CoCA,real,CALI,2004-09-01,1568.242998621723,22
CoCA,real,CALI,2004-10-01,1570.629331525008,22
CoCA,real,CALI,2004-11-01,1578.6382411274212,22
CoCA,real,CALI,2004-12-01,1578.281723345709,22
CoCA,real,CALI,2006-01-01,1560.973856919836,22
CoCA,real,CALI,2006-02-01,1560.0015632516058,22
CoCA,real,CALI,2006-03-01,1559.098600058279,22
CoCA,real,CALI,2006-04-01,1522.9991890620386,22
CoCA,real,CALI,2006-05-01,1501.9872922350953,22
CoCA,real,CALI,2006-06-01,1525.8818681570478,22
CoCA,real,CALI,2006-07-01,1535.243737885504,22
CoCA,real,CALI,2006-08-01,1559.2804379557874,22
CoCA,real,CALI,2006-09-01,1553.5074657932275,22
CoCA,real,CALI,2006-10-01,1571.3997271946891,22
CoCA,real,CALI,2006-11-01,1570.051926741473,22
CoCA,real,CALI,2006-12-01,1564.4151353048107,22
CoCA,real,CALI,2007-01-01,1555.6828835948065,22
CoCA,real,CALI,2007-02-01,1552.7364488748703,22
CoCA,real,CALI,2007-03-01,1545.102802832663,22
CoCA,real,CALI,2007-04-01,1559.0188493916519,22
CoCA,real,CALI,2007-05-01,1549.9870604365515,22
CoCA,real,CALI,2007-06-01,1551.7425355064745,22
CoCA,real,CALI,2007-07-01,1548.5738404913773,22
CoCA,real,CALI,2007-08-01,1541.5965182675604,22
CoCA,real,CALI,2007-09-01,1567.8886587891873,22
CoCA,real,CALI,2007-10-01,1571.3612319035408,22
CoCA,real,CALI,2007-11-01,1566.5106008789537,22
CoCA,real,CALI,2007-12-01,1571.7240506732742,22
CoCA,real,CALI,2008-01-01,1567.5267318296185,22
CoCA,real,CALI,2008-02-01,1582.5955253503146,22
CoCA,real,CALI,2008-03-01,1575.4773484148157,22
CoCA,real,CALI,2008-04-01,1580.5012434436808,22
CoCA,real,CALI,2008-05-01,1575.9576319408466,22
CoCA,real,CALI,2008-06-01,1623.6411070498486,22
CoCA,real,CALI,2008-07-01,1626.1950897435527,22
CoCA,real,CALI,2008-08-01,1555.7360768825672,22
CoCA,real,CALI,2008-09-01,1517.6390065205812,22
CoCA,real,CALI,2008-10-01,1560.7063669467534,22
CoCA,real,CALI,2008-11-01,1578.8531381015441,22
CoCA,real,CALI,2008-12-01,1580.7091884497006,22
CoCA,real,CALI,2009-01-01,1577.346012993356,22
CoCA,real,CALI,2009-02-01,1577.5772852971222,22
CoCA,real,CALI,2009-03-01,1578.4480218526096,22
CoCA,real,CALI,2009-04-01,1578.5306955280687,22
CoCA,real,CALI,2009-05-01,1579.1636355377457,22
CoCA,real,CALI,2009-06-01,1580.5677205829077,22
CoCA,real,CALI,2009-07-01,1576.549546988065,22
CoCA,real,CALI,2009-08-01,1576.6527886162783,22
CoCA,real,CALI,2009-09-01,1577.0859592914,22
CoCA,real,CALI,2009-10-01,1578.2628999043814,22
CoCA,real,CALI,2009-11-01,1577.8385672891945,22
CoCA,real,CALI,2009-12-01,1576.8647043533117,22
CoCA,real,CALI,2010-01-01,1576.1602934622679,22
CoCA,real,CALI,2010-02-01,1576.466387104685,22
CoCA,real,CALI,2010-03-01,1576.5253551996898,22
CoCA,real,CALI,2010-04-01,1573.3316498841225,22
CoCA,real,CALI,2010-05-01,1576.8003738479417,22
CoCA,real,CALI,2010-06-01,1575.768072474643,22
CoCA,real,CALI,2010-07-01,1576.7152233763345,22
CoCA,real,CALI,2010-08-01,1577.7788011619953,22
CoCA,real,CALI,2010-09-01,1576.5703665553222,22
CoCA,real,CALI,2010-10-01,1575.562897034066,22
CoCA,real,CALI,2010-11-01,1575.2866178714273,22
CoCA,real,CALI,2010-12-01,1576.2226482976116,22
CoCA,real,CALI,2011-01-01,1574.0222835581642,22
CoCA,real,CALI,2011-02-01,1574.7717680904993,22
CoCA,real,CALI,2011-03-01,1576.3113023322903,22
CoCA,real,CALI,2011-04-01,1576.1876570375107,22
CoCA,real,CALI,2011-05-01,1576.7372287949843,22
CoCA,real,CALI,2011-06-01,1575.24437531328,22
CoCA,real,CALI,2011-07-01,1574.2392164360829,22
CoCA,real,CALI,2011-08-01,1575.6047043815581,22
CoCA,real,CALI,2011-09-01,1574.782309693057,22
CoCA,real,CALI,2011-10-01,1574.6233764360918,22
CoCA,real,CALI,2011-11-01,1574.3359749710435,22
CoCA,real,CALI,2011-12-01,1575.48804687896,22
CoCA,real,CALI,2012-01-01,1573.9930077354923,22
CoCA,real,CALI,2012-02-01,1575.6032717874014,22
CoCA,real,CALI,2012-03-01,1575.909629439657,22
CoCA,real,CALI,2012-04-01,1578.120678852988,22
CoCA,real,CALI,2012-05-01,1581.0587418799737,22
CoCA,real,CALI,2012-06-01,1577.3174572379014,22
CoCA,real,CALI,2012-07-01,1577.829408391683,22
CoCA,real,CALI,2012-08-01,1578.077841351753,22
CoCA,real,CALI,2012-09-01,1578.0970468015898,22
CoCA,real,CALI,2012-10-01,1573.516926544692,22
CoCA,real,CALI,2012-11-01,1555.8131226953064,22
CoCA,real,CALI,2012-12-01,1553.971945809744,22
CoCA,real,CALI,2013-01-01,1551.3496874998552,22
CoCA,real,CALI,2013-02-01,1555.6710289551183,22
CoCA,real,CALI,2013-03-01,1562.324513344107,22
CoCA,real,CALI,2013-04-01,1541.091492716476,22
CoCA,real,CALI,2013-05-01,1549.366601160813,22
CoCA,real,CALI,2013-06-01,1557.6511415816344,22
CoCA,real,CALI,2013-07-01,1535.9829175510356,22
CoCA,real,CALI,2013-08-01,1536.4231364149123,22
CoCA,real,CALI,2013-09-01,1554.645448584978,22
CoCA,real,CALI,2013-10-01,1557.2287427527551,22
CoCA,real,CALI,2013-11-01,1520.907451658593,22
CoCA,real,CALI,2013-12-01,1522.770034193769,22
CoCA,real,CALI,2014-01-01,1522.6847410631347,22
CoCA,real,CALI,2014-02-01,1523.6741198692403,22
CoCA,real,CALI,2014-03-01,1520.4200292367727,22
CoCA,real,CALI,2014-04-01,1525.0415443342827,22
CoCA,real,CALI,2014-05-01,1522.5344253632043,22
CoCA,real,CALI,2014-06-01,1514.6503446613635,22
CoCA,real,CALI,2014-07-01,1523.9033562361315,22
CoCA,real,CALI,2014-08-01,1530.2357462586483,22
CoCA,real,CALI,2014-09-01,1514.7572864926085,22
CoCA,real,CALI,2014-10-01,1515.4766732272487,22
CoCA,real,CALI,2014-11-01,1516.0848160491773,22
CoCA,real,CALI,2014-12-01,1518.4395398123809,22
CoCA,real,CALI,2015-01-01,1506.1005712574836,22
CoCA,real,CALI,2015-02-01,1511.7005361001375,22
CoCA,real,CALI,2015-03-01,1525.3627693108087,22
CoCA,real,CALI,2015-04-01,1535.4053363498967,22
CoCA,real,CALI,2015-05-01,1529.3813235625869,22
CoCA,real,CALI,2015-06-01,1533.6290890278253,22
CoCA,real,CALI,2015-07-01,1546.8853047714422,22
CoCA,real,CALI,2015-08-01,1531.2036380468758,22
CoCA,real,CALI,2015-09-01,1463.8620101062038,22
CoCA,real,CALI,2015-10-01,1418.5025373828573,22
CoCA,real,CALI,2015-11-01,1460.5685968364521,22
CoCA,real,CALI,2015-12-01,1498.7520794579027,22
CoCA,real,CALI,2016-01-01,1327.693375666701,22
CoCA,real,CALI,2016-02-01,1334.454432732834,22
CoCA,real,CALI,2016-03-01,1277.6578343195358,22
CoCA,real,CALI,2016-04-01,1337.5676795033153,22
CoCA,real,CALI,2016-05-01,1301.2785264844156,22
CoCA,real,CALI,2016-06-01,1240.8563530499644,22
CoCA,real,CALI,2016-07-01,1219.9407412385337,22
CoCA,real,CALI,2016-08-01,1466.7218118336373,22
CoCA,real,CALI,2016-09-01,1524.5325905427585,22
CoCA,real,CALI,2016-10-01,1515.5870107598837,22
CoCA,real,CALI,2016-11-01,1526.499631430878,22
CoCA,real,CALI,2016-12-01,1535.6943840948197,22
CoCA,real,CALI,2017-01-01,1429.2500030118815,22
CoCA,real,CALI,2017-02-01,1433.0708008089769,22
CoCA,real,CALI,2017-03-01,1354.5111948462836,22
CoCA,real,CALI,2017-04-01,1393.6855077316648,22
CoCA,real,CALI,2017-05-01,1263.0028839669637,22
CoCA,real,CALI,2017-06-01,1218.5726235224715,22
CoCA,real,CALI,2017-07-01,1230.1105727347053,22
CoCA,real,CALI,2017-08-01,1267.5894195633618,22
CoCA,real,CALI,2017-09-01,1371.6001782825551,22
CoCA,real,CALI,2017-10-01,1398.0622084200104,22
CoCA,real,CALI,2017-11-01,1395.0741522915046,22
CoCA,real,CALI,2017-12-01,1383.5413943557696,22
CoCA,real,CALI,2018-01-01,1273.2955825699605,22
CoCA,real,CALI,2018-02-01,1308.0703246787011,22
CoCA,real,CALI,2018-03-01,1205.5828711501995,22
CoCA,real,CALI,2018-04-01,1263.5976056065067,22
CoCA,real,CALI,2018-05-01,1255.9158127040182,22
CoCA,real,CALI,2018-06-01,1285.6111016847497,22
CoCA,real,CALI,2018-07-01,1228.5135962314082,22
CoCA,real,CALI,2018-08-01,1178.6392691797796,22
CoCA,real,CALI,2018-09-01,1200.5381116331832,22
CoCA,real,CALI,2018-10-01,1136.3320814043836,22
CoCA,real,CALI,2018-11-01,1111.9108591931797,22
CoCA,real,CALI,2018-12-01,1146.5362540660878,22
CoCA,real,CALI,2019-01-01,1381.1175716477,22
CoCA,real,CALI,2019-02-01,1386.1623311661322,22
CoCA,real,CALI,2019-03-01,1355.0911986802453,22
CoCA,real,CALI,2019-04-01,1324.9372951987393,22
CoCA,real,CALI,2019-05-01,1340.988802755585,22
CoCA,real,CALI,2019-06-01,1482.2420692561125,22
CoCA,real,CALI,2019-07-01,1581.5321088600103,22
CoCA,real,CALI,2019-08-01,1563.3021824184677,22
