"ciudad","fecha","pm","pme","n_deciles","afford_coca","afford_cona","gap_coca_pm","gap_cona_pm","gap_coca_pme","gap_cona_pme"
"CALI",2020-03-01,34.2592178294244,9.96272862056199,10,10.0588235294118,26.4705882352941,-24.2003943000126,-7.78862959413024,0.0960949088497749,16.5078596147321
"CALI",2020-04-01,53.0024401137981,27.4114746438032,10,23.0152671755725,45.1908396946565,-29.9871729382255,-7.81160041914156,-4.3962074682307,17.7793650508533
"CALI",2020-05-01,53.9386982153158,28.3753159593772,10,23.3198380566802,43.5772357723577,-30.6188601586356,-10.361462442958,-5.05547790269707,15.2019198129805
"CALI",2020-06-01,47.3841834915176,23.1193556720218,10,19.1928251121076,38.3408071748879,-28.19135837941,-9.04337631662974,-3.92653055991415,15.2214515028661
"CALI",2020-07-01,48.9117099649866,18.2457962871427,10,14.4811320754717,36.4622641509434,-34.4305778895149,-12.4494458140432,-3.76466421167104,18.2164678638007
"CALI",2020-08-01,34.8907538298582,12.0241486638408,10,8.24034334763949,24.7413793103448,-26.6504104822187,-10.1493745195133,-3.78380531620133,12.717230646504
"CALI",2020-09-01,29.1291510296055,7.50905528622293,10,4.31718061674009,21.8061674008811,-24.8119704128654,-7.32298362872446,-3.19187466948284,14.2971121146581
"CALI",2020-10-01,31.1027599930774,8.36047610130422,10,5.33864541832669,23.5856573705179,-25.7641145747507,-7.51710262255951,-3.02183068297752,15.2251812692137
"CALI",2020-11-01,27.7636111771025,6.19199258930533,10,4.77366255144033,15.843621399177,-22.9899486256622,-11.9199897779256,-1.418330037865,9.65162880987162
"CALI",2020-12-01,27.6171590084823,6.57464536880801,10,4.00900900900901,16.1711711711712,-23.6081499994733,-11.4459878373111,-2.56563635979901,9.59652580236316
"CALI",2021-01-01,30.7444605707843,8.40220313321626,10,5.1931330472103,17.5536480686695,-25.551327523574,-13.1908125021147,-3.20907008600596,9.15144493545326
"CALI",2021-02-01,29.2842777657973,9.419605441173,10,4.71615720524018,16.4192139737991,-24.5681205605571,-12.8650637919981,-4.70344823593283,6.99960853262613
"CALI",2021-03-01,26.0912228203543,4.99066993247431,10,3.04721030042918,13.9914163090129,-23.0440125199251,-12.0998065113414,-1.94345963204513,9.00074637653857
"CALI",2021-04-01,33.2961694846132,10.1897005255533,10,5.6,24.6222222222222,-27.6961694846132,-8.67394726239102,-4.58970052555332,14.4325216966689
"CALI",2021-05-01,36.077326074119,11.8445531443175,10,8.45070422535211,28.3098591549296,-27.6266218487669,-7.76746691918946,-3.39384891896543,16.465306010612
"CALI",2021-06-01,31.9633590337759,11.4757449040182,10,6.79802955665025,22.807881773399,-25.1653294771257,-9.15547726037692,-4.67771534736799,11.3321368693808
"CALI",2021-07-01,28.8447836268956,6.73655577101902,10,4.33179723502304,14.9769585253456,-24.5129863918726,-13.86782510155,-2.40475853599598,8.2404027543266
"CALI",2021-08-01,28.2119501426114,6.20687550552248,10,3.85714285714286,15.8373205741627,-24.3548072854686,-12.3746295684488,-2.34973264837962,9.6304450686402
"CALI",2021-09-01,26.602032522064,7.56958099439041,10,4.22535211267606,15.3521126760563,-22.3766804093879,-11.2499198460076,-3.34422888171436,7.78253168166593
"CALI",2021-10-01,28.2432801479381,8.0023825325641,10,4.19354838709677,18.294930875576,-24.0497317608413,-9.94834927236208,-3.80883414546733,10.2925483430119
"CALI",2021-11-01,27.1113381040153,6.13914958451483,10,3.66666666666667,14.7619047619048,-23.4446714373486,-12.3494333421105,-2.47248291784816,8.62275517738994
"CALI",2021-12-01,24.6324027773498,5.39631467484468,10,3.05,14.8,-21.5824027773498,-9.83240277734976,-2.34631467484468,9.40368532515532
"CALI",2022-01-01,30.0413862100491,11.3424361231804,10,5.71942446043165,23.5611510791367,-24.3219617496175,-6.48023513091245,-5.62301166274874,12.2187149559563
"CALI",2022-02-01,28.1424141723612,8.75602066737224,10,4.9618320610687,21.5267175572519,-23.1805821112925,-6.61569661510924,-3.79418860630353,12.7706968898797
"CALI",2022-03-01,24.7356843164948,6.59319019824321,10,3.23420074349442,16.2825278810409,-21.5014835730004,-8.45315643545391,-3.35898945474879,9.68933768279768
"CALI",2022-04-01,20.5978901934467,4.51454064891928,10,2.53731343283582,14.3283582089552,-18.0605767606109,-6.26953198449149,-1.97722721608345,9.81381756003595
"CALI",2022-05-01,22.7111014154879,7.47702074011895,10,3.63984674329502,17.5478927203065,-19.0712546721929,-5.16320869518135,-3.83717399682393,10.0708719801876
"CALI",2022-06-01,23.5385529301879,6.27140800555176,10,3.34545454545455,16.5834107498341,-20.1930983847334,-6.95514218035384,-2.92595346009722,10.3120027442823
"CALI",2022-07-01,25.7060664667144,7.15758806731606,10,3.515625,16.5234375,-22.1904414667144,-9.1826289667144,-3.64196306731606,9.36584943268394
"CALI",2022-08-01,22.2073485016089,5.94084359797153,10,3.49264705882353,16.0661764705882,-18.7147014427854,-6.14117203102067,-2.448196539148,10.1253328726167
"CALI",2022-09-01,25.6108819687037,5.9006176689475,10,5.13725490196078,21.6470588235294,-20.4736270667429,-3.9638231451743,-0.763362766986716,15.7464411545819
"CALI",2022-10-01,19.120759186661,5.21565734006256,10,4.08,15.12,-15.040759186661,-4.00075918666095,-1.13565734006256,9.90434265993744
"CALI",2022-11-01,23.8541769138014,5.52219730162111,10,4.83333333333333,21.6666666666667,-19.0208435804681,-2.18751024713472,-0.688863968287781,16.1444693650456
"CALI",2022-12-01,21.7583905331066,5.68716156280528,10,4.82352941176471,22.9803921568627,-16.9348611213419,1.22200162375619,-0.863632151040576,17.2932305940575
"CALI",2023-01-01,28.5201581381577,9.6475901123085,10,7.5187969924812,26.188679245283,-21.0013611456765,-2.33147889287471,-2.12879311982729,16.5410891329745
"CALI",2023-02-01,24.2586617078006,6.75210370730938,10,4.80314960629921,22.6771653543307,-19.4555121015014,-1.58149635346988,-1.94895410101016,15.9250616470213
"CALI",2023-03-01,27.3848305355844,8.84672055376632,10,5.40983606557377,26.4754098360656,-21.9749944700107,-0.909420699518872,-3.43688448819255,17.6286892822993
"CALI",2023-04-01,24.8619157529334,5.60613249398604,10,3.90804597701149,25.2490421455939,-20.9538697759219,0.387126392660431,-1.69808651697454,19.6429096516078
"CALI",2023-05-01,21.8693838936868,4.49437758090228,10,2.83333333333333,20.5833333333333,-19.0360505603535,-1.28605056035351,-1.66104424756894,16.0889557524311
"CALI",2023-06-01,23.2856604545163,5.92858691358892,10,4.17670682730924,21.5261044176707,-19.1089536272071,-1.75955603684566,-1.75188008627968,15.5975175040818
"CALI",2023-07-01,25.7371052265281,8.9942850761118,10,4.38524590163934,22.827868852459,-21.3518593248887,-2.90923637406904,-4.60903917447246,13.8335837763472
"CALI",2023-08-01,20.9128394890518,5.84981650897608,10,4.35483870967742,17.5,-16.5580007793744,-3.41283948905184,-1.49497779929866,11.6501834910239
