"ciudad","tri_date","pm","pme","trimestre","n_deciles","afford_coca","afford_cona","afford_cord","gap_coca_pm","gap_cona_pm","gap_cord_pm","gap_coca_pme","gap_cona_pme","gap_cord_pme"
"BOGOTA",2024-10-01,16.6291122127084,3.24470482199189,"2024Q4",10,0.954356846473029,4.31535269709544,23.9789073305671,-15.6747553662354,-12.313759515613,7.34979511785865,-2.29034797551886,1.07064787510355,20.7342025085752
"CALI",2018-01-01,12.0689655172414,1.71127687582273,"2018Q1",10,0.901287553648069,4.12017167381974,32.4358073109368,-11.1676779635933,-7.94879384342164,20.3668417936954,-0.809989322174661,2.40889479799701,30.7245304351141
"CALI",2018-04-01,14.0397350993377,2.72357723577236,"2018Q2",10,1.22881355932203,4.36440677966102,27.6703930760909,-12.8109215400157,-9.67532831967673,13.6306579767531,-1.49476367645032,1.64082954388866,24.9468158403185
"CALI",2018-07-01,17.2919361793877,4.26579163248564,"2018Q3",10,1.80327868852459,5.98360655737705,30.9689334142886,-15.4886574908631,-11.3083296220106,13.6769972349009,-2.46251294396105,1.71781492489141,26.703141781803
"CALI",2018-10-01,13.3979015334948,3.67231638418079,"2018Q4",10,1.47186147186147,4.80519480519481,29.6536796536797,-11.9260400616333,-8.59270672829995,16.2557781201849,-2.20045491231932,1.13287842101401,25.9813632694989
"CALI",2019-01-01,21.7621145374449,4.44247001332741,"2019Q1",10,1.8595041322314,5.99173553719008,31.3223140495868,-19.9026104052135,-15.7703790002549,9.56019951214184,-2.582965881096,1.54926552386267,26.8798440362594
"CALI",2019-04-01,19.2033542976939,3.88888888888889,"2019Q2",10,1.45833333333333,4.75,30.2085076708508,-17.7450209643606,-14.4533542976939,11.0051533731568,-2.43055555555556,0.861111111111111,26.3196187819619
"CALI",2019-07-01,19.0456934896886,2.7363184079602,"2019Q3",10,1.23456790123457,4.40329218106996,31.0699588477366,-17.8111255884541,-14.6424013086187,12.024265358048,-1.50175050672563,1.66697377310976,28.3336404397764
"CALI",2019-10-01,19.2340425531915,5.14893617021277,"2019Q4",10,2.03389830508475,5.29661016949153,30.1242336819329,-17.2001442481067,-13.9374323837,10.8901911287414,-3.11503786512802,0.14767399927876,24.9752975117202
"CALI",2020-01-01,23.4965635738832,5.28350515463918,"2020Q1",10,3.13364055299539,6.7741935483871,32.8695169824202,-20.3629230208878,-16.7223700254961,9.37295340853705,-2.14986460164378,1.49068839374792,27.586011827781
"CALI",2020-04-01,50.2029220779221,25.5733944954128,"2020Q2",10,11.5193419139808,19.7049959224196,42.7007765131369,-38.6835801639413,-30.4979261555025,-7.50214556478517,-14.0540525814321,-5.86839857299324,17.1273820177241
"CALI",2020-07-01,32.2705730288669,10.8573890564412,"2020Q3",10,4.93273542600897,12.914798206278,37.3542600896861,-27.3378376028579,-19.3557748225888,5.08368706081924,-5.92465363043222,2.05740914983684,26.4968710332449
"CALI",2020-10-01,25.2679307502061,5.76836412798558,"2020Q4",10,3.04166666666667,8.16666666666667,35.8727336122734,-22.2262640835394,-17.1012640835394,10.6048028620673,-2.72669746131891,2.39830253868109,30.1043694842878
"CALI",2021-01-01,26.1800699300699,7.29613733905579,"2021Q1",10,2.46808510638298,6.76595744680851,32.2695035460993,-23.711984823687,-19.4141124832614,6.08943361602935,-4.82805223267282,-0.530179892247284,24.9733662070435
"CALI",2021-04-01,29.8042704626335,9.78260869565217,"2021Q2",10,3.78378378378378,10.4504504504505,38.616036851331,-26.0204866788497,-19.353820012183,8.81176638869751,-5.99882491186839,0.667841754798276,28.8334281556788
"CALI",2021-07-01,24.5337159253945,5.54272517321016,"2021Q3",10,2.08144796380091,6.78733031674208,36.5413410119292,-22.4522679615936,-17.7463856086525,12.0076250865347,-3.46127720940926,1.24460514353192,30.9986158387191
"CALI",2021-10-01,23.8095238095238,5.23809523809524,"2021Q4",10,2.09302325581395,7.30232558139535,35.2093023255814,-21.7165005537099,-16.5071982281285,11.3997785160576,-3.14507198228128,2.06423034330011,29.9712070874862
"CALI",2022-01-01,26.6997708174179,8.6707410236822,"2022Q1",10,2.36749116607774,8.23321554770318,36.5061524196176,-24.3322796513401,-18.4665552697147,9.80638160219969,-6.30324985760446,-0.437525475979021,27.8354113959354
"CALI",2022-04-01,22.1735959153902,4.9598832968636,"2022Q2",10,1.89655172413793,6.59181481923398,37.1108459611025,-20.2770441912523,-15.5817810961562,14.9372500457123,-3.06333157272567,1.63193152237038,32.1509626642389
"CALI",2022-07-01,22.1917808219178,6.10567514677104,"2022Q3",10,2.07142857142857,7.03571428571429,37.2754736303123,-20.1203522504892,-15.1560665362035,15.0836928083945,-4.03424657534246,0.93003913894325,31.1697984835413
"CALI",2022-10-01,22.4404513163393,6.01415094339623,"2022Q4",10,2.62962962962963,8.14814814814815,37.2252512735784,-19.8108216867097,-14.2923031681912,14.7847999572391,-3.3845213137666,2.13399720475192,31.2111003301822
"CALI",2023-01-01,23.6550308008214,7.06365503080082,"2023Q1",10,2.94964028776978,10.1616757135808,40.7031919590681,-20.7053905130516,-13.4933550872406,17.0481611582468,-4.11401474303104,3.09802068277994,33.6395369282673
"CALI",2023-04-01,20.2974276527331,4.71264367816092,"2023Q2",10,1.79856115107914,8.41726618705036,37.7595252318001,-18.498866501654,-11.8801614656828,17.462097579067,-2.91408252708178,3.70462250888944,33.0468815536392
"CALI",2023-07-01,22.1264367816092,6.11658456486043,"2023Q3",10,2.7037037037037,8.7037037037037,37.6564780393777,-19.4227330779055,-13.4227330779055,15.5300412577685,-3.41288086115672,2.58711913884328,31.5398934745172
"CALI",2023-10-01,21.1279826464208,6.87691633815156,"2023Q4",10,2.65384615384615,7.69230769230769,37.7307692307692,-18.4741364925747,-13.4356749541131,16.6027865843484,-4.2230701843054,0.815391354156137,30.8538528926177
"CALI",2024-01-01,24.2460317460317,7.01906412478336,"2024Q1",10,2.61029411764706,10.0735294117647,36.9485294117647,-21.6357376283847,-14.172502334267,12.702497665733,-4.4087700071363,3.05446528698134,29.9294652869813
"CALI",2024-04-01,20.2365863962822,7.12822613682917,"2024Q2",10,2.18518518518519,7.56464270962412,35.9661296984717,-18.051401211097,-12.6719436866581,15.7295433021895,-4.94304095164398,0.436416572794953,28.8379035616425
"CALI",2024-07-01,22.0904699165569,6.89503732981994,"2024Q3",10,1.90839694656489,7.02290076335878,36.4892808048902,-20.182072969992,-15.0675691531981,14.3988108883333,-4.98664038325505,0.12786343353884,29.5942434750702
"CALI",2024-10-01,21.0694698354662,7.17550274223035,"2024Q4",10,2.41106719367589,7.79565844783236,35.2559759081498,-18.6584026417903,-13.2738113876338,14.1865060726836,-4.76443554855446,0.620155705602015,28.0804731659195
"MEDELLIN",2018-01-01,13.6062612883805,2.70681265206813,"2018Q1",10,1.36942675159236,5.03184713375796,28.3507661626748,-12.2368345367881,-8.57441415462253,14.7445048742943,-1.33738590047577,2.32503448168984,25.6439535106066
"MEDELLIN",2018-04-01,12.5984251968504,1.99875078076202,"2018Q2",10,1.25,4.21875,24.75,-11.3484251968504,-8.37967519685039,12.1515748031496,-0.748750780762024,2.21999921923798,22.751249219238
