"mean_pm","mean_pme","mean_coca","mean_cona","mean_cord","mean_gap_coca_pm","mean_gap_cona_pm","mean_gap_cord_pm",".groups"
25.1999858289874,6.37275178528047,4.34734744391332,17.2456214221598,72.097540962164,-20.8526383850741,-7.95436440682762,46.8975551331766,"drop"
