"ciudad","term","estimate","std.error","statistic","p.value"
"BOGOTA","(Intercept)",5.85343513854623,1.05615501662464,5.54221212455458,8.08353748605502e-06
"BOGOTA","pm",0.381205235404147,0.0387661965975194,9.83344431133954,3.00425376258121e-10
"CALI","(Intercept)",7.20051806689272,1.37080725599981,5.25275747949042,1.72674801678963e-05
"CALI","pm",0.412939611440522,0.0574735169333341,7.18486763076475,1.24786928145216e-07
"MEDELLIN","(Intercept)",5.54834258294867,1.34302413051323,4.13123074775166,0.00033177085161517
"MEDELLIN","pm",0.381554394662532,0.056288297874619,6.77857403882484,3.40862426977086e-07
