"mean_pm","mean_pme","mean_coca","mean_cona","mean_gap_coca_pm","mean_gap_cona_pm",".groups"
24.9863589625447,6.31913524764762,4.5048108115968,15.0172351161679,-20.4815481509479,-9.96912384637687,"drop"
