"fecha","cona_cost.Demo_Group","cona_cost.Sex","cona_cost.cost_day","cona_cost.Cost_1000kcal","scenario"
2014-06-01,31 a 50 años,0,2565.2584, 960.4496,"hat"
2014-06-01,4 a 8 años,0,2022.3910,1407.9551,"hat"
2014-06-01,51 a 70 años,0,2629.4789,1211.0935,"hat"
2014-06-01,9 a 13 años,0,2598.1222,1294.7835,"hat"
2014-06-01,>70 años,0,2453.3038,1211.0935,"hat"
2014-07-01,1 a 3 años,1,1430.9869,1404.1597,"hat"
2014-07-01,14 a 18 años,1,2730.5111,1292.2802,"hat"
2014-07-01,19 a 30 años,1,2222.2889,1093.7382,"hat"
2014-07-01,31 a 50 años,1,2180.9506,1137.9943,"hat"
2014-07-01,4 a 8 años,1,1933.2773,1468.4176,"hat"
2014-07-01,51 a 70 años,1,2430.3441,1395.7979,"hat"
2014-07-01,9 a 13 años,1,2560.8648,1413.8995,"hat"
2014-07-01,>70 años,1,2405.7535,1469.5412,"hat"
2014-07-01,gestantes 19 a 30 años,1,3497.4899,1395.1849,"hat"
2014-07-01,gestantes 31 a 50 años,1,3758.0109,1571.4122,"hat"
2014-07-01,gestantes < 18 años,1,5765.4246,2287.5063,"hat"
2014-07-01,lactantes 19 a 30 años,1,2635.4794,1038.8873,"hat"
2014-07-01,lactantes 31 a 50 años,1,2584.8817,1067.4773,"hat"
2014-07-01,lactantes < 18 años,1,3026.6883,1186.7517,"hat"
2014-07-01,1 a 3 años,0,1533.9166,1381.1431,"hat"
2014-07-01,14 a 18 años,0,2975.3609,1083.2363,"hat"
2014-07-01,19 a 30 años,0,2705.7998, 959.6631,"hat"
2014-07-01,31 a 50 años,0,2573.4890, 963.5312,"hat"
2014-07-01,4 a 8 años,0,2034.4386,1416.3425,"hat"
2014-07-01,51 a 70 años,0,2641.3220,1216.5482,"hat"
2014-07-01,9 a 13 años,0,2614.9658,1303.1776,"hat"
2014-07-01,>70 años,0,2464.3534,1216.5482,"hat"
2014-08-01,1 a 3 años,1,1441.9375,1414.9051,"hat"
2014-08-01,14 a 18 años,1,2751.6839,1302.3007,"hat"
2014-08-01,19 a 30 años,1,2238.3813,1101.6583,"hat"
2014-08-01,31 a 50 años,1,2198.2140,1147.0021,"hat"
2014-08-01,4 a 8 años,1,1949.4824,1480.7262,"hat"
2014-08-01,51 a 70 años,1,2452.0897,1408.2869,"hat"
2014-08-01,9 a 13 años,1,2582.3159,1425.7431,"hat"
2014-08-01,>70 años,1,2427.2398,1482.6660,"hat"
2014-08-01,gestantes 19 a 30 años,1,3520.1822,1404.2371,"hat"
2014-08-01,gestantes 31 a 50 años,1,3792.6733,1585.9063,"hat"
2014-08-01,gestantes < 18 años,1,5821.5641,2309.7804,"hat"
2014-08-01,lactantes 19 a 30 años,1,2661.9601,1049.3258,"hat"
2014-08-01,lactantes 31 a 50 años,1,2611.4550,1078.4512,"hat"
2014-08-01,lactantes < 18 años,1,3054.4813,1197.6492,"hat"
2014-08-01,1 a 3 años,0,1545.1580,1391.2649,"hat"
2014-08-01,14 a 18 años,0,2996.5890,1090.9648,"hat"
2014-08-01,19 a 30 años,0,2729.2757, 967.9893,"hat"
2014-08-01,31 a 50 años,0,2593.6620, 971.0840,"hat"
2014-08-01,4 a 8 años,0,2052.4963,1428.9140,"hat"
2014-08-01,51 a 70 años,0,2661.8553,1226.0055,"hat"
2014-08-01,9 a 13 años,0,2636.0558,1313.6878,"hat"
2014-08-01,>70 años,0,2483.5110,1226.0055,"hat"
2014-09-01,1 a 3 años,1,1442.2907,1415.2516,"hat"
2014-09-01,14 a 18 años,1,2773.7870,1312.7615,"hat"
2014-09-01,19 a 30 años,1,2271.1151,1117.7689,"hat"
2014-09-01,31 a 50 años,1,2230.7741,1163.9916,"hat"
2014-09-01,4 a 8 años,1,1952.3971,1482.9401,"hat"
2014-09-01,51 a 70 años,1,2477.5731,1422.9226,"hat"
2014-09-01,9 a 13 años,1,2592.0906,1431.1399,"hat"
2014-09-01,>70 años,1,2451.6169,1497.5567,"hat"
2014-09-01,gestantes 19 a 30 años,1,3531.4474,1408.7309,"hat"
2014-09-01,gestantes 31 a 50 años,1,3789.8702,1584.7341,"hat"
2014-09-01,gestantes < 18 años,1,5829.4407,2312.9055,"hat"
2014-09-01,lactantes 19 a 30 años,1,2732.8472,1077.2690,"hat"
2014-09-01,lactantes 31 a 50 años,1,2680.7371,1107.0626,"hat"
2014-09-01,lactantes < 18 años,1,3110.9377,1219.7855,"hat"
2014-09-01,1 a 3 años,0,1547.0421,1392.9613,"hat"
2014-09-01,14 a 18 años,0,3028.7268,1102.6651,"hat"
2014-09-01,19 a 30 años,0,2783.0073, 987.0462,"hat"
2014-09-01,31 a 50 años,0,2645.8102, 990.6087,"hat"
2014-09-01,4 a 8 años,0,2054.1189,1430.0436,"hat"
2014-09-01,51 a 70 años,0,2701.6821,1244.3490,"hat"
2014-09-01,9 a 13 años,0,2646.9136,1319.0989,"hat"
2014-09-01,>70 años,0,2520.6694,1244.3490,"hat"
2014-10-01,1 a 3 años,1,1438.0631,1411.1033,"hat"
2014-10-01,14 a 18 años,1,2768.6932,1310.3508,"hat"
2014-10-01,19 a 30 años,1,2264.3989,1114.4634,"hat"
2014-10-01,31 a 50 años,1,2223.1628,1160.0201,"hat"
2014-10-01,4 a 8 años,1,1949.3658,1480.6376,"hat"
2014-10-01,51 a 70 años,1,2469.3724,1418.2127,"hat"
2014-10-01,9 a 13 años,1,2589.3200,1429.6101,"hat"
2014-10-01,>70 años,1,2442.7736,1492.1548,"hat"
2014-10-01,gestantes 19 a 30 años,1,3619.4140,1443.8217,"hat"
2014-10-01,gestantes 31 a 50 años,1,3890.4242,1626.7808,"hat"
2014-10-01,gestantes < 18 años,1,5921.3306,2349.3640,"hat"
2014-10-01,lactantes 19 a 30 años,1,2788.7725,1099.3144,"hat"
2014-10-01,lactantes 31 a 50 años,1,2717.2049,1122.1227,"hat"
2014-10-01,lactantes < 18 años,1,3150.9474,1235.4732,"hat"
2014-10-01,1 a 3 años,0,1541.1432,1387.6500,"hat"
2014-10-01,14 a 18 años,0,3055.1404,1112.2815,"hat"
2014-10-01,19 a 30 años,0,2846.9621,1009.7290,"hat"
2014-10-01,31 a 50 años,0,2721.9432,1019.1133,"hat"
2014-10-01,4 a 8 años,0,2050.0778,1427.2302,"hat"
2014-10-01,51 a 70 años,0,2737.1479,1260.6840,"hat"
2014-10-01,9 a 13 años,0,2645.4298,1318.3594,"hat"
2014-10-01,>70 años,0,2553.7590,1260.6840,"hat"
2014-11-01,1 a 3 años,1,1452.0217,1424.8002,"hat"
2014-11-01,14 a 18 años,1,2815.5838,1332.5429,"hat"
2014-11-01,19 a 30 años,1,2307.3555,1135.6052,"hat"
2014-11-01,31 a 50 años,1,2266.8319,1182.8061,"hat"
2014-11-01,4 a 8 años,1,1975.1834,1500.2473,"hat"
2014-11-01,51 a 70 años,1,2517.2251,1445.6955,"hat"
2014-11-01,9 a 13 años,1,2628.0246,1450.9796,"hat"
2014-11-01,>70 años,1,2491.0928,1521.6703,"hat"
2014-11-01,gestantes 19 a 30 años,1,3679.1888,1467.6665,"hat"
2014-11-01,gestantes 31 a 50 años,1,3951.0051,1652.1127,"hat"
2014-11-01,gestantes < 18 años,1,6029.7254,2392.3710,"hat"
2014-11-01,lactantes 19 a 30 años,1,2888.6142,1138.6713,"hat"
2014-11-01,lactantes 31 a 50 años,1,2807.9015,1159.5776,"hat"
2014-11-01,lactantes < 18 años,1,3243.7136,1271.8464,"hat"
2014-11-01,1 a 3 años,0,1554.0726,1399.2916,"hat"
2014-11-01,14 a 18 años,0,3119.3603,1135.6620,"hat"
2014-11-01,19 a 30 años,0,2937.4477,1041.8214,"hat"
2014-11-01,31 a 50 años,0,2814.5150,1053.7728,"hat"
2014-11-01,4 a 8 años,0,2077.5973,1446.3888,"hat"
2014-11-01,51 a 70 años,0,2814.5248,1296.3225,"hat"
2014-11-01,9 a 13 años,0,2683.4653,1337.3146,"hat"
2014-11-01,>70 años,0,2625.9516,1296.3225,"hat"
2014-12-01,1 a 3 años,1,1449.8970,1422.7153,"hat"
2014-12-01,14 a 18 años,1,2820.6691,1334.9496,"hat"
2014-12-01,19 a 30 años,1,2318.9233,1141.2985,"hat"
2014-12-01,31 a 50 años,1,2278.3457,1188.8139,"hat"
2014-12-01,4 a 8 años,1,1973.0743,1498.6453,"hat"
2014-12-01,51 a 70 años,1,2524.7991,1450.0454,"hat"
2014-12-01,9 a 13 años,1,2626.8615,1450.3375,"hat"
2014-12-01,>70 años,1,2498.4884,1526.1878,"hat"
2014-12-01,gestantes 19 a 30 años,1,3690.5024,1472.1796,"hat"
2014-12-01,gestantes 31 a 50 años,1,3964.2192,1657.6382,"hat"
2014-12-01,gestantes < 18 años,1,6054.8535,2402.3410,"hat"
2014-12-01,lactantes 19 a 30 años,1,2938.6163,1158.3818,"hat"
2014-12-01,lactantes 31 a 50 años,1,2852.5047,1177.9974,"hat"
2014-12-01,lactantes < 18 años,1,3279.4019,1285.8396,"hat"
2014-12-01,1 a 3 años,0,1552.6768,1398.0349,"hat"
2014-12-01,14 a 18 años,0,3136.7112,1141.9789,"hat"
2014-12-01,19 a 30 años,0,2975.6608,1055.3744,"hat"
2014-12-01,31 a 50 años,0,2856.1774,1069.3715,"hat"
2014-12-01,4 a 8 años,0,2074.4762,1444.2160,"hat"
2014-12-01,51 a 70 años,0,2841.2563,1308.6346,"hat"
2014-12-01,9 a 13 años,0,2682.7695,1336.9678,"hat"
2014-12-01,>70 años,0,2650.8921,1308.6346,"hat"
2015-01-01,1 a 3 años,1,1477.3466,1449.6503,"hat"
2015-01-01,14 a 18 años,1,2863.3257,1355.1379,"hat"
2015-01-01,19 a 30 años,1,2393.1938,1177.8520,"hat"
2015-01-01,31 a 50 años,1,2299.3711,1199.7847,"hat"
2015-01-01,4 a 8 años,1,2019.4201,1533.8472,"hat"
2015-01-01,51 a 70 años,1,2568.3385,1475.0510,"hat"
2015-01-01,9 a 13 años,1,2658.8665,1468.0080,"hat"
2015-01-01,>70 años,1,2542.1944,1552.8854,"hat"
2015-01-01,gestantes 19 a 30 años,1,3788.0257,1511.0826,"hat"
2015-01-01,gestantes 31 a 50 años,1,4043.5443,1690.8080,"hat"
2015-01-01,gestantes < 18 años,1,6133.4711,2433.5335,"hat"
2015-01-01,lactantes 19 a 30 años,1,3122.4724,1230.8565,"hat"
2015-01-01,lactantes 31 a 50 años,1,3028.2312,1250.5671,"hat"
2015-01-01,lactantes < 18 años,1,3461.9362,1357.4106,"hat"
2015-01-01,1 a 3 años,0,1581.8412,1424.2945,"hat"
2015-01-01,14 a 18 años,0,3241.8326,1180.2503,"hat"
2015-01-01,19 a 30 años,0,3134.7136,1111.7855,"hat"
2015-01-01,31 a 50 años,0,3013.2716,1128.1886,"hat"
2015-01-01,4 a 8 años,0,2123.0852,1478.0568,"hat"
2015-01-01,51 a 70 años,0,2968.4365,1367.2116,"hat"
2015-01-01,9 a 13 años,0,2714.7569,1352.9088,"hat"
2015-01-01,>70 años,0,2769.5513,1367.2116,"hat"
2015-02-01,1 a 3 años,1,1474.5718,1446.9276,"hat"
2015-02-01,14 a 18 años,1,2823.1726,1336.1345,"hat"
2015-02-01,19 a 30 años,1,2358.1503,1160.6047,"hat"
2015-02-01,31 a 50 años,1,2260.9187,1179.7207,"hat"
2015-02-01,4 a 8 años,1,2003.1680,1521.5030,"hat"
2015-02-01,51 a 70 años,1,2523.9713,1449.5700,"hat"
2015-02-01,9 a 13 años,1,2627.6820,1450.7905,"hat"
2015-02-01,>70 años,1,2496.8471,1525.1852,"hat"
2015-02-01,gestantes 19 a 30 años,1,3859.8233,1539.7234,"hat"
2015-02-01,gestantes 31 a 50 años,1,4109.2715,1718.2918,"hat"
2015-02-01,gestantes < 18 años,1,6118.9895,2427.7877,"hat"
2015-02-01,lactantes 19 a 30 años,1,3073.3259,1211.4833,"hat"
2015-02-01,lactantes 31 a 50 años,1,2975.5098,1228.7947,"hat"
2015-02-01,lactantes < 18 años,1,3402.8574,1334.2460,"hat"
2015-02-01,1 a 3 años,0,1582.8172,1425.1733,"hat"
2015-02-01,14 a 18 años,0,3209.2780,1168.3982,"hat"
2015-02-01,19 a 30 años,0,3113.2406,1104.1696,"hat"
2015-02-01,31 a 50 años,0,2987.7466,1118.6319,"hat"
2015-02-01,4 a 8 años,0,2106.0283,1466.1820,"hat"
2015-02-01,51 a 70 años,0,2926.2145,1347.7648,"hat"
2015-02-01,9 a 13 años,0,2685.2405,1338.1992,"hat"
2015-02-01,>70 años,0,2730.1581,1347.7648,"hat"
2015-03-01,1 a 3 años,1,1483.2043,1455.3982,"hat"
2015-03-01,14 a 18 años,1,2846.5343,1347.1909,"hat"
2015-03-01,19 a 30 años,1,2335.9176,1149.6626,"hat"
2015-03-01,31 a 50 años,1,2293.2211,1196.5757,"hat"
2015-03-01,4 a 8 años,1,2011.1577,1527.5715,"hat"
2015-03-01,51 a 70 años,1,2541.6657,1459.7323,"hat"
2015-03-01,9 a 13 años,1,2655.8609,1466.3486,"hat"
2015-03-01,>70 años,1,2513.7099,1535.4858,"hat"
2015-03-01,gestantes 19 a 30 años,1,3889.6225,1551.6107,"hat"
2015-03-01,gestantes 31 a 50 años,1,4133.4841,1728.4163,"hat"
2015-03-01,gestantes < 18 años,1,6126.1330,2430.6220,"hat"
2015-03-01,lactantes 19 a 30 años,1,2998.7770,1182.0967,"hat"
2015-03-01,lactantes 31 a 50 años,1,2895.6541,1195.8168,"hat"
2015-03-01,lactantes < 18 años,1,3339.7286,1309.4935,"hat"
2015-03-01,1 a 3 años,0,1590.5761,1432.1595,"hat"
2015-03-01,14 a 18 años,0,3195.0884,1163.2322,"hat"
2015-03-01,19 a 30 años,0,3075.1363,1090.6552,"hat"
2015-03-01,31 a 50 años,0,2942.8221,1101.8119,"hat"
2015-03-01,4 a 8 años,0,2116.3816,1473.3898,"hat"
2015-03-01,51 a 70 años,0,2896.3845,1334.0256,"hat"
2015-03-01,9 a 13 años,0,2713.4547,1352.2598,"hat"
2015-03-01,>70 años,0,2702.3267,1334.0256,"hat"
2015-04-01,1 a 3 años,1,1483.7087,1455.8932,"hat"
2015-04-01,14 a 18 años,1,2832.6585,1340.6239,"hat"
2015-04-01,19 a 30 años,1,2322.1676,1142.8953,"hat"
2015-04-01,31 a 50 años,1,2277.5065,1188.3760,"hat"
2015-04-01,4 a 8 años,1,2008.3858,1525.4661,"hat"
2015-04-01,51 a 70 años,1,2521.9120,1448.3873,"hat"
2015-04-01,9 a 13 años,1,2650.5891,1463.4379,"hat"
2015-04-01,>70 años,1,2492.6815,1522.6407,"hat"
2015-04-01,gestantes 19 a 30 años,1,3895.7688,1554.0625,"hat"
2015-04-01,gestantes 31 a 50 años,1,4146.8461,1734.0036,"hat"
2015-04-01,gestantes < 18 años,1,6137.4604,2435.1163,"hat"
2015-04-01,lactantes 19 a 30 años,1,2962.3767,1167.7479,"hat"
2015-04-01,lactantes 31 a 50 años,1,2856.5417,1179.6646,"hat"
2015-04-01,lactantes < 18 años,1,3309.4475,1297.6204,"hat"
2015-04-01,1 a 3 años,0,1591.4695,1432.9639,"hat"
2015-04-01,14 a 18 años,0,3188.3398,1160.7753,"hat"
2015-04-01,19 a 30 años,0,3065.6510,1087.2911,"hat"
2015-04-01,31 a 50 años,0,2926.9893,1095.8840,"hat"
2015-04-01,4 a 8 años,0,2113.5242,1471.4006,"hat"
2015-04-01,51 a 70 años,0,2878.3372,1325.7134,"hat"
2015-04-01,9 a 13 años,0,2710.7617,1350.9178,"hat"
2015-04-01,>70 años,0,2685.4886,1325.7134,"hat"
2015-05-01,1 a 3 años,1,1496.7974,1468.7364,"hat"
2015-05-01,14 a 18 años,1,2829.3005,1339.0346,"hat"
2015-05-01,19 a 30 años,1,2311.8370,1137.8108,"hat"
2015-05-01,31 a 50 años,1,2264.7416,1181.7154,"hat"
2015-05-01,4 a 8 años,1,2021.8885,1535.7221,"hat"
2015-05-01,51 a 70 años,1,2507.4967,1440.1083,"hat"
2015-05-01,9 a 13 años,1,2654.0240,1465.3344,"hat"
2015-05-01,>70 años,1,2476.3294,1512.6521,"hat"
2015-05-01,gestantes 19 a 30 años,1,3894.1357,1553.4110,"hat"
2015-05-01,gestantes 31 a 50 años,1,4134.1304,1728.6865,"hat"
2015-05-01,gestantes < 18 años,1,6067.8657,2407.5037,"hat"
2015-05-01,lactantes 19 a 30 años,1,2941.7434,1159.6144,"hat"
2015-05-01,lactantes 31 a 50 años,1,2832.3318,1169.6666,"hat"
2015-05-01,lactantes < 18 años,1,3300.1155,1293.9613,"hat"
2015-05-01,1 a 3 años,0,1605.1783,1445.3073,"hat"
2015-05-01,14 a 18 años,0,3197.0236,1163.9368,"hat"
2015-05-01,19 a 30 años,0,3065.9491,1087.3968,"hat"
2015-05-01,31 a 50 años,0,2921.7830,1093.9347,"hat"
2015-05-01,4 a 8 años,0,2129.6451,1482.6236,"hat"
2015-05-01,51 a 70 años,0,2869.6890,1321.7301,"hat"
2015-05-01,9 a 13 años,0,2717.5363,1354.2940,"hat"
2015-05-01,>70 años,0,2677.4198,1321.7301,"hat"
2015-06-01,1 a 3 años,1,1510.2117,1481.8992,"hat"
2015-06-01,14 a 18 años,1,2841.5783,1344.8454,"hat"
2015-06-01,19 a 30 años,1,2321.5804,1142.6062,"hat"
2015-06-01,31 a 50 años,1,2271.8739,1185.4370,"hat"
2015-06-01,4 a 8 años,1,2039.4736,1549.0788,"hat"
2015-06-01,51 a 70 años,1,2511.6358,1442.4855,"hat"
2015-06-01,9 a 13 años,1,2666.0292,1471.9627,"hat"
2015-06-01,>70 años,1,2478.5030,1513.9799,"hat"
2015-06-01,gestantes 19 a 30 años,1,3902.9556,1556.9294,"hat"
2015-06-01,gestantes 31 a 50 años,1,4132.0065,1727.7984,"hat"
2015-06-01,gestantes < 18 años,1,6027.8341,2391.6206,"hat"
2015-06-01,lactantes 19 a 30 años,1,2952.5112,1163.8590,"hat"
2015-06-01,lactantes 31 a 50 años,1,2842.3702,1173.8122,"hat"
2015-06-01,lactantes < 18 años,1,3320.1865,1301.8311,"hat"
2015-06-01,1 a 3 años,0,1619.4787,1458.1835,"hat"
2015-06-01,14 a 18 años,0,3222.2580,1173.1238,"hat"
2015-06-01,19 a 30 años,0,3089.0362,1095.5851,"hat"
2015-06-01,31 a 50 años,0,2941.0884,1101.1628,"hat"
2015-06-01,4 a 8 años,0,2148.5397,1495.7777,"hat"
2015-06-01,51 a 70 años,0,2883.0328,1327.8761,"hat"
2015-06-01,9 a 13 años,0,2732.5690,1361.7855,"hat"
2015-06-01,>70 años,0,2689.8696,1327.8761,"hat"
2015-07-01,1 a 3 años,1,1510.9533,1482.6270,"hat"
2015-07-01,14 a 18 años,1,2848.3050,1348.0290,"hat"
2015-07-01,19 a 30 años,1,2332.4680,1147.9648,"hat"
2015-07-01,31 a 50 años,1,2281.1168,1190.2598,"hat"
2015-07-01,4 a 8 años,1,2042.1566,1551.1167,"hat"
2015-07-01,51 a 70 años,1,2516.3001,1445.1643,"hat"
2015-07-01,9 a 13 años,1,2668.5076,1473.3311,"hat"
2015-07-01,>70 años,1,2481.8835,1516.0448,"hat"
2015-07-01,gestantes 19 a 30 años,1,3927.9338,1566.8934,"hat"
2015-07-01,gestantes 31 a 50 años,1,4183.4485,1749.3089,"hat"
2015-07-01,gestantes < 18 años,1,6154.3413,2441.8140,"hat"
2015-07-01,lactantes 19 a 30 años,1,2974.0976,1172.3682,"hat"
2015-07-01,lactantes 31 a 50 años,1,2860.6526,1181.3622,"hat"
2015-07-01,lactantes < 18 años,1,3350.9497,1313.8933,"hat"
2015-07-01,1 a 3 años,0,1620.5440,1459.1427,"hat"
2015-07-01,14 a 18 años,0,3244.3182,1181.1553,"hat"
2015-07-01,19 a 30 años,0,3120.2772,1106.6653,"hat"
2015-07-01,31 a 50 años,0,2965.2092,1110.1938,"hat"
2015-07-01,4 a 8 años,0,2150.2350,1496.9580,"hat"
2015-07-01,51 a 70 años,0,2906.0956,1338.4984,"hat"
2015-07-01,9 a 13 años,0,2736.9832,1363.9854,"hat"
2015-07-01,>70 años,0,2711.3872,1338.4984,"hat"
2015-08-01,1 a 3 años,1,1511.3760,1483.0417,"hat"
2015-08-01,14 a 18 años,1,2854.8859,1351.1435,"hat"
2015-08-01,19 a 30 años,1,2341.3529,1152.3376,"hat"
2015-08-01,31 a 50 años,1,2258.6082,1178.5151,"hat"
2015-08-01,4 a 8 años,1,2042.9593,1551.7264,"hat"
2015-08-01,51 a 70 años,1,2524.4348,1449.8362,"hat"
2015-08-01,9 a 13 años,1,2659.3907,1468.2975,"hat"
2015-08-01,>70 años,1,2489.8484,1520.9101,"hat"
2015-08-01,gestantes 19 a 30 años,1,3992.8376,1592.7843,"hat"
2015-08-01,gestantes 31 a 50 años,1,4262.2637,1782.2655,"hat"
2015-08-01,gestantes < 18 años,1,6282.0575,2492.4870,"hat"
2015-08-01,lactantes 19 a 30 años,1,3009.5941,1186.3607,"hat"
2015-08-01,lactantes 31 a 50 años,1,2892.3227,1194.4410,"hat"
2015-08-01,lactantes < 18 años,1,3398.5933,1332.5741,"hat"
2015-08-01,1 a 3 años,0,1621.1444,1459.6833,"hat"
2015-08-01,14 a 18 años,0,3275.4460,1192.4879,"hat"
2015-08-01,19 a 30 años,0,3166.0380,1122.8952,"hat"
2015-08-01,31 a 50 años,0,3002.2587,1124.0653,"hat"
2015-08-01,4 a 8 años,0,2151.8694,1498.0959,"hat"
2015-08-01,51 a 70 años,0,2945.8436,1356.8057,"hat"
2015-08-01,9 a 13 años,0,2730.6036,1360.8061,"hat"
2015-08-01,>70 años,0,2748.4721,1356.8057,"hat"
2015-09-01,1 a 3 años,1,1535.8732,1507.0797,"hat"
2015-09-01,14 a 18 años,1,2868.5143,1357.5935,"hat"
2015-09-01,19 a 30 años,1,2363.6497,1163.3114,"hat"
2015-09-01,31 a 50 años,1,2264.0614,1181.3605,"hat"
2015-09-01,4 a 8 años,1,2079.7926,1579.7031,"hat"
2015-09-01,51 a 70 años,1,2532.0400,1454.2041,"hat"
2015-09-01,9 a 13 años,1,2676.7366,1477.8744,"hat"
2015-09-01,>70 años,1,2496.9768,1525.2645,"hat"
2015-09-01,gestantes 19 a 30 años,1,4131.0352,1647.9127,"hat"
2015-09-01,gestantes 31 a 50 años,1,4379.7888,1831.4086,"hat"
2015-09-01,gestantes < 18 años,1,6437.3347,2554.0953,"hat"
2015-09-01,lactantes 19 a 30 años,1,3035.2349,1196.4681,"hat"
2015-09-01,lactantes 31 a 50 años,1,2932.6363,1211.0893,"hat"
2015-09-01,lactantes < 18 años,1,3508.6803,1375.7388,"hat"
2015-09-01,1 a 3 años,0,1648.3294,1484.1607,"hat"
2015-09-01,14 a 18 años,0,3376.9997,1229.4604,"hat"
2015-09-01,19 a 30 años,0,3233.1908,1146.7123,"hat"
2015-09-01,31 a 50 años,0,3104.4498,1162.3263,"hat"
2015-09-01,4 a 8 años,0,2189.4705,1524.2731,"hat"
2015-09-01,51 a 70 años,0,3058.6957,1408.7834,"hat"
2015-09-01,9 a 13 años,0,2749.4233,1370.1850,"hat"
2015-09-01,>70 años,0,2853.7631,1408.7834,"hat"
2015-10-01,1 a 3 años,1,1567.5411,1538.1539,"hat"
2015-10-01,14 a 18 años,1,2942.6578,1392.6837,"hat"
2015-10-01,19 a 30 años,1,2446.1446,1203.9127,"hat"
2015-10-01,31 a 50 años,1,2345.0742,1223.6320,"hat"
2015-10-01,4 a 8 años,1,2127.2477,1615.7475,"hat"
2015-10-01,51 a 70 años,1,2608.1624,1497.9228,"hat"
2015-10-01,9 a 13 años,1,2724.4385,1504.2115,"hat"
2015-10-01,>70 años,1,2571.4454,1570.7532,"hat"
2015-10-01,gestantes 19 a 30 años,1,4264.5700,1701.1811,"hat"
2015-10-01,gestantes 31 a 50 años,1,4452.1094,1861.6495,"hat"
2015-10-01,gestantes < 18 años,1,6552.3507,2599.7294,"hat"
2015-10-01,lactantes 19 a 30 años,1,3184.6824,1255.3793,"hat"
2015-10-01,lactantes 31 a 50 años,1,3080.4240,1272.1211,"hat"
2015-10-01,lactantes < 18 años,1,3650.9679,1431.5291,"hat"
2015-10-01,1 a 3 años,0,1685.9849,1518.0659,"hat"
2015-10-01,14 a 18 años,0,3484.2251,1268.4979,"hat"
2015-10-01,19 a 30 años,0,3362.3022,1192.5041,"hat"
2015-10-01,31 a 50 años,0,3237.5555,1212.1620,"hat"
2015-10-01,4 a 8 años,0,2236.4575,1556.9847,"hat"
2015-10-01,51 a 70 años,0,3182.2820,1465.7052,"hat"
2015-10-01,9 a 13 años,0,2801.2325,1396.0042,"hat"
2015-10-01,>70 años,0,2969.0691,1465.7052,"hat"
2015-11-01,1 a 3 años,1,1577.9920,1548.4088,"hat"
2015-11-01,14 a 18 años,1,2998.8888,1419.2964,"hat"
2015-11-01,19 a 30 años,1,2490.5887,1225.7866,"hat"
2015-11-01,31 a 50 años,1,2394.5334,1249.4393,"hat"
2015-11-01,4 a 8 años,1,2138.4012,1624.2192,"hat"
2015-11-01,51 a 70 años,1,2661.1505,1528.3549,"hat"
2015-11-01,9 a 13 años,1,2772.9754,1531.0096,"hat"
2015-11-01,>70 años,1,2623.8720,1602.7777,"hat"
2015-11-01,gestantes 19 a 30 años,1,4264.1478,1701.0127,"hat"
2015-11-01,gestantes 31 a 50 años,1,4482.7583,1874.4653,"hat"
2015-11-01,gestantes < 18 años,1,6588.4021,2614.0332,"hat"
2015-11-01,lactantes 19 a 30 años,1,3260.6630,1285.3303,"hat"
2015-11-01,lactantes 31 a 50 años,1,3143.9883,1298.3712,"hat"
2015-11-01,lactantes < 18 años,1,3676.3114,1441.4662,"hat"
2015-11-01,1 a 3 años,0,1693.6183,1524.9390,"hat"
2015-11-01,14 a 18 años,0,3492.0329,1271.3405,"hat"
2015-11-01,19 a 30 años,0,3408.0344,1208.7239,"hat"
2015-11-01,31 a 50 años,0,3229.5788,1209.1755,"hat"
2015-11-01,4 a 8 años,0,2252.3562,1568.0531,"hat"
2015-11-01,51 a 70 años,0,3170.3415,1460.2056,"hat"
2015-11-01,9 a 13 años,0,2852.5682,1421.5876,"hat"
2015-11-01,>70 años,0,2957.9286,1460.2056,"hat"
2015-12-01,1 a 3 años,1,1577.7299,1548.1517,"hat"
2015-12-01,14 a 18 años,1,2990.6367,1415.3909,"hat"
2015-12-01,19 a 30 años,1,2466.1314,1213.7495,"hat"
2015-12-01,31 a 50 años,1,2410.3066,1257.6696,"hat"
2015-12-01,4 a 8 años,1,2133.8223,1620.7412,"hat"
2015-12-01,51 a 70 años,1,2642.6505,1517.7300,"hat"
2015-12-01,9 a 13 años,1,2791.7188,1541.3582,"hat"
2015-12-01,>70 años,1,2604.9391,1591.2127,"hat"
2015-12-01,gestantes 19 a 30 años,1,4273.4370,1704.7182,"hat"
2015-12-01,gestantes 31 a 50 años,1,4552.8189,1903.7611,"hat"
2015-12-01,gestantes < 18 años,1,6539.3760,2594.5815,"hat"
2015-12-01,lactantes 19 a 30 años,1,3187.7119,1256.5734,"hat"
2015-12-01,lactantes 31 a 50 años,1,3051.3466,1260.1131,"hat"
2015-12-01,lactantes < 18 años,1,3627.9817,1422.5163,"hat"
2015-12-01,1 a 3 años,0,1691.7364,1523.2445,"hat"
2015-12-01,14 a 18 años,0,3473.5153,1264.5988,"hat"
2015-12-01,19 a 30 años,0,3394.3333,1203.8645,"hat"
2015-12-01,31 a 50 años,0,3194.4585,1196.0262,"hat"
2015-12-01,4 a 8 años,0,2249.0289,1565.7367,"hat"
2015-12-01,51 a 70 años,0,3141.5115,1446.9270,"hat"
2015-12-01,9 a 13 años,0,2870.0238,1430.2866,"hat"
