"fecha","cona_cost.Demo_Group","cona_cost.Sex","cona_cost.cost_day","cona_cost.Cost_1000kcal","scenario"
2015-12-01,>70 años,0,2931.0302,1446.9270,"hat"
2016-01-01,1 a 3 años,1,1614.8109,1584.5375,"hat"
2016-01-01,14 a 18 años,1,3095.9076,1465.2129,"hat"
2016-01-01,19 a 30 años,1,2569.6555,1264.7007,"hat"
2016-01-01,31 a 50 años,1,2508.8433,1309.0848,"hat"
2016-01-01,4 a 8 años,1,2199.3786,1670.5344,"hat"
2016-01-01,51 a 70 años,1,2738.7721,1572.9347,"hat"
2016-01-01,9 a 13 años,1,2878.3048,1589.1638,"hat"
2016-01-01,>70 años,1,2696.5975,1647.2017,"hat"
2016-01-01,gestantes 19 a 30 años,1,4611.7968,1839.6935,"hat"
2016-01-01,gestantes 31 a 50 años,1,4893.4043,2046.1769,"hat"
2016-01-01,gestantes < 18 años,1,6844.9981,2715.8410,"hat"
2016-01-01,lactantes 19 a 30 años,1,3323.5500,1310.1199,"hat"
2016-01-01,lactantes 31 a 50 años,1,3193.2067,1318.6969,"hat"
2016-01-01,lactantes < 18 años,1,3871.8315,1518.1288,"hat"
2016-01-01,1 a 3 años,0,1728.9803,1556.7791,"hat"
2016-01-01,14 a 18 años,0,3638.7025,1324.7383,"hat"
2016-01-01,19 a 30 años,0,3644.9964,1292.7669,"hat"
2016-01-01,31 a 50 años,0,3407.6473,1275.8455,"hat"
2016-01-01,4 a 8 años,0,2316.0673,1612.4077,"hat"
2016-01-01,51 a 70 años,0,3306.3858,1522.8653,"hat"
2016-01-01,9 a 13 años,0,2963.4062,1476.8241,"hat"
2016-01-01,>70 años,0,3084.8580,1522.8653,"hat"
2016-02-01,1 a 3 años,1,1639.3892,1608.6550,"hat"
2016-02-01,14 a 18 años,1,3130.1117,1481.4008,"hat"
2016-02-01,19 a 30 años,1,2605.9487,1282.5631,"hat"
2016-02-01,31 a 50 años,1,2538.7999,1324.7158,"hat"
2016-02-01,4 a 8 años,1,2231.0693,1694.6051,"hat"
2016-02-01,51 a 70 años,1,2758.4565,1584.2398,"hat"
2016-02-01,9 a 13 años,1,2908.8753,1606.0424,"hat"
2016-02-01,>70 años,1,2710.6416,1655.7804,"hat"
2016-02-01,gestantes 19 a 30 años,1,4760.5482,1899.0320,"hat"
2016-02-01,gestantes 31 a 50 años,1,5081.0577,2124.6442,"hat"
2016-02-01,gestantes < 18 años,1,7206.7118,2859.3555,"hat"
2016-02-01,lactantes 19 a 30 años,1,3350.3752,1320.6942,"hat"
2016-02-01,lactantes 31 a 50 años,1,3213.4526,1327.0579,"hat"
2016-02-01,lactantes < 18 años,1,3875.2428,1519.4663,"hat"
2016-02-01,1 a 3 años,0,1756.3975,1581.4656,"hat"
2016-02-01,14 a 18 años,0,3703.3082,1348.2592,"hat"
2016-02-01,19 a 30 años,0,3671.0712,1302.0148,"hat"
2016-02-01,31 a 50 años,0,3456.4378,1294.1130,"hat"
2016-02-01,4 a 8 años,0,2350.5849,1636.4383,"hat"
2016-02-01,51 a 70 años,0,3351.7327,1543.7513,"hat"
2016-02-01,9 a 13 años,0,3001.8569,1495.9861,"hat"
2016-02-01,>70 años,0,3127.1666,1543.7513,"hat"
2016-03-01,1 a 3 años,1,1665.0491,1633.8339,"hat"
2016-03-01,14 a 18 años,1,3200.4343,1514.6827,"hat"
2016-03-01,19 a 30 años,1,2670.9590,1314.5590,"hat"
2016-03-01,31 a 50 años,1,2601.8701,1357.6251,"hat"
2016-03-01,4 a 8 años,1,2269.9284,1724.1204,"hat"
2016-03-01,51 a 70 años,1,2823.2428,1621.4479,"hat"
2016-03-01,9 a 13 años,1,2969.3089,1639.4088,"hat"
2016-03-01,>70 años,1,2774.4114,1694.7338,"hat"
2016-03-01,gestantes 19 a 30 años,1,4926.1417,1965.0889,"hat"
2016-03-01,gestantes 31 a 50 años,1,5265.4931,2201.7659,"hat"
2016-03-01,gestantes < 18 años,1,7520.2501,2983.7559,"hat"
2016-03-01,lactantes 19 a 30 años,1,3437.3462,1354.9775,"hat"
2016-03-01,lactantes 31 a 50 años,1,3294.5278,1360.5394,"hat"
2016-03-01,lactantes < 18 años,1,3951.5904,1549.4019,"hat"
2016-03-01,1 a 3 años,0,1784.2805,1606.5715,"hat"
2016-03-01,14 a 18 años,0,3790.9798,1380.1777,"hat"
2016-03-01,19 a 30 años,0,3735.1658,1324.7472,"hat"
2016-03-01,31 a 50 años,0,3531.0873,1322.0622,"hat"
2016-03-01,4 a 8 años,0,2387.3416,1662.0277,"hat"
2016-03-01,51 a 70 años,0,3437.1582,1583.0969,"hat"
2016-03-01,9 a 13 años,0,3063.6783,1526.7951,"hat"
2016-03-01,>70 años,0,3206.8686,1583.0969,"hat"
2016-04-01,1 a 3 años,1,1667.8532,1636.5854,"hat"
2016-04-01,14 a 18 años,1,3223.2005,1525.4573,"hat"
2016-04-01,19 a 30 años,1,2697.2058,1327.4768,"hat"
2016-04-01,31 a 50 años,1,2626.9306,1370.7014,"hat"
2016-04-01,4 a 8 años,1,2274.7718,1727.7992,"hat"
2016-04-01,51 a 70 años,1,2845.5029,1634.2324,"hat"
2016-04-01,9 a 13 años,1,2988.8000,1650.1703,"hat"
2016-04-01,>70 años,1,2796.7554,1708.3825,"hat"
2016-04-01,gestantes 19 a 30 años,1,4960.3244,1978.7247,"hat"
2016-04-01,gestantes 31 a 50 años,1,5264.3105,2201.2713,"hat"
2016-04-01,gestantes < 18 años,1,7486.9971,2970.5623,"hat"
2016-04-01,lactantes 19 a 30 años,1,3456.3438,1362.4663,"hat"
2016-04-01,lactantes 31 a 50 años,1,3318.6807,1370.5138,"hat"
2016-04-01,lactantes < 18 años,1,3970.9495,1556.9925,"hat"
2016-04-01,1 a 3 años,0,1786.8291,1608.8662,"hat"
2016-04-01,14 a 18 años,0,3818.5124,1390.2015,"hat"
2016-04-01,19 a 30 años,0,3749.7761,1329.9290,"hat"
2016-04-01,31 a 50 años,0,3560.4964,1333.0732,"hat"
2016-04-01,4 a 8 años,0,2391.9894,1665.2634,"hat"
2016-04-01,51 a 70 años,0,3456.3858,1591.9528,"hat"
2016-04-01,9 a 13 años,0,3083.5000,1536.6733,"hat"
2016-04-01,>70 años,0,3224.8080,1591.9528,"hat"
2016-05-01,1 a 3 años,1,1656.3438,1625.2918,"hat"
2016-05-01,14 a 18 años,1,3177.6819,1503.9145,"hat"
2016-05-01,19 a 30 años,1,2662.6756,1310.4822,"hat"
2016-05-01,31 a 50 años,1,2588.8174,1350.8144,"hat"
2016-05-01,4 a 8 años,1,2254.3564,1712.2927,"hat"
2016-05-01,51 a 70 años,1,2796.1874,1605.9095,"hat"
2016-05-01,9 a 13 años,1,2949.8854,1628.6848,"hat"
2016-05-01,>70 años,1,2745.6952,1677.1928,"hat"
2016-05-01,gestantes 19 a 30 años,1,4985.1632,1988.6332,"hat"
2016-05-01,gestantes 31 a 50 años,1,5297.4872,2215.1442,"hat"
2016-05-01,gestantes < 18 años,1,7537.9902,2990.7945,"hat"
2016-05-01,lactantes 19 a 30 años,1,3416.7616,1346.8632,"hat"
2016-05-01,lactantes 31 a 50 años,1,3285.5775,1356.8433,"hat"
2016-05-01,lactantes < 18 años,1,3909.4126,1532.8642,"hat"
2016-05-01,1 a 3 años,0,1776.2272,1599.3203,"hat"
2016-05-01,14 a 18 años,0,3787.9384,1379.0704,"hat"
2016-05-01,19 a 30 años,0,3724.9806,1321.1348,"hat"
2016-05-01,31 a 50 años,0,3533.3651,1322.9150,"hat"
2016-05-01,4 a 8 años,0,2369.8618,1649.8585,"hat"
2016-05-01,51 a 70 años,0,3414.2726,1572.5561,"hat"
2016-05-01,9 a 13 años,0,3047.5621,1518.7635,"hat"
2016-05-01,>70 años,0,3185.5163,1572.5561,"hat"
2016-06-01,1 a 3 años,1,1658.4872,1627.3950,"hat"
2016-06-01,14 a 18 años,1,3175.8068,1503.0271,"hat"
2016-06-01,19 a 30 años,1,2662.0716,1310.1849,"hat"
2016-06-01,31 a 50 años,1,2585.2038,1348.9288,"hat"
2016-06-01,4 a 8 años,1,2261.7885,1717.9378,"hat"
2016-06-01,51 a 70 años,1,2788.5431,1601.5192,"hat"
2016-06-01,9 a 13 años,1,2950.5759,1629.0660,"hat"
2016-06-01,>70 años,1,2735.6692,1671.0684,"hat"
2016-06-01,gestantes 19 a 30 años,1,4974.1116,1984.2246,"hat"
2016-06-01,gestantes 31 a 50 años,1,5341.4138,2233.5121,"hat"
2016-06-01,gestantes < 18 años,1,7506.8459,2978.4376,"hat"
2016-06-01,lactantes 19 a 30 años,1,3404.8157,1342.1542,"hat"
2016-06-01,lactantes 31 a 50 años,1,3281.6022,1355.2016,"hat"
2016-06-01,lactantes < 18 años,1,3897.9733,1528.3789,"hat"
2016-06-01,1 a 3 años,0,1777.0090,1600.0242,"hat"
2016-06-01,14 a 18 años,0,3786.2844,1378.4683,"hat"
2016-06-01,19 a 30 años,0,3718.3134,1318.7702,"hat"
2016-06-01,31 a 50 años,0,3535.2537,1323.6222,"hat"
2016-06-01,4 a 8 años,0,2377.5800,1655.2318,"hat"
2016-06-01,51 a 70 años,0,3394.3411,1563.3760,"hat"
2016-06-01,9 a 13 años,0,3052.0330,1520.9916,"hat"
2016-06-01,>70 años,0,3166.9202,1563.3760,"hat"
2016-07-01,1 a 3 años,1,1678.7392,1647.2674,"hat"
2016-07-01,14 a 18 años,1,3210.0912,1519.2530,"hat"
2016-07-01,19 a 30 años,1,2684.1193,1321.0361,"hat"
2016-07-01,31 a 50 años,1,2606.5573,1360.0709,"hat"
2016-07-01,4 a 8 años,1,2292.8346,1741.5188,"hat"
2016-07-01,51 a 70 años,1,2816.1087,1617.3507,"hat"
2016-07-01,9 a 13 años,1,2987.4157,1649.4059,"hat"
2016-07-01,>70 años,1,2762.6109,1687.5256,"hat"
2016-07-01,gestantes 19 a 30 años,1,4978.9822,1986.1675,"hat"
2016-07-01,gestantes 31 a 50 años,1,5381.7787,2250.3907,"hat"
2016-07-01,gestantes < 18 años,1,7643.7141,3032.7418,"hat"
2016-07-01,lactantes 19 a 30 años,1,3437.7710,1355.1450,"hat"
2016-07-01,lactantes 31 a 50 años,1,3304.8215,1364.7904,"hat"
2016-07-01,lactantes < 18 años,1,3924.5062,1538.7823,"hat"
2016-07-01,1 a 3 años,0,1795.9894,1617.1142,"hat"
2016-07-01,14 a 18 años,0,3825.4880,1392.7411,"hat"
2016-07-01,19 a 30 años,0,3749.4616,1329.8175,"hat"
2016-07-01,31 a 50 años,0,3571.5309,1337.2046,"hat"
2016-07-01,4 a 8 años,0,2412.3217,1679.4184,"hat"
2016-07-01,51 a 70 años,0,3426.0121,1577.9632,"hat"
2016-07-01,9 a 13 años,0,3089.5341,1539.6804,"hat"
2016-07-01,>70 años,0,3196.4693,1577.9632,"hat"
2016-08-01,1 a 3 años,1,1700.3861,1668.5084,"hat"
2016-08-01,14 a 18 años,1,3267.8901,1546.6078,"hat"
2016-08-01,19 a 30 años,1,2724.7586,1341.0374,"hat"
2016-08-01,31 a 50 años,1,2647.3291,1381.3451,"hat"
2016-08-01,4 a 8 años,1,2332.7732,1771.8541,"hat"
2016-08-01,51 a 70 años,1,2867.9179,1647.1058,"hat"
2016-08-01,9 a 13 años,1,3047.7450,1682.7148,"hat"
2016-08-01,>70 años,1,2815.1622,1719.6263,"hat"
2016-08-01,gestantes 19 a 30 años,1,4952.7701,1975.7113,"hat"
2016-08-01,gestantes 31 a 50 años,1,5224.2738,2184.5300,"hat"
2016-08-01,gestantes < 18 años,1,7246.1619,2875.0079,"hat"
2016-08-01,lactantes 19 a 30 años,1,3474.3554,1369.5663,"hat"
2016-08-01,lactantes 31 a 50 años,1,3339.0203,1378.9135,"hat"
2016-08-01,lactantes < 18 años,1,3975.0403,1558.5965,"hat"
2016-08-01,1 a 3 años,0,1812.2598,1631.7641,"hat"
2016-08-01,14 a 18 años,0,3860.2888,1405.4110,"hat"
2016-08-01,19 a 30 años,0,3773.4739,1338.3339,"hat"
2016-08-01,31 a 50 años,0,3600.0847,1347.8953,"hat"
2016-08-01,4 a 8 años,0,2458.4251,1711.5149,"hat"
2016-08-01,51 a 70 años,0,3455.3408,1591.4715,"hat"
2016-08-01,9 a 13 años,0,3148.5738,1569.1030,"hat"
2016-08-01,>70 años,0,3223.8330,1591.4715,"hat"
2016-09-01,1 a 3 años,1, 926.8077, 909.4325,"hat"
2016-09-01,14 a 18 años,1,1369.2328, 648.0224,"hat"
2016-09-01,19 a 30 años,1,1193.8562, 587.5771,"hat"
2016-09-01,31 a 50 años,1,1156.8230, 603.6166,"hat"
2016-09-01,4 a 8 años,1,1188.8266, 902.9713,"hat"
2016-09-01,51 a 70 años,1,1209.5078, 694.6459,"hat"
2016-09-01,9 a 13 años,1,1219.8658, 673.5098,"hat"
2016-09-01,>70 años,1,1181.8936, 721.9532,"hat"
2016-09-01,gestantes 19 a 30 años,1,2093.5523, 835.1397,"hat"
2016-09-01,gestantes 31 a 50 años,1,2231.5237, 933.1116,"hat"
2016-09-01,gestantes < 18 años,1,3514.9651,1394.6076,"hat"
2016-09-01,lactantes 19 a 30 años,1,1557.2406, 613.8532,"hat"
2016-09-01,lactantes 31 a 50 años,1,1481.0557, 611.6308,"hat"
2016-09-01,lactantes < 18 años,1,1697.4362, 665.5576,"hat"
2016-09-01,1 a 3 años,0,1028.6214, 926.1738,"hat"
2016-09-01,14 a 18 años,0,1660.2909, 604.4602,"hat"
2016-09-01,19 a 30 años,0,1735.1019, 615.3867,"hat"
2016-09-01,31 a 50 años,0,1584.6612, 593.3075,"hat"
2016-09-01,4 a 8 años,0,1273.1974, 886.3789,"hat"
2016-09-01,51 a 70 años,0,1396.8793, 643.3789,"hat"
2016-09-01,9 a 13 años,0,1281.0989, 638.4402,"hat"
2016-09-01,>70 años,0,1303.2884, 643.3789,"hat"
2016-09-01,1 a 3 años,1, 926.7963, 909.4214,"lwr"
2016-09-01,14 a 18 años,1,1369.1745, 647.9948,"lwr"
2016-09-01,19 a 30 años,1,1193.7912, 587.5452,"lwr"
2016-09-01,31 a 50 años,1,1156.7563, 603.5818,"lwr"
2016-09-01,4 a 8 años,1,1188.8102, 902.9588,"lwr"
2016-09-01,51 a 70 años,1,1209.4439, 694.6092,"lwr"
2016-09-01,9 a 13 años,1,1219.8248, 673.4872,"lwr"
2016-09-01,>70 años,1,1181.8302, 721.9145,"lwr"
2016-09-01,gestantes 19 a 30 años,1,2093.4943, 835.1165,"lwr"
2016-09-01,gestantes 31 a 50 años,1,2231.4647, 933.0869,"lwr"
2016-09-01,gestantes < 18 años,1,3514.8525,1394.5629,"lwr"
2016-09-01,lactantes 19 a 30 años,1,1557.1370, 613.8124,"lwr"
2016-09-01,lactantes 31 a 50 años,1,1480.9521, 611.5880,"lwr"
2016-09-01,lactantes < 18 años,1,1697.3402, 665.5199,"lwr"
2016-09-01,1 a 3 años,0,1028.6081, 926.1618,"lwr"
2016-09-01,14 a 18 años,0,1660.2234, 604.4357,"lwr"
2016-09-01,19 a 30 años,0,1735.0475, 615.3674,"lwr"
2016-09-01,31 a 50 años,0,1584.6081, 593.2876,"lwr"
2016-09-01,4 a 8 años,0,1273.1797, 886.3666,"lwr"
2016-09-01,51 a 70 años,0,1396.8027, 643.3437,"lwr"
2016-09-01,9 a 13 años,0,1281.0561, 638.4189,"lwr"
2016-09-01,>70 años,0,1303.2170, 643.3437,"lwr"
2016-09-01,1 a 3 años,1, 926.8194, 909.4440,"upr"
2016-09-01,14 a 18 años,1,1369.3008, 648.0546,"upr"
2016-09-01,19 a 30 años,1,1193.9321, 587.6145,"upr"
2016-09-01,31 a 50 años,1,1156.9009, 603.6572,"upr"
2016-09-01,4 a 8 años,1,1188.8437, 902.9843,"upr"
2016-09-01,51 a 70 años,1,1209.5829, 694.6890,"upr"
2016-09-01,9 a 13 años,1,1219.9124, 673.5356,"upr"
2016-09-01,>70 años,1,1181.9685, 721.9989,"upr"
2016-09-01,gestantes 19 a 30 años,1,2093.6130, 835.1639,"upr"
2016-09-01,gestantes 31 a 50 años,1,2231.5855, 933.1374,"upr"
2016-09-01,gestantes < 18 años,1,3515.0839,1394.6547,"upr"
2016-09-01,lactantes 19 a 30 años,1,1557.3650, 613.9023,"upr"
2016-09-01,lactantes 31 a 50 años,1,1481.1800, 611.6822,"upr"
2016-09-01,lactantes < 18 años,1,1697.5516, 665.6028,"upr"
2016-09-01,1 a 3 años,0,1028.6352, 926.1862,"upr"
2016-09-01,14 a 18 años,0,1660.3704, 604.4892,"upr"
2016-09-01,19 a 30 años,0,1735.1588, 615.4069,"upr"
2016-09-01,31 a 50 años,0,1584.7170, 593.3284,"upr"
2016-09-01,4 a 8 años,0,1273.2158, 886.3917,"upr"
2016-09-01,51 a 70 años,0,1396.9701, 643.4208,"upr"
2016-09-01,9 a 13 años,0,1281.1474, 638.4644,"upr"
2016-09-01,>70 años,0,1303.3731, 643.4208,"upr"
2016-10-01,1 a 3 años,1, 975.1424, 956.8611,"hat"
2016-10-01,14 a 18 años,1,1346.3966, 637.2147,"hat"
2016-10-01,19 a 30 años,1,1165.1365, 573.4422,"hat"
2016-10-01,31 a 50 años,1,1132.4407, 590.8942,"hat"
2016-10-01,4 a 8 años,1,1234.9523, 938.0060,"hat"
2016-10-01,51 a 70 años,1,1181.7397, 678.6980,"hat"
2016-10-01,9 a 13 años,1,1219.5552, 673.3384,"hat"
2016-10-01,>70 años,1,1155.5937, 705.8880,"hat"
2016-10-01,gestantes 19 a 30 años,1,2140.4407, 853.8440,"hat"
2016-10-01,gestantes 31 a 50 años,1,2256.1811, 943.4221,"hat"
2016-10-01,gestantes < 18 años,1,3417.5401,1355.9529,"hat"
2016-10-01,lactantes 19 a 30 años,1,1518.8411, 598.7164,"hat"
2016-10-01,lactantes 31 a 50 años,1,1449.8153, 598.7295,"hat"
2016-10-01,lactantes < 18 años,1,1665.3793, 652.9882,"hat"
2016-10-01,1 a 3 años,0,1078.8059, 971.3601,"hat"
2016-10-01,14 a 18 años,0,1639.2752, 596.8091,"hat"
2016-10-01,19 a 30 años,0,1712.8679, 607.5010,"hat"
2016-10-01,31 a 50 años,0,1538.8772, 576.1657,"hat"
2016-10-01,4 a 8 años,0,1324.7779, 922.2884,"hat"
2016-10-01,51 a 70 años,0,1374.1658, 632.9175,"hat"
2016-10-01,9 a 13 años,0,1291.1733, 643.4608,"hat"
2016-10-01,>70 años,0,1282.0967, 632.9175,"hat"
2016-10-01,1 a 3 años,1, 975.1310, 956.8499,"lwr"
2016-10-01,14 a 18 años,1,1346.3362, 637.1861,"lwr"
2016-10-01,19 a 30 años,1,1165.0674, 573.4082,"lwr"
2016-10-01,31 a 50 años,1,1132.3721, 590.8584,"lwr"
2016-10-01,4 a 8 años,1,1234.9349, 937.9928,"lwr"
2016-10-01,51 a 70 años,1,1181.6739, 678.6603,"lwr"
2016-10-01,9 a 13 años,1,1219.5131, 673.3151,"lwr"
2016-10-01,>70 años,1,1155.5281, 705.8479,"lwr"
2016-10-01,gestantes 19 a 30 años,1,2140.3831, 853.8210,"lwr"
2016-10-01,gestantes 31 a 50 años,1,2256.1222, 943.3975,"lwr"
2016-10-01,gestantes < 18 años,1,3417.4280,1355.9085,"lwr"
2016-10-01,lactantes 19 a 30 años,1,1518.7655, 598.6866,"lwr"
2016-10-01,lactantes 31 a 50 años,1,1449.7187, 598.6896,"lwr"
2016-10-01,lactantes < 18 años,1,1665.2767, 652.9480,"lwr"
2016-10-01,1 a 3 años,0,1078.7924, 971.3479,"lwr"
2016-10-01,14 a 18 años,0,1639.2048, 596.7835,"lwr"
2016-10-01,19 a 30 años,0,1712.8129, 607.4815,"lwr"
2016-10-01,31 a 50 años,0,1538.8252, 576.1462,"lwr"
2016-10-01,4 a 8 años,0,1324.7598, 922.2758,"lwr"
2016-10-01,51 a 70 años,0,1374.0837, 632.8797,"lwr"
2016-10-01,9 a 13 años,0,1291.1286, 643.4385,"lwr"
2016-10-01,>70 años,0,1282.0201, 632.8797,"lwr"
2016-10-01,1 a 3 años,1, 975.1543, 956.8728,"upr"
2016-10-01,14 a 18 años,1,1346.4688, 637.2488,"upr"
2016-10-01,19 a 30 años,1,1165.2197, 573.4832,"upr"
2016-10-01,31 a 50 años,1,1132.5236, 590.9374,"upr"
2016-10-01,4 a 8 años,1,1234.9704, 938.0197,"upr"
2016-10-01,51 a 70 años,1,1181.8193, 678.7438,"upr"
2016-10-01,9 a 13 años,1,1219.6043, 673.3654,"upr"
2016-10-01,>70 años,1,1155.6730, 705.9365,"upr"
2016-10-01,gestantes 19 a 30 años,1,2140.5010, 853.8680,"upr"
2016-10-01,gestantes 31 a 50 años,1,2256.2427, 943.4478,"upr"
2016-10-01,gestantes < 18 años,1,3417.6581,1355.9998,"upr"
2016-10-01,lactantes 19 a 30 años,1,1518.9259, 598.7498,"upr"
2016-10-01,lactantes 31 a 50 años,1,1449.9291, 598.7765,"upr"
2016-10-01,lactantes < 18 años,1,1665.5040, 653.0371,"upr"
2016-10-01,1 a 3 años,0,1078.8199, 971.3726,"upr"
2016-10-01,14 a 18 años,0,1639.3582, 596.8393,"upr"
2016-10-01,19 a 30 años,0,1712.9253, 607.5214,"upr"
2016-10-01,31 a 50 años,0,1538.9316, 576.1861,"upr"
2016-10-01,4 a 8 años,0,1324.7967, 922.3015,"upr"
2016-10-01,51 a 70 años,0,1374.2643, 632.9629,"upr"
2016-10-01,9 a 13 años,0,1291.2243, 643.4863,"upr"
2016-10-01,>70 años,0,1282.1886, 632.9629,"upr"
2016-11-01,1 a 3 años,1, 909.9697, 892.9102,"hat"
2016-11-01,14 a 18 años,1,1334.1769, 631.4314,"hat"
2016-11-01,19 a 30 años,1,1153.0618, 567.4995,"hat"
2016-11-01,31 a 50 años,1,1121.4275, 585.1476,"hat"
2016-11-01,4 a 8 años,1,1159.2742, 880.5248,"hat"
2016-11-01,51 a 70 años,1,1170.9700, 672.5128,"hat"
2016-11-01,9 a 13 años,1,1203.0894, 664.2473,"hat"
2016-11-01,>70 años,1,1143.0145, 698.2041,"hat"
2016-11-01,gestantes 19 a 30 años,1,1959.2729, 781.5743,"hat"
2016-11-01,gestantes 31 a 50 años,1,2106.0209, 880.6326,"hat"
2016-11-01,gestantes < 18 años,1,3268.9148,1296.9840,"hat"
2016-11-01,lactantes 19 a 30 años,1,1491.6534, 587.9992,"hat"
2016-11-01,lactantes 31 a 50 años,1,1429.8082, 590.4672,"hat"
2016-11-01,lactantes < 18 años,1,1654.8555, 648.8618,"hat"
2016-11-01,1 a 3 años,0,1015.8885, 914.7090,"hat"
2016-11-01,14 a 18 años,0,1628.6140, 592.9277,"hat"
2016-11-01,19 a 30 años,0,1661.1873, 589.1715,"hat"
2016-11-01,31 a 50 años,0,1516.6670, 567.8500,"hat"
2016-11-01,4 a 8 años,0,1246.9454, 868.1027,"hat"
2016-11-01,51 a 70 años,0,1355.0043, 624.0921,"hat"
2016-11-01,9 a 13 años,0,1267.6074, 631.7167,"hat"
2016-11-01,>70 años,0,1264.2191, 624.0921,"hat"
2016-11-01,1 a 3 años,1, 909.9590, 892.8997,"lwr"
2016-11-01,14 a 18 años,1,1334.1036, 631.3967,"lwr"
2016-11-01,19 a 30 años,1,1152.9777, 567.4581,"lwr"
2016-11-01,31 a 50 años,1,1121.3437, 585.1039,"lwr"
2016-11-01,4 a 8 años,1,1159.2583, 880.5128,"lwr"
2016-11-01,51 a 70 años,1,1170.8896, 672.4666,"lwr"
2016-11-01,9 a 13 años,1,1203.0400, 664.2200,"lwr"
2016-11-01,>70 años,1,1142.9345, 698.1552,"lwr"
2016-11-01,gestantes 19 a 30 años,1,1959.2208, 781.5534,"lwr"
2016-11-01,gestantes 31 a 50 años,1,2105.9668, 880.6100,"lwr"
2016-11-01,gestantes < 18 años,1,3268.8160,1296.9447,"lwr"
2016-11-01,lactantes 19 a 30 años,1,1491.5757, 587.9686,"lwr"
2016-11-01,lactantes 31 a 50 años,1,1429.6984, 590.4218,"lwr"
2016-11-01,lactantes < 18 años,1,1654.7491, 648.8201,"lwr"
2016-11-01,1 a 3 años,0,1015.8759, 914.6977,"lwr"
2016-11-01,14 a 18 años,0,1628.5265, 592.8958,"lwr"
2016-11-01,19 a 30 años,0,1661.1399, 589.1547,"lwr"
2016-11-01,31 a 50 años,0,1516.6207, 567.8327,"lwr"
2016-11-01,4 a 8 años,0,1246.9284, 868.0909,"lwr"
2016-11-01,51 a 70 años,0,1354.9046, 624.0461,"lwr"
2016-11-01,9 a 13 años,0,1267.5562, 631.6912,"lwr"
2016-11-01,>70 años,0,1264.1260, 624.0461,"lwr"
2016-11-01,1 a 3 años,1, 909.9807, 892.9210,"upr"
2016-11-01,14 a 18 años,1,1334.2659, 631.4735,"upr"
2016-11-01,19 a 30 años,1,1153.1647, 567.5501,"upr"
2016-11-01,31 a 50 años,1,1121.5301, 585.2012,"upr"
2016-11-01,4 a 8 años,1,1159.2906, 880.5373,"upr"
2016-11-01,51 a 70 años,1,1171.0689, 672.5696,"upr"
2016-11-01,9 a 13 años,1,1203.1479, 664.2796,"upr"
2016-11-01,>70 años,1,1143.1126, 698.2640,"upr"
2016-11-01,gestantes 19 a 30 años,1,1959.3271, 781.5959,"upr"
2016-11-01,gestantes 31 a 50 años,1,2106.0770, 880.6561,"upr"
2016-11-01,gestantes < 18 años,1,3269.0179,1297.0249,"upr"
2016-11-01,lactantes 19 a 30 años,1,1491.7419, 588.0341,"upr"
2016-11-01,lactantes 31 a 50 años,1,1429.9397, 590.5215,"upr"
2016-11-01,lactantes < 18 años,1,1654.9838, 648.9122,"upr"
2016-11-01,1 a 3 años,0,1015.9014, 914.7207,"upr"
2016-11-01,14 a 18 años,0,1628.7195, 592.9661,"upr"
2016-11-01,19 a 30 años,0,1661.2364, 589.1889,"upr"
2016-11-01,31 a 50 años,0,1516.7150, 567.8680,"upr"
2016-11-01,4 a 8 años,0,1246.9629, 868.1149,"upr"
2016-11-01,51 a 70 años,0,1355.1258, 624.1480,"upr"
2016-11-01,9 a 13 años,0,1267.6668, 631.7463,"upr"
2016-11-01,>70 años,0,1264.3324, 624.1480,"upr"
2016-12-01,1 a 3 años,1, 917.4196, 900.2204,"hat"
2016-12-01,14 a 18 años,1,1295.9179, 613.3244,"hat"
2016-12-01,19 a 30 años,1,1118.5739, 550.5256,"hat"
2016-12-01,31 a 50 años,1,1090.2383, 568.8735,"hat"
2016-12-01,4 a 8 años,1,1171.3405, 889.6897,"hat"
2016-12-01,51 a 70 años,1,1153.7859, 662.6436,"hat"
2016-12-01,9 a 13 años,1,1180.4132, 651.7273,"hat"
2016-12-01,>70 años,1,1130.7573, 690.7168,"hat"
2016-12-01,gestantes 19 a 30 años,1,2027.5692, 808.8183,"hat"
2016-12-01,gestantes 31 a 50 años,1,2172.7583, 908.5389,"hat"
2016-12-01,gestantes < 18 años,1,3358.7438,1332.6248,"hat"
2016-12-01,lactantes 19 a 30 años,1,1417.7911, 558.8832,"hat"
2016-12-01,lactantes 31 a 50 años,1,1360.2458, 561.7400,"hat"
2016-12-01,lactantes < 18 años,1,1564.3005, 613.3556,"hat"
2016-12-01,1 a 3 años,0,1015.2740, 914.1557,"hat"
2016-12-01,14 a 18 años,0,1529.4618, 556.8294,"hat"
2016-12-01,19 a 30 años,0,1594.4902, 565.5161,"hat"
2016-12-01,31 a 50 años,0,1438.9771, 538.7624,"hat"
2016-12-01,4 a 8 años,0,1256.0274, 874.4255,"hat"
2016-12-01,51 a 70 años,0,1313.3519, 604.9076,"hat"
2016-12-01,9 a 13 años,0,1241.1016, 618.5074,"hat"
2016-12-01,>70 años,0,1225.3573, 604.9076,"hat"
2016-12-01,1 a 3 años,1, 917.4084, 900.2094,"lwr"
