"Demo_Group","Sex","Person","cost_day","total_household","per_capita","per_capita_year","per_capita_month","ciudad","fecha"
"31 a 50 años",0,1,1274.65395091696,3751.98276635931,1250.66092211977,456491.236573716,37519.8276635931,"BOGOTÁ D.C.",10896
"31 a 50 años",1,2,1153.17234901655,3751.98276635931,1250.66092211977,456491.236573716,37519.8276635931,"BOGOTÁ D.C.",10896
"9 a 13 años",1,3,1324.15646642579,3751.98276635931,1250.66092211977,456491.236573716,37519.8276635931,"BOGOTÁ D.C.",10896
"31 a 50 años",0,1,1262.70852702218,3729.60345500893,1243.20115166964,453768.420359419,37296.0345500893,"BOGOTÁ D.C.",10926
"31 a 50 años",1,2,1147.20787637214,3729.60345500893,1243.20115166964,453768.420359419,37296.0345500893,"BOGOTÁ D.C.",10926
"9 a 13 años",1,3,1319.68705161461,3729.60345500893,1243.20115166964,453768.420359419,37296.0345500893,"BOGOTÁ D.C.",10926
"31 a 50 años",0,1,1276.64417921457,3803.11555621636,1267.70518540545,462712.392672991,38031.1555621636,"BOGOTÁ D.C.",10957
"31 a 50 años",1,2,1172.61383245686,3803.11555621636,1267.70518540545,462712.392672991,38031.1555621636,"BOGOTÁ D.C.",10957
"9 a 13 años",1,3,1353.85754454493,3803.11555621636,1267.70518540545,462712.392672991,38031.1555621636,"BOGOTÁ D.C.",10957
"31 a 50 años",0,1,1317.16328805375,3903.92264873731,1301.3075495791,474977.255596372,39039.2264873731,"BOGOTÁ D.C.",10988
"31 a 50 años",1,2,1193.97697311097,3903.92264873731,1301.3075495791,474977.255596372,39039.2264873731,"BOGOTÁ D.C.",10988
"9 a 13 años",1,3,1392.78238757258,3903.92264873731,1301.3075495791,474977.255596372,39039.2264873731,"BOGOTÁ D.C.",10988
"31 a 50 años",0,1,1320.5078722796,3906.3949564727,1302.13165215757,475278.053037512,39063.949564727,"BOGOTÁ D.C.",11017
"31 a 50 años",1,2,1194.84529450762,3906.3949564727,1302.13165215757,475278.053037512,39063.949564727,"BOGOTÁ D.C.",11017
"9 a 13 años",1,3,1391.04178968548,3906.3949564727,1302.13165215757,475278.053037512,39063.949564727,"BOGOTÁ D.C.",11017
"31 a 50 años",0,1,1308.96380246659,3874.43443216672,1291.47814405557,471389.522580284,38744.3443216672,"BOGOTÁ D.C.",11048
"31 a 50 años",1,2,1182.74917372324,3874.43443216672,1291.47814405557,471389.522580284,38744.3443216672,"BOGOTÁ D.C.",11048
"9 a 13 años",1,3,1382.72145597689,3874.43443216672,1291.47814405557,471389.522580284,38744.3443216672,"BOGOTÁ D.C.",11048
"31 a 50 años",0,1,1302.33454337193,3870.42501382796,1290.14167127599,470901.710015735,38704.2501382796,"BOGOTÁ D.C.",11078
"31 a 50 años",1,2,1183.99453585425,3870.42501382796,1290.14167127599,470901.710015735,38704.2501382796,"BOGOTÁ D.C.",11078
"9 a 13 años",1,3,1384.09593460178,3870.42501382796,1290.14167127599,470901.710015735,38704.2501382796,"BOGOTÁ D.C.",11078
"31 a 50 años",0,1,1305.37995234906,3880.80472919891,1293.60157639964,472164.575385868,38808.0472919891,"BOGOTÁ D.C.",11109
"31 a 50 años",1,2,1187.09051473332,3880.80472919891,1293.60157639964,472164.575385868,38808.0472919891,"BOGOTÁ D.C.",11109
"9 a 13 años",1,3,1388.33426211653,3880.80472919891,1293.60157639964,472164.575385868,38808.0472919891,"BOGOTÁ D.C.",11109
"31 a 50 años",0,1,1305.10027857874,3891.96012219315,1297.32004073105,473521.814866834,38919.6012219315,"BOGOTÁ D.C.",11139
"31 a 50 años",1,2,1192.94137409283,3891.96012219315,1297.32004073105,473521.814866834,38919.6012219315,"BOGOTÁ D.C.",11139
"9 a 13 años",1,3,1393.91846952158,3891.96012219315,1297.32004073105,473521.814866834,38919.6012219315,"BOGOTÁ D.C.",11139
"31 a 50 años",0,1,1311.98706719198,3905.32593224244,1301.77531074748,475147.98842283,39053.2593224244,"BOGOTÁ D.C.",11170
"31 a 50 años",1,2,1197.48125016059,3905.32593224244,1301.77531074748,475147.98842283,39053.2593224244,"BOGOTÁ D.C.",11170
"9 a 13 años",1,3,1395.85761488987,3905.32593224244,1301.77531074748,475147.98842283,39053.2593224244,"BOGOTÁ D.C.",11170
"31 a 50 años",0,1,1326.25955448498,3933.19113000343,1311.06371000114,478538.254150417,39331.9113000343,"BOGOTÁ D.C.",11201
"31 a 50 años",1,2,1205.36140330518,3933.19113000343,1311.06371000114,478538.254150417,39331.9113000343,"BOGOTÁ D.C.",11201
"9 a 13 años",1,3,1401.57017221327,3933.19113000343,1311.06371000114,478538.254150417,39331.9113000343,"BOGOTÁ D.C.",11201
"31 a 50 años",0,1,1330.63638992621,3975.88574650271,1325.29524883424,483732.765824497,39758.8574650271,"BOGOTÁ D.C.",11231
"31 a 50 años",1,2,1225.09041605195,3975.88574650271,1325.29524883424,483732.765824497,39758.8574650271,"BOGOTÁ D.C.",11231
"9 a 13 años",1,3,1420.15894052455,3975.88574650271,1325.29524883424,483732.765824497,39758.8574650271,"BOGOTÁ D.C.",11231
"31 a 50 años",0,1,1330.25334602329,3980.79540218972,1326.93180072991,484330.107266416,39807.9540218972,"BOGOTÁ D.C.",11262
"31 a 50 años",1,2,1227.41588612678,3980.79540218972,1326.93180072991,484330.107266416,39807.9540218972,"BOGOTÁ D.C.",11262
"9 a 13 años",1,3,1423.12617003965,3980.79540218972,1326.93180072991,484330.107266416,39807.9540218972,"BOGOTÁ D.C.",11262
"31 a 50 años",0,1,1330.30542763371,3979.86490416428,1326.62163472143,484216.896673321,39798.6490416428,"BOGOTÁ D.C.",11292
"31 a 50 años",1,2,1226.98554038396,3979.86490416428,1326.62163472143,484216.896673321,39798.6490416428,"BOGOTÁ D.C.",11292
"9 a 13 años",1,3,1422.5739361466,3979.86490416428,1326.62163472143,484216.896673321,39798.6490416428,"BOGOTÁ D.C.",11292
"31 a 50 años",0,1,1342.37271193515,4021.91177521176,1340.63725840392,489332.59931743,40219.1177521176,"BOGOTÁ D.C.",11323
"31 a 50 años",1,2,1241.26556509455,4021.91177521176,1340.63725840392,489332.59931743,40219.1177521176,"BOGOTÁ D.C.",11323
"9 a 13 años",1,3,1438.27349818206,4021.91177521176,1340.63725840392,489332.59931743,40219.1177521176,"BOGOTÁ D.C.",11323
"31 a 50 años",0,1,1406.55942253972,4196.92199826306,1398.97399942102,510625.509788672,41969.2199826306,"BOGOTÁ D.C.",11354
"31 a 50 años",1,2,1289.56996009179,4196.92199826306,1398.97399942102,510625.509788672,41969.2199826306,"BOGOTÁ D.C.",11354
"9 a 13 años",1,3,1500.79261563155,4196.92199826306,1398.97399942102,510625.509788672,41969.2199826306,"BOGOTÁ D.C.",11354
"31 a 50 años",0,1,1412.3447507691,4209.57549912813,1403.19183304271,512165.019060589,42095.7549912813,"BOGOTÁ D.C.",11382
"31 a 50 años",1,2,1290.61321584972,4209.57549912813,1403.19183304271,512165.019060589,42095.7549912813,"BOGOTÁ D.C.",11382
"9 a 13 años",1,3,1506.6175325093,4209.57549912813,1403.19183304271,512165.019060589,42095.7549912813,"BOGOTÁ D.C.",11382
"31 a 50 años",0,1,1414.40698316405,4220.30808349192,1406.76936116397,513470.81682485,42203.0808349192,"BOGOTÁ D.C.",11413
"31 a 50 años",1,2,1293.37069357343,4220.30808349192,1406.76936116397,513470.81682485,42203.0808349192,"BOGOTÁ D.C.",11413
