"Demo_Group","Sex","Person","cost_day","total_household","per_capita","per_capita_year","per_capita_month","ciudad","fecha"
"31 a 50 años",1,2,1080.87189358789,3608.71473545212,1202.90491181738,439060.292813342,36087.1473545213,"BOGOTÁ D.C.",17897
"9 a 13 años",1,3,1021.49579088789,3608.71473545212,1202.90491181738,439060.292813342,36087.1473545213,"BOGOTÁ D.C.",17897
"31 a 50 años",0,1,1520.7518041293,3643.22381151792,1214.40793717264,443258.897068013,36432.2381151791,"BOGOTÁ D.C.",17928
"31 a 50 años",1,2,1091.20795313474,3643.22381151792,1214.40793717264,443258.897068013,36432.2381151791,"BOGOTÁ D.C.",17928
"9 a 13 años",1,3,1031.26405425388,3643.22381151792,1214.40793717264,443258.897068013,36432.2381151791,"BOGOTÁ D.C.",17928
"31 a 50 años",0,1,1526.45368558455,3656.88365412458,1218.96121804153,444920.844585158,36568.8365412458,"BOGOTÁ D.C.",17956
"31 a 50 años",1,2,1095.29931003788,3656.88365412458,1218.96121804153,444920.844585158,36568.8365412458,"BOGOTÁ D.C.",17956
"9 a 13 años",1,3,1035.13065850215,3656.88365412458,1218.96121804153,444920.844585158,36568.8365412458,"BOGOTÁ D.C.",17956
"31 a 50 años",0,1,1526.60373509648,3657.24312366674,1219.08104122225,444964.58004612,36572.4312366674,"BOGOTÁ D.C.",17987
"31 a 50 años",1,2,1095.40697732477,3657.24312366674,1219.08104122225,444964.58004612,36572.4312366674,"BOGOTÁ D.C.",17987
"9 a 13 años",1,3,1035.23241124549,3657.24312366674,1219.08104122225,444964.58004612,36572.4312366674,"BOGOTÁ D.C.",17987
"31 a 50 años",0,1,1530.35497289665,3666.22986222535,1222.07662074178,446057.966570751,36662.2986222535,"BOGOTÁ D.C.",18017
"31 a 50 años",1,2,1098.09865949837,3666.22986222535,1222.07662074178,446057.966570751,36662.2986222535,"BOGOTÁ D.C.",18017
"9 a 13 años",1,3,1037.77622983033,3666.22986222535,1222.07662074178,446057.966570751,36662.2986222535,"BOGOTÁ D.C.",18017
"31 a 50 años",0,1,1548.81106287363,3710.44461593406,1236.81487197802,451437.428271978,37104.4461593406,"BOGOTÁ D.C.",18048
"31 a 50 años",1,2,1111.34173579259,3710.44461593406,1236.81487197802,451437.428271978,37104.4461593406,"BOGOTÁ D.C.",18048
"9 a 13 años",1,3,1050.29181726784,3710.44461593406,1236.81487197802,451437.428271978,37104.4461593406,"BOGOTÁ D.C.",18048
"31 a 50 años",0,1,1595.17636208107,3821.52070451213,1273.84023483738,464951.685715642,38215.2070451213,"BOGOTÁ D.C.",18078
"31 a 50 años",1,2,1144.61092745638,3821.52070451213,1273.84023483738,464951.685715642,38215.2070451213,"BOGOTÁ D.C.",18078
"9 a 13 años",1,3,1081.73341497467,3821.52070451213,1273.84023483738,464951.685715642,38215.2070451213,"BOGOTÁ D.C.",18078
"31 a 50 años",0,1,1634.18923520205,3914.98278551977,1304.99426183992,476322.905571573,39149.8278551977,"BOGOTÁ D.C.",18109
"31 a 50 años",1,2,1172.60442206125,3914.98278551977,1304.99426183992,476322.905571573,39149.8278551977,"BOGOTÁ D.C.",18109
"9 a 13 años",1,3,1108.18912825647,3914.98278551977,1304.99426183992,476322.905571573,39149.8278551977,"BOGOTÁ D.C.",18109
"31 a 50 años",0,1,1637.04017593064,3921.81270682543,1307.27090227514,477153.879330427,39218.1270682543,"BOGOTÁ D.C.",18140
"31 a 50 años",1,2,1174.65010051352,3921.81270682543,1307.27090227514,477153.879330427,39218.1270682543,"BOGOTÁ D.C.",18140
"9 a 13 años",1,3,1110.12243038127,3921.81270682543,1307.27090227514,477153.879330427,39218.1270682543,"BOGOTÁ D.C.",18140
"31 a 50 años",0,1,1635.9898293452,3919.29642002568,1306.43214000856,476847.731103124,39192.9642002568,"BOGOTÁ D.C.",18170
"31 a 50 años",1,2,1173.89642950391,3919.29642002568,1306.43214000856,476847.731103124,39192.9642002568,"BOGOTÁ D.C.",18170
