"deciles","rate","gap","severity","model","ciudad","fecha"
"Decil 3",100,0.457895131802931,0.211670928286464,"CoRD","BOGOTÁ D.C.",19297
"Decil 4",100,0.297958640481448,0.0910648352375581,"CoRD","BOGOTÁ D.C.",19297
"Decil 5",100,0.148740325897003,0.025230397794368,"CoRD","BOGOTÁ D.C.",19297
"Decil 6",17.4887892376682,0.00405110197397791,0.000128885226793794,"CoRD","BOGOTÁ D.C.",19297
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19297
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19297
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19297
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19297
"Decil 1",35.5670103092784,0.173740643207137,0.109894757768111,"CoCA","BOGOTÁ D.C.",19327
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19327
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19327
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19327
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19327
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19327
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19327
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19327
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19327
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19327
"Decil 1",100,0.57662510073601,0.376642702394931,"CoNA","BOGOTÁ D.C.",19327
"Decil 2",89.6907216494845,0.129834737657959,0.0242225226346412,"CoNA","BOGOTÁ D.C.",19327
"Decil 3",11.8556701030928,0.00380471672508625,0.000139572105655657,"CoNA","BOGOTÁ D.C.",19327
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19327
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19327
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19327
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19327
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19327
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19327
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19327
"Decil 1",100,0.786171779775381,0.629326967601159,"CoRD","BOGOTÁ D.C.",19327
"Decil 2",100,0.559919579167637,0.315471938089788,"CoRD","BOGOTÁ D.C.",19327
"Decil 3",100,0.437656213716778,0.193371778285389,"CoRD","BOGOTÁ D.C.",19327
"Decil 4",100,0.304047016077481,0.093753986430693,"CoRD","BOGOTÁ D.C.",19327
"Decil 5",100,0.184066134142653,0.0367577755288794,"CoRD","BOGOTÁ D.C.",19327
"Decil 6",15.4639175257732,0.00510317726411492,0.000293008329720806,"CoRD","BOGOTÁ D.C.",19327
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19327
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19327
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19327
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19327
"Decil 1",36,0.203399715792704,0.171289113311622,"CoCA","BOGOTÁ D.C.",19358
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19358
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19358
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19358
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19358
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19358
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19358
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19358
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19358
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19358
"Decil 1",100,0.603595690080541,0.410110660433397,"CoNA","BOGOTÁ D.C.",19358
"Decil 2",95.5,0.142544492179789,0.0307918396081548,"CoNA","BOGOTÁ D.C.",19358
"Decil 3",26.5,0.0104166462091182,0.000484603584072399,"CoNA","BOGOTÁ D.C.",19358
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19358
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19358
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19358
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19358
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19358
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19358
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19358
"Decil 1",100,0.797333670599261,0.647708106474333,"CoRD","BOGOTÁ D.C.",19358
"Decil 2",100,0.561371061538853,0.317911984064353,"CoRD","BOGOTÁ D.C.",19358
"Decil 3",100,0.465058314751481,0.217612851914645,"CoRD","BOGOTÁ D.C.",19358
"Decil 4",100,0.317069998506178,0.102270147698677,"CoRD","BOGOTÁ D.C.",19358
"Decil 5",100,0.165471402612418,0.031150821396128,"CoRD","BOGOTÁ D.C.",19358
"Decil 6",13.5,0.00246358877384851,6.10221554402032e-05,"CoRD","BOGOTÁ D.C.",19358
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19358
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19358
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19358
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19358
"Decil 1",31.1926605504587,0.160664319231029,0.113794613939279,"CoCA","BOGOTÁ D.C.",19389
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19389
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19389
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19389
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19389
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19389
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19389
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19389
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19389
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19389
"Decil 1",100,0.603290343104463,0.395983106605539,"CoNA","BOGOTÁ D.C.",19389
"Decil 2",98.6238532110092,0.161621496194095,0.0353311042372679,"CoNA","BOGOTÁ D.C.",19389
"Decil 3",37.7880184331797,0.0149295614391971,0.000762423304197119,"CoNA","BOGOTÁ D.C.",19389
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19389
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19389
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19389
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19389
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19389
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19389
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19389
"Decil 1",100,0.79229781314376,0.636514124079977,"CoRD","BOGOTÁ D.C.",19389
"Decil 2",100,0.56103686104564,0.317290254489339,"CoRD","BOGOTÁ D.C.",19389
"Decil 3",100,0.457656921615762,0.210921934439852,"CoRD","BOGOTÁ D.C.",19389
"Decil 4",100,0.286106369658761,0.0848063275446577,"CoRD","BOGOTÁ D.C.",19389
"Decil 5",100,0.12081536469652,0.0174701309536873,"CoRD","BOGOTÁ D.C.",19389
"Decil 6",8.29493087557604,0.000895239387488159,1.40215239654404e-05,"CoRD","BOGOTÁ D.C.",19389
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19389
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19389
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19389
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19389
"Decil 1",34.1013824884793,0.161793950476056,0.116072757161074,"CoCA","BOGOTÁ D.C.",19417
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19417
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19417
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19417
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19417
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19417
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19417
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19417
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19417
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19417
"Decil 1",100,0.593951883223209,0.391233259817446,"CoNA","BOGOTÁ D.C.",19417
"Decil 2",97.6958525345622,0.128914584934637,0.024314875126668,"CoNA","BOGOTÁ D.C.",19417
"Decil 3",30.8755760368664,0.010880927749381,0.000493643340502703,"CoNA","BOGOTÁ D.C.",19417
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19417
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19417
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19417
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19417
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19417
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19417
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19417
"Decil 1",100,0.781693961815603,0.622160790232851,"CoRD","BOGOTÁ D.C.",19417
"Decil 2",100,0.531617211823964,0.284849510991766,"CoRD","BOGOTÁ D.C.",19417
"Decil 3",100,0.431297456279947,0.187784689033545,"CoRD","BOGOTÁ D.C.",19417
"Decil 4",100,0.270410717012946,0.0755805572026053,"CoRD","BOGOTÁ D.C.",19417
"Decil 5",100,0.141386249888259,0.0221164752715058,"CoRD","BOGOTÁ D.C.",19417
"Decil 6",25,0.00703706910606849,0.000247414394628692,"CoRD","BOGOTÁ D.C.",19417
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19417
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19417
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19417
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19417
"Decil 1",23.1527093596059,0.150074580875842,0.125846270674456,"CoCA","BOGOTÁ D.C.",19448
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19448
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19448
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19448
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19448
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19448
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19448
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19448
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19448
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19448
"Decil 1",100,0.516645211757232,0.319088455394644,"CoNA","BOGOTÁ D.C.",19448
"Decil 2",66.5024630541872,0.0780339921022644,0.0125925518128489,"CoNA","BOGOTÁ D.C.",19448
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",19448
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19448
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19448
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19448
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19448
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19448
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19448
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19448
"Decil 1",100,0.737403636485762,0.559161062666536,"CoRD","BOGOTÁ D.C.",19448
"Decil 2",100,0.490203601703729,0.243181502498802,"CoRD","BOGOTÁ D.C.",19448
"Decil 3",100,0.380016083910518,0.146074029150133,"CoRD","BOGOTÁ D.C.",19448
"Decil 4",100,0.209209223830596,0.0466936654166356,"CoRD","BOGOTÁ D.C.",19448
"Decil 5",82.7586206896552,0.0619372277139671,0.00575013495409393,"CoRD","BOGOTÁ D.C.",19448
"Decil 6",0,0,0,"CoRD","BOGOTÁ D.C.",19448
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19448
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19448
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19448
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19448
"Decil 1",25.4464285714286,0.12386825852753,0.0913740270788465,"CoCA","BOGOTÁ D.C.",19478
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19478
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19478
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19478
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19478
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19478
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19478
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19478
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19478
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19478
"Decil 1",100,0.524454266702797,0.317845615743655,"CoNA","BOGOTÁ D.C.",19478
"Decil 2",61.6071428571429,0.0808152207404794,0.0133344158793599,"CoNA","BOGOTÁ D.C.",19478
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",19478
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19478
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19478
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19478
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19478
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19478
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19478
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19478
"Decil 1",100,0.739607421112721,0.559849791242471,"CoRD","BOGOTÁ D.C.",19478
"Decil 2",100,0.481284504195897,0.235654456195205,"CoRD","BOGOTÁ D.C.",19478
"Decil 3",100,0.354471161674878,0.127613347010898,"CoRD","BOGOTÁ D.C.",19478
"Decil 4",100,0.187004508266179,0.0380488187165814,"CoRD","BOGOTÁ D.C.",19478
"Decil 5",67.4107142857143,0.0377792044426905,0.00261885703222149,"CoRD","BOGOTÁ D.C.",19478
"Decil 6",0,0,0,"CoRD","BOGOTÁ D.C.",19478
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19478
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19478
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19478
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19478
"Decil 1",31.9444444444444,0.180532949898756,0.142814369725425,"CoCA","BOGOTÁ D.C.",19509
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19509
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19509
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19509
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19509
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19509
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19509
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19509
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19509
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19509
"Decil 1",100,0.537847475529077,0.348769143748678,"CoNA","BOGOTÁ D.C.",19509
"Decil 2",76.3888888888889,0.0891603008007182,0.0131990446259534,"CoNA","BOGOTÁ D.C.",19509
"Decil 3",1.85185185185185,0.000104805094583744,1.68225253067445e-06,"CoNA","BOGOTÁ D.C.",19509
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19509
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19509
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19509
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19509
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19509
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19509
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19509
"Decil 1",100,0.744989533477627,0.573122128163961,"CoRD","BOGOTÁ D.C.",19509
"Decil 2",100,0.492218218067869,0.24449112618457,"CoRD","BOGOTÁ D.C.",19509
"Decil 3",100,0.364640951811793,0.13549993848893,"CoRD","BOGOTÁ D.C.",19509
"Decil 4",100,0.190067595855239,0.0393551411672983,"CoRD","BOGOTÁ D.C.",19509
"Decil 5",43.5185185185185,0.0212587254609718,0.00139515057744621,"CoRD","BOGOTÁ D.C.",19509
"Decil 6",0,0,0,"CoRD","BOGOTÁ D.C.",19509
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19509
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19509
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19509
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19509
"Decil 1",32.034632034632,0.148177712416388,0.1080950814055,"CoCA","BOGOTÁ D.C.",19539
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19539
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19539
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19539
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19539
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19539
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19539
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19539
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19539
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19539
"Decil 1",100,0.536818888563626,0.338152393552864,"CoNA","BOGOTÁ D.C.",19539
"Decil 2",70.1298701298701,0.082106745073015,0.0123927666647958,"CoNA","BOGOTÁ D.C.",19539
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",19539
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19539
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19539
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19539
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19539
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19539
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19539
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19539
"Decil 1",100,0.741847838972394,0.565863073969378,"CoRD","BOGOTÁ D.C.",19539
"Decil 2",100,0.479700476669845,0.232917832961071,"CoRD","BOGOTÁ D.C.",19539
"Decil 3",100,0.336665793099024,0.116386696046836,"CoRD","BOGOTÁ D.C.",19539
"Decil 4",100,0.174737921315508,0.0330570228273755,"CoRD","BOGOTÁ D.C.",19539
"Decil 5",48.4848484848485,0.0287836956530344,0.00224398151373448,"CoRD","BOGOTÁ D.C.",19539
"Decil 6",0,0,0,"CoRD","BOGOTÁ D.C.",19539
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19539
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19539
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19539
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19539
"Decil 1",17.2727272727273,0.0822355282092377,0.060599346950992,"CoCA","BOGOTÁ D.C.",19570
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19570
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19570
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19570
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19570
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19570
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19570
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19570
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19570
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19570
"Decil 1",100,0.452749573548503,0.249340175610444,"CoNA","BOGOTÁ D.C.",19570
"Decil 2",56.3636363636364,0.0609335492856801,0.00857241342852875,"CoNA","BOGOTÁ D.C.",19570
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",19570
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19570
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19570
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19570
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19570
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19570
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19570
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19570
"Decil 1",100,0.694939468785026,0.496724754568687,"CoRD","BOGOTÁ D.C.",19570
"Decil 2",100,0.454717040087615,0.210581195907896,"CoRD","BOGOTÁ D.C.",19570
"Decil 3",100,0.335607523340998,0.114901971549114,"CoRD","BOGOTÁ D.C.",19570
"Decil 4",100,0.155686736195053,0.027464007746647,"CoRD","BOGOTÁ D.C.",19570
"Decil 5",44.5454545454545,0.0205277227497103,0.00119262985087323,"CoRD","BOGOTÁ D.C.",19570
"Decil 6",0,0,0,"CoRD","BOGOTÁ D.C.",19570
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19570
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19570
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19570
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19570
"Decil 1",22.0183486238532,0.155209957918148,0.125054725041623,"CoCA","BOGOTÁ D.C.",19601
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19601
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19601
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19601
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19601
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19601
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19601
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19601
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19601
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19601
"Decil 1",100,0.494194289941354,0.311775595947575,"CoNA","BOGOTÁ D.C.",19601
"Decil 2",44.954128440367,0.0386501454954219,0.00449884285601128,"CoNA","BOGOTÁ D.C.",19601
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",19601
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19601
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19601
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19601
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19601
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19601
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19601
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19601
"Decil 1",100,0.716881153789606,0.535081724771487,"CoRD","BOGOTÁ D.C.",19601
"Decil 2",100,0.440746619693632,0.196759709439716,"CoRD","BOGOTÁ D.C.",19601
"Decil 3",100,0.312651210528263,0.100330582629257,"CoRD","BOGOTÁ D.C.",19601
"Decil 4",100,0.129103263014002,0.0198212193833106,"CoRD","BOGOTÁ D.C.",19601
"Decil 5",37.7880184331797,0.0121513156183094,0.000484772624592889,"CoRD","BOGOTÁ D.C.",19601
"Decil 6",0,0,0,"CoRD","BOGOTÁ D.C.",19601
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19601
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19601
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19601
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19601
"Decil 1",27.1794871794872,0.145941961953176,0.104524085709624,"CoCA","BOGOTÁ D.C.",19631
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19631
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19631
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19631
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19631
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19631
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19631
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19631
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19631
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19631
"Decil 1",100,0.458779014040296,0.28406959429043,"CoNA","BOGOTÁ D.C.",19631
"Decil 2",38.659793814433,0.0290086569555612,0.00278467164260198,"CoNA","BOGOTÁ D.C.",19631
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",19631
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19631
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19631
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19631
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19631
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.",19631
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.",19631
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.",19631
"Decil 1",100,0.69739095405357,0.509360172902066,"CoRD","BOGOTÁ D.C.",19631
"Decil 2",100,0.432343464282628,0.189196778244306,"CoRD","BOGOTÁ D.C.",19631
"Decil 3",100,0.324009703309897,0.106699628887767,"CoRD","BOGOTÁ D.C.",19631
"Decil 4",100,0.104556071482466,0.0146624186164925,"CoRD","BOGOTÁ D.C.",19631
"Decil 5",23.7113402061856,0.00675397335559405,0.000258472682909609,"CoRD","BOGOTÁ D.C.",19631
"Decil 6",0,0,0,"CoRD","BOGOTÁ D.C.",19631
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.",19631
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.",19631
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.",19631
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.",19631
"Decil 1",26.2672811059908,0.146712048829222,0.105879766974674,"CoCA","BOGOTÁ D.C.",19662
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.",19662
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.",19662
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.",19662
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.",19662
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.",19662
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.",19662
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.",19662
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.",19662
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.",19662
"Decil 1",100,0.471169272719651,0.293217735727713,"CoNA","BOGOTÁ D.C.",19662
"Decil 2",45.8333333333333,0.0234484382439225,0.00170391658874981,"CoNA","BOGOTÁ D.C.",19662
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.",19662
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.",19662
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.",19662
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.",19662
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.",19662
