ciudad,anio_mes,fecha_mes,nominal,real_B,n_obs,implicit_deflator_B,nom_growth_yoy,real_growth_yoy
"BOGOTA, D.C.",2021-08,2021-08-01,1330.7607660799972,NA,22,NA,-13.510043800010795,NA
"BOGOTA, D.C.",2021-09,2021-09-01,1302.8743971058263,NA,22,NA,-12.881671975727727,NA
"BOGOTA, D.C.",2021-10,2021-10-01,1243.2672834238933,NA,22,NA,-14.741035856532703,NA
"BOGOTA, D.C.",2021-11,2021-11-01,1221.3067678568655,NA,22,NA,-16.26035691518656,NA
"BOGOTA, D.C.",2021-12,2021-12-01,1220.9581882448572,NA,22,NA,-15.34681382417059,NA
"BOGOTA, D.C.",2022-01,2022-01-01,1239.549100894304,NA,22,NA,-13.870498950373001,NA
"BOGOTA, D.C.",2022-02,2022-02-01,1271.5022320100725,NA,22,NA,-11.20577734500754,NA
"BOGOTA, D.C.",2022-03,2022-03-01,1365.7349205013381,NA,22,NA,-3.1715956833091252,NA
"BOGOTA, D.C.",2022-04,2022-04-01,1458.5732905430702,NA,22,NA,4.131065947694057,NA
"BOGOTA, D.C.",2022-05,2022-05-01,1563.3795606030906,NA,22,NA,10.467980295438228,NA
"BOGOTA, D.C.",2022-06,2022-06-01,1629.377300509677,NA,22,NA,15.950057880015533,NA
"BOGOTA, D.C.",2022-07,2022-07-01,1643.7852578120237,NA,22,NA,19.5150798343656,NA
"BOGOTA, D.C.",2022-08,2022-08-01,1665.0486141550348,NA,22,NA,25.120055880497926,NA
"BOGOTA, D.C.",2022-09,2022-09-01,1689.5653802101244,NA,22,NA,29.6798359046186,NA
"BOGOTA, D.C.",2022-10,2022-10-01,1725.4690802664877,NA,22,NA,38.78504672902159,NA
"BOGOTA, D.C.",2022-11,2022-11-01,1778.220794907756,NA,22,NA,45.59984777847066,NA
"BOGOTA, D.C.",2022-12,2022-12-01,1861.182742604751,NA,22,NA,52.43623905583734,NA
"BOGOTA, D.C.",2023-01,2023-01-01,1900.456045578695,NA,22,NA,53.318335208146486,NA
"BOGOTA, D.C.",2023-02,2023-02-01,1930.6662786314218,NA,22,NA,51.84135977325817,NA
"BOGOTA, D.C.",2023-03,2023-03-01,1937.056904856075,NA,22,NA,41.83256763655236,NA
"BOGOTA, D.C.",2023-04,2023-04-01,1949.2571912808687,NA,22,NA,33.64136063091503,NA
"BOGOTA, D.C.",2023-05,2023-05-01,1959.3660000336117,NA,22,NA,25.328874024537274,NA
"BOGOTA, D.C.",2023-06,2023-06-01,1936.2435524265557,NA,22,NA,18.83334521850091,NA
"BOGOTA, D.C.",2023-07,2023-07-01,1929.1557669808856,NA,22,NA,17.36057114593588,NA
"BOGOTA, D.C.",2023-08,2023-08-01,1921.487015510701,NA,22,NA,15.401256106014749,NA
"BOGOTA, D.C.",2023-09,2023-09-01,1920.5574698786788,NA,22,NA,13.671686954181483,NA
