ciudad,anio_mes,rel_ipc,n_clases
"BOGOTA, D.C.",1999-01,0.3761058754071674,35
"BOGOTA, D.C.",1999-02,0.39024375911694653,35
"BOGOTA, D.C.",1999-03,0.37514673620792977,35
"BOGOTA, D.C.",1999-04,0.36305698415592264,35
"BOGOTA, D.C.",1999-05,0.3619227874008212,35
"BOGOTA, D.C.",1999-06,0.36781439331494764,35
"BOGOTA, D.C.",1999-07,0.37148478672752827,35
"BOGOTA, D.C.",1999-08,0.3773819098667152,35
"BOGOTA, D.C.",1999-09,0.38018847516147636,35
"BOGOTA, D.C.",1999-11,0.37267961695359747,35
"BOGOTA, D.C.",1999-12,0.3682381604317486,35
"BOGOTA, D.C.",1999-13,0.3747155675780822,35
"BOGOTA, D.C.",2000-01,0.3848461884566112,35
"BOGOTA, D.C.",2000-02,0.399110445289468,35
