cod_mun,year,month,food_sipsa,q1,q2,q3,precio_hat_q1,precio_hat_q2,precio_hat_q3
76001,2015,10,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3017.6465063536984,3088.551901437372,3251.069447979798
76001,2017,11,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3107.4093870574015,3180.4239332648876,3347.775725008609
76001,2021,9,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3842.658151473125,3932.9487782340866,4139.8979267389805
76001,2022,7,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5694.395780371986,5828.196535934292,6134.872360726584
76001,2014,8,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2727.984716037929,2792.083951540041,2939.001551769972
76001,2017,1,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3143.0197260746872,3216.871005528353,3386.140617969909
76001,2017,7,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3105.3922436708017,3178.35939322382,3345.6025502439165
76001,2021,3,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3836.606721313325,3926.7551581108833,4133.378402444903
76001,2016,6,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3287.943720158107,3365.200266940452,3542.274866448576
76001,2022,3,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5270.795669185972,5394.6431273100625,5678.505660141184
76001,2022,12,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,6608.161734501816,6763.433174537989,7119.320529132231
76001,2022,4,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5748.858651810187,5883.939117043122,6193.548079373278
76001,2020,11,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3394.852319647911,3474.6208891170436,3657.4531289772726
76001,2023,11,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,6850.218940893824,7011.17797946612,7380.101500895316
76001,2015,6,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2911.6023968867235,2980.016082135524,3136.8225460645417
76001,2023,1,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,6523.441712264613,6676.722492813143,7028.047189015151
76001,2020,2,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3225.4122751735053,3301.1995256673517,3474.906448743113
76001,2013,10,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2318.9080372354356,2373.3952312114993,2498.281709490358
76001,2018,5,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3168.6801174253783,3243.134337012321,3413.7859084861398
76001,2019,12,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3298.0294370911074,3375.522967145791,3553.1407402720383
76001,2021,7,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5416.029993021177,5543.290010266941,5834.974243199035
76001,2019,11,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3449.3151910861125,3530.3634702258732,3716.128847623967
76001,2017,12,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3110.4351021373013,3183.520743326489,3351.0354871556474
76001,2017,8,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3117.696818329062,3190.953087474333,3358.85891630854
76001,2019,8,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3503.7780625243145,3586.106051334703,3774.804566270661
76001,2020,6,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3479.5723418851135,3561.3315708418895,3748.7264690943525
76001,2019,7,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3485.6237720449135,3567.525190965093,3755.2459933884297
76001,2014,10,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2872.412182518494,2939.9050184804933,3094.6008649219466
76001,2018,8,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3216.940272949785,3292.528457494867,3465.7791147314047
76001,2015,9,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2971.2522084618968,3041.0674804928135,3201.086428391873
76001,2021,5,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,4344.926854736542,4447.019248459959,4681.018443147383
76001,2022,2,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5198.17850726837,5320.319685831623,5600.271368612259
76001,2018,4,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3149.4332076115693,3223.4351841204657,3393.0501992730333
76001,2024,4,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5459.7347663975115,5588.021711156743,5882.0596964340375
76001,2020,1,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3237.5151354931054,3313.586765913758,3487.9454973312672
76001,2024,7,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5366.609980049476,5492.708779260782,5781.731461464073
76001,2013,9,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2313.663464430276,2368.0274271047233,2492.631455102158
76001,2023,3,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,6275.333075712805,6422.784067761808,6760.746692957989
76001,2023,5,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,6360.053097950007,6509.494749486654,6852.020033075069
76001,2013,8,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2315.10428113499,2369.502098562629,2494.1837227912238
76001,2023,9,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,6378.207388429408,6528.075609856263,6871.5786059573
76001,2019,9,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3473.5209117253135,3555.137950718686,3742.2069448002753
76001,2024,5,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5428.889282110752,5556.451453028748,5848.828232323949
76001,2017,10,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3122.537962456902,3195.907983572896,3364.0745357438013
76001,2015,4,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2840.1378883328925,2906.872377823409,3059.8300686868683
76001,2014,7,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2645.339469855515,2707.4967967145794,2849.9634771251476
76001,2024,1,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5542.60574053033,5672.839897843943,5971.340959683482
76001,2024,3,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5488.647154938779,5617.61345174538,5913.208534727961
76001,2018,12,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3394.852319647911,3474.6208891170436,3657.4531289772726
76001,2013,11,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2360.057762322077,2415.5118480492815,2542.6144746900827
76001,2019,3,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3219.360845013705,3295.0059055441484,3468.3869244490356
76001,2019,2,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3219.360845013705,3295.0059055441484,3468.3869244490356
76001,2021,2,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3933.429603870128,4025.853080082136,4237.690791150138
76001,2014,2,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2470.4073711184337,2528.454332648871,2661.4999176997244
76001,2022,5,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5760.9615121297875,5896.3263572895285,6206.587127961432
76001,2024,9,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5328.284255704074,5453.482518480493,5740.441140934917
76001,2019,6,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3419.0580402871115,3499.3953696098565,3683.531226153581
76001,2022,8,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5736.755791490587,5871.551876796715,6180.509030785123
76001,2018,1,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3121.025104916952,3194.359578542095,3362.444654670282
76001,2014,1,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2453.69568163688,2511.3499699556905,2643.4955348194867
76001,2023,12,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,6662.624605940017,6819.175755646818,7177.996247778925
76001,2017,3,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3095.911669753781,3168.6560550308013,3335.388628849862
76001,2022,10,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,6130.0987518776,6274.137184804928,6604.278109900138
76001,2013,2,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2324.757753056576,2379.3823973305957,2504.583916307966
76001,2021,10,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3848.7095816329256,3939.14239835729,4146.417451033058
76001,2014,6,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2603.4597309718183,2664.633013004792,2804.84422962963
76001,2015,5,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2907.712191783995,2976.034469199179,3132.6314233040634
76001,2013,3,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2324.757753056576,2379.3823973305957,2504.583916307966
76001,2023,4,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,6499.235991625412,6651.948012320329,7001.969091838842
76001,2019,4,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3213.309414853905,3288.812285420945,3461.8674001549584
76001,2015,1,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2809.592574192949,2875.609342915812,3026.92199367867
76001,2020,9,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3013.6122195804983,3084.4228213552365,3246.723098450413
76001,2014,5,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2587.8115883363753,2648.6171872316595,2787.9856617580763
76001,2013,1,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2324.757753056576,2379.3823973305957,2504.583916307966
76001,2014,12,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3098.3322418177013,3171.1335030800824,3337.996438567493
76001,2013,12,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,2354.006332162277,2409.318227926078,2536.0949503960055
76001,2021,8,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,4574.881200808949,4682.376813141685,4928.7603663223135
76001,2021,1,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3903.172453071127,3994.8849794661196,4205.093169679752
76001,2016,3,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3183.052264054904,3257.8441848049283,3429.269778684573
76001,2024,10,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5295.001389825173,5419.417607802875,5704.583757317493
76001,2023,10,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,6826.013220254623,6986.403498973306,7354.023403719008
76001,2016,9,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3337.6999236942424,3416.125587953457,3595.879843977655
76001,2016,1,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3149.7693981760026,3223.7792741273106,3393.4123950671487
76001,2018,3,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3134.0356797605223,3207.675861806982,3376.461631902548
76001,2021,11,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,4175.486810262136,4273.597885010267,4498.471762913223
76001,2024,6,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5406.5206027700615,5533.5571786447645,5824.729276451199
76001,2024,11,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,5279.872814425672,5403.933557494867,5688.2849465823
76001,2016,7,Huevo rojo A,21.02860319600395,23.872402464065722,30.390485881542705,3304.080867250908,3381.7165872689943,3559.6602645661155
