ciudad,articulo,fecha,subclase_ipc,method,precio_500g
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-01-01,011501,D_city,5054.816208694296
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-02-01,011501,D_city,5063.678106842193
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-03-01,011501,D_city,5065.00720789993
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-04-01,011501,D_city,5057.475001871594
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-05-01,011501,D_city,5057.031883000249
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-06-01,011501,D_city,5064.564179533271
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-07-01,011501,D_city,5068.994223940168
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-08-01,011501,D_city,5059.247424077327
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-09-01,011501,D_city,5086.266325883557
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-10-01,011501,D_city,5102.202662089978
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-11-01,011501,D_city,5143.339989934755
BOGOTÁ D.C.,ACEITE DE GIRASOL,2019-12-01,011501,D_city,5150.4128189518615
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-01-01,011501,D_city,5272.21128637576
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-02-01,011501,D_city,5345.280749619345
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-03-01,011501,D_city,5383.082053662946
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-04-01,011501,D_city,5454.62910542015
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-05-01,011501,D_city,5528.236322059454
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-06-01,011501,D_city,5577.233064542011
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-07-01,011501,D_city,5574.609740817928
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-08-01,011501,D_city,5576.7958556839485
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-09-01,011501,D_city,5576.358642121468
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-10-01,011501,D_city,5586.850470151332
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-11-01,011501,D_city,5611.757738314251
BOGOTÁ D.C.,ACEITE DE GIRASOL,2020-12-01,011501,D_city,5689.005089480043
BOGOTÁ D.C.,ACEITE DE GIRASOL,2021-01-01,011501,D_city,5800.041645062061
BOGOTÁ D.C.,ACEITE DE GIRASOL,2021-02-01,011501,D_city,5924.2308779128025
BOGOTÁ D.C.,ACEITE DE GIRASOL,2021-03-01,011501,D_city,6108.122447569099
