R2_MIN,LAM_MIN,LAM_MAX,MAPE_S5_multi,MAPE_BASE_multi,imp_pp_multi,n_dcity,n_low_r2
0.2,0.1,3,9.721217920876628,9.57521777210921,-0.14600014876741696,2704,1378
