"ciudad","fecha","model","n_deciles","sum_rate","incidence"
"BOGOTÁ D.C.",18475,"CoRD",10,753.771870982168,75.3771870982168
"BOGOTÁ D.C.",18506,"CoCA",10,76.3779527559055,7.63779527559055
"BOGOTÁ D.C.",18506,"CoNA",10,231.102362204724,23.1102362204724
"BOGOTÁ D.C.",18506,"CoRD",10,748.616600790514,74.8616600790514
"BOGOTÁ D.C.",18536,"CoCA",10,59.4594594594595,5.94594594594595
"BOGOTÁ D.C.",18536,"CoNA",10,214.285714285714,21.4285714285714
"BOGOTÁ D.C.",18536,"CoRD",10,707.722007722008,70.7722007722008
"BOGOTÁ D.C.",18567,"CoCA",10,45.4918032786885,4.54918032786885
"BOGOTÁ D.C.",18567,"CoNA",10,162.295081967213,16.2295081967213
"BOGOTÁ D.C.",18567,"CoRD",10,686.065573770492,68.6065573770492
"BOGOTÁ D.C.",18597,"CoCA",10,46.1240310077519,4.61240310077519
"BOGOTÁ D.C.",18597,"CoNA",10,216.666666666667,21.6666666666667
"BOGOTÁ D.C.",18597,"CoRD",10,739.688715953307,73.9688715953308
"BOGOTÁ D.C.",18628,"CoCA",10,61.4406779661017,6.14406779661017
"BOGOTÁ D.C.",18628,"CoNA",10,217.372881355932,21.7372881355932
"BOGOTÁ D.C.",18628,"CoRD",10,720.425531914894,72.0425531914894
"BOGOTÁ D.C.",18659,"CoCA",10,39.9193548387097,3.99193548387097
"BOGOTÁ D.C.",18659,"CoNA",10,153.629032258065,15.3629032258065
"BOGOTÁ D.C.",18659,"CoRD",10,693.117408906883,69.3117408906883
"BOGOTÁ D.C.",18687,"CoCA",10,46.8253968253968,4.68253968253968
"BOGOTÁ D.C.",18687,"CoNA",10,211.111111111111,21.1111111111111
"BOGOTÁ D.C.",18687,"CoRD",10,739.840637450199,73.9840637450199
"BOGOTÁ D.C.",18718,"CoCA",10,43.5606060606061,4.35606060606061
"BOGOTÁ D.C.",18718,"CoNA",10,204.545454545455,20.4545454545455
"BOGOTÁ D.C.",18718,"CoRD",10,737.262357414449,73.7262357414449
"BOGOTÁ D.C.",18748,"CoCA",10,53.2520325203252,5.32520325203252
"BOGOTÁ D.C.",18748,"CoNA",10,186.213704994193,18.6213704994193
"BOGOTÁ D.C.",18748,"CoRD",10,801.224489795918,80.1224489795918
"BOGOTÁ D.C.",18779,"CoCA",10,35.4838709677419,3.54838709677419
"BOGOTÁ D.C.",18779,"CoNA",10,246.370967741935,24.6370967741936
"BOGOTÁ D.C.",18779,"CoRD",10,778.947368421053,77.8947368421053
"BOGOTÁ D.C.",18809,"CoCA",10,29.0322580645161,2.90322580645161
"BOGOTÁ D.C.",18809,"CoNA",10,165.322580645161,16.5322580645161
"BOGOTÁ D.C.",18809,"CoRD",10,742.338709677419,74.2338709677419
"BOGOTÁ D.C.",18840,"CoCA",10,30.6122448979592,3.06122448979592
"BOGOTÁ D.C.",18840,"CoNA",10,173.360655737705,17.3360655737705
"BOGOTÁ D.C.",18840,"CoRD",10,715.983606557377,71.5983606557377
"BOGOTÁ D.C.",18871,"CoCA",10,34.5238095238095,3.45238095238095
"BOGOTÁ D.C.",18871,"CoNA",10,213.095238095238,21.3095238095238
"BOGOTÁ D.C.",18871,"CoRD",10,738.492063492063,73.8492063492064
"BOGOTÁ D.C.",18901,"CoCA",10,30.4721030042918,3.04721030042918
"BOGOTÁ D.C.",18901,"CoNA",10,159.051724137931,15.9051724137931
"BOGOTÁ D.C.",18901,"CoRD",10,731.465517241379,73.1465517241379
"BOGOTÁ D.C.",18932,"CoCA",10,18.1818181818182,1.81818181818182
"BOGOTÁ D.C.",18932,"CoNA",10,137.272727272727,13.7272727272727
"BOGOTÁ D.C.",18932,"CoRD",10,718.181818181818,71.8181818181818
"BOGOTÁ D.C.",18962,"CoCA",10,19.811320754717,1.9811320754717
"BOGOTÁ D.C.",18962,"CoNA",10,210.849056603774,21.0849056603774
"BOGOTÁ D.C.",18962,"CoRD",10,792.924528301887,79.2924528301887
"BOGOTÁ D.C.",18993,"CoCA",10,38.3259911894273,3.83259911894273
"BOGOTÁ D.C.",18993,"CoNA",10,185.462555066079,18.5462555066079
"BOGOTÁ D.C.",18993,"CoRD",10,684.513274336283,68.4513274336283
"BOGOTÁ D.C.",19024,"CoCA",10,46.0869565217391,4.60869565217391
"BOGOTÁ D.C.",19024,"CoNA",10,195.652173913043,19.5652173913043
"BOGOTÁ D.C.",19024,"CoRD",10,723.144104803493,72.3144104803493
"BOGOTÁ D.C.",19052,"CoCA",10,27.9166666666667,2.79166666666667
"BOGOTÁ D.C.",19052,"CoNA",10,184.166666666667,18.4166666666667
"BOGOTÁ D.C.",19052,"CoRD",10,722.594142259414,72.2594142259414
"BOGOTÁ D.C.",19083,"CoCA",10,44.392523364486,4.4392523364486
"BOGOTÁ D.C.",19083,"CoNA",10,214.018691588785,21.4018691588785
"BOGOTÁ D.C.",19083,"CoRD",10,700.93896713615,70.093896713615
