"deciles","rate","gap","severity","model","ciudad","trimestre"
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q1"
"Decil 1",55.8951965065502,0.488502908992584,0.429919980831763,"CoRD","BOGOTÁ D.C.","2023Q1"
"Decil 2",53.0701754385965,0.366226581094517,0.253339149064915,"CoRD","BOGOTÁ D.C.","2023Q1"
"Decil 3",47.3684210526316,0.290001750008578,0.17822921533746,"CoRD","BOGOTÁ D.C.","2023Q1"
"Decil 4",41.2280701754386,0.199322370870535,0.097005711303195,"CoRD","BOGOTÁ D.C.","2023Q1"
"Decil 5",54.3859649122807,0.188469781913175,0.0667041740891805,"CoRD","BOGOTÁ D.C.","2023Q1"
"Decil 6",49.5614035087719,0.0875703397326106,0.0169903478523771,"CoRD","BOGOTÁ D.C.","2023Q1"
"Decil 7",40.3508771929825,0.0300567187464375,0.00299577826777021,"CoRD","BOGOTÁ D.C.","2023Q1"
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q1"
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q1"
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q1"
"Decil 1",18.9075630252101,0.109268056529574,0.0875528445456297,"CoCA","BOGOTÁ D.C.","2023Q2"
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q2"
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q2"
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q2"
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q2"
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q2"
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q2"
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q2"
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q2"
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q2"
"Decil 1",50,0.288174936663583,0.198825111804077,"CoNA","BOGOTÁ D.C.","2023Q2"
"Decil 2",26.4705882352941,0.0273813676378403,0.00372829605417553,"CoNA","BOGOTÁ D.C.","2023Q2"
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q2"
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q2"
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q2"
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q2"
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q2"
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q2"
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q2"
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q2"
"Decil 1",50,0.427885177668835,0.369965593379298,"CoRD","BOGOTÁ D.C.","2023Q2"
"Decil 2",54.2016806722689,0.357016795155883,0.236028753196569,"CoRD","BOGOTÁ D.C.","2023Q2"
"Decil 3",44.5378151260504,0.250681976075906,0.141725151655074,"CoRD","BOGOTÁ D.C.","2023Q2"
"Decil 4",45.5696202531646,0.19614143228787,0.085212582819611,"CoRD","BOGOTÁ D.C.","2023Q2"
"Decil 5",50.210970464135,0.144779591909773,0.0431624412235452,"CoRD","BOGOTÁ D.C.","2023Q2"
"Decil 6",52.7426160337553,0.0573131775088694,0.00790610559797825,"CoRD","BOGOTÁ D.C.","2023Q2"
"Decil 7",21.5189873417722,0.00912840965853547,0.000529877634956892,"CoRD","BOGOTÁ D.C.","2023Q2"
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q2"
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q2"
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q2"
"Decil 1",21.0743801652893,0.127271122226786,0.102641738124973,"CoCA","BOGOTÁ D.C.","2023Q3"
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q3"
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q3"
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q3"
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q3"
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q3"
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q3"
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q3"
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q3"
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q3"
"Decil 1",51.2396694214876,0.300788980327765,0.215624687773975,"CoNA","BOGOTÁ D.C.","2023Q3"
"Decil 2",18.595041322314,0.0156390160044449,0.00181453329765112,"CoNA","BOGOTÁ D.C.","2023Q3"
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q3"
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q3"
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q3"
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q3"
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q3"
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q3"
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q3"
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q3"
"Decil 1",51.2396694214876,0.439360398914623,0.381387077381355,"CoRD","BOGOTÁ D.C.","2023Q3"
"Decil 2",52.4793388429752,0.333217283263915,0.21260473661228,"CoRD","BOGOTÁ D.C.","2023Q3"
"Decil 3",43.801652892562,0.231687861606543,0.123148121353337,"CoRD","BOGOTÁ D.C.","2023Q3"
"Decil 4",49.1735537190083,0.190685893334807,0.0747338357453231,"CoRD","BOGOTÁ D.C.","2023Q3"
"Decil 5",54.1322314049587,0.135466727357401,0.0357282900383845,"CoRD","BOGOTÁ D.C.","2023Q3"
"Decil 6",42.1487603305785,0.0347223490997881,0.00361697112298502,"CoRD","BOGOTÁ D.C.","2023Q3"
"Decil 7",9.09090909090909,0.00216955445280643,6.53164175129788e-05,"CoRD","BOGOTÁ D.C.","2023Q3"
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q3"
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q3"
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q3"
"Decil 1",21.3333333333333,0.143841817930879,0.12019854188535,"CoCA","BOGOTÁ D.C.","2023Q4"
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q4"
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q4"
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q4"
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q4"
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q4"
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q4"
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q4"
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q4"
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.","2023Q4"
"Decil 1",54.2222222222222,0.316081707131309,0.227856200605491,"CoNA","BOGOTÁ D.C.","2023Q4"
"Decil 2",19.5555555555556,0.0152444529035983,0.00170534658813648,"CoNA","BOGOTÁ D.C.","2023Q4"
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q4"
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q4"
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q4"
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q4"
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q4"
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q4"
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q4"
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.","2023Q4"
"Decil 1",54.2222222222222,0.463101524608995,0.400863258340535,"CoRD","BOGOTÁ D.C.","2023Q4"
"Decil 2",53.7777777777778,0.340695382701145,0.216732328609476,"CoRD","BOGOTÁ D.C.","2023Q4"
"Decil 3",40,0.210389737068087,0.111365482300507,"CoRD","BOGOTÁ D.C.","2023Q4"
"Decil 4",46.6666666666667,0.175074927103786,0.0667215615736705,"CoRD","BOGOTÁ D.C.","2023Q4"
"Decil 5",47.5555555555556,0.115599192019307,0.0294184244449067,"CoRD","BOGOTÁ D.C.","2023Q4"
"Decil 6",40.8888888888889,0.0323416580314652,0.00324083037486218,"CoRD","BOGOTÁ D.C.","2023Q4"
"Decil 7",8,0.001497317755405,3.94617430391786e-05,"CoRD","BOGOTÁ D.C.","2023Q4"
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q4"
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q4"
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.","2023Q4"
"Decil 1",14.40329218107,0.0938183519843016,0.0776701940103959,"CoCA","BOGOTÁ D.C.","2024Q1"
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q1"
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q1"
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q1"
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q1"
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q1"
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q1"
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q1"
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q1"
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q1"
"Decil 1",51.0288065843621,0.246779384192962,0.16385662946963,"CoNA","BOGOTÁ D.C.","2024Q1"
"Decil 2",5.34979423868313,0.00228718117648735,0.000122920992990743,"CoNA","BOGOTÁ D.C.","2024Q1"
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q1"
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q1"
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q1"
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q1"
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q1"
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q1"
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q1"
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q1"
"Decil 1",51.0288065843621,0.416637432530046,0.345796284417728,"CoRD","BOGOTÁ D.C.","2024Q1"
"Decil 2",56.7901234567901,0.330093824634401,0.193357229873123,"CoRD","BOGOTÁ D.C.","2024Q1"
"Decil 3",46.0905349794239,0.210310604053593,0.0968017510302921,"CoRD","BOGOTÁ D.C.","2024Q1"
"Decil 4",51.440329218107,0.15997536284905,0.0507519331999541,"CoRD","BOGOTÁ D.C.","2024Q1"
"Decil 5",48.9711934156379,0.0811172442538421,0.0144361428931384,"CoRD","BOGOTÁ D.C.","2024Q1"
"Decil 6",25.5144032921811,0.0102201414277329,0.000583780846831524,"CoRD","BOGOTÁ D.C.","2024Q1"
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q1"
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q1"
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q1"
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q1"
"Decil 1",10.6122448979592,0.068763732852038,0.0547574058725674,"CoCA","BOGOTÁ D.C.","2024Q2"
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q2"
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q2"
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q2"
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q2"
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q2"
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q2"
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q2"
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q2"
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q2"
"Decil 1",48.5714285714286,0.200590086419652,0.127020217126899,"CoNA","BOGOTÁ D.C.","2024Q2"
"Decil 2",0.408163265306122,8.1003717663823e-06,1.60759255746328e-08,"CoNA","BOGOTÁ D.C.","2024Q2"
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q2"
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q2"
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q2"
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q2"
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q2"
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q2"
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q2"
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q2"
"Decil 1",48.5714285714286,0.386915644629061,0.313518289506205,"CoRD","BOGOTÁ D.C.","2024Q2"
"Decil 2",56.734693877551,0.325537774580038,0.188126137675757,"CoRD","BOGOTÁ D.C.","2024Q2"
"Decil 3",45.7142857142857,0.212090658574348,0.0992491386096257,"CoRD","BOGOTÁ D.C.","2024Q2"
"Decil 4",50.2040816326531,0.155683337324441,0.0491952941327582,"CoRD","BOGOTÁ D.C.","2024Q2"
"Decil 5",56.3265306122449,0.0938559874411441,0.0171582254118289,"CoRD","BOGOTÁ D.C.","2024Q2"
"Decil 6",17.1428571428571,0.00561489796370463,0.000227286721953763,"CoRD","BOGOTÁ D.C.","2024Q2"
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q2"
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q2"
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q2"
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q2"
"Decil 1",17.5298804780877,0.112328131841997,0.0950882565056946,"CoCA","BOGOTÁ D.C.","2024Q3"
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q3"
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q3"
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q3"
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q3"
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q3"
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q3"
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q3"
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q3"
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q3"
"Decil 1",50.199203187251,0.252911214013132,0.179383992510589,"CoNA","BOGOTÁ D.C.","2024Q3"
"Decil 2",0.398406374501992,2.21969016408113e-05,1.23668313055415e-07,"CoNA","BOGOTÁ D.C.","2024Q3"
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q3"
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q3"
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q3"
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q3"
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q3"
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q3"
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q3"
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q3"
"Decil 1",50.199203187251,0.417200375064832,0.352752674232417,"CoRD","BOGOTÁ D.C.","2024Q3"
"Decil 2",58.9641434262948,0.342019529251289,0.199801463581389,"CoRD","BOGOTÁ D.C.","2024Q3"
"Decil 3",48.605577689243,0.224875335074775,0.104985068179447,"CoRD","BOGOTÁ D.C.","2024Q3"
"Decil 4",55.3784860557769,0.172824319653469,0.0551605274393255,"CoRD","BOGOTÁ D.C.","2024Q3"
"Decil 5",53.3864541832669,0.0843847201390174,0.0145412116335599,"CoRD","BOGOTÁ D.C.","2024Q3"
"Decil 6",23.1075697211155,0.00772918782682127,0.000343714899633038,"CoRD","BOGOTÁ D.C.","2024Q3"
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q3"
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q3"
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q3"
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q3"
"Decil 1",9.54356846473029,0.049537373585666,0.0393861578140096,"CoCA","BOGOTÁ D.C.","2024Q4"
"Decil 2",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q4"
"Decil 3",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q4"
"Decil 4",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q4"
"Decil 5",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q4"
"Decil 6",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q4"
"Decil 7",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q4"
"Decil 8",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q4"
"Decil 9",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q4"
"Decil 10",0,0,0,"CoCA","BOGOTÁ D.C.","2024Q4"
"Decil 1",43.1535269709544,0.170056034468185,0.104232984754763,"CoNA","BOGOTÁ D.C.","2024Q4"
"Decil 2",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q4"
"Decil 3",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q4"
"Decil 4",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q4"
"Decil 5",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q4"
"Decil 6",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q4"
"Decil 7",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q4"
"Decil 8",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q4"
"Decil 9",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q4"
"Decil 10",0,0,0,"CoNA","BOGOTÁ D.C.","2024Q4"
"Decil 1",50.6224066390041,0.387570872578893,0.302735924836417,"CoRD","BOGOTÁ D.C.","2024Q4"
"Decil 2",53.75,0.287040162896041,0.154710130010619,"CoRD","BOGOTÁ D.C.","2024Q4"
"Decil 3",41.25,0.173851464038446,0.0738921647090611,"CoRD","BOGOTÁ D.C.","2024Q4"
"Decil 4",51.6666666666667,0.131922461567168,0.035353847215166,"CoRD","BOGOTÁ D.C.","2024Q4"
"Decil 5",42.5,0.0384995631857585,0.0049218040249434,"CoRD","BOGOTÁ D.C.","2024Q4"
"Decil 6",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q4"
"Decil 7",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q4"
"Decil 8",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q4"
"Decil 9",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q4"
"Decil 10",0,0,0,"CoRD","BOGOTÁ D.C.","2024Q4"
"Decil 1",9.01287553648069,0.0573121881401128,0.0436735502280897,"CoCA","CALI","2018Q1"
"Decil 2",0,0,0,"CoCA","CALI","2018Q1"
"Decil 3",0,0,0,"CoCA","CALI","2018Q1"
"Decil 4",0,0,0,"CoCA","CALI","2018Q1"
"Decil 5",0,0,0,"CoCA","CALI","2018Q1"
"Decil 6",0,0,0,"CoCA","CALI","2018Q1"
"Decil 7",0,0,0,"CoCA","CALI","2018Q1"
"Decil 8",0,0,0,"CoCA","CALI","2018Q1"
"Decil 9",0,0,0,"CoCA","CALI","2018Q1"
"Decil 10",0,0,0,"CoCA","CALI","2018Q1"
"Decil 1",41.2017167381974,0.156283231475754,0.0938865845877188,"CoNA","CALI","2018Q1"
"Decil 2",0,0,0,"CoNA","CALI","2018Q1"
"Decil 3",0,0,0,"CoNA","CALI","2018Q1"
"Decil 4",0,0,0,"CoNA","CALI","2018Q1"
"Decil 5",0,0,0,"CoNA","CALI","2018Q1"
"Decil 6",0,0,0,"CoNA","CALI","2018Q1"
"Decil 7",0,0,0,"CoNA","CALI","2018Q1"
"Decil 8",0,0,0,"CoNA","CALI","2018Q1"
"Decil 9",0,0,0,"CoNA","CALI","2018Q1"
"Decil 10",0,0,0,"CoNA","CALI","2018Q1"
"Decil 1",48.9270386266094,0.3750222975668,0.292760241271006,"CoRD","CALI","2018Q1"
"Decil 2",57.3275862068966,0.321116334399126,0.180786853281583,"CoRD","CALI","2018Q1"
"Decil 3",50.4310344827586,0.235646193501773,0.11083584854184,"CoRD","CALI","2018Q1"
"Decil 4",46.9827586206897,0.160412411126994,0.0554291506561718,"CoRD","CALI","2018Q1"
"Decil 5",51.7241379310345,0.115400920043291,0.0265733293207567,"CoRD","CALI","2018Q1"
"Decil 6",50.4310344827586,0.0382430659336374,0.00404871957712346,"CoRD","CALI","2018Q1"
"Decil 7",18.5344827586207,0.00579335251619829,0.000252709176432567,"CoRD","CALI","2018Q1"
"Decil 8",0,0,0,"CoRD","CALI","2018Q1"
"Decil 9",0,0,0,"CoRD","CALI","2018Q1"
"Decil 10",0,0,0,"CoRD","CALI","2018Q1"
"Decil 1",12.2881355932203,0.0618494544954902,0.0472633643420877,"CoCA","CALI","2018Q2"
"Decil 2",0,0,0,"CoCA","CALI","2018Q2"
"Decil 3",0,0,0,"CoCA","CALI","2018Q2"
"Decil 4",0,0,0,"CoCA","CALI","2018Q2"
"Decil 5",0,0,0,"CoCA","CALI","2018Q2"
"Decil 6",0,0,0,"CoCA","CALI","2018Q2"
"Decil 7",0,0,0,"CoCA","CALI","2018Q2"
"Decil 8",0,0,0,"CoCA","CALI","2018Q2"
"Decil 9",0,0,0,"CoCA","CALI","2018Q2"
"Decil 10",0,0,0,"CoCA","CALI","2018Q2"
"Decil 1",43.6440677966102,0.172548421970695,0.105290842780988,"CoNA","CALI","2018Q2"
"Decil 2",0,0,0,"CoNA","CALI","2018Q2"
"Decil 3",0,0,0,"CoNA","CALI","2018Q2"
"Decil 4",0,0,0,"CoNA","CALI","2018Q2"
"Decil 5",0,0,0,"CoNA","CALI","2018Q2"
"Decil 6",0,0,0,"CoNA","CALI","2018Q2"
"Decil 7",0,0,0,"CoNA","CALI","2018Q2"
"Decil 8",0,0,0,"CoNA","CALI","2018Q2"
"Decil 9",0,0,0,"CoNA","CALI","2018Q2"
"Decil 10",0,0,0,"CoNA","CALI","2018Q2"
"Decil 1",48.728813559322,0.3786952534914,0.29964119362209,"CoRD","CALI","2018Q2"
"Decil 2",46.1864406779661,0.255003388434434,0.141863057638448,"CoRD","CALI","2018Q2"
"Decil 3",48.3050847457627,0.216721042299367,0.0980075578925581,"CoRD","CALI","2018Q2"
"Decil 4",47.0338983050847,0.14999580455648,0.0485473257451133,"CoRD","CALI","2018Q2"
"Decil 5",51.271186440678,0.0972731259866666,0.0193955955646124,"CoRD","CALI","2018Q2"
"Decil 6",33.0508474576271,0.0189651342805799,0.00144923308455695,"CoRD","CALI","2018Q2"
"Decil 7",2.12765957446809,0.000114300299147636,6.89259707135141e-07,"CoRD","CALI","2018Q2"
"Decil 8",0,0,0,"CoRD","CALI","2018Q2"
"Decil 9",0,0,0,"CoRD","CALI","2018Q2"
"Decil 10",0,0,0,"CoRD","CALI","2018Q2"
"Decil 1",18.0327868852459,0.0920448824370477,0.070911136029538,"CoCA","CALI","2018Q3"
"Decil 2",0,0,0,"CoCA","CALI","2018Q3"
"Decil 3",0,0,0,"CoCA","CALI","2018Q3"
"Decil 4",0,0,0,"CoCA","CALI","2018Q3"
"Decil 5",0,0,0,"CoCA","CALI","2018Q3"
"Decil 6",0,0,0,"CoCA","CALI","2018Q3"
"Decil 7",0,0,0,"CoCA","CALI","2018Q3"
"Decil 8",0,0,0,"CoCA","CALI","2018Q3"
"Decil 9",0,0,0,"CoCA","CALI","2018Q3"
"Decil 10",0,0,0,"CoCA","CALI","2018Q3"
"Decil 1",56.1475409836066,0.245788114185522,0.154904535824773,"CoNA","CALI","2018Q3"
"Decil 2",3.68852459016393,0.00105524200880286,3.56946415330585e-05,"CoNA","CALI","2018Q3"
"Decil 3",0,0,0,"CoNA","CALI","2018Q3"
"Decil 4",0,0,0,"CoNA","CALI","2018Q3"
"Decil 5",0,0,0,"CoNA","CALI","2018Q3"
"Decil 6",0,0,0,"CoNA","CALI","2018Q3"
"Decil 7",0,0,0,"CoNA","CALI","2018Q3"
"Decil 8",0,0,0,"CoNA","CALI","2018Q3"
"Decil 9",0,0,0,"CoNA","CALI","2018Q3"
"Decil 10",0,0,0,"CoNA","CALI","2018Q3"
"Decil 1",56.1475409836066,0.453827403394571,0.372319136844285,"CoRD","CALI","2018Q3"
"Decil 2",50.8196721311475,0.302865394318334,0.181406754972831,"CoRD","CALI","2018Q3"
"Decil 3",44.2622950819672,0.220942759923884,0.111029780169065,"CoRD","CALI","2018Q3"
"Decil 4",47.9508196721311,0.167493072712509,0.0595744477100787,"CoRD","CALI","2018Q3"
"Decil 5",46.3114754098361,0.0997146051000535,0.0224794834194413,"CoRD","CALI","2018Q3"
"Decil 6",43.6213991769547,0.0285447595460599,0.0024551183672576,"CoRD","CALI","2018Q3"
"Decil 7",20.5761316872428,0.00469040760282142,0.000184729211917734,"CoRD","CALI","2018Q3"
"Decil 8",0,0,0,"CoRD","CALI","2018Q3"
"Decil 9",0,0,0,"CoRD","CALI","2018Q3"
"Decil 10",0,0,0,"CoRD","CALI","2018Q3"
"Decil 1",14.7186147186147,0.108529741474034,0.09272776125071,"CoCA","CALI","2018Q4"
"Decil 2",0,0,0,"CoCA","CALI","2018Q4"
"Decil 3",0,0,0,"CoCA","CALI","2018Q4"
"Decil 4",0,0,0,"CoCA","CALI","2018Q4"
"Decil 5",0,0,0,"CoCA","CALI","2018Q4"
"Decil 6",0,0,0,"CoCA","CALI","2018Q4"
"Decil 7",0,0,0,"CoCA","CALI","2018Q4"
"Decil 8",0,0,0,"CoCA","CALI","2018Q4"
"Decil 9",0,0,0,"CoCA","CALI","2018Q4"
"Decil 10",0,0,0,"CoCA","CALI","2018Q4"
"Decil 1",48.0519480519481,0.202605866584886,0.145028341322216,"CoNA","CALI","2018Q4"
"Decil 2",0,0,0,"CoNA","CALI","2018Q4"
"Decil 3",0,0,0,"CoNA","CALI","2018Q4"
"Decil 4",0,0,0,"CoNA","CALI","2018Q4"
"Decil 5",0,0,0,"CoNA","CALI","2018Q4"
"Decil 6",0,0,0,"CoNA","CALI","2018Q4"
"Decil 7",0,0,0,"CoNA","CALI","2018Q4"
"Decil 8",0,0,0,"CoNA","CALI","2018Q4"
"Decil 9",0,0,0,"CoNA","CALI","2018Q4"
"Decil 10",0,0,0,"CoNA","CALI","2018Q4"
"Decil 1",52.3809523809524,0.416105963883078,0.338117905857702,"CoRD","CALI","2018Q4"
"Decil 2",54.5454545454545,0.311789957284809,0.179303906149779,"CoRD","CALI","2018Q4"
"Decil 3",54.1125541125541,0.255401628334901,0.121253316920547,"CoRD","CALI","2018Q4"
