ciudad,articulo,subclase_ipc,k,apply_D,lambda,sigma2,se2,r2,n_obs,est_ok,v_item,k_city,v_sc,Q_sc,kb,delta,lambda_shrunk,reversion_reason,lambda_final,method_label
MEDELLÍN,MORAS,011608,1,FALSE,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,1,single_item,1,BASE
MEDELLÍN,GUAYABAS,011609,6,TRUE,0.0536555298803155,0.004388396220272692,0.004489513329674642,0.003164476302776201,203,TRUE,0.004489513329674642,6,0.005872572303454092,1.7957424815422505,6,0.9869188987534326,0.0660347577080802,low_R2,1,BASE_lowR2
MEDELLÍN,LIMONES,011609,6,TRUE,0.9004373067393713,0.012921419305408922,0.013219153717697772,0.23291416498900946,203,TRUE,0.013219153717697772,6,0.005872572303454092,1.7957424815422505,6,0.9869188987534326,0.9017396964102945,none,0.9017396964102945,D_city
MEDELLÍN,AGUACATE,011609,6,TRUE,0.8044569291549957,0.0034146049545419146,0.0034932840357875454,0.478380887901688,203,TRUE,0.0034932840357875454,6,0.005872572303454092,1.7957424815422505,6,0.9869188987534326,0.8070148478627839,none,0.8070148478627839,D_city
MEDELLÍN,MARACUYA,011609,6,TRUE,1.02640634989783,0.009400295127503216,0.009616896050279348,0.35162441464237976,203,TRUE,0.009616896050279348,6,0.005872572303454092,1.7957424815422505,6,0.9869188987534326,1.0260609257612643,none,1.0260609257612643,D_city
MEDELLÍN,PIÑAS,011609,6,TRUE,0.24534102516453285,0.0014573686397027935,0.001490949222855023,0.1665695116765213,203,TRUE,0.001490949222855023,6,0.005872572303454092,1.7957424815422505,6,0.9869188987534326,0.2552127956209863,low_R2,1,BASE_lowR2
MEDELLÍN,MANZANAS,011609,6,TRUE,0.4691352909104855,0.0028597434617092937,0.0029256374644302243,0.2713561340449552,203,TRUE,0.0029256374644302243,6,0.005872572303454092,1.7957424815422505,6,0.9869188987534326,0.476079585918315,none,0.476079585918315,D_city
MEDELLÍN,MANGOS,NA,1,FALSE,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,1,single_item,1,BASE
MEDELLÍN,MELOCOTONES O VARIEDAD DISPONIBLE,NA,1,FALSE,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,1,single_item,1,BASE
MEDELLÍN,CARNE DE RES SIN HUESO,011201,3,TRUE,1.0065731583121464,9.180346012249115e-6,1.6236489957645374e-4,0.9686442542627899,203,TRUE,1.6236489957645374e-4,2,0.0029645494367485288,0.04874562719255654,2,0.21017723846898406,1.0013815282620664,none,1.0013815282620664,D_city
MEDELLÍN,CARNE DE RES CON HUESO,011201,3,TRUE,0.7793137503550346,3.2605947085413646e-4,0.0057667339739206035,0.3426963273875031,203,TRUE,0.0057667339739206035,2,0.0029645494367485288,0.04874562719255654,2,0.8941284475640654,0.8026781462062114,none,0.8026781462062114,D_city
MEDELLÍN,CARNE DE CERDO SIN HUESO,011202,3,TRUE,1.0619200108942175,3.295964481079722e-5,3.2150054720946373e-4,0.9455457212564077,203,TRUE,3.2150054720946373e-4,2,0.0030744329339417184,0.0950649976870161,2,0.9226341677081222,1.0571295177158642,none,1.0571295177158642,D_city
MEDELLÍN,CARNE DE CERDO CON HUESO,011202,3,TRUE,0.6979554504085927,5.974107752514514e-4,0.005827365320673973,0.29270606705550856,203,TRUE,0.005827365320673973,2,0.0030744329339417184,0.0950649976870161,2,0.9399601393580231,0.7160901630737295,none,0.7160901630737295,D_city
MEDELLÍN,POLLO ENTERO POR LIBRA,011203,2,TRUE,0.997805266941156,3.640217193519393e-5,4.263445334152333e-4,0.9203858239013747,203,TRUE,4.263445334152333e-4,2,0.0016095295106011319,0.2863741587184668,2,0.011171810252771771,0.9999754808587111,none,0.9999754808587111,D_city
MEDELLÍN,POLLO DESPRESADO POR LIBRA,011203,2,TRUE,0.46486511806342956,2.3844769894426938e-4,0.0027927144877870303,0.27696981451036073,203,TRUE,0.0027927144877870303,2,0.0016095295106011319,0.2863741587184668,2,0.9903420437556398,0.4700334273380038,none,0.4700334273380038,D_city
