R2_MIN,LAM_MIN,LAM_MAX,MAPE_S5,MAPE_BASE,imp_pp,MAPE_S5_multi,MAPE_BASE_multi,imp_pp_multi,n_dcity,n_low_r2,n_low_lam,n_high_lam,n_obs
0.2,0.1,3,8.106236648677555,8.008194577779713,-0.09804207089784178,9.703234488886647,9.57521777210921,-0.1280167167774362,2704,1378,0,0,5330
0.2,0.2,3,8.106236648677555,8.008194577779713,-0.09804207089784178,9.703234488886647,9.57521777210921,-0.1280167167774362,2704,1378,0,0,5330
0.2,0.3,3,8.106236648677555,8.008194577779713,-0.09804207089784178,9.703234488886647,9.57521777210921,-0.1280167167774362,2704,1378,0,0,5330
0.2,0.1,4,8.106236648677555,8.008194577779713,-0.09804207089784178,9.703234488886647,9.57521777210921,-0.1280167167774362,2704,1378,0,0,5330
0.2,0.2,4,8.106236648677555,8.008194577779713,-0.09804207089784178,9.703234488886647,9.57521777210921,-0.1280167167774362,2704,1378,0,0,5330
0.2,0.3,4,8.106236648677555,8.008194577779713,-0.09804207089784178,9.703234488886647,9.57521777210921,-0.1280167167774362,2704,1378,0,0,5330
0.2,0.1,5,8.106236648677555,8.008194577779713,-0.09804207089784178,9.703234488886647,9.57521777210921,-0.1280167167774362,2704,1378,0,0,5330
0.2,0.2,5,8.106236648677555,8.008194577779713,-0.09804207089784178,9.703234488886647,9.57521777210921,-0.1280167167774362,2704,1378,0,0,5330
0.2,0.3,5,8.106236648677555,8.008194577779713,-0.09804207089784178,9.703234488886647,9.57521777210921,-0.1280167167774362,2704,1378,0,0,5330
0.05,0.1,3,8.135338983255876,8.008194577779713,-0.12714440547616235,9.741234352508021,9.57521777210921,-0.16601658039881073,3536,546,0,0,5330
0.05,0.1,4,8.135338983255876,8.008194577779713,-0.12714440547616235,9.741234352508021,9.57521777210921,-0.16601658039881073,3536,546,0,0,5330
0.05,0.1,5,8.135338983255876,8.008194577779713,-0.12714440547616235,9.741234352508021,9.57521777210921,-0.16601658039881073,3536,546,0,0,5330
0.1,0.1,3,8.151647799233793,8.008194577779713,-0.14345322145407913,9.762529303307211,9.57521777210921,-0.18731153119800048,3094,988,0,0,5330
0.1,0.2,3,8.151647799233793,8.008194577779713,-0.14345322145407913,9.762529303307211,9.57521777210921,-0.18731153119800048,3094,988,0,0,5330
0.1,0.1,4,8.151647799233793,8.008194577779713,-0.14345322145407913,9.762529303307211,9.57521777210921,-0.18731153119800048,3094,988,0,0,5330
0.1,0.2,4,8.151647799233793,8.008194577779713,-0.14345322145407913,9.762529303307211,9.57521777210921,-0.18731153119800048,3094,988,0,0,5330
0.1,0.1,5,8.151647799233793,8.008194577779713,-0.14345322145407913,9.762529303307211,9.57521777210921,-0.18731153119800048,3094,988,0,0,5330
0.1,0.2,5,8.151647799233793,8.008194577779713,-0.14345322145407913,9.762529303307211,9.57521777210921,-0.18731153119800048,3094,988,0,0,5330
0.05,0.2,3,8.151968786369965,8.008194577779713,-0.14377420859025136,9.762948426637882,9.57521777210921,-0.18773065452867144,3484,546,52,0,5330
0.05,0.2,4,8.151968786369965,8.008194577779713,-0.14377420859025136,9.762948426637882,9.57521777210921,-0.18773065452867144,3484,546,52,0,5330
0.05,0.2,5,8.151968786369965,8.008194577779713,-0.14377420859025136,9.762948426637882,9.57521777210921,-0.18773065452867144,3484,546,52,0,5330
0.15,0.1,3,8.176581551509441,8.008194577779713,-0.16838697372972788,9.795086113603439,9.57521777210921,-0.2198683414942284,2912,1170,0,0,5330
0.15,0.2,3,8.176581551509441,8.008194577779713,-0.16838697372972788,9.795086113603439,9.57521777210921,-0.2198683414942284,2912,1170,0,0,5330
0.15,0.1,4,8.176581551509441,8.008194577779713,-0.16838697372972788,9.795086113603439,9.57521777210921,-0.2198683414942284,2912,1170,0,0,5330
0.15,0.2,4,8.176581551509441,8.008194577779713,-0.16838697372972788,9.795086113603439,9.57521777210921,-0.2198683414942284,2912,1170,0,0,5330
0.15,0.1,5,8.176581551509441,8.008194577779713,-0.16838697372972788,9.795086113603439,9.57521777210921,-0.2198683414942284,2912,1170,0,0,5330
0.15,0.2,5,8.176581551509441,8.008194577779713,-0.16838697372972788,9.795086113603439,9.57521777210921,-0.2198683414942284,2912,1170,0,0,5330
0.1,0.3,3,8.209202913100915,8.008194577779713,-0.20100833532120177,9.837680885108231,9.57521777210921,-0.26246311299902025,3068,988,26,0,5330
0.1,0.3,4,8.209202913100915,8.008194577779713,-0.20100833532120177,9.837680885108231,9.57521777210921,-0.26246311299902025,3068,988,26,0,5330
0.1,0.3,5,8.209202913100915,8.008194577779713,-0.20100833532120177,9.837680885108231,9.57521777210921,-0.26246311299902025,3068,988,26,0,5330
0.15,0.3,3,8.234136665376564,8.008194577779713,-0.22594208759685053,9.87023769540446,9.57521777210921,-0.29501992329524995,2886,1170,26,0,5330
0.15,0.3,4,8.234136665376564,8.008194577779713,-0.22594208759685053,9.87023769540446,9.57521777210921,-0.29501992329524995,2886,1170,26,0,5330
0.15,0.3,5,8.234136665376564,8.008194577779713,-0.22594208759685053,9.87023769540446,9.57521777210921,-0.29501992329524995,2886,1170,26,0,5330
0.05,0.3,3,8.238469448417934,8.008194577779713,-0.23027487063822072,9.875895150968033,9.57521777210921,-0.30067737885882195,3354,546,182,0,5330
0.05,0.3,4,8.238469448417934,8.008194577779713,-0.23027487063822072,9.875895150968033,9.57521777210921,-0.30067737885882195,3354,546,182,0,5330
0.05,0.3,5,8.238469448417934,8.008194577779713,-0.23027487063822072,9.875895150968033,9.57521777210921,-0.30067737885882195,3354,546,182,0,5330
