R2_MIN,LAM_MIN,LAM_MAX,MAPE_S5_multi,MAPE_BASE_multi,imp_pp_multi,n_dcity,n_low_r2
0.2,0.1,3,8.187502353415857,8.008194577779713,-0.17930777563614342,3796,1456
