ciudad,articulo,rmse_q1,rmse_q2,rmse_q3,mape_q1,mape_q2,mape_q3
CALI,CURUBAS,225.93467171476186,209.8613845607413,236.86792967756398,10.240354647232657,10.284494868984293,13.567807637840806
CALI,FRÍJOL FRESCO,1753.9648720765565,3659.4255273934077,9232.289927202182,37.15547704387514,80.4884758322974,203.87146397090393
CALI,FRÍJOL FRESCO,929.6138018239286,1112.1438226752684,4581.912161505735,16.17908120306376,20.36486530789236,98.13997606555364
CALI,FRÍJOL FRESCO,2768.6566123555303,2164.99806617368,788.4382762671886,57.26412556829313,43.5019919516722,11.730349533751241
CALI,GUAYABAS,197.45778797496183,166.21146138509835,179.356268411381,13.956214483868445,12.93483428931473,13.619890353803118
CALI,HABICHUELAS FRESCAS,420.04215207556973,362.4696646834202,385.45482194814196,17.750977508738863,15.362991591547532,20.601126789649076
CALI,HARINA DE TRIGO,30.539741860176044,39.11991751425791,52.782639397388785,1.742209009425614,2.3249717050068046,3.2414709546947953
CALI,HARINA PRECOCIDA,124.59186348324113,149.41411388430186,193.1150433792281,6.310958627078983,6.832629155876435,9.283271275508763
CALI,HUEVOS,199.94423802126715,93.34912108231524,51.97180130907461,6.490374145253766,2.676607775703587,1.429173443789315
CALI,HUEVOS,229.64798476882584,361.74465922311293,476.1194282763055,6.823541634240791,11.180312681466969,14.877071553931106
CALI,HUEVOS,119.76345117465151,91.84422145230657,167.02739143857477,3.3258229593335304,2.287173241925377,4.579671226057233
CALI,HUEVOS,156.92723270909934,79.51016035871798,120.32676292261462,4.444432222528911,2.0394011402783163,3.125306960048669
CALI,LECHE EN POLVO ENTERA,183.12805197045182,176.3864394223214,221.90835084572575,1.5711285495419016,1.5604549693020215,1.8253340435603103
CALI,LECHUGA,362.07834192390465,275.53218164107784,265.1475648549121,23.632558435718014,17.343919371566137,19.71475955464169
CALI,LECHUGA,1582.6769532344654,2123.9359269246347,2520.214526337383,166.41592410911622,223.08206919731654,264.3732954216299
CALI,LENTEJAS,171.11782172216186,181.11521081704313,228.87216406577838,6.207387851688153,7.125811754866658,9.180776964546498
CALI,LIMONES,410.56312458523223,350.7313619332706,415.78535229385915,25.972925499039164,25.95995917488421,33.01816337461461
CALI,LIMONES,316.4793071241184,326.40773262568166,492.16873162723056,21.72180751729146,26.705680310310548,43.74953859223669
CALI,LULOS,323.2500169379491,263.22047306327266,321.3137631835553,14.313887279222456,13.85587006355693,17.68420821487592
CALI,MANGOS,899.7184857194967,640.4564360656941,541.9935548472279,37.02103679831324,23.137800324871286,27.180203839928076
CALI,MANGOS,606.3216094201184,905.762076387115,1444.550396524856,30.82234228499238,55.5146998712417,90.8557663369204
CALI,MANZANAS,316.43205880301,190.60650423771585,212.18868301123882,8.443560519131077,4.352505987865105,5.841528786404088
CALI,MANZANAS,331.83467861864517,257.70533977164916,305.0573837020246,8.12765009550945,6.58375281758698,8.58445234869221
CALI,MANZANAS,505.9805054646339,675.4872722516162,837.0995476093332,12.66155604663584,17.892972592178815,23.06051797947623
CALI,MARACUYA,387.3145370438283,326.8669377839964,376.88324425271594,17.8104985829617,15.759833584550634,20.343440685133775
CALI,PESCADO DE MAR,4110.798665003522,1481.6850624483118,799.069325269817,36.674377615992036,11.109019246598994,5.795922250446665
CALI,PESCADO DE MAR,8622.458816779683,16482.61374253022,19707.43610450974,79.5358837413502,152.01680118389902,181.7182434051531
CALI,MORAS,541.4247340789877,450.74134503806187,458.1945706733561,16.19137365307866,14.418735990365445,16.80823931562853
CALI,NARANJAS,146.97360585438398,104.82484397473733,144.7189469265466,15.912378092349696,10.342292136868956,18.575451877923634
CALI,NARANJAS,231.11169514967796,181.0339309662209,167.4692798265307,23.18166470188836,17.806233111409657,18.000337473648393
CALI,PANELA,193.80625043104897,214.18634457396192,250.09313880540998,7.53905312654784,8.799100796091372,11.999114922670476
CALI,PAPA,338.7770554772876,275.8344829908037,230.217333130891,32.72570065627405,24.11168866552628,24.501431352023513
CALI,PAPA,234.40626283588787,199.05876988368016,270.10533358783323,19.52786483897952,21.02703303466522,34.254691574299336
CALI,PAPA CRIOLLA,549.3288937379137,565.4319023169496,687.2976337060632,24.432378207722387,32.15695909037612,45.756878988277414
CALI,PAPA CRIOLLA,620.035153521274,556.5792584255532,595.0586397689107,25.56451280395471,28.113778695953474,33.61469929012538
CALI,PAPA,285.77470767449495,437.8822498961067,701.104859927471,39.77382781537096,63.2686772748536,101.83748654948499
CALI,PAPA,237.53724447332857,192.21164831060395,247.611605286007,20.53981991850876,19.551198054953904,28.919952479284174
CALI,PAPA,181.743056956031,147.81266059617843,256.5866594762862,16.457913127511254,17.25140335213573,28.800437394858147
CALI,PAPA,272.41427314604243,218.16619718067156,234.0749357579956,23.283694191670985,20.951479341595498,26.321337958422355
CALI,PAPA,320.0744470449329,261.2738470343351,236.94452246066865,29.80301140267801,24.8789084422691,26.257501890223224
CALI,PESCADO DE MAR,1494.224085807537,4117.834571501215,5773.342372886684,11.776414955151687,37.04767309177612,53.19942775563447
CALI,PESCADO DE MAR,996.0556852422231,5053.716016921027,6846.136725378067,7.884342153530128,48.494008732455725,65.99477137943123
CALI,PASTA PARA SECO,379.6445036402077,302.9899435972241,397.93423291695706,10.255996886370207,8.069427737797714,12.620546713529713
CALI,POLLO DESPRESADO POR LIBRA,208.86991339768105,1385.5970516133223,3350.8860992019913,3.828210577658879,32.43323112797154,79.07831417691578
CALI,POLLO DESPRESADO POR LIBRA,894.1359564822446,113.78067029089796,1553.9200538552464,21.07863396100056,2.043717420171186,36.756902652801124
CALI,PIÑAS,100.66485232223394,159.30486138667473,234.56292665244996,11.985074215630016,16.14502894157595,27.0487866622427
CALI,PIÑAS,212.48583354499394,88.74706227876788,53.75834512455686,26.397988554318978,8.908046337281057,5.591572927755547
CALI,PLÁTANO,94.01547102549685,115.14922112091234,167.3445852169533,11.311939683282754,13.835012593397225,20.087013847615452
CALI,PLÁTANO,125.99113346510904,63.9584797974104,61.61710347815276,15.624448500526206,6.89342791511554,6.4800407366348125
CALI,POLLO ENTERO POR LIBRA,209.5999101805157,153.76877655731525,153.1542246600039,4.302783217708636,3.356446012227212,3.5056464447174536
CALI,QUESO CAMPESINO,227.51219123266435,174.02982820815203,210.3284547492632,2.481232711226621,1.9105769770465872,2.175989537197567
CALI,REPOLLO,377.2982426373641,273.1586996804064,179.06059162059967,49.24742410763805,31.6435617461482,22.65992948058585
CALI,REPOLLO,166.5472399820271,316.6754649729142,666.8949944459321,21.16807635833365,38.072555279853745,89.98770063777128
CALI,SAL,34.40619291720388,19.46491029257891,15.733708471190196,5.919427840094064,3.1889798837477468,2.385805764490127
CALI,PESCADO DE RÍO,950.6983575017342,606.459304991457,1525.3514509326944,11.047473578602379,6.368289160386406,19.201728601810462
CALI,PESCADO DE RÍO,1244.9949806900606,2373.487379994335,3861.0531938764248,15.5482092920708,32.54150957371865,53.57427753246884
CALI,TOMATE,318.74503157406645,274.96914655768506,316.31137460275863,18.50261574593215,17.933218190221783,24.562471757083703
CALI,TOMATE DE ÁRBOL,258.7663121612468,239.63079107747976,314.47014324953113,17.739315071020144,16.612830253735105,21.39334039458602
CALI,TOMATE,229.72287578661866,287.4859222104017,466.98058567678464,16.369950982195064,24.108939876919077,42.120566901318824
CALI,PESCADO DE MAR,4469.015353870061,2062.1114580380627,1379.7904148059338,38.768090913006226,14.107477796829047,9.492774434341978
CALI,PESCADO DE RÍO,1558.5810507379772,2658.7910637808914,4145.2329777801815,19.35626874451115,35.818625196650196,57.3714325958202
CALI,YUCA,228.85788619823822,291.4590204441044,409.38988217984723,19.992462001966313,22.598185441455996,31.137369128596042
CALI,ZANAHORIA,537.2852436767785,471.73386242867247,464.7089577148597,35.35550434602375,35.30959674453818,42.63918322639688
CALI,ZANAHORIA,338.69893094616435,383.06015807122157,720.5212170178903,26.691510374396145,35.66993109916035,73.03310240484187
