"ciudad","trimestre","fecha","Demo_Group","Sex","person","cost_day","total_household","per_capita","per_capita_year","per_capita_month"
"BOGOTA","2012Q3",2012-07-01,"31 a 50 años",1,2,5209.74402403761,17600.5555339537,5866.85184465124,2141400.9232977,176005.555339537
"BOGOTA","2012Q3",2012-07-01,"9 a 13 años",1,3,4923.13387101035,17600.5555339537,5866.85184465124,2141400.9232977,176005.555339537
"BOGOTA","2012Q4",2012-10-01,"31 a 50 años",0,1,7493.89442197588,17661.686112711,5887.22870423701,2148838.47704651,176616.86112711
"BOGOTA","2012Q4",2012-10-01,"31 a 50 años",1,2,5227.40287787966,17661.686112711,5887.22870423701,2148838.47704651,176616.86112711
"BOGOTA","2012Q4",2012-10-01,"9 a 13 años",1,3,4940.3888128555,17661.686112711,5887.22870423701,2148838.47704651,176616.86112711
"BOGOTA","2013Q1",2013-01-01,"31 a 50 años",0,1,7485.90861886044,17648.6398373067,5882.87994576891,2147251.18020565,176486.398373067
"BOGOTA","2013Q1",2013-01-01,"31 a 50 años",1,2,5228.21772150393,17648.6398373067,5882.87994576891,2147251.18020565,176486.398373067
"BOGOTA","2013Q1",2013-01-01,"9 a 13 años",1,3,4934.51349694236,17648.6398373067,5882.87994576891,2147251.18020565,176486.398373067
"BOGOTA","2013Q2",2013-04-01,"31 a 50 años",0,1,7483.11862742867,17641.3589039498,5880.45296798327,2146365.33331389,176413.589039498
"BOGOTA","2013Q2",2013-04-01,"31 a 50 años",1,2,5226.00768686766,17641.3589039498,5880.45296798327,2146365.33331389,176413.589039498
"BOGOTA","2013Q2",2013-04-01,"9 a 13 años",1,3,4932.23258965347,17641.3589039498,5880.45296798327,2146365.33331389,176413.589039498
"BOGOTA","2013Q3",2013-07-01,"31 a 50 años",0,1,7526.12160831239,17743.6814728157,5914.56049093857,2158814.57919258,177436.814728157
"BOGOTA","2013Q3",2013-07-01,"31 a 50 años",1,2,5257.56938721777,17743.6814728157,5914.56049093857,2158814.57919258,177436.814728157
