"Demo_Group","Sex","Person","cost_day","total_household","per_capita","per_capita_year","per_capita_month","ciudad","fecha","person"
"31 a 50 años",1,2,3470.82361601078,11258.8627932048,3752.95426440161,1369828.30650659,112588.627932048,"BOGOTA",2000-03-01,2
"9 a 13 años",1,3,3859.15631189743,11258.8627932048,3752.95426440161,1369828.30650659,112588.627932048,"BOGOTA",2000-03-01,3
"31 a 50 años",0,1,3948.29955339329,11287.4029977537,3762.46766591789,1373300.69806003,112874.029977537,"BOGOTA",2000-04-01,1
"31 a 50 años",1,2,3484.44613110125,11287.4029977537,3762.46766591789,1373300.69806003,112874.029977537,"BOGOTA",2000-04-01,2
"9 a 13 años",1,3,3854.65731325912,11287.4029977537,3762.46766591789,1373300.69806003,112874.029977537,"BOGOTA",2000-04-01,3
"31 a 50 años",0,1,3974.77699109411,11333.2536779369,3777.75122597898,1378879.19748233,113332.536779369,"BOGOTA",2000-05-01,1
"31 a 50 años",1,2,3499.93555189348,11333.2536779369,3777.75122597898,1378879.19748233,113332.536779369,"BOGOTA",2000-05-01,2
"9 a 13 años",1,3,3858.54113494936,11333.2536779369,3777.75122597898,1378879.19748233,113332.536779369,"BOGOTA",2000-05-01,3
"31 a 50 años",0,1,3980.03021389933,11308.3936125227,3769.46453750758,1375854.55619027,113083.936125227,"BOGOTA",2000-06-01,1
"31 a 50 años",1,2,3489.80439069251,11308.3936125227,3769.46453750758,1375854.55619027,113083.936125227,"BOGOTA",2000-06-01,2
"9 a 13 años",1,3,3838.55900793091,11308.3936125227,3769.46453750758,1375854.55619027,113083.936125227,"BOGOTA",2000-06-01,3
"31 a 50 años",0,1,3982.19163649098,11334.4506275479,3778.15020918263,1379024.82635166,113344.506275479,"BOGOTA",2000-07-01,1
"31 a 50 años",1,2,3503.73276921792,11334.4506275479,3778.15020918263,1379024.82635166,113344.506275479,"BOGOTA",2000-07-01,2
"9 a 13 años",1,3,3848.52622183898,11334.4506275479,3778.15020918263,1379024.82635166,113344.506275479,"BOGOTA",2000-07-01,3
"31 a 50 años",0,1,3997.71189905414,11332.124020416,3777.374673472,1378741.75581728,113321.24020416,"BOGOTA",2000-08-01,1
"31 a 50 años",1,2,3495.97470327153,11332.124020416,3777.374673472,1378741.75581728,113321.24020416,"BOGOTA",2000-08-01,2
"9 a 13 años",1,3,3838.43741809032,11332.124020416,3777.374673472,1378741.75581728,113321.24020416,"BOGOTA",2000-08-01,3
"31 a 50 años",0,1,3993.74368250314,11331.0487587494,3777.01625291647,1378610.93231451,113310.487587494,"BOGOTA",2000-09-01,1
"31 a 50 años",1,2,3496.45501997965,11331.0487587494,3777.01625291647,1378610.93231451,113310.487587494,"BOGOTA",2000-09-01,2
"9 a 13 años",1,3,3840.85005626662,11331.0487587494,3777.01625291647,1378610.93231451,113310.487587494,"BOGOTA",2000-09-01,3
"31 a 50 años",0,1,3922.66205033389,11241.9081932204,3747.30273107348,1367765.49684182,112419.081932204,"BOGOTA",2000-10-01,1
"31 a 50 años",1,2,3484.9180317713,11241.9081932204,3747.30273107348,1367765.49684182,112419.081932204,"BOGOTA",2000-10-01,2
"9 a 13 años",1,3,3834.32811111523,11241.9081932204,3747.30273107348,1367765.49684182,112419.081932204,"BOGOTA",2000-10-01,3
"31 a 50 años",0,1,3937.80908992857,11243.9871310228,3747.99571034093,1368018.43427444,112439.871310228,"BOGOTA",2000-11-01,1
"31 a 50 años",1,2,3483.07240637791,11243.9871310228,3747.99571034093,1368018.43427444,112439.871310228,"BOGOTA",2000-11-01,2
"9 a 13 años",1,3,3823.1056347163,11243.9871310228,3747.99571034093,1368018.43427444,112439.871310228,"BOGOTA",2000-11-01,3
"31 a 50 años",0,1,3983.49214233681,11306.1421349495,3768.71404498317,1375580.62641886,113061.421349495,"BOGOTA",2000-12-01,1
"31 a 50 años",1,2,3494.17907473521,11306.1421349495,3768.71404498317,1375580.62641886,113061.421349495,"BOGOTA",2000-12-01,2
"9 a 13 años",1,3,3828.47091787749,11306.1421349495,3768.71404498317,1375580.62641886,113061.421349495,"BOGOTA",2000-12-01,3
"31 a 50 años",0,1,4034.82165658973,11356.8973627325,3785.63245424417,1381755.84579912,113568.973627325,"BOGOTA",2001-01-01,1
"31 a 50 años",1,2,3487.64589716278,11356.8973627325,3785.63245424417,1381755.84579912,113568.973627325,"BOGOTA",2001-01-01,2
"9 a 13 años",1,3,3834.42980898001,11356.8973627325,3785.63245424417,1381755.84579912,113568.973627325,"BOGOTA",2001-01-01,3
"31 a 50 años",0,1,4016.4198560482,11329.1920760418,3776.3973586806,1378385.03591842,113291.920760418,"BOGOTA",2001-02-01,1
"31 a 50 años",1,2,3487.15904855097,11329.1920760418,3776.3973586806,1378385.03591842,113291.920760418,"BOGOTA",2001-02-01,2
"9 a 13 años",1,3,3825.61317144262,11329.1920760418,3776.3973586806,1378385.03591842,113291.920760418,"BOGOTA",2001-02-01,3
"31 a 50 años",0,1,3960.92756361232,11218.7490112384,3739.58300374612,1364947.79636733,112187.490112384,"BOGOTA",2001-03-01,1
"31 a 50 años",1,2,3454.87295918548,11218.7490112384,3739.58300374612,1364947.79636733,112187.490112384,"BOGOTA",2001-03-01,2
