"Demo_Group","Sex","Person","cost_day","total_household","per_capita","per_capita_year","per_capita_month","ciudad","fecha","person"
"31 a 50 años",1,2,6487.40105838439,21880.0545049427,7293.35150164756,2662073.29810136,218800.545049427,"BOGOTA",2021-09-01,2
"9 a 13 años",1,3,6116.88615837648,21880.0545049427,7293.35150164756,2662073.29810136,218800.545049427,"BOGOTA",2021-09-01,3
"31 a 50 años",0,1,9372.8760373023,22097.0254447278,7365.67514824261,2688471.42910855,220970.254447278,"BOGOTA",2021-10-01,1
"31 a 50 años",1,2,6549.24265079415,22097.0254447278,7365.67514824261,2688471.42910855,220970.254447278,"BOGOTA",2021-10-01,2
"9 a 13 años",1,3,6174.90675663138,22097.0254447278,7365.67514824261,2688471.42910855,220970.254447278,"BOGOTA",2021-10-01,3
"31 a 50 años",0,1,9628.06995103063,22682.3672566495,7560.78908554983,2759688.01622569,226823.672566495,"BOGOTA",2021-11-01,1
"31 a 50 años",1,2,6717.95079160335,22682.3672566495,7560.78908554983,2759688.01622569,226823.672566495,"BOGOTA",2021-11-01,2
"9 a 13 años",1,3,6336.34651401553,22682.3672566495,7560.78908554983,2759688.01622569,226823.672566495,"BOGOTA",2021-11-01,3
"31 a 50 años",0,1,9952.1917238711,23437.5718157873,7812.52393859577,2851571.23758746,234375.718157873,"BOGOTA",2021-12-01,1
"31 a 50 años",1,2,6941.29884651541,23437.5718157873,7812.52393859577,2851571.23758746,234375.718157873,"BOGOTA",2021-12-01,2
"9 a 13 años",1,3,6544.08124540079,23437.5718157873,7812.52393859577,2851571.23758746,234375.718157873,"BOGOTA",2021-12-01,3
"31 a 50 años",0,1,10758.1952323199,25312.2663627851,8437.42212092837,3079659.07413886,253122.663627851,"BOGOTA",2022-01-01,1
"31 a 50 años",1,2,7497.61094908614,25312.2663627851,8437.42212092837,3079659.07413886,253122.663627851,"BOGOTA",2022-01-01,2
"9 a 13 años",1,3,7056.46018137907,25312.2663627851,8437.42212092837,3079659.07413886,253122.663627851,"BOGOTA",2022-01-01,3
"31 a 50 años",0,1,11336.7125208503,26645.8684051575,8881.95613505252,3241913.98929417,266458.684051575,"BOGOTA",2022-02-01,1
"31 a 50 años",1,2,7886.28172525057,26645.8684051575,8881.95613505252,3241913.98929417,266458.684051575,"BOGOTA",2022-02-01,2
"9 a 13 años",1,3,7422.87415905665,26645.8684051575,8881.95613505252,3241913.98929417,266458.684051575,"BOGOTA",2022-02-01,3
"31 a 50 años",0,1,11737.0436289571,27584.0657408585,9194.68858028615,3356061.33180445,275840.657408585,"BOGOTA",2022-03-01,1
"31 a 50 años",1,2,8163.99919552748,27584.0657408585,9194.68858028615,3356061.33180445,275840.657408585,"BOGOTA",2022-03-01,2
"9 a 13 años",1,3,7683.02291637385,27584.0657408585,9194.68858028615,3356061.33180445,275840.657408585,"BOGOTA",2022-03-01,3
"31 a 50 años",0,1,12272.3531799019,28831.3987294692,9610.46624315641,3507820.17875209,288313.987294692,"BOGOTA",2022-04-01,1
