"ciudad","trimestre","fecha","Demo_Group","Sex","person","cost_day","total_household","per_capita","per_capita_year","per_capita_month"
"MEDELLIN","2014Q1",2014-01-01,"31 a 50 años",1,2,1314.47143949839,4388.63521309898,1462.87840436633,533950.617593709,43886.3521309898
"MEDELLIN","2014Q1",2014-01-01,"9 a 13 años",1,3,1242.26289040863,4388.63521309898,1462.87840436633,533950.617593709,43886.3521309898
"MEDELLIN","2014Q2",2014-04-01,"31 a 50 años",0,1,1840.28241112646,4408.71461202847,1469.57153734282,536393.611130131,44087.1461202847
"MEDELLIN","2014Q2",2014-04-01,"31 a 50 años",1,2,1320.48556351041,4408.71461202847,1469.57153734282,536393.611130131,44087.1461202847
"MEDELLIN","2014Q2",2014-04-01,"9 a 13 años",1,3,1247.9466373916,4408.71461202847,1469.57153734282,536393.611130131,44087.1461202847
"MEDELLIN","2014Q3",2014-07-01,"31 a 50 años",0,1,1833.65092479113,4392.82774024768,1464.27591341589,534460.708396801,43928.2774024768
"MEDELLIN","2014Q3",2014-07-01,"31 a 50 años",1,2,1315.72717321256,4392.82774024768,1464.27591341589,534460.708396801,43928.2774024768
"MEDELLIN","2014Q3",2014-07-01,"9 a 13 años",1,3,1243.44964224399,4392.82774024768,1464.27591341589,534460.708396801,43928.2774024768
"MEDELLIN","2014Q4",2014-10-01,"31 a 50 años",0,1,1832.94783323252,4391.14336288836,1463.71445429612,534255.775818084,43911.4336288836
"MEDELLIN","2014Q4",2014-10-01,"31 a 50 años",1,2,1315.22267333398,4391.14336288836,1463.71445429612,534255.775818084,43911.4336288836
"MEDELLIN","2014Q4",2014-10-01,"9 a 13 años",1,3,1242.97285632187,4391.14336288836,1463.71445429612,534255.775818084,43911.4336288836
"MEDELLIN","2015Q1",2015-01-01,"31 a 50 años",0,1,1840.05171303555,4408.16193487513,1469.38731162504,536326.36874314,44081.6193487513
"MEDELLIN","2015Q1",2015-01-01,"31 a 50 años",1,2,1320.32002723363,4408.16193487513,1469.38731162504,536326.36874314,44081.6193487513
"MEDELLIN","2015Q1",2015-01-01,"9 a 13 años",1,3,1247.79019460594,4408.16193487513,1469.38731162504,536326.36874314,44081.6193487513
"MEDELLIN","2015Q2",2015-04-01,"31 a 50 años",0,1,1834.53684977139,4394.95012667165,1464.98337555722,534718.932078384,43949.5012667165
"MEDELLIN","2015Q2",2015-04-01,"31 a 50 años",1,2,1316.36286431069,4394.95012667165,1464.98337555722,534718.932078384,43949.5012667165
"MEDELLIN","2015Q2",2015-04-01,"9 a 13 años",1,3,1244.05041258957,4394.95012667165,1464.98337555722,534718.932078384,43949.5012667165
"MEDELLIN","2015Q3",2015-07-01,"31 a 50 años",0,1,1823.69979100369,4368.98807918823,1456.32935972941,531560.216301234,43689.8807918823
"MEDELLIN","2015Q3",2015-07-01,"31 a 50 años",1,2,1308.58678626574,4368.98807918823,1456.32935972941,531560.216301234,43689.8807918823
"MEDELLIN","2015Q3",2015-07-01,"9 a 13 años",1,3,1236.70150191879,4368.98807918823,1456.32935972941,531560.216301234,43689.8807918823
"MEDELLIN","2015Q4",2015-10-01,"31 a 50 años",0,1,1837.45710938458,4401.94611334724,1467.31537111575,535570.110457247,44019.4611334724
"MEDELLIN","2015Q4",2015-10-01,"31 a 50 años",1,2,1318.45828218655,4401.94611334724,1467.31537111575,535570.110457247,44019.4611334724
"MEDELLIN","2015Q4",2015-10-01,"9 a 13 años",1,3,1246.03072177611,4401.94611334724,1467.31537111575,535570.110457247,44019.4611334724
"MEDELLIN","2016Q1",2016-01-01,"31 a 50 años",0,1,1831.59777937078,4387.9090755033,1462.6363585011,533862.270852902,43879.090755033
"MEDELLIN","2016Q1",2016-01-01,"31 a 50 años",1,2,1314.25394884712,4387.9090755033,1462.6363585011,533862.270852902,43879.090755033
"MEDELLIN","2016Q1",2016-01-01,"9 a 13 años",1,3,1242.05734728539,4387.9090755033,1462.6363585011,533862.270852902,43879.090755033
"MEDELLIN","2016Q2",2016-04-01,"31 a 50 años",0,1,1834.70568981324,4395.35461217619,1465.11820405873,534768.144481437,43953.5461217619
