"Demo_Group","Sex","Person","cost_day","total_household","per_capita","per_capita_year","per_capita_month","ciudad","fecha","person"
"31 a 50 años",0,1,1808.71457453771,4333.08840292194,1444.36280097398,527192.422355503,43330.8840292194,"CALI",2012-03-01,1
"31 a 50 años",1,2,1297.83421813284,4333.08840292194,1444.36280097398,527192.422355503,43330.8840292194,"CALI",2012-03-01,2
"9 a 13 años",1,3,1226.53961025138,4333.08840292194,1444.36280097398,527192.422355503,43330.8840292194,"CALI",2012-03-01,3
"31 a 50 años",0,1,1820.26015903481,4360.74784626009,1453.58261542003,530557.654628311,43607.4784626009,"CALI",2012-04-01,1
"31 a 50 años",1,2,1306.11869531881,4360.74784626009,1453.58261542003,530557.654628311,43607.4784626009,"CALI",2012-04-01,2
"9 a 13 años",1,3,1234.36899190648,4360.74784626009,1453.58261542003,530557.654628311,43607.4784626009,"CALI",2012-04-01,3
"31 a 50 años",0,1,1840.58664336726,4409.44345294842,1469.81448431614,536482.286775391,44094.4345294842,"CALI",2012-05-01,1
"31 a 50 años",1,2,1320.70386385361,4409.44345294842,1469.81448431614,536482.286775391,44094.4345294842,"CALI",2012-05-01,2
"9 a 13 años",1,3,1248.15294572754,4409.44345294842,1469.81448431614,536482.286775391,44094.4345294842,"CALI",2012-05-01,3
"31 a 50 años",0,1,1837.39553473817,4401.79860063848,1467.26620021283,535552.163077681,44017.9860063848,"CALI",2012-06-01,1
"31 a 50 años",1,2,1318.41409960285,4401.79860063848,1467.26620021283,535552.163077681,44017.9860063848,"CALI",2012-06-01,2
"9 a 13 años",1,3,1245.98896629746,4401.79860063848,1467.26620021283,535552.163077681,44017.9860063848,"CALI",2012-06-01,3
"31 a 50 años",0,1,1837.2972357491,4401.56310841899,1467.18770280633,535523.511524311,44015.6310841899,"CALI",2012-07-01,1
"31 a 50 años",1,2,1318.34356564828,4401.56310841899,1467.18770280633,535523.511524311,44015.6310841899,"CALI",2012-07-01,2
"9 a 13 años",1,3,1245.92230702161,4401.56310841899,1467.18770280633,535523.511524311,44015.6310841899,"CALI",2012-07-01,3
"31 a 50 años",0,1,1813.04678807981,4343.46696929305,1447.82232309768,528455.147930654,43434.6696929305,"CALI",2012-08-01,1
"31 a 50 años",1,2,1300.94277658332,4343.46696929305,1447.82232309768,528455.147930654,43434.6696929305,"CALI",2012-08-01,2
"9 a 13 años",1,3,1229.47740462991,4343.46696929305,1447.82232309768,528455.147930654,43434.6696929305,"CALI",2012-08-01,3
"31 a 50 años",0,1,1821.61256951948,4363.98777934275,1454.66259311425,530951.846486701,43639.8777934275,"CALI",2012-09-01,1
"31 a 50 años",1,2,1307.08911078882,4363.98777934275,1454.66259311425,530951.846486701,43639.8777934275,"CALI",2012-09-01,2
"9 a 13 años",1,3,1235.28609903445,4363.98777934275,1454.66259311425,530951.846486701,43639.8777934275,"CALI",2012-09-01,3
"31 a 50 años",0,1,1838.07081819939,4403.41635889381,1467.8054529646,535748.99033208,44034.1635889381,"CALI",2012-10-01,1
"31 a 50 años",1,2,1318.89864591836,4403.41635889381,1467.8054529646,535748.99033208,44034.1635889381,"CALI",2012-10-01,2
"9 a 13 años",1,3,1246.44689477605,4403.41635889381,1467.8054529646,535748.99033208,44034.1635889381,"CALI",2012-10-01,3
"31 a 50 años",0,1,1841.83094721249,4412.42439788984,1470.80813262995,536844.968409931,44124.2439788984,"CALI",2012-11-01,1
"31 a 50 años",1,2,1321.59670793793,4412.42439788984,1470.80813262995,536844.968409931,44124.2439788984,"CALI",2012-11-01,2
"9 a 13 años",1,3,1248.99674273943,4412.42439788984,1470.80813262995,536844.968409931,44124.2439788984,"CALI",2012-11-01,3
"31 a 50 años",0,1,1845.26893728999,4420.66069738336,1473.55356579445,537847.051514976,44206.6069738336,"CALI",2012-12-01,1
"31 a 50 años",1,2,1324.0636207538,4420.66069738336,1473.55356579445,537847.051514976,44206.6069738336,"CALI",2012-12-01,2
"9 a 13 años",1,3,1251.32813933957,4420.66069738336,1473.55356579445,537847.051514976,44206.6069738336,"CALI",2012-12-01,3
"31 a 50 años",0,1,1831.18018653547,4386.90865968463,1462.30288656154,533740.553594963,43869.0865968463,"CALI",2013-01-01,1
"31 a 50 años",1,2,1313.95430716869,4386.90865968463,1462.30288656154,533740.553594963,43869.0865968463,"CALI",2013-01-01,2
"9 a 13 años",1,3,1241.77416598046,4386.90865968463,1462.30288656154,533740.553594963,43869.0865968463,"CALI",2013-01-01,3
"31 a 50 años",0,1,1846.55523233517,4423.74223950255,1474.58074650085,538221.97247281,44237.4223950255,"CALI",2013-02-01,1
"31 a 50 años",1,2,1324.98659541645,4423.74223950255,1474.58074650085,538221.97247281,44237.4223950255,"CALI",2013-02-01,2
"9 a 13 años",1,3,1252.20041175093,4423.74223950255,1474.58074650085,538221.97247281,44237.4223950255,"CALI",2013-02-01,3
"31 a 50 años",0,1,1824.43136325144,4370.74068696129,1456.91356232043,531773.450246957,43707.4068696129,"CALI",2013-03-01,1
"31 a 50 años",1,2,1309.11172232227,4370.74068696129,1456.91356232043,531773.450246957,43707.4068696129,"CALI",2013-03-01,2
