alimento_sipsa,fecha,sample,obs_level,fit_level,lwr_level,upr_level,mape_food
Arracacha amarilla,2013-05-01,train,1051.9599999999996,NA,NA,NA,17.415263796493047
Arracacha amarilla,2013-06-01,train,1046.6599999999996,NA,NA,NA,17.415263796493047
Arracacha amarilla,2013-07-01,train,1056,NA,NA,NA,17.415263796493047
Arracacha amarilla,2013-08-01,train,1037.9799999999998,NA,NA,NA,17.415263796493047
Arracacha amarilla,2013-09-01,train,1064.8699999999997,NA,NA,NA,17.415263796493047
Arracacha amarilla,2013-10-01,train,1026.9999999999995,NA,NA,NA,17.415263796493047
Arracacha amarilla,2013-11-01,train,1029.7600000000004,NA,NA,NA,17.415263796493047
Arracacha amarilla,2013-12-01,train,1017.4500000000004,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-01-01,train,1015.5600000000001,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-02-01,train,1013.83,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-03-01,train,1007.7500000000001,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-04-01,train,977.9099999999997,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-05-01,train,956.4200000000003,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-06-01,train,924.0900000000001,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-07-01,train,930.5900000000003,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-08-01,train,974.4900000000005,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-09-01,train,1028.1899999999996,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-10-01,train,1002.7300000000002,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-11-01,train,993.2400000000002,NA,NA,NA,17.415263796493047
Arracacha amarilla,2014-12-01,train,971.0399999999996,NA,NA,NA,17.415263796493047
Arracacha amarilla,2015-01-01,train,1022.66,NA,NA,NA,17.415263796493047
Arracacha amarilla,2015-02-01,train,1012.4700000000003,NA,NA,NA,17.415263796493047
Arracacha amarilla,2015-03-01,train,999.7499999999997,NA,NA,NA,17.415263796493047
Arracacha amarilla,2015-04-01,train,1001.0499999999998,NA,NA,NA,17.415263796493047
Arracacha amarilla,2015-05-01,train,1054.1000000000001,NA,NA,NA,17.415263796493047
Arracacha amarilla,2015-06-01,train,1158.8499999999997,NA,NA,NA,17.415263796493047
Arracacha amarilla,2015-07-01,train,1332.7599999999998,NA,NA,NA,17.415263796493047
Arracacha amarilla,2015-08-01,train,1709.2899999999997,NA,NA,NA,17.415263796493047
