deciles,rate,gap,severity,model,ciudad,fecha,year,mes
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-07-01,2022,07
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-07-01,2022,07
Decil 1,100,0.4947279483185048,0.2949078539720257,CoNA,MEDELLÍN,2022-07-01,2022,07
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-07-01,2022,07
Decil 2,35.25567460355213,0.025045734266494507,0.002089807094767117,CoNA,MEDELLÍN,2022-07-01,2022,07
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-07-01,2022,07
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-07-01,2022,07
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-07-01,2022,07
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-07-01,2022,07
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-07-01,2022,07
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-07-01,2022,07
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-07-01,2022,07
Decil 1,100,0.6478239247182095,0.44404038574828353,CoRD,MEDELLÍN,2022-07-01,2022,07
Decil 10,0,0,0,CoRD,MEDELLÍN,2022-07-01,2022,07
Decil 2,100,0.28346556025948094,0.08403323686998514,CoRD,MEDELLÍN,2022-07-01,2022,07
Decil 3,100,0.13286471335856775,0.021723248855823978,CoRD,MEDELLÍN,2022-07-01,2022,07
Decil 4,7.220802514329612,6.273484569072362e-4,8.747760491290695e-6,CoRD,MEDELLÍN,2022-07-01,2022,07
Decil 5,0,0,0,CoRD,MEDELLÍN,2022-07-01,2022,07
Decil 6,0,0,0,CoRD,MEDELLÍN,2022-07-01,2022,07
Decil 7,0,0,0,CoRD,MEDELLÍN,2022-07-01,2022,07
Decil 8,0,0,0,CoRD,MEDELLÍN,2022-07-01,2022,07
Decil 9,0,0,0,CoRD,MEDELLÍN,2022-07-01,2022,07
Decil 1,40.654035550940264,0.1663002693410808,0.10243271393857381,CoCA,MEDELLÍN,2022-08-01,2022,08
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-08-01,2022,08
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-08-01,2022,08
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-08-01,2022,08
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-08-01,2022,08
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-08-01,2022,08
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-08-01,2022,08
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-08-01,2022,08
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-08-01,2022,08
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-08-01,2022,08
Decil 1,100,0.4861687905219543,0.2865915926007518,CoNA,MEDELLÍN,2022-08-01,2022,08
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-08-01,2022,08
Decil 2,32.057863159634536,0.030038307901066118,0.0035095736771657803,CoNA,MEDELLÍN,2022-08-01,2022,08
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-08-01,2022,08
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-08-01,2022,08
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-08-01,2022,08
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-08-01,2022,08
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-08-01,2022,08
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-08-01,2022,08
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-08-01,2022,08
Decil 1,100,0.6427625780018899,0.43742375388006,CoRD,MEDELLÍN,2022-08-01,2022,08
Decil 10,0,0,0,CoRD,MEDELLÍN,2022-08-01,2022,08
Decil 2,100,0.24659828459784014,0.07215138337263403,CoRD,MEDELLÍN,2022-08-01,2022,08
Decil 3,50.21523862392006,0.036090715709049946,0.0034541808667297572,CoRD,MEDELLÍN,2022-08-01,2022,08
Decil 4,0,0,0,CoRD,MEDELLÍN,2022-08-01,2022,08
Decil 5,0,0,0,CoRD,MEDELLÍN,2022-08-01,2022,08
Decil 6,0,0,0,CoRD,MEDELLÍN,2022-08-01,2022,08
Decil 7,0,0,0,CoRD,MEDELLÍN,2022-08-01,2022,08
Decil 8,0,0,0,CoRD,MEDELLÍN,2022-08-01,2022,08
Decil 9,0,0,0,CoRD,MEDELLÍN,2022-08-01,2022,08
Decil 1,36.68964741031127,0.16485530120127584,0.11398855848824359,CoCA,MEDELLÍN,2022-09-01,2022,09
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-09-01,2022,09
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-09-01,2022,09
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-09-01,2022,09
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-09-01,2022,09
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-09-01,2022,09
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-09-01,2022,09
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-09-01,2022,09
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-09-01,2022,09
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-09-01,2022,09
Decil 1,100,0.45433773909004566,0.2693151776588118,CoNA,MEDELLÍN,2022-09-01,2022,09
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-09-01,2022,09
Decil 2,24.224332960390534,0.017431202153396975,0.0016848096030001767,CoNA,MEDELLÍN,2022-09-01,2022,09
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-09-01,2022,09
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-09-01,2022,09
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-09-01,2022,09
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-09-01,2022,09
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-09-01,2022,09
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-09-01,2022,09
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-09-01,2022,09
Decil 1,100,0.6194968248025493,0.41435838592371377,CoRD,MEDELLÍN,2022-09-01,2022,09
Decil 10,0,0,0,CoRD,MEDELLÍN,2022-09-01,2022,09
Decil 2,100,0.23914192524914638,0.06386185036960693,CoRD,MEDELLÍN,2022-09-01,2022,09
Decil 3,77.40295027939182,0.07809647047882813,0.010120565999424807,CoRD,MEDELLÍN,2022-09-01,2022,09
Decil 4,0,0,0,CoRD,MEDELLÍN,2022-09-01,2022,09
Decil 5,0,0,0,CoRD,MEDELLÍN,2022-09-01,2022,09
Decil 6,0,0,0,CoRD,MEDELLÍN,2022-09-01,2022,09
Decil 7,0,0,0,CoRD,MEDELLÍN,2022-09-01,2022,09
Decil 8,0,0,0,CoRD,MEDELLÍN,2022-09-01,2022,09
Decil 9,0,0,0,CoRD,MEDELLÍN,2022-09-01,2022,09
Decil 1,36.463679376688894,0.14137928876827313,0.08707146818407722,CoCA,MEDELLÍN,2022-10-01,2022,10
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-10-01,2022,10
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-10-01,2022,10
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-10-01,2022,10
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-10-01,2022,10
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-10-01,2022,10
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-10-01,2022,10
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-10-01,2022,10
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-10-01,2022,10
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-10-01,2022,10
Decil 1,100,0.4268256413590555,0.2395744544290003,CoNA,MEDELLÍN,2022-10-01,2022,10
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-10-01,2022,10
Decil 2,12.596321502559416,0.004182800664174736,1.6241450345949859e-4,CoNA,MEDELLÍN,2022-10-01,2022,10
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-10-01,2022,10
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-10-01,2022,10
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-10-01,2022,10
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-10-01,2022,10
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-10-01,2022,10
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-10-01,2022,10
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-10-01,2022,10
Decil 1,100,0.5989174861907607,0.38680581713753986,CoRD,MEDELLÍN,2022-10-01,2022,10
Decil 10,0,0,0,CoRD,MEDELLÍN,2022-10-01,2022,10
Decil 2,100,0.20666771706209655,0.04915927071919445,CoRD,MEDELLÍN,2022-10-01,2022,10
Decil 3,59.1869409080688,0.042965101947874444,0.00407306883010695,CoRD,MEDELLÍN,2022-10-01,2022,10
Decil 4,0,0,0,CoRD,MEDELLÍN,2022-10-01,2022,10
Decil 5,0,0,0,CoRD,MEDELLÍN,2022-10-01,2022,10
Decil 6,0,0,0,CoRD,MEDELLÍN,2022-10-01,2022,10
Decil 7,0,0,0,CoRD,MEDELLÍN,2022-10-01,2022,10
Decil 8,0,0,0,CoRD,MEDELLÍN,2022-10-01,2022,10
Decil 9,0,0,0,CoRD,MEDELLÍN,2022-10-01,2022,10
Decil 1,53.430634265702494,0.17092628366025653,0.09339311578560267,CoCA,MEDELLÍN,2022-11-01,2022,11
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-11-01,2022,11
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-11-01,2022,11
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-11-01,2022,11
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-11-01,2022,11
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-11-01,2022,11
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-11-01,2022,11
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-11-01,2022,11
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-11-01,2022,11
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-11-01,2022,11
Decil 1,100,0.516430060601094,0.30374346794214724,CoNA,MEDELLÍN,2022-11-01,2022,11
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-11-01,2022,11
Decil 2,37.01486373139514,0.040612132620243546,0.005433844227470466,CoNA,MEDELLÍN,2022-11-01,2022,11
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-11-01,2022,11
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-11-01,2022,11
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-11-01,2022,11
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-11-01,2022,11
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-11-01,2022,11
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-11-01,2022,11
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-11-01,2022,11
Decil 1,100,0.6596871824670658,0.45353352438736316,CoRD,MEDELLÍN,2022-11-01,2022,11
Decil 10,0,0,0,CoRD,MEDELLÍN,2022-11-01,2022,11
Decil 2,100,0.27671010927150624,0.08335119957433078,CoRD,MEDELLÍN,2022-11-01,2022,11
Decil 3,95.9150210480177,0.11570952146590133,0.016834927111210297,CoRD,MEDELLÍN,2022-11-01,2022,11
Decil 4,0,0,0,CoRD,MEDELLÍN,2022-11-01,2022,11
Decil 5,0,0,0,CoRD,MEDELLÍN,2022-11-01,2022,11
Decil 6,0,0,0,CoRD,MEDELLÍN,2022-11-01,2022,11
Decil 7,0,0,0,CoRD,MEDELLÍN,2022-11-01,2022,11
Decil 8,0,0,0,CoRD,MEDELLÍN,2022-11-01,2022,11
Decil 9,0,0,0,CoRD,MEDELLÍN,2022-11-01,2022,11
Decil 1,38.93809947319478,0.11512021161436291,0.05979972099579064,CoCA,MEDELLÍN,2022-12-01,2022,12
Decil 10,0,0,0,CoCA,MEDELLÍN,2022-12-01,2022,12
Decil 2,0,0,0,CoCA,MEDELLÍN,2022-12-01,2022,12
Decil 3,0,0,0,CoCA,MEDELLÍN,2022-12-01,2022,12
Decil 4,0,0,0,CoCA,MEDELLÍN,2022-12-01,2022,12
Decil 5,0,0,0,CoCA,MEDELLÍN,2022-12-01,2022,12
Decil 6,0,0,0,CoCA,MEDELLÍN,2022-12-01,2022,12
Decil 7,0,0,0,CoCA,MEDELLÍN,2022-12-01,2022,12
Decil 8,0,0,0,CoCA,MEDELLÍN,2022-12-01,2022,12
Decil 9,0,0,0,CoCA,MEDELLÍN,2022-12-01,2022,12
Decil 1,100,0.4133386441557239,0.21930996016743473,CoNA,MEDELLÍN,2022-12-01,2022,12
Decil 10,0,0,0,CoNA,MEDELLÍN,2022-12-01,2022,12
Decil 2,32.273836355505075,0.012981769563581366,8.824758872226276e-4,CoNA,MEDELLÍN,2022-12-01,2022,12
Decil 3,0,0,0,CoNA,MEDELLÍN,2022-12-01,2022,12
Decil 4,0,0,0,CoNA,MEDELLÍN,2022-12-01,2022,12
Decil 5,0,0,0,CoNA,MEDELLÍN,2022-12-01,2022,12
Decil 6,0,0,0,CoNA,MEDELLÍN,2022-12-01,2022,12
Decil 7,0,0,0,CoNA,MEDELLÍN,2022-12-01,2022,12
Decil 8,0,0,0,CoNA,MEDELLÍN,2022-12-01,2022,12
Decil 9,0,0,0,CoNA,MEDELLÍN,2022-12-01,2022,12
Decil 1,100,0.5874590570579783,0.3690717759670102,CoRD,MEDELLÍN,2022-12-01,2022,12
Decil 10,0,0,0,CoRD,MEDELLÍN,2022-12-01,2022,12
Decil 2,100,0.26921140087225137,0.07525034581421695,CoRD,MEDELLÍN,2022-12-01,2022,12
Decil 3,100,0.12352732925777578,0.018498973621928417,CoRD,MEDELLÍN,2022-12-01,2022,12
Decil 4,9.97667627339151,0.00137396526085349,2.1792741375286154e-5,CoRD,MEDELLÍN,2022-12-01,2022,12
Decil 5,0,0,0,CoRD,MEDELLÍN,2022-12-01,2022,12
Decil 6,0,0,0,CoRD,MEDELLÍN,2022-12-01,2022,12
Decil 7,0,0,0,CoRD,MEDELLÍN,2022-12-01,2022,12
Decil 8,0,0,0,CoRD,MEDELLÍN,2022-12-01,2022,12
Decil 9,0,0,0,CoRD,MEDELLÍN,2022-12-01,2022,12
Decil 1,59.21829844047668,0.32475435327331087,0.23999111906766302,CoCA,MEDELLÍN,2023-01-01,2023,01
Decil 10,0,0,0,CoCA,MEDELLÍN,2023-01-01,2023,01
Decil 2,0,0,0,CoCA,MEDELLÍN,2023-01-01,2023,01
Decil 3,0,0,0,CoCA,MEDELLÍN,2023-01-01,2023,01
Decil 4,0,0,0,CoCA,MEDELLÍN,2023-01-01,2023,01
Decil 5,0,0,0,CoCA,MEDELLÍN,2023-01-01,2023,01
Decil 6,0,0,0,CoCA,MEDELLÍN,2023-01-01,2023,01
Decil 7,0,0,0,CoCA,MEDELLÍN,2023-01-01,2023,01
Decil 8,0,0,0,CoCA,MEDELLÍN,2023-01-01,2023,01
Decil 9,0,0,0,CoCA,MEDELLÍN,2023-01-01,2023,01
Decil 1,100,0.6172847373094221,0.43296061759442467,CoNA,MEDELLÍN,2023-01-01,2023,01
Decil 10,0,0,0,CoNA,MEDELLÍN,2023-01-01,2023,01
Decil 2,95.81388739898374,0.12968029039803092,0.026162296988235637,CoNA,MEDELLÍN,2023-01-01,2023,01
Decil 3,18.96148929087587,0.007828815027935861,3.9755704277355357e-4,CoNA,MEDELLÍN,2023-01-01,2023,01
Decil 4,0,0,0,CoNA,MEDELLÍN,2023-01-01,2023,01
Decil 5,0,0,0,CoNA,MEDELLÍN,2023-01-01,2023,01
Decil 6,0,0,0,CoNA,MEDELLÍN,2023-01-01,2023,01
Decil 7,0,0,0,CoNA,MEDELLÍN,2023-01-01,2023,01
Decil 8,0,0,0,CoNA,MEDELLÍN,2023-01-01,2023,01
Decil 9,0,0,0,CoNA,MEDELLÍN,2023-01-01,2023,01
Decil 1,100,0.7298105517451535,0.5585008817725506,CoRD,MEDELLÍN,2023-01-01,2023,01
Decil 10,0,0,0,CoRD,MEDELLÍN,2023-01-01,2023,01
Decil 2,100,0.38530700128134776,0.15316966892578981,CoRD,MEDELLÍN,2023-01-01,2023,01
Decil 3,100,0.21389780839907352,0.051684562410714424,CoRD,MEDELLÍN,2023-01-01,2023,01
Decil 4,32.40522566327814,0.01298218949579299,6.818465041410344e-4,CoRD,MEDELLÍN,2023-01-01,2023,01
Decil 5,0,0,0,CoRD,MEDELLÍN,2023-01-01,2023,01
Decil 6,0,0,0,CoRD,MEDELLÍN,2023-01-01,2023,01
Decil 7,0,0,0,CoRD,MEDELLÍN,2023-01-01,2023,01
Decil 8,0,0,0,CoRD,MEDELLÍN,2023-01-01,2023,01
Decil 9,0,0,0,CoRD,MEDELLÍN,2023-01-01,2023,01
Decil 1,61.266564219329055,0.312090891656107,0.2243133886880582,CoCA,MEDELLÍN,2023-02-01,2023,02
Decil 10,0,0,0,CoCA,MEDELLÍN,2023-02-01,2023,02
Decil 2,0,0,0,CoCA,MEDELLÍN,2023-02-01,2023,02
Decil 3,0,0,0,CoCA,MEDELLÍN,2023-02-01,2023,02
Decil 4,0,0,0,CoCA,MEDELLÍN,2023-02-01,2023,02
Decil 5,0,0,0,CoCA,MEDELLÍN,2023-02-01,2023,02
Decil 6,0,0,0,CoCA,MEDELLÍN,2023-02-01,2023,02
Decil 7,0,0,0,CoCA,MEDELLÍN,2023-02-01,2023,02
Decil 8,0,0,0,CoCA,MEDELLÍN,2023-02-01,2023,02
Decil 9,0,0,0,CoCA,MEDELLÍN,2023-02-01,2023,02
Decil 1,100,0.6093096766359882,0.4209680037609727,CoNA,MEDELLÍN,2023-02-01,2023,02
Decil 10,0,0,0,CoNA,MEDELLÍN,2023-02-01,2023,02
Decil 2,82.55865086532177,0.11503560626706433,0.022028822009983483,CoNA,MEDELLÍN,2023-02-01,2023,02
Decil 3,5.752734516793022,2.8382906898372003e-4,2.260606752013986e-6,CoNA,MEDELLÍN,2023-02-01,2023,02
Decil 4,0,0,0,CoNA,MEDELLÍN,2023-02-01,2023,02
Decil 5,0,0,0,CoNA,MEDELLÍN,2023-02-01,2023,02
Decil 6,0,0,0,CoNA,MEDELLÍN,2023-02-01,2023,02
Decil 7,0,0,0,CoNA,MEDELLÍN,2023-02-01,2023,02
Decil 8,0,0,0,CoNA,MEDELLÍN,2023-02-01,2023,02
Decil 9,0,0,0,CoNA,MEDELLÍN,2023-02-01,2023,02
Decil 1,100,0.7257186209777241,0.5511676627608976,CoRD,MEDELLÍN,2023-02-01,2023,02
Decil 10,0,0,0,CoRD,MEDELLÍN,2023-02-01,2023,02
Decil 2,100,0.3760436906349561,0.14625162409032247,CoRD,MEDELLÍN,2023-02-01,2023,02
Decil 3,100,0.21536245187202085,0.04912828942895431,CoRD,MEDELLÍN,2023-02-01,2023,02
Decil 4,41.98918718150792,0.020377305172477943,0.001451005150618505,CoRD,MEDELLÍN,2023-02-01,2023,02
Decil 5,0,0,0,CoRD,MEDELLÍN,2023-02-01,2023,02
Decil 6,0,0,0,CoRD,MEDELLÍN,2023-02-01,2023,02
Decil 7,0,0,0,CoRD,MEDELLÍN,2023-02-01,2023,02
Decil 8,0,0,0,CoRD,MEDELLÍN,2023-02-01,2023,02
Decil 9,0,0,0,CoRD,MEDELLÍN,2023-02-01,2023,02
Decil 1,62.87544086346667,0.296450851971711,0.20639211229195423,CoCA,MEDELLÍN,2023-03-01,2023,03
Decil 10,0,0,0,CoCA,MEDELLÍN,2023-03-01,2023,03
Decil 2,0,0,0,CoCA,MEDELLÍN,2023-03-01,2023,03
Decil 3,0,0,0,CoCA,MEDELLÍN,2023-03-01,2023,03
Decil 4,0,0,0,CoCA,MEDELLÍN,2023-03-01,2023,03
Decil 5,0,0,0,CoCA,MEDELLÍN,2023-03-01,2023,03
Decil 6,0,0,0,CoCA,MEDELLÍN,2023-03-01,2023,03
Decil 7,0,0,0,CoCA,MEDELLÍN,2023-03-01,2023,03
Decil 8,0,0,0,CoCA,MEDELLÍN,2023-03-01,2023,03
Decil 9,0,0,0,CoCA,MEDELLÍN,2023-03-01,2023,03
Decil 1,100,0.6258061581645346,0.42825973146839896,CoNA,MEDELLÍN,2023-03-01,2023,03
Decil 10,0,0,0,CoNA,MEDELLÍN,2023-03-01,2023,03
Decil 2,89.30038579435593,0.1603224340181484,0.038826635819004675,CoNA,MEDELLÍN,2023-03-01,2023,03
Decil 3,6.7634980644565275,6.355102738687118e-4,8.705162273067525e-6,CoNA,MEDELLÍN,2023-03-01,2023,03
Decil 4,0,0,0,CoNA,MEDELLÍN,2023-03-01,2023,03
Decil 5,0,0,0,CoNA,MEDELLÍN,2023-03-01,2023,03
Decil 6,0,0,0,CoNA,MEDELLÍN,2023-03-01,2023,03
Decil 7,0,0,0,CoNA,MEDELLÍN,2023-03-01,2023,03
Decil 8,0,0,0,CoNA,MEDELLÍN,2023-03-01,2023,03
Decil 9,0,0,0,CoNA,MEDELLÍN,2023-03-01,2023,03
Decil 1,100,0.73681035341696,0.5610086699467371,CoRD,MEDELLÍN,2023-03-01,2023,03
Decil 10,0,0,0,CoRD,MEDELLÍN,2023-03-01,2023,03
Decil 2,100,0.40669659314414364,0.17257757472464808,CoRD,MEDELLÍN,2023-03-01,2023,03
Decil 3,100,0.19568970555504062,0.04231847765756824,CoRD,MEDELLÍN,2023-03-01,2023,03
Decil 4,36.10139851221971,0.017109806431964702,0.0010309106907993321,CoRD,MEDELLÍN,2023-03-01,2023,03
Decil 5,0,0,0,CoRD,MEDELLÍN,2023-03-01,2023,03
Decil 6,0,0,0,CoRD,MEDELLÍN,2023-03-01,2023,03
Decil 7,0,0,0,CoRD,MEDELLÍN,2023-03-01,2023,03
Decil 8,0,0,0,CoRD,MEDELLÍN,2023-03-01,2023,03
Decil 9,0,0,0,CoRD,MEDELLÍN,2023-03-01,2023,03
Decil 1,63.938728830884905,0.32289357192162527,0.24305959449598635,CoCA,MEDELLÍN,2023-04-01,2023,04
Decil 10,0,0,0,CoCA,MEDELLÍN,2023-04-01,2023,04
Decil 2,0,0,0,CoCA,MEDELLÍN,2023-04-01,2023,04
Decil 3,0,0,0,CoCA,MEDELLÍN,2023-04-01,2023,04
Decil 4,0,0,0,CoCA,MEDELLÍN,2023-04-01,2023,04
Decil 5,0,0,0,CoCA,MEDELLÍN,2023-04-01,2023,04
Decil 6,0,0,0,CoCA,MEDELLÍN,2023-04-01,2023,04
Decil 7,0,0,0,CoCA,MEDELLÍN,2023-04-01,2023,04
Decil 8,0,0,0,CoCA,MEDELLÍN,2023-04-01,2023,04
Decil 9,0,0,0,CoCA,MEDELLÍN,2023-04-01,2023,04
Decil 1,100,0.6309194267159239,0.44491756781692254,CoNA,MEDELLÍN,2023-04-01,2023,04
Decil 10,0,0,0,CoNA,MEDELLÍN,2023-04-01,2023,04
Decil 2,76.61245426794669,0.11760196194779066,0.024806538794046613,CoNA,MEDELLÍN,2023-04-01,2023,04
Decil 3,15.487529189096595,0.0017997490742403378,2.840443418736711e-5,CoNA,MEDELLÍN,2023-04-01,2023,04
Decil 4,0,0,0,CoNA,MEDELLÍN,2023-04-01,2023,04
Decil 5,0,0,0,CoNA,MEDELLÍN,2023-04-01,2023,04
Decil 6,0,0,0,CoNA,MEDELLÍN,2023-04-01,2023,04
Decil 7,0,0,0,CoNA,MEDELLÍN,2023-04-01,2023,04
Decil 8,0,0,0,CoNA,MEDELLÍN,2023-04-01,2023,04
Decil 9,0,0,0,CoNA,MEDELLÍN,2023-04-01,2023,04
Decil 1,100,0.7407020014554453,0.5717676623565682,CoRD,MEDELLÍN,2023-04-01,2023,04
Decil 10,0,0,0,CoRD,MEDELLÍN,2023-04-01,2023,04
Decil 2,100,0.37579596401528437,0.14743506264685333,CoRD,MEDELLÍN,2023-04-01,2023,04
Decil 3,100,0.1838922016251696,0.04258427019324338,CoRD,MEDELLÍN,2023-04-01,2023,04
Decil 4,6.888203439185457,0.0010883401532583612,2.1776451631794594e-5,CoRD,MEDELLÍN,2023-04-01,2023,04
Decil 5,0,0,0,CoRD,MEDELLÍN,2023-04-01,2023,04
Decil 6,0,0,0,CoRD,MEDELLÍN,2023-04-01,2023,04
Decil 7,0,0,0,CoRD,MEDELLÍN,2023-04-01,2023,04
Decil 8,0,0,0,CoRD,MEDELLÍN,2023-04-01,2023,04
Decil 9,0,0,0,CoRD,MEDELLÍN,2023-04-01,2023,04
Decil 1,53.71147668936831,0.27864036833209455,0.18954459603495835,CoCA,MEDELLÍN,2023-05-01,2023,05
Decil 10,0,0,0,CoCA,MEDELLÍN,2023-05-01,2023,05
Decil 2,0,0,0,CoCA,MEDELLÍN,2023-05-01,2023,05
Decil 3,0,0,0,CoCA,MEDELLÍN,2023-05-01,2023,05
Decil 4,0,0,0,CoCA,MEDELLÍN,2023-05-01,2023,05
Decil 5,0,0,0,CoCA,MEDELLÍN,2023-05-01,2023,05
Decil 6,0,0,0,CoCA,MEDELLÍN,2023-05-01,2023,05
Decil 7,0,0,0,CoCA,MEDELLÍN,2023-05-01,2023,05
Decil 8,0,0,0,CoCA,MEDELLÍN,2023-05-01,2023,05
Decil 9,0,0,0,CoCA,MEDELLÍN,2023-05-01,2023,05
Decil 1,100,0.5551666356080206,0.36704792487582805,CoNA,MEDELLÍN,2023-05-01,2023,05
Decil 10,0,0,0,CoNA,MEDELLÍN,2023-05-01,2023,05
Decil 2,63.683614218822505,0.05322546890415695,0.006023305311973511,CoNA,MEDELLÍN,2023-05-01,2023,05
Decil 3,0,0,0,CoNA,MEDELLÍN,2023-05-01,2023,05
Decil 4,0,0,0,CoNA,MEDELLÍN,2023-05-01,2023,05
Decil 5,0,0,0,CoNA,MEDELLÍN,2023-05-01,2023,05
Decil 6,0,0,0,CoNA,MEDELLÍN,2023-05-01,2023,05
Decil 7,0,0,0,CoNA,MEDELLÍN,2023-05-01,2023,05
Decil 8,0,0,0,CoNA,MEDELLÍN,2023-05-01,2023,05
Decil 9,0,0,0,CoNA,MEDELLÍN,2023-05-01,2023,05
Decil 1,100,0.6905166338143996,0.5052930463773473,CoRD,MEDELLÍN,2023-05-01,2023,05
Decil 10,0,0,0,CoRD,MEDELLÍN,2023-05-01,2023,05
Decil 2,100,0.3197408949531325,0.10658399484964165,CoRD,MEDELLÍN,2023-05-01,2023,05
Decil 3,100,0.16919502551443905,0.0315715968074508,CoRD,MEDELLÍN,2023-05-01,2023,05
Decil 4,20.959834862616937,0.006235640284269631,2.3245022767548931e-4,CoRD,MEDELLÍN,2023-05-01,2023,05
Decil 5,0,0,0,CoRD,MEDELLÍN,2023-05-01,2023,05
Decil 6,0,0,0,CoRD,MEDELLÍN,2023-05-01,2023,05
Decil 7,0,0,0,CoRD,MEDELLÍN,2023-05-01,2023,05
Decil 8,0,0,0,CoRD,MEDELLÍN,2023-05-01,2023,05
Decil 9,0,0,0,CoRD,MEDELLÍN,2023-05-01,2023,05
Decil 1,36.93516381903103,0.18682923661498055,0.14296203543186822,CoCA,MEDELLÍN,2023-06-01,2023,06
Decil 10,0,0,0,CoCA,MEDELLÍN,2023-06-01,2023,06
Decil 2,0,0,0,CoCA,MEDELLÍN,2023-06-01,2023,06
Decil 3,0,0,0,CoCA,MEDELLÍN,2023-06-01,2023,06
Decil 4,0,0,0,CoCA,MEDELLÍN,2023-06-01,2023,06
Decil 5,0,0,0,CoCA,MEDELLÍN,2023-06-01,2023,06
Decil 6,0,0,0,CoCA,MEDELLÍN,2023-06-01,2023,06
Decil 7,0,0,0,CoCA,MEDELLÍN,2023-06-01,2023,06
Decil 8,0,0,0,CoCA,MEDELLÍN,2023-06-01,2023,06
Decil 9,0,0,0,CoCA,MEDELLÍN,2023-06-01,2023,06
