deciles,rate,gap,severity,model,ciudad,fecha,year,mes
Decil 2,100,0.32503822835535445,0.11293127513122207,CoRD,BOGOTÁ D.C.,2022-04-01,2022,04
Decil 3,100,0.1301547351776701,0.02274254172321859,CoRD,BOGOTÁ D.C.,2022-04-01,2022,04
Decil 4,4.271238905258815,1.6413480136955323e-4,6.908120937869185e-7,CoRD,BOGOTÁ D.C.,2022-04-01,2022,04
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2022-04-01,2022,04
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2022-04-01,2022,04
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2022-04-01,2022,04
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2022-04-01,2022,04
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2022-04-01,2022,04
Decil 1,38.98513574406579,0.2092955319783204,0.1525993189386353,CoCA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 1,100,0.4576306564694596,0.2875029525517216,CoNA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 2,8.82789611787129,0.0035283892195441826,1.761857248022884e-4,CoNA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 1,100,0.6471368655306511,0.4518341983164209,CoRD,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 2,100,0.19900488711375441,0.04980533866027116,CoRD,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 3,54.41635763689323,0.032033045985970475,0.002482444841709098,CoRD,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 4,0,0,0,CoRD,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2022-05-01,2022,05
Decil 1,57.34711361120682,0.32266107789632664,0.23400748177668926,CoCA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 1,100,0.5923282731948243,0.4136223256187677,CoNA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 2,40.41639272183849,0.04388732900231545,0.006314419183937157,CoNA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 1,100,0.7340094535474381,0.5654913376943838,CoRD,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 2,100,0.3230620073930751,0.11277285435046477,CoRD,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 3,100,0.14627658103204547,0.024101639330358436,CoRD,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 4,16.751995629051965,0.003576075475631075,1.1274342218751951e-4,CoRD,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2022-06-01,2022,06
Decil 1,37.045514636338446,0.17044690357970912,0.1214003513989366,CoCA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 1,100,0.46930016768799665,0.27758759445257025,CoNA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 2,51.486265937363996,0.047232131544382425,0.0054258148294025034,CoNA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 1,100,0.6503071534703581,0.44779775442131303,CoRD,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 2,100,0.34253558543617785,0.1219609551220104,CoRD,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 3,100,0.18302666332190626,0.040331493502231815,CoRD,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 4,12.215962686624794,0.002854989268058365,8.275918200648089e-5,CoRD,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2022-07-01,2022,07
Decil 1,32.51324599567055,0.16511934606251552,0.11944962066062313,CoCA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 1,100,0.4415168829647626,0.25317035278606065,CoNA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 2,34.05975186424447,0.030497473464622917,0.0038808067155131237,CoNA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 1,100,0.6290270576210435,0.42136923263206794,CoRD,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 2,100,0.30117545760633363,0.09726099684572227,CoRD,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 3,95.7071249533394,0.11406041333029258,0.01868526441223653,CoRD,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 4,0,0,0,CoRD,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2022-08-01,2022,08
Decil 1,41.18066007688635,0.20225815727188404,0.14095235960207617,CoCA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 1,100,0.4765156448528037,0.28881921352736845,CoNA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 2,35.205554013757414,0.025518770922186924,0.0022471704182655664,CoNA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 1,100,0.652036120886658,0.45243537174505677,CoRD,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 2,100,0.30995236187873326,0.10026020581722613,CoRD,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 3,100,0.14964799688323538,0.02542064618680824,CoRD,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 4,13.12890421128006,0.0029688210577768063,9.883225883945595e-5,CoRD,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2022-09-01,2022,09
Decil 1,45.25659770168142,0.19244747449422867,0.13290045812219756,CoCA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 1,100,0.48790093594096623,0.2874303059965452,CoNA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 2,56.99399248508891,0.0593485715077767,0.007673926045013538,CoNA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 1,100,0.6624472105486093,0.4602925041501796,CoRD,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 2,100,0.3652187310474531,0.1368225000296222,CoRD,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 3,100,0.17416886531723455,0.03661551712908078,CoRD,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 4,14.638089645096297,0.003576922953277924,1.0132708890534813e-4,CoRD,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2022-10-01,2022,10
Decil 1,36.681155414980964,0.1899382542853681,0.12880691547922332,CoCA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 1,100,0.44710641753490576,0.2592334995030897,CoNA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 2,46.84030706776549,0.04100455692164735,0.00472001779585401,CoNA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 1,100,0.6347300000768009,0.4287770890791833,CoRD,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 2,100,0.31330490631935387,0.10588018433623463,CoRD,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 3,81.6656730211157,0.08812507972118182,0.013145194283923326,CoRD,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 4,0,0,0,CoRD,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2022-11-01,2022,11
Decil 1,47.09764499921926,0.1996437472870076,0.12345357945226508,CoCA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 1,100,0.45065975313219214,0.2675472317739876,CoNA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 2,23.911017311514026,0.015720253612521946,0.0012701190915636793,CoNA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 1,100,0.6375843072355286,0.4345664325308135,CoRD,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 2,100,0.27443462514876726,0.08230244266436311,CoRD,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 3,90.3962999803938,0.07890439372503143,0.009041199939730625,CoRD,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 4,0,0,0,CoRD,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2022-12-01,2022,12
Decil 1,54.75915626363699,0.2879416987644252,0.222636730772973,CoCA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 1,100,0.5508484718178378,0.36911618661558687,CoNA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 2,46.47100497739112,0.05125427857181653,0.007787739701633887,CoNA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 1,100,0.7053701545288076,0.5258098466051698,CoRD,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 2,100,0.34192786622922433,0.12303133796743618,CoRD,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 3,100,0.20473009695140948,0.04423752317587584,CoRD,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 4,40.96006361720978,0.024957013508365006,0.0019994174856739723,CoRD,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 6,0,0,0,CoRD,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 7,0,0,0,CoRD,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 8,0,0,0,CoRD,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 9,0,0,0,CoRD,BOGOTÁ D.C.,2023-01-01,2023,01
Decil 1,52.781653381190374,0.2106134472200596,0.13846034201009455,CoCA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 1,100,0.5164169968593636,0.31032362945164615,CoNA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 2,47.78673931741494,0.0651600952622166,0.011198961862228393,CoNA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 3,0,0,0,CoNA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 1,100,0.68487224352674,0.487580496333099,CoRD,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 10,0,0,0,CoRD,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 2,100,0.37068910140571243,0.1428151893321813,CoRD,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 3,100,0.2148252658554947,0.049145274038391515,CoRD,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 4,30.03233955277998,0.0194798423629661,0.0015035734093216781,CoRD,BOGOTÁ D.C.,2023-02-01,2023,02
Decil 5,0,0,0,CoRD,BOGOTÁ D.C.,2023-02-01,2023,02
