decile_groups,food_per_capita_avg,threshold_1,threshold_2,threshold_3,ratio_1,ratio_2,ratio_3,ciudad,fecha,year,mes
Decil 5,338538.5002818291,86783.8435205361,156186.9846831,239583.387331469,0.2563485200303352,0.4613566390619568,0.7076990863137245,BOGOTÁ D.C.,2023-04-01,2023,04
Decil 6,430056.46518819424,86783.8435205361,156186.9846831,239583.387331469,0.20179639313772246,0.363177855295704,0.5570975132919499,BOGOTÁ D.C.,2023-04-01,2023,04
Decil 7,491984.05114380823,86783.8435205361,156186.9846831,239583.387331469,0.1763956439619807,0.31746351191666194,0.4869738902601909,BOGOTÁ D.C.,2023-04-01,2023,04
Decil 8,691597.4764972843,86783.8435205361,156186.9846831,239583.387331469,0.12548316971899315,0.22583509915932046,0.3464202740369742,BOGOTÁ D.C.,2023-04-01,2023,04
Decil 9,859929.5196613501,86783.8435205361,156186.9846831,239583.387331469,0.10091971671668226,0.18162765797900296,0.2786081671272544,BOGOTÁ D.C.,2023-04-01,2023,04
Decil 10,1947268.5932939402,86783.8435205361,156186.9846831,239583.387331469,0.044566961034242944,0.08020823897688344,0.12303561417082019,BOGOTÁ D.C.,2023-04-01,2023,04
Decil 1,90620.70083980286,87119.8813416941,155193.256521653,239095.811159077,0.9613684349639116,1.712558555423225,2.638423770102429,BOGOTÁ D.C.,2023-05-01,2023,05
Decil 2,178885.13597674386,87119.8813416941,155193.256521653,239095.811159077,0.48701576498239746,0.8675581438014451,1.3365884753563924,BOGOTÁ D.C.,2023-05-01,2023,05
Decil 3,223344.0428629111,87119.8813416941,155193.256521653,239095.811159077,0.3900703158452648,0.6948618576628474,1.0705269238178623,BOGOTÁ D.C.,2023-05-01,2023,05
Decil 4,283846.4290899634,87119.8813416941,155193.256521653,239095.811159077,0.30692611360660094,0.5467507800581329,0.8423421493292665,BOGOTÁ D.C.,2023-05-01,2023,05
Decil 5,336825.0075554583,87119.8813416941,155193.256521653,239095.811159077,0.258650276515914,0.4607533675957846,0.7098517206140338,BOGOTÁ D.C.,2023-05-01,2023,05
Decil 6,420719.31193774054,87119.8813416941,155193.256521653,239095.811159077,0.20707364475483453,0.36887599907612284,0.568302439119931,BOGOTÁ D.C.,2023-05-01,2023,05
Decil 7,502143.71705839754,87119.8813416941,155193.256521653,239095.811159077,0.17349591039802328,0.30906143251336265,0.47615015987797576,BOGOTÁ D.C.,2023-05-01,2023,05
Decil 8,674865.2390100341,87119.8813416941,155193.256521653,239095.811159077,0.12909226361916495,0.22996184652999374,0.35428674843263347,BOGOTÁ D.C.,2023-05-01,2023,05
Decil 9,785382.1643526921,87119.8813416941,155193.256521653,239095.811159077,0.11092673770290908,0.19760221655856228,0.30443244322480706,BOGOTÁ D.C.,2023-05-01,2023,05
Decil 10,2184815.43005759,87119.8813416941,155193.256521653,239095.811159077,0.03987516755106297,0.07103266224990101,0.10943524467546197,BOGOTÁ D.C.,2023-05-01,2023,05
Decil 1,83946.2070423336,86432.6395699446,153924.513501053,238247.841023462,1.0296193552420672,1.8336089136633624,2.838101320090793,BOGOTÁ D.C.,2023-06-01,2023,06
Decil 2,173107.0663882841,86432.6395699446,153924.513501053,238247.841023462,0.4993016251345495,0.8891867715890692,1.3763033826075322,BOGOTÁ D.C.,2023-06-01,2023,06
Decil 3,222390.19051081568,86432.6395699446,153924.513501053,238247.841023462,0.38865311177356565,0.692137153835331,1.0713055305012436,BOGOTÁ D.C.,2023-06-01,2023,06
Decil 4,284897.89430900133,86432.6395699446,153924.513501053,238247.841023462,0.3033811105539426,0.5402795758613291,0.8362569390037594,BOGOTÁ D.C.,2023-06-01,2023,06
Decil 5,364627.12984274444,86432.6395699446,153924.513501053,238247.841023462,0.23704390731216593,0.4221422403962021,0.6534013010118391,BOGOTÁ D.C.,2023-06-01,2023,06
Decil 6,460467.435443438,86432.6395699446,153924.513501053,238247.841023462,0.18770630215513176,0.334278825500051,0.5174043215325863,BOGOTÁ D.C.,2023-06-01,2023,06
Decil 7,532575.4096048096,86432.6395699446,153924.513501053,238247.841023462,0.1622918332524605,0.28901919000591975,0.44735043474923225,BOGOTÁ D.C.,2023-06-01,2023,06
Decil 8,702676.9641583746,86432.6395699446,153924.513501053,238247.841023462,0.12300480018363569,0.21905444656979015,0.33905742350444257,BOGOTÁ D.C.,2023-06-01,2023,06
Decil 9,864164.001148657,86432.6395699446,153924.513501053,238247.841023462,0.1000187920985569,0.17811956213919433,0.2756974841659456,BOGOTÁ D.C.,2023-06-01,2023,06
Decil 10,2002496.0839106552,86432.6395699446,153924.513501053,238247.841023462,0.04316245123493632,0.07686632435278241,0.11897543417822326,BOGOTÁ D.C.,2023-06-01,2023,06
Decil 1,83264.69183605649,83214.8563906651,153160.585803711,236812.579773724,0.9994014816569607,1.839442174424612,2.8440936314277687,BOGOTÁ D.C.,2023-07-01,2023,07
Decil 2,171732.12017450022,83214.8563906651,153160.585803711,236812.579773724,0.48456198121882454,0.8918575374722076,1.3789649806518098,BOGOTÁ D.C.,2023-07-01,2023,07
Decil 3,219479.3697659296,83214.8563906651,153160.585803711,236812.579773724,0.3791465980579956,0.69783591035027,1.078974210771062,BOGOTÁ D.C.,2023-07-01,2023,07
Decil 4,275361.46828244353,83214.8563906651,153160.585803711,236812.579773724,0.30220225403980644,0.5562164770512164,0.8600062356248798,BOGOTÁ D.C.,2023-07-01,2023,07
Decil 5,336076.9574281227,83214.8563906651,153160.585803711,236812.579773724,0.24760655127170506,0.45573069625419854,0.7046379543125073,BOGOTÁ D.C.,2023-07-01,2023,07
Decil 6,422488.5744990385,83214.8563906651,153160.585803711,236812.579773724,0.1969635663859934,0.3625200657445461,0.5605183052690172,BOGOTÁ D.C.,2023-07-01,2023,07
Decil 7,492492.3067640449,83214.8563906651,153160.585803711,236812.579773724,0.16896681480657866,0.310990818943068,0.4808452366082987,BOGOTÁ D.C.,2023-07-01,2023,07
Decil 8,711654.3638151686,83214.8563906651,153160.585803711,236812.579773724,0.11693156203603035,0.21521765844674842,0.33276347594382083,BOGOTÁ D.C.,2023-07-01,2023,07
Decil 9,916037.8143942552,83214.8563906651,153160.585803711,236812.579773724,0.09084216293591796,0.16719897737517628,0.25851834504268817,BOGOTÁ D.C.,2023-07-01,2023,07
Decil 10,2076519.6499341407,83214.8563906651,153160.585803711,236812.579773724,0.04007419645333207,0.07375831276557805,0.11404302375912252,BOGOTÁ D.C.,2023-07-01,2023,07
Decil 1,100292.20311222706,81163.7859866927,154648.751826502,239414.626403893,0.809273138569609,1.5419817994570317,2.387170876443783,BOGOTÁ D.C.,2023-08-01,2023,08
Decil 2,183482.4605017004,81163.7859866927,154648.751826502,239414.626403893,0.44235174176738556,0.8428530520227507,1.3048365808331541,BOGOTÁ D.C.,2023-08-01,2023,08
Decil 3,228669.04871835816,81163.7859866927,154648.751826502,239414.626403893,0.3549399730378843,0.676299449764958,1.046991832719651,BOGOTÁ D.C.,2023-08-01,2023,08
Decil 4,290720.08061686595,81163.7859866927,154648.751826502,239414.626403893,0.2791819052006139,0.5319507049473835,0.8235228398942714,BOGOTÁ D.C.,2023-08-01,2023,08
Decil 5,359029.1567808445,81163.7859866927,154648.751826502,239414.626403893,0.22606460910982784,0.43074148409874513,0.6668389513279402,BOGOTÁ D.C.,2023-08-01,2023,08
Decil 6,477573.8735411624,81163.7859866927,154648.751826502,239414.626403893,0.16995022232868678,0.3238216334570336,0.5013143299248293,BOGOTÁ D.C.,2023-08-01,2023,08
Decil 7,571775.9380976408,81163.7859866927,154648.751826502,239414.626403893,0.14195033505035773,0.27047089868985186,0.41872105916252944,BOGOTÁ D.C.,2023-08-01,2023,08
Decil 8,773205.4107264637,81163.7859866927,154648.751826502,239414.626403893,0.10497053546280208,0.20000991933204668,0.30963909859212113,BOGOTÁ D.C.,2023-08-01,2023,08
Decil 9,967677.9937356429,81163.7859866927,154648.751826502,239414.626403893,0.08387478739013837,0.15981426965130516,0.24741146120276244,BOGOTÁ D.C.,2023-08-01,2023,08
Decil 10,2110379.5795212337,81163.7859866927,154648.751826502,239414.626403893,0.03845933062198495,0.07328006455672113,0.1134462391160017,BOGOTÁ D.C.,2023-08-01,2023,08
Decil 1,101166.31475538641,75585.9399789475,153908.866417742,236556.316408605,0.747145333520445,1.5213449930432246,2.3382913273116928,BOGOTÁ D.C.,2023-09-01,2023,09
Decil 2,194772.0390464903,75585.9399789475,153908.866417742,236556.316408605,0.38807387522859904,0.7902000059721374,1.2145291365571276,BOGOTÁ D.C.,2023-09-01,2023,09
Decil 3,238149.71818659393,75585.9399789475,153908.866417742,236556.316408605,0.3173883242629948,0.6462693619362256,0.9933092434871559,BOGOTÁ D.C.,2023-09-01,2023,09
Decil 4,300926.0801649304,75585.9399789475,153908.866417742,236556.316408605,0.25117776411243803,0.5114507401066344,0.7860944331543286,BOGOTÁ D.C.,2023-09-01,2023,09
Decil 5,352054.97977512336,75585.9399789475,153908.866417742,236556.316408605,0.2146992496093319,0.4371728146440422,0.6719300393356354,BOGOTÁ D.C.,2023-09-01,2023,09
Decil 6,457875.224219819,75585.9399789475,153908.866417742,236556.316408605,0.16507977715487795,0.336137135788445,0.5166392586794298,BOGOTÁ D.C.,2023-09-01,2023,09
Decil 7,523566.9865430276,75585.9399789475,153908.866417742,236556.316408605,0.1443672766268576,0.29396212972471963,0.4518167158905929,BOGOTÁ D.C.,2023-09-01,2023,09
Decil 8,735071.6290942106,75585.9399789475,153908.866417742,236556.316408605,0.1028279925210663,0.2093794132789422,0.321813966211838,BOGOTÁ D.C.,2023-09-01,2023,09
Decil 9,921851.5173050123,75585.9399789475,153908.866417742,236556.316408605,0.08199361671597535,0.1669562435257329,0.2566099984302958,BOGOTÁ D.C.,2023-09-01,2023,09
Decil 10,2160152.519931576,75585.9399789475,153908.866417742,236556.316408605,0.03499101997730314,0.0712490738490156,0.10950908059774317,BOGOTÁ D.C.,2023-09-01,2023,09
Decil 1,98471.84429540817,74951.9727631918,154201.732139544,234634.595445652,0.7611513047155032,1.5659474364768708,2.382758209968788,BOGOTÁ D.C.,2023-10-01,2023,10
Decil 2,190186.6033702406,74951.9727631918,154201.732139544,234634.595445652,0.3940970154311084,0.8107917666490735,1.2337072711103814,BOGOTÁ D.C.,2023-10-01,2023,10
Decil 3,230208.2241430433,74951.9727631918,154201.732139544,234634.595445652,0.32558338453025587,0.6698358962350904,1.019227685366524,BOGOTÁ D.C.,2023-10-01,2023,10
Decil 4,303895.92323662876,74951.9727631918,154201.732139544,234634.595445652,0.24663698007172805,0.5074162578333594,0.7720886576782197,BOGOTÁ D.C.,2023-10-01,2023,10
Decil 5,362813.67323379696,74951.9727631918,154201.732139544,234634.595445652,0.2065853034014316,0.4250163197134428,0.6467082493179731,BOGOTÁ D.C.,2023-10-01,2023,10
Decil 6,457521.98507364583,74951.9727631918,154201.732139544,234634.595445652,0.1638215762486846,0.3370367701886996,0.5128378593826123,BOGOTÁ D.C.,2023-10-01,2023,10
Decil 7,528212.0372895065,74951.9727631918,154201.732139544,234634.595445652,0.14189750984813615,0.2919314995750995,0.4442053169588251,BOGOTÁ D.C.,2023-10-01,2023,10
Decil 8,719459.8665769127,74951.9727631918,154201.732139544,234634.595445652,0.10417811506262689,0.21432985952811215,0.32612603752591496,BOGOTÁ D.C.,2023-10-01,2023,10
Decil 9,892013.3478468946,74951.9727631918,154201.732139544,234634.595445652,0.08402561793958332,0.17286931020903426,0.26303933232838206,BOGOTÁ D.C.,2023-10-01,2023,10
Decil 10,2002591.5650571538,74951.9727631918,154201.732139544,234634.595445652,0.03742748849591439,0.07700108940344164,0.1171654767451073,BOGOTÁ D.C.,2023-10-01,2023,10
Decil 1,102814.92981731973,74019.6680341223,153376.72153715,233179.717711732,0.7199311244547801,1.4917748016719734,2.267955812701937,BOGOTÁ D.C.,2023-11-01,2023,11
Decil 2,198045.0505316184,74019.6680341223,153376.72153715,233179.717711732,0.3737516682968296,0.7744536969009634,1.1774074488900406,BOGOTÁ D.C.,2023-11-01,2023,11
Decil 3,246066.5721942415,74019.6680341223,153376.72153715,233179.717711732,0.3008115542638283,0.6233139274849433,0.9476285853556052,BOGOTÁ D.C.,2023-11-01,2023,11
Decil 4,318749.84563846595,74019.6680341223,153376.72153715,233179.717711732,0.23221867883844327,0.48118210451186766,0.7315445666951327,BOGOTÁ D.C.,2023-11-01,2023,11
Decil 5,402474.11620976485,74019.6680341223,153376.72153715,233179.717711732,0.18391162326459798,0.38108468435573095,0.5793657488030893,BOGOTÁ D.C.,2023-11-01,2023,11
Decil 6,497532.7277384007,74019.6680341223,153376.72153715,233179.717711732,0.14877346535691885,0.30827463800088833,0.46867211886076426,BOGOTÁ D.C.,2023-11-01,2023,11
Decil 7,571186.4890857502,74019.6680341223,153376.72153715,233179.717711732,0.12958931881004276,0.2685230208835071,0.4082374533840305,BOGOTÁ D.C.,2023-11-01,2023,11
Decil 8,773801.5483281544,74019.6680341223,153376.72153715,233179.717711732,0.09565717229959841,0.19821195998965085,0.30134304876428725,BOGOTÁ D.C.,2023-11-01,2023,11
Decil 9,999342.832028445,74019.6680341223,153376.72153715,233179.717711732,0.07406834337709586,0.15347758208845025,0.23333305672331559,BOGOTÁ D.C.,2023-11-01,2023,11
Decil 10,2428885.365696986,74019.6680341223,153376.72153715,233179.717711732,0.03047474742097671,0.06314695773760301,0.09600276777361182,BOGOTÁ D.C.,2023-11-01,2023,11
Decil 1,81024.91479469206,73811.8972659302,152859.602240454,231750.264806144,0.9109777832282967,1.886575291412313,2.8602346005962844,BOGOTÁ D.C.,2023-12-01,2023,12
Decil 2,186551.76516793325,73811.8972659302,152859.602240454,231750.264806144,0.39566442697277604,0.8193950998150584,1.242283955863528,BOGOTÁ D.C.,2023-12-01,2023,12
Decil 3,234716.11657882814,73811.8972659302,152859.602240454,231750.264806144,0.31447306789919927,0.6512531157574641,0.9873640897953078,BOGOTÁ D.C.,2023-12-01,2023,12
Decil 4,291196.3006160037,73811.8972659302,152859.602240454,231750.264806144,0.25347814209791375,0.5249366215061493,0.7958558000767657,BOGOTÁ D.C.,2023-12-01,2023,12
Decil 5,363938.56303577527,73811.8972659302,152859.602240454,231750.264806144,0.20281416910104813,0.4200148535109423,0.6367840299005711,BOGOTÁ D.C.,2023-12-01,2023,12
Decil 6,458560.77433919406,73811.8972659302,152859.602240454,231750.264806144,0.1609642634006285,0.33334644128846674,0.5053861511379951,BOGOTÁ D.C.,2023-12-01,2023,12
Decil 7,547540.4881788414,73811.8972659302,152859.602240454,231750.264806144,0.13480628165313183,0.2791749752586807,0.42325685462450796,BOGOTÁ D.C.,2023-12-01,2023,12
Decil 8,737691.3522447951,73811.8972659302,152859.602240454,231750.264806144,0.10005796738882808,0.20721349352314103,0.3141561360329464,BOGOTÁ D.C.,2023-12-01,2023,12
Decil 9,900072.9728408484,73811.8972659302,152859.602240454,231750.264806144,0.08200657001505329,0.1698302324954743,0.2574794175573165,BOGOTÁ D.C.,2023-12-01,2023,12
Decil 10,2120101.7448301185,73811.8972659302,152859.602240454,231750.264806144,0.03481526178916695,0.07210012567236601,0.10931091650260111,BOGOTÁ D.C.,2023-12-01,2023,12
Decil 1,95132.63572530112,71590.3482828936,153954.696882091,232467.591897784,0.7525319543296717,1.6183163191929284,2.4436155912787116,BOGOTÁ D.C.,2024-01-01,2024,01
Decil 2,200150.08097747885,71590.3482828936,153954.696882091,232467.591897784,0.35768333409242553,0.7691962757657549,1.1614663894337447,BOGOTÁ D.C.,2024-01-01,2024,01
Decil 3,259957.95091015613,71590.3482828936,153954.696882091,232467.591897784,0.2753920317968496,0.5922292291621393,0.8942507474146346,BOGOTÁ D.C.,2024-01-01,2024,01
Decil 4,331150.3435685335,71590.3482828936,153954.696882091,232467.591897784,0.21618684586409787,0.46490876386552554,0.7020001531409358,BOGOTÁ D.C.,2024-01-01,2024,01
Decil 5,394021.128436834,71590.3482828936,153954.696882091,232467.591897784,0.18169164828015136,0.3907270087085486,0.5899876304096499,BOGOTÁ D.C.,2024-01-01,2024,01
Decil 6,488401.2830883115,71590.3482828936,153954.696882091,232467.591897784,0.14658099960386223,0.31522172896145584,0.47597661993805573,BOGOTÁ D.C.,2024-01-01,2024,01
Decil 7,555927.5712222976,71590.3482828936,153954.696882091,232467.591897784,0.12877639460386991,0.2769330122332239,0.41816165258122745,BOGOTÁ D.C.,2024-01-01,2024,01
Decil 8,727825.6649950215,71590.3482828936,153954.696882091,232467.591897784,0.09836194534769983,0.21152688656993715,0.31940010235744315,BOGOTÁ D.C.,2024-01-01,2024,01
Decil 9,877870.3363900733,71590.3482828936,153954.696882091,232467.591897784,0.08155002545966322,0.1753729343620089,0.2648085739560623,BOGOTÁ D.C.,2024-01-01,2024,01
Decil 10,2129078.0282101072,71590.3482828936,153954.696882091,232467.591897784,0.0336250467734519,0.07231050005786732,0.10918697615475229,BOGOTÁ D.C.,2024-01-01,2024,01
Decil 1,85566.05012031959,70082.678349555,154771.079499754,236411.856901713,0.8190477210413186,1.80879074448477,2.762916560590094,BOGOTÁ D.C.,2024-02-01,2024,02
Decil 2,193127.14220362238,70082.678349555,154771.079499754,236411.856901713,0.36288362966435744,0.8013947585708698,1.224125486475918,BOGOTÁ D.C.,2024-02-01,2024,02
Decil 3,253804.30607132806,70082.678349555,154771.079499754,236411.856901713,0.27612879952422587,0.6098047818631486,0.9314729941393226,BOGOTÁ D.C.,2024-02-01,2024,02
Decil 4,315411.246637136,70082.678349555,154771.079499754,236411.856901713,0.22219460814021458,0.49069613449075894,0.7495352794876474,BOGOTÁ D.C.,2024-02-01,2024,02
Decil 5,371223.69396031287,70082.678349555,154771.079499754,236411.856901713,0.18878826834002538,0.4169213388526337,0.6368447401069921,BOGOTÁ D.C.,2024-02-01,2024,02
Decil 6,454773.63691915903,70082.678349555,154771.079499754,236411.856901713,0.15410453170576588,0.3403255310669344,0.5198451222970468,BOGOTÁ D.C.,2024-02-01,2024,02
Decil 7,526737.3786020279,70082.678349555,154771.079499754,236411.856901713,0.13305051282966837,0.29382968778581786,0.44882301219851733,BOGOTÁ D.C.,2024-02-01,2024,02
Decil 8,752896.6986080593,70082.678349555,154771.079499754,236411.856901713,0.09308405585935293,0.20556748327611443,0.31400304628614606,BOGOTÁ D.C.,2024-02-01,2024,02
Decil 9,866944.1367641996,70082.678349555,154771.079499754,236411.856901713,0.08083874770885821,0.1785248586805429,0.27269560618300226,BOGOTÁ D.C.,2024-02-01,2024,02
Decil 10,2038161.1718778205,70082.678349555,154771.079499754,236411.856901713,0.034385248486009413,0.0759366244609393,0.11599271940005583,BOGOTÁ D.C.,2024-02-01,2024,02
Decil 1,122107.83493534113,68708.194806056,154339.587935195,236368.209271324,0.5626845717347994,1.2639613831243615,1.935733357294283,BOGOTÁ D.C.,2024-03-01,2024,03
Decil 2,214625.48260266514,68708.194806056,154339.587935195,236368.209271324,0.3201306479215008,0.7191111980906897,1.1013054293693123,BOGOTÁ D.C.,2024-03-01,2024,03
Decil 3,266906.02033788775,68708.194806056,154339.587935195,236368.209271324,0.2574246722463411,0.5782544273066974,0.8855859038776847,BOGOTÁ D.C.,2024-03-01,2024,03
Decil 4,333565.1901520997,68708.194806056,154339.587935195,236368.209271324,0.20598130990444866,0.462696925493991,0.7086117384237377,BOGOTÁ D.C.,2024-03-01,2024,03
Decil 5,399234.6882499161,68708.194806056,154339.587935195,236368.209271324,0.17209976194013857,0.3865886218749116,0.5920532865204348,BOGOTÁ D.C.,2024-03-01,2024,03
Decil 6,490283.80070439813,68708.194806056,154339.587935195,236368.209271324,0.1401396389343109,0.3147964254855106,0.48210487258957,BOGOTÁ D.C.,2024-03-01,2024,03
Decil 7,555818.58744866,68708.194806056,154339.587935195,236368.209271324,0.12361622363412315,0.2776797887304391,0.4252614335125252,BOGOTÁ D.C.,2024-03-01,2024,03
Decil 8,799126.3921756777,68708.194806056,154339.587935195,236368.209271324,0.08597913356233063,0.19313539065453045,0.295783259801738,BOGOTÁ D.C.,2024-03-01,2024,03
Decil 9,1018886.6382761978,68708.194806056,154339.587935195,236368.209271324,0.06743458224390877,0.15147866517939057,0.23198675926423307,BOGOTÁ D.C.,2024-03-01,2024,03
Decil 10,2642573.936046161,68708.194806056,154339.587935195,236368.209271324,0.026000481526302233,0.05840502164572131,0.08944620472000109,BOGOTÁ D.C.,2024-03-01,2024,03
Decil 1,106999.32898860298,67019.3913824739,154655.03954681,240559.587279664,0.6263533801189768,1.445383265564993,2.248234540847328,BOGOTÁ D.C.,2024-04-01,2024,04
Decil 2,211618.1159335048,67019.3913824739,154655.03954681,240559.587279664,0.3166996884308946,0.7308213612269666,1.136762730442479,BOGOTÁ D.C.,2024-04-01,2024,04
Decil 3,273165.24644280947,67019.3913824739,154655.03954681,240559.587279664,0.24534376995320026,0.5661592810972349,0.8806376009110227,BOGOTÁ D.C.,2024-04-01,2024,04
Decil 4,343362.4148475891,67019.3913824739,154655.03954681,240559.587279664,0.1951855779329322,0.4504134199296621,0.7005996488766629,BOGOTÁ D.C.,2024-04-01,2024,04
Decil 5,404790.40940383094,67019.3913824739,154655.03954681,240559.587279664,0.1655656602170467,0.3820620151909813,0.594281834972218,BOGOTÁ D.C.,2024-04-01,2024,04
Decil 6,477991.0510175213,67019.3913824739,154655.03954681,240559.587279664,0.1402105567453756,0.3235521652917744,0.5032721570154376,BOGOTÁ D.C.,2024-04-01,2024,04
Decil 7,548242.8788349004,67019.3913824739,154655.03954681,240559.587279664,0.12224397975747593,0.2820921994928151,0.438782876288133,BOGOTÁ D.C.,2024-04-01,2024,04
Decil 8,745631.6526760095,67019.3913824739,154655.03954681,240559.587279664,0.08988270702021156,0.207414799240035,0.3226252351497094,BOGOTÁ D.C.,2024-04-01,2024,04
Decil 9,909421.1156092385,67019.3913824739,154655.03954681,240559.587279664,0.07369456265327239,0.1700587735344188,0.2645194653507782,BOGOTÁ D.C.,2024-04-01,2024,04
Decil 10,2137890.045882205,67019.3913824739,154655.03954681,240559.587279664,0.031348380854085596,0.07234003443941911,0.11252196423431897,BOGOTÁ D.C.,2024-04-01,2024,04
Decil 1,109471.36674400982,65607.6156499436,155028.468638334,242084.491307093,0.5993130222203387,1.416155413505121,2.211395532068112,BOGOTÁ D.C.,2024-05-01,2024,05
Decil 2,200885.354346893,65607.6156499436,155028.468638334,242084.491307093,0.3265923285609513,0.7717260879587449,1.2050878078899494,BOGOTÁ D.C.,2024-05-01,2024,05
Decil 3,250283.40131108984,65607.6156499436,155028.468638334,242084.491307093,0.26213330690834186,0.6194117061947759,0.9672414951968549,BOGOTÁ D.C.,2024-05-01,2024,05
Decil 4,322085.2989169962,65607.6156499436,155028.468638334,242084.491307093,0.2036963992785376,0.4813273662586071,0.7516160846865599,BOGOTÁ D.C.,2024-05-01,2024,05
Decil 5,384647.1987970024,65607.6156499436,155028.468638334,242084.491307093,0.17056569202930302,0.40304068019523076,0.6293676180776065,BOGOTÁ D.C.,2024-05-01,2024,05
Decil 6,491504.06585445534,65607.6156499436,155028.468638334,242084.491307093,0.13348336302343305,0.3154164520873794,0.4925381255722497,BOGOTÁ D.C.,2024-05-01,2024,05
Decil 7,585856.34603412,65607.6156499436,155028.468638334,242084.491307093,0.1119858410582492,0.26461857021397733,0.4132147632194363,BOGOTÁ D.C.,2024-05-01,2024,05
Decil 8,770662.3456716642,65607.6156499436,155028.468638334,242084.491307093,0.08513146648259276,0.2011626356328857,0.31412523612543486,BOGOTÁ D.C.,2024-05-01,2024,05
Decil 9,924992.1162716835,65607.6156499436,155028.468638334,242084.491307093,0.07092775656768269,0.16759977291828063,0.2617151941606271,BOGOTÁ D.C.,2024-05-01,2024,05
Decil 10,2217649.2134860503,65607.6156499436,155028.468638334,242084.491307093,0.029584307225402534,0.06990666860005142,0.1091626619011338,BOGOTÁ D.C.,2024-05-01,2024,05
Decil 1,113547.89746544445,65421.1547041104,155602.440501617,243481.928579254,0.5761546991569768,1.3703683113020286,2.144310322023812,BOGOTÁ D.C.,2024-06-01,2024,06
Decil 2,213624.14496050234,65421.1547041104,155602.440501617,243481.928579254,0.3062441968636379,0.7283935087505528,1.1397678320691331,BOGOTÁ D.C.,2024-06-01,2024,06
Decil 3,271425.89561207034,65421.1547041104,155602.440501617,243481.928579254,0.2410276829209111,0.5732778007445851,0.8970475275772705,BOGOTÁ D.C.,2024-06-01,2024,06
Decil 4,346296.95364830917,65421.1547041104,155602.440501617,243481.928579254,0.1889163448158731,0.4493323977075556,0.7031015607100268,BOGOTÁ D.C.,2024-06-01,2024,06
Decil 5,411755.90265881014,65421.1547041104,155602.440501617,243481.928579254,0.15888334394642495,0.3778997204335224,0.5913258972294767,BOGOTÁ D.C.,2024-06-01,2024,06
Decil 6,518128.1159539711,65421.1547041104,155602.440501617,243481.928579254,0.12626443670916754,0.3003165350622282,0.46992610723499934,BOGOTÁ D.C.,2024-06-01,2024,06
Decil 7,609155.5571337973,65421.1547041104,155602.440501617,243481.928579254,0.10739646702384271,0.25543958136696415,0.3997040258893586,BOGOTÁ D.C.,2024-06-01,2024,06
Decil 8,777552.9685272259,65421.1547041104,155602.440501617,243481.928579254,0.08413723225573369,0.20011812288022743,0.3131387036441216,BOGOTÁ D.C.,2024-06-01,2024,06
Decil 9,937602.8606218889,65421.1547041104,155602.440501617,243481.928579254,0.06977490945443379,0.16595772798560976,0.2596855649712485,BOGOTÁ D.C.,2024-06-01,2024,06
Decil 10,2142324.1567731234,65421.1547041104,155602.440501617,243481.928579254,0.030537467683065776,0.07263253789566246,0.1136531685970431,BOGOTÁ D.C.,2024-06-01,2024,06
Decil 1,100631.56645776542,64696.6207432329,155747.324847155,244800.458678227,0.6429058298559405,1.5476985038538715,2.4326408431788504,BOGOTÁ D.C.,2024-07-01,2024,07
Decil 2,199513.73814773947,64696.6207432329,155747.324847155,244800.458678227,0.324271508036831,0.7806345883400995,1.2269854745388653,BOGOTÁ D.C.,2024-07-01,2024,07
Decil 3,259234.67761222503,64696.6207432329,155747.324847155,244800.458678227,0.24956777133038133,0.6007966460418112,0.9443198762335748,BOGOTÁ D.C.,2024-07-01,2024,07
Decil 4,331567.67096979887,64696.6207432329,155747.324847155,244800.458678227,0.19512342851159892,0.46973012897069016,0.7383122062600755,BOGOTÁ D.C.,2024-07-01,2024,07
Decil 5,401689.5619881813,64696.6207432329,155747.324847155,244800.458678227,0.16106124446703057,0.3877305750148854,0.6094269850243946,BOGOTÁ D.C.,2024-07-01,2024,07
Decil 6,504481.23071416205,64696.6207432329,155747.324847155,244800.458678227,0.12824386083035438,0.30872768968366454,0.48525186622241334,BOGOTÁ D.C.,2024-07-01,2024,07
Decil 7,579631.7244471362,64696.6207432329,155747.324847155,244800.458678227,0.1116167697772957,0.26870048390762213,0.42233792312131013,BOGOTÁ D.C.,2024-07-01,2024,07
Decil 8,766743.8064580878,64696.6207432329,155747.324847155,244800.458678227,0.08437840670939856,0.20312824640425517,0.31927282179045346,BOGOTÁ D.C.,2024-07-01,2024,07
Decil 9,956739.0286767229,64696.6207432329,155747.324847155,244800.458678227,0.06762201478569926,0.16278976834735273,0.2558696272867779,BOGOTÁ D.C.,2024-07-01,2024,07
Decil 10,2287485.573596248,64696.6207432329,155747.324847155,244800.458678227,0.028282854104089823,0.06808669162546821,0.10701726887543442,BOGOTÁ D.C.,2024-07-01,2024,07
Decil 1,109321.42540320203,64664.6560095979,154033.843035982,243462.206353249,0.5915094481351674,1.4089995851030162,2.227031027589565,BOGOTÁ D.C.,2024-08-01,2024,08
Decil 2,210214.19390267698,64664.6560095979,154033.843035982,243462.206353249,0.3076131768701391,0.7327471098706834,1.158162547605919,BOGOTÁ D.C.,2024-08-01,2024,08
Decil 3,255552.15520937968,64664.6560095979,154033.843035982,243462.206353249,0.25303897733367453,0.6027491449241685,0.9526908749948709,BOGOTÁ D.C.,2024-08-01,2024,08
