decile_groups,food_per_capita_avg,threshold_1,threshold_2,threshold_3,ratio_1,ratio_2,ratio_3,ciudad,fecha,year,mes
Decil 10,1426063.843357418,75705.8523589015,148220.646722587,209139.778509492,0.05308728126832338,0.1039368941390642,0.1466552703679163,CALI,2022-11-01,2022,11
Decil 1,69717.32926728143,77800.6764282832,149488.174664115,211157.868872797,1.1159445900460694,2.1442039767617764,3.0287716281164845,CALI,2022-12-01,2022,12
Decil 2,134976.49404545545,77800.6764282832,149488.174664115,211157.868872797,0.5764016688867516,1.1075126504158015,1.564404753331986,CALI,2022-12-01,2022,12
Decil 3,176280.08056426,77800.6764282832,149488.174664115,211157.868872797,0.4413469529810105,0.848015125620626,1.1978543928326768,CALI,2022-12-01,2022,12
Decil 4,217721.1567949841,77800.6764282832,149488.174664115,211157.868872797,0.35734091061046386,0.6866038049066573,0.9698546157901992,CALI,2022-12-01,2022,12
Decil 5,256697.26521406128,77800.6764282832,149488.174664115,211157.868872797,0.3030833864295546,0.582352034562799,0.8225949298552568,CALI,2022-12-01,2022,12
Decil 6,312231.1981002875,77800.6764282832,149488.174664115,211157.868872797,0.24917649774156747,0.4787739840658074,0.6762868994435779,CALI,2022-12-01,2022,12
Decil 7,357136.17815216666,77800.6764282832,149488.174664115,211157.868872797,0.21784596797453074,0.4185747168981068,0.5912530899707058,CALI,2022-12-01,2022,12
Decil 8,465523.77555788925,77800.6764282832,149488.174664115,211157.868872797,0.16712503316301286,0.3211182382359883,0.4535920181944368,CALI,2022-12-01,2022,12
Decil 9,545436.9529681796,77800.6764282832,149488.174664115,211157.868872797,0.14263917397767883,0.27407049311680215,0.38713524583127357,CALI,2022-12-01,2022,12
Decil 10,1332309.4242525566,77800.6764282832,149488.174664115,211157.868872797,0.05839535096881148,0.11220229470941397,0.15849011125269147,CALI,2022-12-01,2022,12
Decil 1,57803.82476378628,79122.9412663222,155852.755710273,219698.027255374,1.3688184404692232,2.696236042288913,3.80075242690538,CALI,2023-01-01,2023,01
Decil 2,118803.74551322636,79122.9412663222,155852.755710273,219698.027255374,0.6659970266468871,1.3118505232052804,1.8492516907298613,CALI,2023-01-01,2023,01
Decil 3,154086.59805032695,79122.9412663222,155852.755710273,219698.027255374,0.5134965809322332,1.0114621108019348,1.4258087986576056,CALI,2023-01-01,2023,01
Decil 4,193688.80247853944,79122.9412663222,155852.755710273,219698.027255374,0.40850550085407733,0.8046554768055905,1.134283574703377,CALI,2023-01-01,2023,01
Decil 5,242773.18487033618,79122.9412663222,155852.755710273,219698.027255374,0.3259130175706239,0.6419685757037503,0.904951786057894,CALI,2023-01-01,2023,01
Decil 6,301451.7103022963,79122.9412663222,155852.755710273,219698.027255374,0.26247302158935365,0.5170073692863894,0.7288000689565185,CALI,2023-01-01,2023,01
Decil 7,344251.5921231706,79122.9412663222,155852.755710273,219698.027255374,0.2298404512186326,0.45272922268580257,0.6381903011701039,CALI,2023-01-01,2023,01
Decil 8,449425.00261271436,79122.9412663222,155852.755710273,219698.027255374,0.17605371487199006,0.3467825661772914,0.48884246754890864,CALI,2023-01-01,2023,01
Decil 9,530017.2134541998,79122.9412663222,155852.755710273,219698.027255374,0.14928371995819986,0.2940522529344995,0.41451111714574285,CALI,2023-01-01,2023,01
Decil 10,1697682.076297453,79122.9412663222,155852.755710273,219698.027255374,0.04660645380605348,0.09180326392452638,0.1294105830076988,CALI,2023-01-01,2023,01
Decil 1,67747.26330633298,79766.7406257229,158668.129277667,226053.975825131,1.177416425886333,2.342059612950222,3.336724832750544,CALI,2023-02-01,2023,02
Decil 2,128236.71806657505,79766.7406257229,158668.129277667,226053.975825131,0.6220273087799346,1.237306534898166,1.762786659182695,CALI,2023-02-01,2023,02
Decil 3,167670.83932969786,79766.7406257229,158668.129277667,226053.975825131,0.4757341285139891,0.946307240495597,1.348200896046283,CALI,2023-02-01,2023,02
Decil 4,205734.31304734282,79766.7406257229,158668.129277667,226053.975825131,0.3877172429052575,0.771228323207101,1.0987665230792703,CALI,2023-02-01,2023,02
Decil 5,243876.3430771612,79766.7406257229,158668.129277667,226053.975825131,0.3270786318149978,0.6506089408904464,0.9269204752410475,CALI,2023-02-01,2023,02
Decil 6,294368.5330463921,79766.7406257229,158668.129277667,226053.975825131,0.2709757724449161,0.5390118557701312,0.76792846533466,CALI,2023-02-01,2023,02
Decil 7,332842.1649450646,79766.7406257229,158668.129277667,226053.975825131,0.23965335232958948,0.47670681779111457,0.6791626771879731,CALI,2023-02-01,2023,02
Decil 8,440213.1088907795,79766.7406257229,158668.129277667,226053.975825131,0.1812002846228591,0.36043481230595037,0.5135103232039754,CALI,2023-02-01,2023,02
Decil 9,494041.4841608563,79766.7406257229,158668.129277667,226053.975825131,0.16145757630294755,0.32116357505315446,0.4575607172120175,CALI,2023-02-01,2023,02
Decil 10,1055521.9626135933,79766.7406257229,158668.129277667,226053.975825131,0.0755708961547435,0.15032195908532925,0.21416321387135845,CALI,2023-02-01,2023,02
Decil 1,58471.12357011472,81475.2850794849,164029.539147845,231755.943880052,1.3934277315842083,2.805308486182099,3.9635965538125073,CALI,2023-03-01,2023,03
Decil 2,121486.69842570997,81475.2850794849,164029.539147845,231755.943880052,0.6706518996341615,1.3501851747839728,1.9076651755564211,CALI,2023-03-01,2023,03
Decil 3,153367.7515750933,81475.2850794849,164029.539147845,231755.943880052,0.5312413088327257,1.0695177927775212,1.5111126133095687,CALI,2023-03-01,2023,03
Decil 4,197699.70268157803,81475.2850794849,164029.539147845,231755.943880052,0.41211637637468684,0.8296903683868289,1.1722624806033528,CALI,2023-03-01,2023,03
Decil 5,242597.8480434223,81475.2850794849,164029.539147845,231755.943880052,0.3358450445318943,0.6761376511406051,0.9553091494800492,CALI,2023-03-01,2023,03
Decil 6,311076.86144563346,81475.2850794849,164029.539147845,231755.943880052,0.2619136785065071,0.52729585346068,0.7450118366343222,CALI,2023-03-01,2023,03
Decil 7,355502.84812777827,81475.2850794849,164029.539147845,231755.943880052,0.22918321332323127,0.4614014768424244,0.6519102311010235,CALI,2023-03-01,2023,03
Decil 8,443058.9174626634,81475.2850794849,164029.539147845,231755.943880052,0.1838926649893032,0.37022060200755985,0.5230815468229055,CALI,2023-03-01,2023,03
Decil 9,520697.566500484,81475.2850794849,164029.539147845,231755.943880052,0.15647333561987975,0.31501883185331253,0.44508743422336805,CALI,2023-03-01,2023,03
Decil 10,1360350.4032168346,81475.2850794849,164029.539147845,231755.943880052,0.059892866490000994,0.12057888817466636,0.17036488784949547,CALI,2023-03-01,2023,03
Decil 1,77697.06282576596,83120.3293239807,165715.207931936,236320.096451139,1.0698001481777542,2.132837483233425,3.0415576581199972,CALI,2023-04-01,2023,04
Decil 2,130656.18797767693,83120.3293239807,165715.207931936,236320.096451139,0.6361759868440529,1.2683303446771999,1.8087172150737714,CALI,2023-04-01,2023,04
Decil 3,169173.29098971942,83120.3293239807,165715.207931936,236320.096451139,0.4913324605657277,0.9795589301505426,1.396911386357673,CALI,2023-04-01,2023,04
Decil 4,214580.5888154166,83120.3293239807,165715.207931936,236320.096451139,0.387361828872048,0.7722749240588819,1.1013116226203612,CALI,2023-04-01,2023,04
Decil 5,256827.39120846157,83120.3293239807,165715.207931936,236320.096451139,0.32364277397699226,0.645239618532076,0.9201514501205316,CALI,2023-04-01,2023,04
Decil 6,325170.07036073296,83120.3293239807,165715.207931936,236320.096451139,0.25562109462217647,0.5096262634137791,0.7267584503978896,CALI,2023-04-01,2023,04
Decil 7,372982.3918542353,83120.3293239807,165715.207931936,236320.096451139,0.22285322615568626,0.44429767075089943,0.6335958522768412,CALI,2023-04-01,2023,04
Decil 8,496325.1445109009,83120.3293239807,165715.207931936,236320.096451139,0.16747152596085146,0.33388436947968564,0.47613968194986067,CALI,2023-04-01,2023,04
Decil 9,546992.08291012,83120.3293239807,165715.207931936,236320.096451139,0.15195892577048278,0.3029572330376229,0.4320356799203808,CALI,2023-04-01,2023,04
Decil 10,1227763.9259294989,83120.3293239807,165715.207931936,236320.096451139,0.06770057954020199,0.1349731853430036,0.1924800781813401,CALI,2023-04-01,2023,04
Decil 1,81229.88056991059,82485.5548433497,164119.150399512,238700.110530611,1.0154582804336196,2.0204283109620316,2.9385751752419913,CALI,2023-05-01,2023,05
Decil 2,143407.75526427722,82485.5548433497,164119.150399512,238700.110530611,0.5751819676093682,1.1444231178227917,1.6644853696421469,CALI,2023-05-01,2023,05
Decil 3,182648.05792565455,82485.5548433497,164119.150399512,238700.110530611,0.4516092630830206,0.89855404028613,1.3068855658337852,CALI,2023-05-01,2023,05
Decil 4,227690.56520359957,82485.5548433497,164119.150399512,238700.110530611,0.3622704119057002,0.7207990820908965,1.0483531028928088,CALI,2023-05-01,2023,05
Decil 5,273955.3163762786,82485.5548433497,164119.150399512,238700.110530611,0.30109127260029334,0.5990726975858127,0.8713103789625151,CALI,2023-05-01,2023,05
Decil 6,327499.2530889142,82485.5548433497,164119.150399512,238700.110530611,0.25186486401224045,0.5011283196879676,0.7288569615937575,CALI,2023-05-01,2023,05
Decil 7,371914.00248010823,82485.5548433497,164119.150399512,238700.110530611,0.2217866342576371,0.4412825258126437,0.6418153361767492,CALI,2023-05-01,2023,05
Decil 8,472167.4754739102,82485.5548433497,164119.150399512,238700.110530611,0.17469554581361135,0.3475867333614775,0.505541196565964,CALI,2023-05-01,2023,05
Decil 9,525804.3618368172,82485.5548433497,164119.150399512,238700.110530611,0.1568749915942101,0.31212968607979363,0.45397133963809017,CALI,2023-05-01,2023,05
Decil 10,1320274.1530261189,82485.5548433497,164119.150399512,238700.110530611,0.06247608093689455,0.12430687219267653,0.18079586727006752,CALI,2023-05-01,2023,05
Decil 1,74527.47553515797,81450.5235655664,163053.692131321,240467.113302537,1.0928925605046493,2.187833291822708,3.2265565360401594,CALI,2023-06-01,2023,06
Decil 2,135276.59647284742,81450.5235655664,163053.692131321,240467.113302537,0.6021035839847957,1.2053355597547797,1.777595826420746,CALI,2023-06-01,2023,06
Decil 3,172271.71671812175,81450.5235655664,163053.692131321,240467.113302537,0.47280264640793696,0.9464913639777348,1.3958595054578775,CALI,2023-06-01,2023,06
Decil 4,216610.34780177675,81450.5235655664,163053.692131321,240467.113302537,0.37602323431059237,0.7527511671812364,1.1101367766723311,CALI,2023-06-01,2023,06
Decil 5,265238.8358918934,81450.5235655664,163053.692131321,240467.113302537,0.3070837017199252,0.6147429036288591,0.9066059745509781,CALI,2023-06-01,2023,06
Decil 6,321878.9579471574,81450.5235655664,163053.692131321,240467.113302537,0.25304705869881083,0.5065683484600115,0.7470731073449489,CALI,2023-06-01,2023,06
Decil 7,351590.343224534,81450.5235655664,163053.692131321,240467.113302537,0.23166314187858722,0.46376043959543856,0.6839411773860039,CALI,2023-06-01,2023,06
Decil 8,448969.94248943595,81450.5235655664,163053.692131321,240467.113302537,0.18141642871222474,0.36317284677728195,0.5355973541774349,CALI,2023-06-01,2023,06
Decil 9,541488.9677560158,81450.5235655664,163053.692131321,240467.113302537,0.15041954391629708,0.3011209864663203,0.4440849724031436,CALI,2023-06-01,2023,06
Decil 10,1166621.9935975596,81450.5235655664,163053.692131321,240467.113302537,0.06981740787724575,0.1397656593362394,0.2061225612256793,CALI,2023-06-01,2023,06
Decil 1,64273.745824725615,79646.7659058232,162107.288972331,238581.583733166,1.2391803975921953,2.5221385013781097,3.711960158410209,CALI,2023-07-01,2023,07
Decil 2,121230.08456423896,79646.7659058232,162107.288972331,238581.583733166,0.6569884545747301,1.337186966049104,1.9680064118634124,CALI,2023-07-01,2023,07
Decil 3,162267.76552401762,79646.7659058232,162107.288972331,238581.583733166,0.4908354142217759,0.9990110386300792,1.470295612703516,CALI,2023-07-01,2023,07
Decil 4,212160.44188873476,79646.7659058232,162107.288972331,238581.583733166,0.3754081825847303,0.7640787676024281,1.1245337802335815,CALI,2023-07-01,2023,07
Decil 5,256613.60668980007,79646.7659058232,162107.288972331,238581.583733166,0.31037623816301324,0.6317174333171262,0.9297308385582548,CALI,2023-07-01,2023,07
Decil 6,310122.3600116624,79646.7659058232,162107.288972331,238581.583733166,0.2568236805073585,0.5227204157940589,0.769314356192162,CALI,2023-07-01,2023,07
Decil 7,355573.3276989329,79646.7659058232,162107.288972331,238581.583733166,0.2239953328930814,0.4559039622611646,0.6709771660240363,CALI,2023-07-01,2023,07
Decil 8,470565.69706401735,79646.7659058232,162107.288972331,238581.583733166,0.16925748392362688,0.34449448819529527,0.5070101480446598,CALI,2023-07-01,2023,07
Decil 9,569491.5440168411,79646.7659058232,162107.288972331,238581.583733166,0.13985592366138427,0.2846526707471835,0.41893788632989887,CALI,2023-07-01,2023,07
Decil 10,1332435.4457897097,79646.7659058232,162107.288972331,238581.583733166,0.059775328071235784,0.12166239609173188,0.17905676743068263,CALI,2023-07-01,2023,07
Decil 1,72916.77501124034,77756.7387518329,164642.865135808,238259.527155361,1.0663765469584532,2.257955938265616,3.2675543744033186,CALI,2023-08-01,2023,08
Decil 2,149518.86307448064,77756.7387518329,164642.865135808,238259.527155361,0.5200463483533815,1.1011511307024424,1.5935081517886842,CALI,2023-08-01,2023,08
Decil 3,189748.53800248491,77756.7387518329,164642.865135808,238259.527155361,0.40978834182540375,0.8676897691493775,1.2556593566599221,CALI,2023-08-01,2023,08
Decil 4,233760.95017018184,77756.7387518329,164642.865135808,238259.527155361,0.33263356730550897,0.7043215088574258,1.0192443476205248,CALI,2023-08-01,2023,08
Decil 5,282649.7232833435,77756.7387518329,164642.865135808,238259.527155361,0.27509929197378097,0.5824978819128758,0.8429497980315256,CALI,2023-08-01,2023,08
Decil 6,336685.212709288,77756.7387518329,164642.865135808,238259.527155361,0.2309478878686966,0.4890112749857222,0.7076625826186402,CALI,2023-08-01,2023,08
Decil 7,381132.90058032016,77756.7387518329,164642.865135808,238259.527155361,0.20401476396668727,0.43198281986446113,0.6251350297824788,CALI,2023-08-01,2023,08
Decil 8,489914.1097794216,77756.7387518329,164642.865135808,238259.527155361,0.15871504249355467,0.33606475471779457,0.4863291797467003,CALI,2023-08-01,2023,08
Decil 9,613686.8116587745,77756.7387518329,164642.865135808,238259.527155361,0.1267042688136952,0.2682848352089952,0.3882428669297188,CALI,2023-08-01,2023,08
Decil 10,1520293.6143626475,77756.7387518329,164642.865135808,238259.527155361,0.05114586946708373,0.10829675503493529,0.15671941584471266,CALI,2023-08-01,2023,08
Decil 1,66234.75387497076,74395.555326555,166647.395917111,233899.937498794,1.1232102631043082,2.516011401381305,3.531377770955705,CALI,2023-09-01,2023,09
Decil 2,133122.94277075373,74395.555326555,166647.395917111,233899.937498794,0.5588484883080517,1.2518307697275632,1.7570219875741835,CALI,2023-09-01,2023,09
Decil 3,170578.46914777256,74395.555326555,166647.395917111,233899.937498794,0.4361368448095635,0.9769544582601684,1.3712160665257576,CALI,2023-09-01,2023,09
Decil 4,231422.44857543244,74395.555326555,166647.395917111,233899.937498794,0.32147078118182504,0.7201003919150568,1.010705482284075,CALI,2023-09-01,2023,09
