Demo_Group,cost_day,Cost_1000kcal,Sex,ciudad,fecha,escenario,person,per_capita
lactantes 31 a 50 años,11020.103198548893,4938.366845971756,1,CALI,2024-06-01,price_serving_from_precio_100g,NA,11020.103198548893
> 70 años,8887.575669725902,4876.818555129872,0,CALI,2024-06-01,price_serving_from_precio_100g,NA,8887.575669725902
1 a 3 años,5078.839908350638,4825.688909514412,0,CALI,2024-06-01,price_serving_from_precio_100g,NA,5078.839908350638
14 a 18 años,12391.21951729556,4975.29497109727,0,CALI,2024-06-01,price_serving_from_precio_100g,NA,12391.21951729556
19 a 30 años,12902.374395444998,5005.17254042935,0,CALI,2024-06-01,price_serving_from_precio_100g,NA,12902.374395444998
31 a 50 años,12222.198327235252,5005.172540429349,0,CALI,2024-06-01,price_serving_from_precio_100g,1,12222.198327235252
4 a 8 años,6501.388865482122,4895.179424004041,0,CALI,2024-06-01,price_serving_from_precio_100g,NA,6501.388865482122
51 a 70 años,9935.387154547201,5005.17254042935,0,CALI,2024-06-01,price_serving_from_precio_100g,NA,9935.387154547201
9 a 13 años,8851.109706612988,4974.078131962344,0,CALI,2024-06-01,price_serving_from_precio_100g,NA,8851.109706612988
> 70 años,7198.462566180859,4916.050117894977,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,7198.462566180859
1 a 3 años,5009.369368819402,4712.948536807081,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,5009.369368819402
14 a 18 años,9430.703928394692,4977.913185096452,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,9430.703928394692
19 a 30 años,9068.678053555348,4977.913185096453,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,9068.678053555348
31 a 50 años,8553.868990179224,4977.91318509645,1,CALI,2024-07-01,price_serving_from_precio_100g,2,8553.868990179224
4 a 8 años,6005.257484476999,4933.1673752094375,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,6005.257484476999
51 a 70 años,7771.450072016778,4977.913185096452,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,7771.450072016778
9 a 13 años,8054.552830219443,5014.765460808529,1,CALI,2024-07-01,price_serving_from_precio_100g,3,8054.552830219443
gestantes < 18 años,10515.033992842038,4816.980619028902,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,10515.033992842038
gestantes 19 a 30 años,11646.874205237795,5044.955393078362,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,11646.874205237795
gestantes 31 a 50 años,11110.986213104774,5044.955393078361,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,11110.986213104774
lactantes < 18 años,10860.130722734002,4893.224329259358,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,10860.130722734002
lactantes 19 a 30 años,11692.085049284591,5001.272422228579,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,11692.085049284591
lactantes 31 a 50 años,11160.478744500859,5001.272422228579,1,CALI,2024-07-01,price_serving_from_precio_100g,NA,11160.478744500859
> 70 años,8959.071764726132,4916.050117894975,0,CALI,2024-07-01,price_serving_from_precio_100g,NA,8959.071764726132
1 a 3 años,5119.346754383147,4864.176721925488,0,CALI,2024-07-01,price_serving_from_precio_100g,NA,5119.346754383147
14 a 18 años,12507.363873344188,5021.928995275723,0,CALI,2024-07-01,price_serving_from_precio_100g,NA,12507.363873344188
19 a 30 años,13020.789036302369,5051.108713930356,0,CALI,2024-07-01,price_serving_from_precio_100g,NA,13020.789036302369
31 a 50 años,12334.37048881181,5051.108713930356,0,CALI,2024-07-01,price_serving_from_precio_100g,1,12334.37048881181
4 a 8 años,6551.8414478283785,4933.167375209439,0,CALI,2024-07-01,price_serving_from_precio_100g,NA,6551.8414478283785
51 a 70 años,10026.571557171572,5051.108713930356,0,CALI,2024-07-01,price_serving_from_precio_100g,NA,10026.571557171572
9 a 13 años,8923.510662475044,5014.7654608085295,0,CALI,2024-07-01,price_serving_from_precio_100g,NA,8923.510662475044
> 70 años,7086.624801119638,4839.672689651154,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,7086.624801119638
1 a 3 años,4916.074944242149,4625.1746496306905,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,4916.074944242149
14 a 18 años,9279.488164415929,4898.095289102716,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,9279.488164415929
19 a 30 años,8923.267160523608,4898.095289102717,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,8923.267160523608
31 a 50 años,8416.712756228364,4898.0952891027155,1,CALI,2024-08-01,price_serving_from_precio_100g,2,8416.712756228364
4 a 8 años,5912.728406352739,4857.157074128974,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,5912.728406352739
51 a 70 años,7646.839463011807,4898.095289102716,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,7646.839463011807
9 a 13 años,7928.891976466022,4936.528999708652,1,CALI,2024-08-01,price_serving_from_precio_100g,3,7928.891976466022
gestantes < 18 años,10310.675344176763,4723.3630757454775,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,10310.675344176763
gestantes 19 a 30 años,11431.976495211351,4951.870386573309,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,11431.976495211351
gestantes 31 a 50 años,10905.976229202157,4951.870386573308,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,10905.976229202157
lactantes < 18 años,10651.68463504412,4799.3052509661375,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,10651.68463504412
lactantes 19 a 30 años,11476.779234289816,4909.175672133119,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,11476.779234289816
lactantes 31 a 50 años,10954.962280868596,4909.175672133119,1,CALI,2024-08-01,price_serving_from_precio_100g,NA,10954.962280868596
> 70 años,8819.880575777343,4839.672689651151,0,CALI,2024-08-01,price_serving_from_precio_100g,NA,8819.880575777343
1 a 3 años,5039.492623495784,4788.302860816289,0,CALI,2024-08-01,price_serving_from_precio_100g,NA,5039.492623495784
14 a 18 años,12300.658191339258,4938.932988406431,0,CALI,2024-08-01,price_serving_from_precio_100g,NA,12300.658191339258
19 a 30 años,12809.423984329238,4969.1146156568,0,CALI,2024-08-01,price_serving_from_precio_100g,NA,12809.423984329238
31 a 50 años,12134.147994448756,4969.114615656799,0,CALI,2024-08-01,price_serving_from_precio_100g,1,12134.147994448756
4 a 8 años,6450.890597552443,4857.157074128976,0,CALI,2024-08-01,price_serving_from_precio_100g,NA,6450.890597552443
51 a 70 años,9863.811311814297,4969.1146156568,0,CALI,2024-08-01,price_serving_from_precio_100g,NA,9863.811311814297
9 a 13 años,8784.293006081098,4936.528999708652,0,CALI,2024-08-01,price_serving_from_precio_100g,NA,8784.293006081098
> 70 años,6996.74376709654,4778.290184172598,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,6996.74376709654
1 a 3 años,4841.30818711551,4554.832086992941,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,4841.30818711551
14 a 18 años,9158.698945417678,4834.33777424123,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,9158.698945417678
19 a 30 años,8807.114798223545,4834.337774241231,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,8807.114798223545
31 a 50 años,8307.154110067686,4834.3377742412295,1,CALI,2024-09-01,price_serving_from_precio_100g,2,8307.154110067686
4 a 8 años,5841.075811475804,4798.296276850974,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,5841.075811475804
51 a 70 años,7547.302101664212,4834.33777424123,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,7547.302101664212
9 a 13 años,7828.344086538799,4873.927872595494,1,CALI,2024-09-01,price_serving_from_precio_100g,3,7828.344086538799
gestantes < 18 años,10146.811904758111,4648.296555524584,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,10146.811904758111
gestantes 19 a 30 años,11258.254312022373,4876.620954877512,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,11258.254312022373
gestantes 31 a 50 años,10740.247232021511,4876.620954877511,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,10740.247232021511
lactantes < 18 años,10483.490495263053,4723.522401032967,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,10483.490495263053
lactantes 19 a 30 años,11302.452958332075,4834.607860426121,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,11302.452958332075
lactantes 31 a 50 años,10788.562131602368,4834.60786042612,1,CALI,2024-09-01,price_serving_from_precio_100g,NA,10788.562131602368
> 70 años,8708.016323279333,4778.290184172595,0,CALI,2024-09-01,price_serving_from_precio_100g,NA,8708.016323279333
1 a 3 años,4977.951607851638,4729.82931133781,0,CALI,2024-09-01,price_serving_from_precio_100g,NA,4977.951607851638
14 a 18 años,12131.748192413694,4871.112620358766,0,CALI,2024-09-01,price_serving_from_precio_100g,NA,12131.748192413694
19 a 30 años,12636.26323575305,4901.940977899109,0,CALI,2024-09-01,price_serving_from_precio_100g,NA,12636.26323575305
31 a 50 años,11970.115782491099,4901.940977899109,0,CALI,2024-09-01,price_serving_from_precio_100g,1,11970.115782491099
4 a 8 años,6372.716357368295,4798.296276850976,0,CALI,2024-09-01,price_serving_from_precio_100g,NA,6372.716357368295
51 a 70 años,9730.470034903048,4901.940977899109,0,CALI,2024-09-01,price_serving_from_precio_100g,NA,9730.470034903048
9 a 13 años,8672.897601920531,4873.927872595494,0,CALI,2024-09-01,price_serving_from_precio_100g,NA,8672.897601920531
> 70 años,6846.446729273826,4675.6477429964925,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,6846.446729273826
1 a 3 años,4725.341696228024,4445.727714105455,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,4725.341696228024
14 a 18 años,8952.38969860611,4725.439273375513,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,8952.38969860611
19 a 30 años,8608.725351050636,4725.439273375513,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,8608.725351050636
31 a 50 años,8120.026798884129,4725.439273375511,1,CALI,2024-10-01,price_serving_from_precio_100g,2,8120.026798884129
4 a 8 años,5718.4773643020635,4697.5847484257265,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,5718.4773643020635
51 a 70 años,7377.291249540643,4725.439273375513,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,7377.291249540643
9 a 13 años,7658.951765221911,4768.464195073999,1,CALI,2024-10-01,price_serving_from_precio_100g,3,7658.951765221911
gestantes < 18 años,9894.379635095229,4532.656287370307,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,9894.379635095229
gestantes 19 a 30 años,10994.95115178408,4762.568662833233,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,10994.95115178408
gestantes 31 a 50 años,10489.058996300813,4762.568662833233,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,10489.058996300813
lactantes < 18 años,10228.53047804634,4608.645647604798,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,10228.53047804634
lactantes 19 a 30 años,11038.947081311237,4721.893603705921,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,11038.947081311237
lactantes 31 a 50 años,10537.037127538013,4721.893603705921,1,CALI,2024-10-01,price_serving_from_precio_100g,NA,10537.037127538013
> 70 años,8520.95944335534,4675.64774299649,0,CALI,2024-10-01,price_serving_from_precio_100g,NA,8520.95944335534
1 a 3 años,4873.41063911638,4630.499109457228,0,CALI,2024-10-01,price_serving_from_precio_100g,NA,4873.41063911638
14 a 18 años,11850.750846699957,4758.287189490573,0,CALI,2024-10-01,price_serving_from_precio_100g,NA,11850.750846699957
19 a 30 años,12351.409426094213,4791.438645348254,0,CALI,2024-10-01,price_serving_from_precio_100g,NA,12351.409426094213
31 a 50 años,11700.278646378545,4791.438645348254,0,CALI,2024-10-01,price_serving_from_precio_100g,1,11700.278646378545
4 a 8 años,6238.95929704097,4697.584748425728,0,CALI,2024-10-01,price_serving_from_precio_100g,NA,6238.95929704097
51 a 70 años,9511.120262941124,4791.438645348254,0,CALI,2024-10-01,price_serving_from_precio_100g,NA,9511.120262941124
9 a 13 años,8485.23054984764,4768.464195074,0,CALI,2024-10-01,price_serving_from_precio_100g,NA,8485.23054984764
> 70 años,6816.602911851342,4655.266487859108,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,6816.602911851342
1 a 3 años,4695.321918191029,4417.484304894032,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,4695.321918191029
14 a 18 años,8912.038773462717,4704.140396448906,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,8912.038773462717
19 a 30 años,8569.923417274858,4704.140396448908,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,8569.923417274858
31 a 50 años,8083.427566214986,4704.1403964489045,1,CALI,2024-11-01,price_serving_from_precio_100g,2,8083.427566214986
4 a 8 años,5687.510523230154,4672.146270478009,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,5687.510523230154
51 a 70 años,7344.039733800932,4704.140396448907,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,7344.039733800932
9 a 13 años,7624.769968153539,4747.182604532594,1,CALI,2024-11-01,price_serving_from_precio_100g,3,7624.769968153539
gestantes < 18 años,9827.947101929842,4502.223268803891,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,9827.947101929842
gestantes 19 a 30 años,10926.855447902231,4733.072354854763,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,10926.855447902231
gestantes 31 a 50 años,10424.096465267154,4733.072354854762,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,10424.096465267154
lactantes < 18 años,10161.63094505528,4578.502877613762,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,10161.63094505528
lactantes 19 a 30 años,10971.13662955263,4692.887781314992,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,10971.13662955263
lactantes 31 a 50 años,10472.309826777122,4692.887781314992,1,CALI,2024-11-01,price_serving_from_precio_100g,NA,10472.309826777122
> 70 años,8483.816386825802,4655.266487859106,0,CALI,2024-11-01,price_serving_from_precio_100g,NA,8483.816386825802
1 a 3 años,4845.4736158903,4603.954586381145,0,CALI,2024-11-01,price_serving_from_precio_100g,NA,4845.4736158903
14 a 18 años,11802.631271648896,4738.966324467666,0,CALI,2024-11-01,price_serving_from_precio_100g,NA,11802.631271648896
19 a 30 años,12301.88845303043,4772.228149128141,0,CALI,2024-11-01,price_serving_from_precio_100g,NA,12301.88845303043
31 a 50 años,11653.368276582041,4772.228149128139,0,CALI,2024-11-01,price_serving_from_precio_100g,1,11653.368276582041
4 a 8 años,6205.173929241554,4672.146270478011,0,CALI,2024-11-01,price_serving_from_precio_100g,NA,6205.173929241554
51 a 70 años,9472.986968666832,4772.22814912814,0,CALI,2024-11-01,price_serving_from_precio_100g,NA,9472.986968666832
9 a 13 años,8447.361081854608,4747.182604532594,0,CALI,2024-11-01,price_serving_from_precio_100g,NA,8447.361081854608
> 70 años,6805.590489308232,4647.745767893749,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,6805.590489308232
1 a 3 años,4684.638270038678,4407.432843278764,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,4684.638270038678
14 a 18 años,8897.643259964578,4696.541852693031,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,8897.643259964578
19 a 30 años,8556.080518767869,4696.541852693032,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,8556.080518767869
31 a 50 años,8070.370498848181,4696.541852693029,1,CALI,2024-12-01,price_serving_from_precio_100g,2,8070.370498848181
4 a 8 años,5674.462198277765,4661.427401033586,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,5674.462198277765
51 a 70 años,7332.176991076605,4696.54185269303,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,7332.176991076605
9 a 13 años,7611.990794438957,4739.226289599613,1,CALI,2024-12-01,price_serving_from_precio_100g,3,7611.990794438957
gestantes < 18 años,9804.753491076795,4491.598179618209,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,9804.753491076795
gestantes 19 a 30 años,10902.280366496028,4722.4274223783905,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,10902.280366496028
gestantes 31 a 50 años,10400.652115660678,4722.42742237839,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,10400.652115660678
lactantes < 18 años,10138.15735124643,4567.926433991388,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,10138.15735124643
lactantes 19 a 30 años,10946.77058549283,4682.465241307678,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,10946.77058549283
lactantes 31 a 50 años,10449.05163838124,4682.465241307678,1,CALI,2024-12-01,price_serving_from_precio_100g,NA,10449.05163838124
> 70 años,8470.110531865781,4647.745767893746,0,CALI,2024-12-01,price_serving_from_precio_100g,NA,8470.110531865781
1 a 3 años,4833.595849254337,4592.668858191382,0,CALI,2024-12-01,price_serving_from_precio_100g,NA,4833.595849254337
14 a 18 años,11787.813215758022,4733.0166115397005,0,CALI,2024-12-01,price_serving_from_precio_100g,NA,11787.813215758022
19 a 30 años,12286.085333120447,4766.097700622904,0,CALI,2024-12-01,price_serving_from_precio_100g,NA,12286.085333120447
31 a 50 años,11638.398251700648,4766.097700622903,0,CALI,2024-12-01,price_serving_from_precio_100g,1,11638.398251700648
4 a 8 años,6190.937977416212,4661.427401033587,0,CALI,2024-12-01,price_serving_from_precio_100g,NA,6190.937977416212
51 a 70 años,9460.817881819466,4766.097700622905,0,CALI,2024-12-01,price_serving_from_precio_100g,NA,9460.817881819466
9 a 13 años,8433.203239041553,4739.226289599614,0,CALI,2024-12-01,price_serving_from_precio_100g,NA,8433.203239041553
> 70 años,6817.896155413569,4656.149683417619,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,6817.896155413569
1 a 3 años,4689.849582536642,4412.335785306757,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,4689.849582536642
14 a 18 años,8914.107318688331,4705.232259647109,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,8914.107318688331
19 a 30 años,8571.912555183624,4705.2322596471095,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,8571.912555183624
31 a 50 años,8085.3037851053805,4705.232259647107,1,CALI,2025-01-01,price_serving_from_precio_100g,2,8085.3037851053805
4 a 8 años,5683.014657901717,4668.45303064293,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,5683.014657901717
51 a 70 años,7345.744335712372,4705.232259647109,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,7345.744335712372
9 a 13 años,7625.258936799917,4747.487036464566,1,CALI,2025-01-01,price_serving_from_precio_100g,3,7625.258936799917
gestantes < 18 años,9813.78442654148,4495.735288555252,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,9813.78442654148
gestantes 19 a 30 años,10911.119795627439,4726.256305981185,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,10911.119795627439
gestantes 31 a 50 años,10409.08483103822,4726.256305981185,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,10409.08483103822
lactantes < 18 años,10146.582714946811,4571.722630896758,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,10146.582714946811
lactantes 19 a 30 años,10955.98891492035,4686.408368350507,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,10955.98891492035
lactantes 31 a 50 años,10457.85083623192,4686.408368350507,1,CALI,2025-01-01,price_serving_from_precio_100g,NA,10457.85083623192
> 70 años,8485.42593355564,4656.149683417616,0,CALI,2025-01-01,price_serving_from_precio_100g,NA,8485.42593355564
1 a 3 años,4840.491665008786,4599.220957136968,0,CALI,2025-01-01,price_serving_from_precio_100g,NA,4840.491665008786
14 a 18 años,11810.198701187821,4742.004781988057,0,CALI,2025-01-01,price_serving_from_precio_100g,NA,11810.198701187821
19 a 30 años,12308.481381619573,4774.785720635835,0,CALI,2025-01-01,price_serving_from_precio_100g,NA,12308.481381619573
31 a 50 años,11659.613644938605,4774.785720635834,0,CALI,2025-01-01,price_serving_from_precio_100g,1,11659.613644938605
4 a 8 años,6200.2688611609865,4668.4530306429315,0,CALI,2025-01-01,price_serving_from_precio_100g,NA,6200.2688611609865
51 a 70 años,9478.06380925507,4774.785720635836,0,CALI,2025-01-01,price_serving_from_precio_100g,NA,9478.06380925507
9 a 13 años,8447.902802422037,4747.487036464567,0,CALI,2025-01-01,price_serving_from_precio_100g,NA,8447.902802422037
> 70 años,6684.832310781366,4565.27631662886,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,6684.832310781366
1 a 3 años,4593.531711959092,4321.717359356303,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,4593.531711959092
14 a 18 años,8728.86537101595,4607.453945244203,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,8728.86537101595
19 a 30 años,8393.781675642766,4607.453945244204,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,8393.781675642766
31 a 50 años,7917.285006877771,4607.4539452442,1,CALI,2025-02-01,price_serving_from_precio_100g,2,7917.285006877771
4 a 8 años,5580.773306639346,4584.464342439532,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,5580.773306639346
51 a 70 años,7193.094166805616,4607.453945244203,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,7193.094166805616
9 a 13 años,7475.21215224569,4654.067892217993,1,CALI,2025-02-01,price_serving_from_precio_100g,3,7475.21215224569
gestantes < 18 años,9603.746542082397,4399.516063834725,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,9603.746542082397
gestantes 19 a 30 años,10692.485590210646,4631.552800620681,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,10692.485590210646
gestantes 31 a 50 años,10200.510272809832,4631.552800620681,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,10200.510272809832
lactantes < 18 años,9935.15053557533,4476.45811608543,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,9935.15053557533
lactantes 19 a 30 años,10737.236341105348,4592.837272168698,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,10737.236341105348
lactantes 31 a 50 años,10249.044328233025,4592.837272168697,1,CALI,2025-02-01,price_serving_from_precio_100g,NA,10249.044328233025
> 70 años,8319.817163295304,4565.276316628857,0,CALI,2025-02-01,price_serving_from_precio_100g,NA,8319.817163295304
1 a 3 años,4754.958454016682,4517.9510854481405,0,CALI,2025-02-01,price_serving_from_precio_100g,NA,4754.958454016682
14 a 18 años,11551.060700365142,4637.956266786329,0,CALI,2025-02-01,price_serving_from_precio_100g,NA,11551.060700365142
19 a 30 años,12047.700538991363,4673.62192918257,0,CALI,2025-02-01,price_serving_from_precio_100g,NA,12047.700538991363
31 a 50 años,11412.580418273694,4673.621929182569,0,CALI,2025-02-01,price_serving_from_precio_100g,1,11412.580418273694
4 a 8 años,6088.721750214563,4584.464342439533,0,CALI,2025-02-01,price_serving_from_precio_100g,NA,6088.721750214563
51 a 70 años,9277.251264634211,4673.62192918257,0,CALI,2025-02-01,price_serving_from_precio_100g,NA,9277.251264634211
9 a 13 años,8281.668362092061,4654.067892217993,0,CALI,2025-02-01,price_serving_from_precio_100g,NA,8281.668362092061
> 70 años,6710.111104310735,4582.539977413058,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,6710.111104310735
1 a 3 años,4609.626620481042,4336.859879299176,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,4609.626620481042
14 a 18 años,8760.104030551951,4623.942993821033,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,8760.104030551951
19 a 30 años,8423.821145475304,4623.942993821033,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,8423.821145475304
31 a 50 años,7945.619201560229,4623.9429938210305,1,CALI,2025-03-01,price_serving_from_precio_100g,2,7945.619201560229
4 a 8 años,5604.637903748819,4604.068506322144,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,5604.637903748819
51 a 70 años,7218.836644222367,4623.942993821033,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,7218.836644222367
9 a 13 años,7504.196195455334,4672.113360646355,1,CALI,2025-03-01,price_serving_from_precio_100g,3,7504.196195455334
gestantes < 18 años,9637.210047085211,4414.845834062103,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,9637.210047085211
gestantes 19 a 30 años,10735.629891526018,4650.241168998842,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,10735.629891526018
gestantes 31 a 50 años,10241.669448108001,4650.241168998842,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,10241.669448108001
lactantes < 18 años,9971.892743806733,4493.012969044267,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,9971.892743806733
lactantes 19 a 30 años,10780.106677491407,4611.174996380889,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,10780.106677491407
lactantes 31 a 50 años,10289.965470697303,4611.174996380889,1,CALI,2025-03-01,price_serving_from_precio_100g,NA,10289.965470697303
> 70 años,8351.278676538328,4582.5399774130565,0,CALI,2025-03-01,price_serving_from_precio_100g,NA,8351.278676538328
1 a 3 años,4775.401718064332,4537.375370200021,0,CALI,2025-03-01,price_serving_from_precio_100g,NA,4775.401718064332
14 a 18 años,11589.321375901814,4653.318608347842,0,CALI,2025-03-01,price_serving_from_precio_100g,NA,11589.321375901814
19 a 30 años,12090.098381305132,4690.069174442888,0,CALI,2025-03-01,price_serving_from_precio_100g,NA,12090.098381305132
31 a 50 años,11452.743168285713,4690.069174442887,0,CALI,2025-03-01,price_serving_from_precio_100g,1,11452.743168285713
4 a 8 años,6114.758445041011,4604.068506322145,0,CALI,2025-03-01,price_serving_from_precio_100g,NA,6114.758445041011
51 a 70 años,9309.899439690536,4690.069174442888,0,CALI,2025-03-01,price_serving_from_precio_100g,NA,9309.899439690536
9 a 13 años,8313.779321455631,4672.113360646355,0,CALI,2025-03-01,price_serving_from_precio_100g,NA,8313.779321455631
> 70 años,6815.856878189808,4654.7569986680455,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,6815.856878189808
1 a 3 años,4680.7100510356795,4403.737069891065,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,4680.7100510356795
14 a 18 años,8902.023492189583,4698.853919312044,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,8902.023492189583
19 a 30 años,8560.292602632444,4698.853919312045,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,8560.292602632444
31 a 50 años,8074.3434719033985,4698.853919312041,1,CALI,2025-04-01,price_serving_from_precio_100g,2,8074.3434719033985
4 a 8 años,5690.439323651249,4674.55220606415,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,5690.439323651249
51 a 70 años,7335.786557902044,4698.853919312043,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,7335.786557902044
9 a 13 años,7622.688877324561,4745.886917158019,1,CALI,2025-04-01,price_serving_from_precio_100g,3,7622.688877324561
gestantes < 18 años,9786.649901233013,4483.304850136658,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,9786.649901233013
gestantes 19 a 30 años,10896.636269559864,4719.982627596942,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,10896.636269559864
gestantes 31 a 50 años,10395.267711043774,4719.982627596941,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,10395.267711043774
lactantes < 18 años,10123.755019669725,4561.437208302634,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,10123.755019669725
lactantes 19 a 30 años,10941.661756342586,4680.279947048247,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,10941.661756342586
lactantes 31 a 50 años,10444.175093359521,4680.279947048247,1,CALI,2025-04-01,price_serving_from_precio_100g,NA,10444.175093359521
> 70 años,8482.887887295361,4654.756998668044,0,CALI,2025-04-01,price_serving_from_precio_100g,NA,8482.887887295361
1 a 3 años,4847.8552025789295,4606.217464652121,0,CALI,2025-04-01,price_serving_from_precio_100g,NA,4847.8552025789295
14 a 18 años,11779.577602806907,4729.709866497988,0,CALI,2025-04-01,price_serving_from_precio_100g,NA,11779.577602806907
19 a 30 años,12285.060341647599,4765.700079300128,0,CALI,2025-04-01,price_serving_from_precio_100g,NA,12285.060341647599
