Demo_Group,cost_day,Cost_1000kcal,Sex,ciudad,fecha,escenario,person,per_capita
> 70 años,1575.176642761602,983.8742128458952,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,1575.176642761602
1 a 3 años,1079.457627440791,944.5573699828388,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,1079.457627440791
14 a 18 años,2057.222502508002,996.8960255267191,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,2057.222502508002
19 a 30 años,1978.2498423688962,996.8960255267192,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,1978.2498423688962
31 a 50 años,1865.9489157664098,996.8960255267186,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,2,1865.9489157664098
4 a 8 años,1313.180489154388,992.7510839098396,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,1313.180489154388
51 a 70 años,1695.2713272159506,996.896025526719,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,1695.2713272159506
9 a 13 años,1762.6988436167499,1001.982950852077,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,3,1762.6988436167499
gestantes < 18 años,2259.0146605692753,962.3297323850836,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,2259.0146605692753
gestantes 19 a 30 años,2522.36489606458,999.6103131915679,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,2522.36489606458
gestantes 31 a 50 años,2406.307571518997,999.610313191568,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,2406.307571518997
lactantes < 18 años,2339.7522028257326,973.6571259589075,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,2339.7522028257326
lactantes 19 a 30 años,2532.1151377292103,991.678409072889,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,2532.1151377292103
lactantes 31 a 50 años,2416.9869663225595,991.6784090728895,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,2416.9869663225595
> 70 años,1960.4353644793273,983.8742128458946,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,1960.4353644793273
1 a 3 años,1117.8293964255015,980.9314846660095,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,1117.8293964255015
14 a 18 años,2726.187307856847,999.8767487789462,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,2726.187307856847
19 a 30 años,2844.668465941078,1003.7243518077437,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,2844.668465941078
31 a 50 años,2694.705726276111,1003.7243518077435,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,1,2694.705726276111
4 a 8 años,1432.7029905980078,992.7510839098398,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,1432.7029905980078
51 a 70 años,2190.5179364066735,1003.7243518077437,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,2190.5179364066735
9 a 13 años,1952.8659451747558,1001.982950852077,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,1952.8659451747558
> 70 años,1614.3220958076136,1008.3249320583243,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,1614.3220958076136
1 a 3 años,1102.6437812846,964.8459407780155,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,1102.6437812846
14 a 18 años,2104.802473859258,1019.9524933015547,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2104.802473859258
19 a 30 años,2024.0033137171772,1019.9524933015547,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2024.0033137171772
31 a 50 años,1909.1050623897513,1019.9524933015542,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,2,1909.1050623897513
4 a 8 años,1343.159152735115,1015.4146484462725,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,1343.159152735115
51 a 70 años,1734.4799986567916,1019.9524933015547,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,1734.4799986567916
9 a 13 años,1805.5907641190838,1026.3642983682869,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,3,1805.5907641190838
gestantes < 18 años,2304.970060317301,981.9065188101981,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2304.970060317301
gestantes 19 a 30 años,2580.082197297208,1022.4836134233209,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2580.082197297208
gestantes 31 a 50 años,2461.369223851856,1022.483613423321,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2461.369223851856
lactantes < 18 años,2390.269298564393,994.6791513636887,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2390.269298564393
lactantes 19 a 30 años,2590.6386341033503,1014.5985705272129,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2590.6386341033503
lactantes 31 a 50 años,2472.8495635055506,1014.5985705272129,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2472.8495635055506
> 70 años,2009.1550625923096,1008.3249320583236,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2009.1550625923096
1 a 3 años,1142.91360365707,1002.9436886034038,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,1142.91360365707
14 a 18 años,2791.84647282958,1023.9583928432668,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2791.84647282958
19 a 30 años,2915.790324554404,1028.819276678859,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2915.790324554404
31 a 50 años,2762.0782450646325,1028.819276678859,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,1,2762.0782450646325
4 a 8 años,1465.410239388992,1015.414648446273,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,1465.410239388992
51 a 70 años,2245.284848202678,1028.8192766788593,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2245.284848202678
9 a 13 años,2000.3852200500291,1026.3642983682869,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,2000.3852200500291
> 70 años,1608.4306774923425,1004.6450815576713,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,1608.4306774923425
1 a 3 años,1098.9078996159194,961.5769337564966,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,1098.9078996159194
14 a 18 años,2095.7654294280555,1015.5732909231094,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2095.7654294280555
19 a 30 años,2015.3131833595166,1015.5732909231094,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2015.3131833595166
31 a 50 años,1900.90825176884,1015.573290923109,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,2,1900.90825176884
4 a 8 años,1338.4330648089767,1011.8417740774581,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,1338.4330648089767
51 a 70 años,1727.0329469702008,1015.5732909231092,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,1727.0329469702008
9 a 13 años,1798.5794452592938,1022.3788064699188,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,3,1798.5794452592938
gestantes < 18 años,2296.305810552096,978.2155887319637,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2296.305810552096
gestantes 19 a 30 años,2571.2218228696756,1018.9722572074462,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2571.2218228696756
gestantes 31 a 50 años,2452.916526898798,1018.9722572074462,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2452.916526898798
lactantes < 18 años,2381.8468575365637,991.1742632328811,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2381.8468575365637
lactantes 19 a 30 años,2582.0026628987366,1011.2163759115798,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2582.0026628987366
lactantes 31 a 50 años,2464.6062456831996,1011.2163759115798,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2464.6062456831996
> 70 años,2001.822713636227,1004.6450815576707,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2001.822713636227
1 a 3 años,1139.100829706469,999.5978560246411,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,1139.100829706469
14 a 18 años,2779.4596610840636,1019.4153135690915,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2779.4596610840636
19 a 30 años,2903.708457343486,1024.5562616807672,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2903.708457343486
31 a 50 años,2750.6332991431054,1024.556261680767,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,1,2750.6332991431054
4 a 8 años,1460.2539944085572,1011.8417740774584,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,1460.2539944085572
51 a 70 años,2235.9812871207205,1024.556261680767,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,2235.9812871207205
9 a 13 años,1992.6174916705452,1022.3788064699188,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,1992.6174916705452
> 70 años,1616.7573916166843,1009.8460470127688,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,1616.7573916166843
1 a 3 años,1107.0884805552769,968.7351841783595,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,1107.0884805552769
14 a 18 años,2106.9298092547037,1020.9833648762611,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2106.9298092547037
19 a 30 años,2026.0489849586575,1020.9833648762614,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2026.0489849586575
31 a 50 años,1911.034605338929,1020.9833648762609,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,2,1911.034605338929
4 a 8 años,1344.9869980013789,1016.7964808632859,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,1344.9869980013789
51 a 70 años,1736.2330470970423,1020.9833648762611,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,1736.2330470970423
9 a 13 años,1807.9455284828741,1027.702833169246,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,3,1807.9455284828741
gestantes < 18 años,2314.8382084125487,986.1103039743205,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2314.8382084125487
gestantes 19 a 30 años,2591.0707558324098,1026.8383665583785,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2591.0707558324098
gestantes 31 a 50 años,2471.8521843642666,1026.8383665583788,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2471.8521843642666
lactantes < 18 años,2401.1501066183587,999.2070566201256,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2401.1501066183587
lactantes 19 a 30 años,2601.879129067086,1019.0008016883226,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2601.879129067086
lactantes 31 a 50 años,2483.5789846987464,1019.0008016883226,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2483.5789846987464
> 70 años,2012.1859861709504,1009.8460470127682,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2012.1859861709504
1 a 3 años,1144.802537784805,1004.6012894540169,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,1144.802537784805
14 a 18 años,2795.762602139862,1025.3947015779152,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2795.762602139862
19 a 30 años,2920.549174667635,1030.4984086418424,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2920.549174667635
31 a 50 años,2766.5862222873384,1030.4984086418424,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,1,2766.5862222873384
4 a 8 años,1467.4044506957814,1016.7964808632863,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,1467.4044506957814
51 a 70 años,2248.9493689208257,1030.4984086418426,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2248.9493689208257
9 a 13 años,2002.994025945381,1027.7028331692463,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,2002.994025945381
> 70 años,1623.604643295592,1016.9151752192531,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,1623.604643295592
1 a 3 años,1115.52793059774,978.426469940563,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,1115.52793059774
14 a 18 años,2117.1764180175146,1028.1301213069844,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2117.1764180175146
19 a 30 años,2035.902246890769,1028.1301213069844,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2035.902246890769
31 a 50 años,1920.3285190930023,1028.130121306984,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,2,1920.3285190930023
4 a 8 años,1349.9012763335838,1022.9641640916867,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,1349.9012763335838
51 a 70 años,1744.6768503393341,1028.1301213069842,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,1744.6768503393341
9 a 13 años,1816.2175287925386,1034.7354828387176,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,3,1816.2175287925386
gestantes < 18 años,2335.8903645275514,996.6142436774979,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2335.8903645275514
gestantes 19 a 30 años,2614.0542993556132,1037.161301711214,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2614.0542993556132
gestantes 31 a 50 años,2493.7782248378353,1037.1613017112143,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2493.7782248378353
lactantes < 18 años,2423.3598574697166,1009.908309266768,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2423.3598574697166
lactantes 19 a 30 años,2624.536750059573,1029.3151415817192,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2624.536750059573
lactantes 31 a 50 años,2505.2064272311695,1029.3151415817192,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2505.2064272311695
> 70 años,2020.7079474395528,1016.9151752192524,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2020.7079474395528
1 a 3 años,1148.9398698429777,1010.8362480980928,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,1148.9398698429777
14 a 18 años,2812.540999733264,1033.5815133738186,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2812.540999733264
19 a 30 años,2937.596349070111,1038.6481962526343,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2937.596349070111
31 a 50 años,2782.734718686543,1038.6481962526343,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,1,2782.734718686543
4 a 8 años,1472.766014716364,1022.9641640916872,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,1472.766014716364
51 a 70 años,2262.0764316139903,1038.6481962526345,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2262.0764316139903
9 a 13 años,2012.1584432034497,1034.7354828387176,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,2012.1584432034497
> 70 años,1589.7629908658,1082.4480397223251,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,1589.7629908658
1 a 3 años,1094.704690593484,1027.3235299318662,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,1094.704690593484
14 a 18 años,2076.3765527642345,1093.4697364435656,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,2076.3765527642345
19 a 30 años,1996.6686069186344,1093.4697364435656,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,1996.6686069186344
31 a 50 años,1883.322087246199,1093.4697364435654,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,2,1883.322087246199
4 a 8 años,1323.159627743929,1084.1179246304832,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,1323.159627743929
51 a 70 años,1711.0553817651585,1093.4697364435654,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,1711.0553817651585
9 a 13 años,1778.1043856044678,1104.3237094501596,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,3,1778.1043856044678
gestantes < 18 años,2292.2721147018315,1048.36201368808,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,2292.2721147018315
gestantes 19 a 30 años,2554.9031647772035,1105.2661094746388,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,2554.9031647772035
gestantes 31 a 50 años,2437.348711716225,1105.266109474639,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,2437.348711716225
lactantes < 18 años,2373.4873413872742,1067.746638962355,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,2373.4873413872742
lactantes 19 a 30 años,2565.322613172493,1095.6381075109005,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,2565.322613172493
lactantes 31 a 50 años,2448.6845910217544,1095.6381075109007,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,2448.6845910217544
> 70 años,1978.5892602937943,1082.4480397223244,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,1978.5892602937943
1 a 3 años,1126.7198867941327,1067.5812296785375,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,1126.7198867941327
14 a 18 años,2755.428653992614,1103.9763476199892,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,2755.428653992614
19 a 30 años,2874.1618912892804,1112.4496525590394,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,2874.1618912892804
31 a 50 años,2722.644343069195,1112.4496525590396,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,1,2722.644343069195
4 a 8 años,1443.5904061657138,1084.117924630484,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,1443.5904061657138
51 a 70 años,2213.2291514409835,1112.4496525590394,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,2213.2291514409835
9 a 13 años,1969.9334995239974,1104.3237094501599,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,1969.9334995239974
> 70 años,1425.6420713067491,973.6145473132542,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,1425.6420713067491
1 a 3 años,997.7324716484807,938.6933656059865,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,997.7324716484807
14 a 18 años,1872.4692103749633,988.3662175999733,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,1872.4692103749633
19 a 30 años,1800.5888598578917,988.3662175999733,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,1800.5888598578917
31 a 50 años,1698.3733595396825,988.3662175999729,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,2,1698.3733595396825
4 a 8 años,1196.6872642069077,983.048368096458,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,1196.6872642069077
51 a 70 años,1543.0238389738884,988.3662175999733,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,1543.0238389738884
9 a 13 años,1593.5425404358448,992.1397575449306,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,3,1593.5425404358448
gestantes < 18 años,2090.256716424719,957.5552583726316,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,2090.256716424719
gestantes 19 a 30 años,2290.2964307107163,992.0638899547764,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,2290.2964307107163
gestantes 31 a 50 años,2184.91688131273,992.0638899547764,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,2184.91688131273
lactantes < 18 años,2147.519893198413,967.6031400772589,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,2147.519893198413
lactantes 19 a 30 años,2300.2598149565447,983.9327996683272,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,2300.2598149565447
lactantes 31 a 50 años,2195.6734546010507,983.9327996683273,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,2195.6734546010507
> 70 años,1774.3274359244713,973.6145473132536,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,1774.3274359244713
1 a 3 años,1022.4945701063485,971.5290885400867,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,1022.4945701063485
14 a 18 años,2469.3403573998567,991.4840621579476,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,2469.3403573998567
19 a 30 años,2563.3810041952693,994.4033415574952,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,2563.3810041952693
31 a 50 años,2428.24693047217,994.403341557495,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,1,2428.24693047217
4 a 8 años,1305.6068350085075,983.0483680964581,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,1305.6068350085075
51 a 70 años,1973.9144068151647,994.4033415574952,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,1973.9144068151647
9 a 13 años,1765.4603738317542,992.1397575449308,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,1765.4603738317542
> 70 años,1494.1187075985442,1020.3793353246382,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,1494.1187075985442
1 a 3 años,1033.0975615591778,971.9657870381382,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,1033.0975615591778
14 a 18 años,1956.5550253791903,1032.7501671298546,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,1956.5550253791903
19 a 30 años,1881.446788484854,1032.7501671298546,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,1881.446788484854
31 a 50 años,1774.6411600071538,1032.7501671298542,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,2,1774.6411600071538
4 a 8 años,1248.3575732650727,1025.4942221787544,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,1248.3575732650727
51 a 70 años,1612.315454746352,1032.7501671298544,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,1612.315454746352
9 a 13 años,1670.869731896856,1040.2836752885853,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,3,1670.869731896856
gestantes < 18 años,2162.675654917882,990.7306740117709,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,2162.675654917882
gestantes 19 a 30 años,2393.3598537385556,1036.7068012347477,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,2393.3598537385556
gestantes 31 a 50 años,2283.2382207690043,1036.706801234748,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,2283.2382207690043
lactantes < 18 años,2231.3965547045646,1005.3952561408148,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,2231.3965547045646
lactantes 19 a 30 años,2403.3066155614083,1028.0109191732417,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,2403.3066155614083
lactantes 31 a 50 años,2294.035006282525,1028.010919173242,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,2294.035006282525
> 70 años,1859.5521756664639,1020.3793353246373,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,1859.5521756664639
1 a 3 años,1064.309560911333,1011.2598422201315,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,1064.309560911333
14 a 18 años,2588.1390513209008,1039.1838501903765,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,2588.1390513209008
19 a 30 años,2693.8668195762302,1045.022243167643,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,2693.8668195762302
31 a 50 años,2551.85390897065,1045.0222431676427,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,1,2551.85390897065
4 a 8 años,1361.9800502094329,1025.4942221787546,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,1361.9800502094329
51 a 70 años,2074.394136689094,1045.0222431676427,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,2074.394136689094
9 a 13 años,1851.1299363818555,1040.2836752885855,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,1851.1299363818555
> 70 años,1580.6361154279814,1076.2336741324732,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,1580.6361154279814
1 a 3 años,1084.6179863445436,1017.8576815588383,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,1084.6179863445436
14 a 18 años,2064.6150915767917,1087.2758686464633,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,2064.6150915767917
19 a 30 años,1985.3586447187647,1087.2758686464633,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,1985.3586447187647
31 a 50 años,1872.6541669197477,1087.2758686464626,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,2,1872.6541669197477
4 a 8 años,1315.721934310548,1078.0239231207916,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,1315.721934310548
51 a 70 años,1701.3632517729347,1087.2758686464629,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,1701.3632517729347
9 a 13 años,1768.311408413478,1098.2416048303917,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,3,1768.311408413478
gestantes < 18 años,2270.2286391876355,1038.2805132281085,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,2270.2286391876355
gestantes 19 a 30 años,2532.8842522081627,1095.7405986194483,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,2532.8842522081627
gestantes 31 a 50 años,2416.3429182585987,1095.740598619448,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,2416.3429182585987
lactantes < 18 años,2351.02231872278,1057.6404327795965,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,2351.02231872278
lactantes 19 a 30 años,2542.9789630027744,1086.0952319048722,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,2542.9789630027744
lactantes 31 a 50 años,2427.3568439396404,1086.0952319048724,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,2427.3568439396404
> 70 años,1967.2301219662174,1076.2336741324725,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,1967.2301219662174
1 a 3 años,1119.9432473172494,1061.1602787477752,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,1119.9432473172494
14 a 18 años,2738.797871120805,1097.3131408240965,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,2738.797871120805
19 a 30 años,2857.098494662797,1105.8452334739006,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,2857.098494662797
31 a 50 años,2706.480479634974,1105.8452334739006,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,1,2706.480479634974
4 a 8 años,1435.475751924987,1078.023923120792,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,1435.475751924987
51 a 70 años,2200.089596932663,1105.8452334739009,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,2200.089596932663
9 a 13 años,1959.0840162288719,1098.2416048303917,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,1959.0840162288719
> 70 años,1580.7546381041325,1079.54566041979,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,1580.7546381041325
1 a 3 años,1085.8027582663346,1021.5522442176106,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,1085.8027582663346
14 a 18 años,2064.590444374037,1089.7757021010718,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,2064.590444374037
19 a 30 años,1985.3349436728618,1089.7757021010718,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,1985.3349436728618
31 a 50 años,1872.6318113305003,1089.7757021010714,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,2,1872.6318113305003
4 a 8 años,1316.0280925153097,1081.0838448871343,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,1316.0280925153097
51 a 70 años,1701.342941040345,1089.7757021010716,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,1701.342941040345
9 a 13 años,1768.2808107672124,1100.9318234994216,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,3,1768.2808107672124
gestantes < 18 años,2272.7789981829633,1041.1694715429269,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,2272.7789981829633
gestantes 19 a 30 años,2534.9118115095957,1098.0213908983549,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,2534.9118115095957
gestantes 31 a 50 años,2418.2771868913233,1098.021390898355,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,2418.2771868913233
