deciles,rate,gap,severity,model,ciudad,fecha,escenario
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q2
Decil 1,100,0.628554213099987,0.43579881000756765,CoNA,BOGOTÁ D.C.,2023-04-01,q2
Decil 2,100,0.296982687889422,0.09352290254354176,CoNA,BOGOTÁ D.C.,2023-04-01,q2
Decil 3,65.85365853658537,0.06495465052574843,0.00832344687525869,CoNA,BOGOTÁ D.C.,2023-04-01,q2
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q2
Decil 1,48.148148148148145,0.2209617939354667,0.15106454006581505,CoCA,BOGOTÁ D.C.,2023-04-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q3
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q3
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q3
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q3
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q3
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q3
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-04-01,q3
Decil 1,100,0.6467669202206676,0.4551307473907157,CoNA,BOGOTÁ D.C.,2023-04-01,q3
Decil 2,100,0.33145298976872334,0.11467595981451031,CoNA,BOGOTÁ D.C.,2023-04-01,q3
Decil 3,84.14634146341463,0.09743576487708733,0.015251987958092095,CoNA,BOGOTÁ D.C.,2023-04-01,q3
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q3
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q3
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q3
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q3
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q3
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q3
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-04-01,q3
Decil 1,43.20987654320987,0.22003674142562027,0.15219755226144438,CoCA,BOGOTÁ D.C.,2023-05-01,q1
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q1
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q1
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q1
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q1
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q1
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q1
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q1
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q1
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q1
Decil 1,100,0.6216127359858107,0.4273589332946389,CoNA,BOGOTÁ D.C.,2023-05-01,q1
Decil 2,100,0.2371528574666163,0.06602951562913714,CoNA,BOGOTÁ D.C.,2023-05-01,q1
Decil 3,38.095238095238095,0.01743983146852777,0.0011458665067819408,CoNA,BOGOTÁ D.C.,2023-05-01,q1
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q1
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q1
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q1
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q1
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q1
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q1
Decil 1,43.20987654320987,0.2249996134240606,0.15545181381154022,CoCA,BOGOTÁ D.C.,2023-05-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q2
Decil 1,100,0.6479552283129867,0.4552984100948167,CoNA,BOGOTÁ D.C.,2023-05-01,q2
Decil 2,100,0.290260604238559,0.09272385178851222,CoNA,BOGOTÁ D.C.,2023-05-01,q2
Decil 3,55.952380952380956,0.04818661243851118,0.0053446705172687774,CoNA,BOGOTÁ D.C.,2023-05-01,q2
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q2
Decil 1,45.67901234567901,0.22715798693549502,0.1568351009463066,CoCA,BOGOTÁ D.C.,2023-05-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q3
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q3
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q3
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q3
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q3
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q3
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-05-01,q3
Decil 1,100,0.6667852344546071,0.4763638812847933,CoNA,BOGOTÁ D.C.,2023-05-01,q3
Decil 2,100,0.3282228131845837,0.11532072749481458,CoNA,BOGOTÁ D.C.,2023-05-01,q3
Decil 3,72.61904761904762,0.07978040763088787,0.011387478249814263,CoNA,BOGOTÁ D.C.,2023-05-01,q3
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q3
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q3
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q3
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q3
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q3
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q3
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-05-01,q3
Decil 1,34.5679012345679,0.16365919987135177,0.10027644628108305,CoCA,BOGOTÁ D.C.,2023-06-01,q1
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q1
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q1
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q1
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q1
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q1
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q1
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q1
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q1
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q1
Decil 1,100,0.56340494303056,0.35905373657119394,CoNA,BOGOTÁ D.C.,2023-06-01,q1
Decil 2,100,0.2211420823027847,0.05807530668489816,CoNA,BOGOTÁ D.C.,2023-06-01,q1
Decil 3,29.411764705882355,0.015908710808191222,0.001226381758139208,CoNA,BOGOTÁ D.C.,2023-06-01,q1
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q1
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q1
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q1
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q1
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q1
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q1
Decil 1,37.03703703703704,0.17138019681039926,0.10560965159181109,CoCA,BOGOTÁ D.C.,2023-06-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q2
Decil 1,100,0.5926823292877629,0.38750504778235506,CoNA,BOGOTÁ D.C.,2023-06-01,q2
Decil 2,100,0.2733710842850454,0.08271442728285296,CoNA,BOGOTÁ D.C.,2023-06-01,q2
Decil 3,49.411764705882355,0.03930989291932123,0.004549467457170709,CoNA,BOGOTÁ D.C.,2023-06-01,q2
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q2
Decil 1,37.03703703703704,0.1743745889714392,0.107619240325954,CoCA,BOGOTÁ D.C.,2023-06-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q3
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q3
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q3
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q3
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q3
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q3
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-06-01,q3
Decil 1,100,0.6109312767687937,0.4062958098227094,CoNA,BOGOTÁ D.C.,2023-06-01,q3
Decil 2,100,0.3059260502846635,0.10087415766917053,CoNA,BOGOTÁ D.C.,2023-06-01,q3
Decil 3,64.70588235294117,0.061715933224718536,0.008557372519983529,CoNA,BOGOTÁ D.C.,2023-06-01,q3
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q3
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q3
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q3
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q3
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q3
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q3
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-06-01,q3
Decil 1,41.46341463414634,0.1885012190791365,0.1367813654704041,CoCA,BOGOTÁ D.C.,2023-07-01,q1
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q1
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q1
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q1
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q1
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q1
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q1
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q1
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q1
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q1
Decil 1,100,0.6016107896111291,0.4042402833640471,CoNA,BOGOTÁ D.C.,2023-07-01,q1
Decil 2,100,0.24305883038953563,0.06987648565176166,CoNA,BOGOTÁ D.C.,2023-07-01,q1
Decil 3,11.11111111111111,0.0013438581074213495,2.493383149739295e-5,CoNA,BOGOTÁ D.C.,2023-07-01,q1
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q1
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q1
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q1
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q1
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q1
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q1
Decil 1,43.90243902439025,0.19601035353282886,0.14019425979408245,CoCA,BOGOTÁ D.C.,2023-07-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q2
Decil 1,100,0.6275169126982214,0.4307591886679971,CoNA,BOGOTÁ D.C.,2023-07-01,q2
Decil 2,100,0.29228057284203685,0.09486804474443804,CoNA,BOGOTÁ D.C.,2023-07-01,q2
Decil 3,38.88888888888889,0.01688804833691121,9.886436179973273e-4,CoNA,BOGOTÁ D.C.,2023-07-01,q2
Decil 4,23.25581395348837,0.006538426308728211,2.561215669358546e-4,CoNA,BOGOTÁ D.C.,2023-07-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q2
Decil 1,43.90243902439025,0.19840272100776693,0.14131137249200704,CoCA,BOGOTÁ D.C.,2023-07-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q3
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q3
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q3
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q3
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q3
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q3
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-07-01,q3
Decil 1,100,0.6460942811509296,0.450822642353037,CoNA,BOGOTÁ D.C.,2023-07-01,q3
Decil 2,100,0.3275776507703058,0.11582907093332119,CoNA,BOGOTÁ D.C.,2023-07-01,q3
Decil 3,61.111111111111114,0.03920683562233722,0.003547832729855788,CoNA,BOGOTÁ D.C.,2023-07-01,q3
Decil 4,44.18604651162791,0.02271306802232312,0.0015832302867489244,CoNA,BOGOTÁ D.C.,2023-07-01,q3
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q3
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q3
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q3
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q3
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q3
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-07-01,q3
Decil 1,34.177215189873415,0.20351958951089824,0.15818885982899883,CoCA,BOGOTÁ D.C.,2023-08-01,q1
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q1
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q1
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q1
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q1
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q1
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q1
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q1
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q1
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q1
Decil 1,100,0.620135685958287,0.4244224078334763,CoNA,BOGOTÁ D.C.,2023-08-01,q1
Decil 2,100,0.3355603101271257,0.12049475688629009,CoNA,BOGOTÁ D.C.,2023-08-01,q1
Decil 3,31.03448275862069,0.019378361763506966,0.0014860437961568326,CoNA,BOGOTÁ D.C.,2023-08-01,q1
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q1
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q1
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q1
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q1
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q1
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q1
Decil 1,35.44303797468354,0.20960548979102891,0.16203137915933802,CoCA,BOGOTÁ D.C.,2023-08-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q2
Decil 1,100,0.6382729432631339,0.44353154110855586,CoNA,BOGOTÁ D.C.,2023-08-01,q2
Decil 2,100,0.36728509493398076,0.14205654466486192,CoNA,BOGOTÁ D.C.,2023-08-01,q2
Decil 3,50.57471264367817,0.036574747313389173,0.003917883302855039,CoNA,BOGOTÁ D.C.,2023-08-01,q2
Decil 4,21.176470588235293,0.0031788535513482714,6.177110655127555e-5,CoNA,BOGOTÁ D.C.,2023-08-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q2
Decil 1,37.9746835443038,0.21781582478028236,0.1671791628807256,CoCA,BOGOTÁ D.C.,2023-08-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q3
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q3
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q3
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q3
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q3
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q3
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-08-01,q3
Decil 1,100,0.6495066254952734,0.4557882474130572,CoNA,BOGOTÁ D.C.,2023-08-01,q3
Decil 2,100,0.38693449094866816,0.15643880189361,CoNA,BOGOTÁ D.C.,2023-08-01,q3
Decil 3,59.77011494252874,0.052362352940349806,0.006392815284177666,CoNA,BOGOTÁ D.C.,2023-08-01,q3
Decil 4,29.411764705882355,0.011462501527950461,5.001293832399729e-4,CoNA,BOGOTÁ D.C.,2023-08-01,q3
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q3
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q3
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q3
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q3
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q3
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-08-01,q3
Decil 1,34.11764705882353,0.196794247147816,0.14570119719561897,CoCA,BOGOTÁ D.C.,2023-09-01,q1
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q1
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q1
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q1
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q1
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q1
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q1
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q1
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q1
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q1
Decil 1,100,0.5940600417921021,0.4025254331529296,CoNA,BOGOTÁ D.C.,2023-09-01,q1
Decil 2,100,0.24638992032940343,0.06583183526362413,CoNA,BOGOTÁ D.C.,2023-09-01,q1
Decil 3,15,0.005914447475466404,3.3336263608021885e-4,CoNA,BOGOTÁ D.C.,2023-09-01,q1
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q1
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q1
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q1
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q1
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q1
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q1
Decil 1,34.11764705882353,0.20264107431463552,0.1499922555653425,CoCA,BOGOTÁ D.C.,2023-09-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q2
Decil 1,100,0.6111085908382923,0.41899163324398786,CoNA,BOGOTÁ D.C.,2023-09-01,q2
Decil 2,100,0.2780398186584254,0.08200864134958288,CoNA,BOGOTÁ D.C.,2023-09-01,q2
Decil 3,26.25,0.014101179140726904,0.001098491523534019,CoNA,BOGOTÁ D.C.,2023-09-01,q2
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2023-09-01,q2
Decil 1,38.82352941176471,0.20784966547741257,0.15338301239569388,CoCA,BOGOTÁ D.C.,2023-09-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2023-09-01,q3
