deciles,rate,gap,severity,model,ciudad,fecha,escenario
Decil 3,0,0,0,CoCA,CALI,2022-10-01,q2
Decil 4,0,0,0,CoCA,CALI,2022-10-01,q2
Decil 5,0,0,0,CoCA,CALI,2022-10-01,q2
Decil 6,0,0,0,CoCA,CALI,2022-10-01,q2
Decil 7,0,0,0,CoCA,CALI,2022-10-01,q2
Decil 8,0,0,0,CoCA,CALI,2022-10-01,q2
Decil 9,0,0,0,CoCA,CALI,2022-10-01,q2
Decil 10,0,0,0,CoCA,CALI,2022-10-01,q2
Decil 1,88.88888888888889,0.3709981352219396,0.23493157135970102,CoNA,CALI,2022-10-01,q2
Decil 2,34.146341463414636,0.016560090834449766,0.0010852490276347217,CoNA,CALI,2022-10-01,q2
Decil 3,0,0,0,CoNA,CALI,2022-10-01,q2
Decil 4,0,0,0,CoNA,CALI,2022-10-01,q2
Decil 5,0,0,0,CoNA,CALI,2022-10-01,q2
Decil 6,0,0,0,CoNA,CALI,2022-10-01,q2
Decil 7,0,0,0,CoNA,CALI,2022-10-01,q2
Decil 8,0,0,0,CoNA,CALI,2022-10-01,q2
Decil 9,0,0,0,CoNA,CALI,2022-10-01,q2
Decil 10,0,0,0,CoNA,CALI,2022-10-01,q2
Decil 1,28.888888888888886,0.14862211058592628,0.11415798075060522,CoCA,CALI,2022-10-01,q3
Decil 2,0,0,0,CoCA,CALI,2022-10-01,q3
Decil 3,0,0,0,CoCA,CALI,2022-10-01,q3
Decil 4,0,0,0,CoCA,CALI,2022-10-01,q3
Decil 5,0,0,0,CoCA,CALI,2022-10-01,q3
Decil 6,0,0,0,CoCA,CALI,2022-10-01,q3
Decil 7,0,0,0,CoCA,CALI,2022-10-01,q3
Decil 8,0,0,0,CoCA,CALI,2022-10-01,q3
Decil 9,0,0,0,CoCA,CALI,2022-10-01,q3
Decil 10,0,0,0,CoCA,CALI,2022-10-01,q3
Decil 1,94.44444444444444,0.39906752804419793,0.24985346314401816,CoNA,CALI,2022-10-01,q3
Decil 2,47.5609756097561,0.037248290251396976,0.0036218993394001872,CoNA,CALI,2022-10-01,q3
Decil 3,0,0,0,CoNA,CALI,2022-10-01,q3
Decil 4,0,0,0,CoNA,CALI,2022-10-01,q3
Decil 5,0,0,0,CoNA,CALI,2022-10-01,q3
Decil 6,0,0,0,CoNA,CALI,2022-10-01,q3
Decil 7,0,0,0,CoNA,CALI,2022-10-01,q3
Decil 8,0,0,0,CoNA,CALI,2022-10-01,q3
Decil 9,0,0,0,CoNA,CALI,2022-10-01,q3
Decil 10,0,0,0,CoNA,CALI,2022-10-01,q3
Decil 1,35.36585365853659,0.15997576391635934,0.1127625343833554,CoCA,CALI,2022-11-01,q1
Decil 2,0,0,0,CoCA,CALI,2022-11-01,q1
Decil 3,0,0,0,CoCA,CALI,2022-11-01,q1
Decil 4,0,0,0,CoCA,CALI,2022-11-01,q1
Decil 5,0,0,0,CoCA,CALI,2022-11-01,q1
Decil 6,0,0,0,CoCA,CALI,2022-11-01,q1
Decil 7,0,0,0,CoCA,CALI,2022-11-01,q1
Decil 8,0,0,0,CoCA,CALI,2022-11-01,q1
Decil 9,0,0,0,CoCA,CALI,2022-11-01,q1
Decil 10,0,0,0,CoCA,CALI,2022-11-01,q1
Decil 1,100,0.46783758003220943,0.28380361310039925,CoNA,CALI,2022-11-01,q1
Decil 2,59.036144578313255,0.057336722860216835,0.00827533762514504,CoNA,CALI,2022-11-01,q1
Decil 3,0,0,0,CoNA,CALI,2022-11-01,q1
Decil 4,0,0,0,CoNA,CALI,2022-11-01,q1
Decil 5,0,0,0,CoNA,CALI,2022-11-01,q1
Decil 6,0,0,0,CoNA,CALI,2022-11-01,q1
Decil 7,0,0,0,CoNA,CALI,2022-11-01,q1
Decil 8,0,0,0,CoNA,CALI,2022-11-01,q1
Decil 9,0,0,0,CoNA,CALI,2022-11-01,q1
Decil 10,0,0,0,CoNA,CALI,2022-11-01,q1
Decil 1,35.36585365853659,0.169336187108973,0.11766813839861394,CoCA,CALI,2022-11-01,q2
Decil 2,0,0,0,CoCA,CALI,2022-11-01,q2
Decil 3,0,0,0,CoCA,CALI,2022-11-01,q2
Decil 4,0,0,0,CoCA,CALI,2022-11-01,q2
Decil 5,0,0,0,CoCA,CALI,2022-11-01,q2
Decil 6,0,0,0,CoCA,CALI,2022-11-01,q2
Decil 7,0,0,0,CoCA,CALI,2022-11-01,q2
Decil 8,0,0,0,CoCA,CALI,2022-11-01,q2
Decil 9,0,0,0,CoCA,CALI,2022-11-01,q2
Decil 10,0,0,0,CoCA,CALI,2022-11-01,q2
Decil 1,100,0.49367176195353224,0.3024921461656139,CoNA,CALI,2022-11-01,q2
Decil 2,73.49397590361446,0.08740385249892665,0.014330807187360541,CoNA,CALI,2022-11-01,q2
Decil 3,0,0,0,CoNA,CALI,2022-11-01,q2
Decil 4,11.363636363636363,0.0020409791773101068,5.3380535809556555e-5,CoNA,CALI,2022-11-01,q2
Decil 5,0,0,0,CoNA,CALI,2022-11-01,q2
Decil 6,0,0,0,CoNA,CALI,2022-11-01,q2
Decil 7,0,0,0,CoNA,CALI,2022-11-01,q2
Decil 8,0,0,0,CoNA,CALI,2022-11-01,q2
Decil 9,0,0,0,CoNA,CALI,2022-11-01,q2
Decil 10,0,0,0,CoNA,CALI,2022-11-01,q2
Decil 1,35.36585365853659,0.1733229383458856,0.11996527786971596,CoCA,CALI,2022-11-01,q3
Decil 2,0,0,0,CoCA,CALI,2022-11-01,q3
Decil 3,0,0,0,CoCA,CALI,2022-11-01,q3
Decil 4,0,0,0,CoCA,CALI,2022-11-01,q3
Decil 5,0,0,0,CoCA,CALI,2022-11-01,q3
Decil 6,0,0,0,CoCA,CALI,2022-11-01,q3
Decil 7,0,0,0,CoCA,CALI,2022-11-01,q3
Decil 8,0,0,0,CoCA,CALI,2022-11-01,q3
Decil 9,0,0,0,CoCA,CALI,2022-11-01,q3
Decil 10,0,0,0,CoCA,CALI,2022-11-01,q3
Decil 1,100,0.5167515845611899,0.3205759343321702,CoNA,CALI,2022-11-01,q3
Decil 2,80.72289156626506,0.1188669613907488,0.022251033161247435,CoNA,CALI,2022-11-01,q3
Decil 3,0,0,0,CoNA,CALI,2022-11-01,q3
Decil 4,25,0.010532345787426999,5.683658867268209e-4,CoNA,CALI,2022-11-01,q3
Decil 5,0,0,0,CoNA,CALI,2022-11-01,q3
Decil 6,0,0,0,CoNA,CALI,2022-11-01,q3
Decil 7,0,0,0,CoNA,CALI,2022-11-01,q3
Decil 8,0,0,0,CoNA,CALI,2022-11-01,q3
Decil 9,0,0,0,CoNA,CALI,2022-11-01,q3
Decil 10,0,0,0,CoNA,CALI,2022-11-01,q3
Decil 1,31,0.16937550855475844,0.1285274655134744,CoCA,CALI,2022-12-01,q1
Decil 2,0,0,0,CoCA,CALI,2022-12-01,q1
Decil 3,0,0,0,CoCA,CALI,2022-12-01,q1
Decil 4,0,0,0,CoCA,CALI,2022-12-01,q1
Decil 5,0,0,0,CoCA,CALI,2022-12-01,q1
Decil 6,0,0,0,CoCA,CALI,2022-12-01,q1
Decil 7,0,0,0,CoCA,CALI,2022-12-01,q1
Decil 8,0,0,0,CoCA,CALI,2022-12-01,q1
Decil 9,0,0,0,CoCA,CALI,2022-12-01,q1
Decil 10,0,0,0,CoCA,CALI,2022-12-01,q1
Decil 1,100,0.4839061982380122,0.3021965068531313,CoNA,CALI,2022-12-01,q1
Decil 2,46.53465346534654,0.04286978983654518,0.005019516873806577,CoNA,CALI,2022-12-01,q1
Decil 3,0,0,0,CoNA,CALI,2022-12-01,q1
Decil 4,0,0,0,CoNA,CALI,2022-12-01,q1
Decil 5,0,0,0,CoNA,CALI,2022-12-01,q1
Decil 6,0,0,0,CoNA,CALI,2022-12-01,q1
Decil 7,0,0,0,CoNA,CALI,2022-12-01,q1
Decil 8,0,0,0,CoNA,CALI,2022-12-01,q1
Decil 9,0,0,0,CoNA,CALI,2022-12-01,q1
Decil 10,0,0,0,CoNA,CALI,2022-12-01,q1
Decil 1,36,0.1804691985446284,0.13456204470299218,CoCA,CALI,2022-12-01,q2
Decil 2,0,0,0,CoCA,CALI,2022-12-01,q2
Decil 3,0,0,0,CoCA,CALI,2022-12-01,q2
Decil 4,0,0,0,CoCA,CALI,2022-12-01,q2
Decil 5,0,0,0,CoCA,CALI,2022-12-01,q2
Decil 6,0,0,0,CoCA,CALI,2022-12-01,q2
Decil 7,0,0,0,CoCA,CALI,2022-12-01,q2
Decil 8,0,0,0,CoCA,CALI,2022-12-01,q2
Decil 9,0,0,0,CoCA,CALI,2022-12-01,q2
Decil 10,0,0,0,CoCA,CALI,2022-12-01,q2
Decil 1,100,0.5078052176277154,0.3197426023716696,CoNA,CALI,2022-12-01,q2
Decil 2,60.396039603960396,0.06572448763346572,0.009460392966769909,CoNA,CALI,2022-12-01,q2
Decil 3,0,0,0,CoNA,CALI,2022-12-01,q2
Decil 4,0,0,0,CoNA,CALI,2022-12-01,q2
Decil 5,0,0,0,CoNA,CALI,2022-12-01,q2
Decil 6,0,0,0,CoNA,CALI,2022-12-01,q2
Decil 7,0,0,0,CoNA,CALI,2022-12-01,q2
Decil 8,0,0,0,CoNA,CALI,2022-12-01,q2
Decil 9,0,0,0,CoNA,CALI,2022-12-01,q2
Decil 10,0,0,0,CoNA,CALI,2022-12-01,q2
Decil 1,40,0.18485296296414913,0.1366175837296303,CoCA,CALI,2022-12-01,q3
Decil 2,0,0,0,CoCA,CALI,2022-12-01,q3
Decil 3,0,0,0,CoCA,CALI,2022-12-01,q3
Decil 4,0,0,0,CoCA,CALI,2022-12-01,q3
Decil 5,0,0,0,CoCA,CALI,2022-12-01,q3
Decil 6,0,0,0,CoCA,CALI,2022-12-01,q3
Decil 7,0,0,0,CoCA,CALI,2022-12-01,q3
Decil 8,0,0,0,CoCA,CALI,2022-12-01,q3
Decil 9,0,0,0,CoCA,CALI,2022-12-01,q3
Decil 10,0,0,0,CoCA,CALI,2022-12-01,q3
Decil 1,100,0.5312241306198282,0.3383273871449447,CoNA,CALI,2022-12-01,q3
Decil 2,69.3069306930693,0.09307351558858537,0.015951698672232284,CoNA,CALI,2022-12-01,q3
Decil 3,0,0,0,CoNA,CALI,2022-12-01,q3
Decil 4,3.4482758620689653,1.1057562299157665e-4,4.225947617397764e-7,CoNA,CALI,2022-12-01,q3
Decil 5,0,0,0,CoNA,CALI,2022-12-01,q3
Decil 6,0,0,0,CoNA,CALI,2022-12-01,q3
Decil 7,0,0,0,CoNA,CALI,2022-12-01,q3
Decil 8,0,0,0,CoNA,CALI,2022-12-01,q3
Decil 9,0,0,0,CoNA,CALI,2022-12-01,q3
Decil 10,0,0,0,CoNA,CALI,2022-12-01,q3
Decil 1,24.731182795698924,0.12471056330881596,0.09081152313654077,CoCA,CALI,2023-01-01,q1
Decil 2,0,0,0,CoCA,CALI,2023-01-01,q1
Decil 3,0,0,0,CoCA,CALI,2023-01-01,q1
Decil 4,0,0,0,CoCA,CALI,2023-01-01,q1
Decil 5,0,0,0,CoCA,CALI,2023-01-01,q1
Decil 6,0,0,0,CoCA,CALI,2023-01-01,q1
Decil 7,0,0,0,CoCA,CALI,2023-01-01,q1
Decil 8,0,0,0,CoCA,CALI,2023-01-01,q1
Decil 9,0,0,0,CoCA,CALI,2023-01-01,q1
Decil 10,0,0,0,CoCA,CALI,2023-01-01,q1
Decil 1,100,0.4677573082965203,0.27147165836499815,CoNA,CALI,2023-01-01,q1
Decil 2,97.5,0.1479598689701318,0.03020212127165997,CoNA,CALI,2023-01-01,q1
Decil 3,17.708333333333336,0.003265890712495908,8.337367876424861e-5,CoNA,CALI,2023-01-01,q1
Decil 4,0,0,0,CoNA,CALI,2023-01-01,q1
Decil 5,0,0,0,CoNA,CALI,2023-01-01,q1
Decil 6,0,0,0,CoNA,CALI,2023-01-01,q1
Decil 7,0,0,0,CoNA,CALI,2023-01-01,q1
Decil 8,0,0,0,CoNA,CALI,2023-01-01,q1
Decil 9,0,0,0,CoNA,CALI,2023-01-01,q1
Decil 10,0,0,0,CoNA,CALI,2023-01-01,q1
Decil 1,32.25806451612903,0.13482975819317664,0.09621497903508634,CoCA,CALI,2023-01-01,q2
Decil 2,0,0,0,CoCA,CALI,2023-01-01,q2
Decil 3,0,0,0,CoCA,CALI,2023-01-01,q2
Decil 4,0,0,0,CoCA,CALI,2023-01-01,q2
Decil 5,0,0,0,CoCA,CALI,2023-01-01,q2
Decil 6,0,0,0,CoCA,CALI,2023-01-01,q2
Decil 7,0,0,0,CoCA,CALI,2023-01-01,q2
Decil 8,0,0,0,CoCA,CALI,2023-01-01,q2
Decil 9,0,0,0,CoCA,CALI,2023-01-01,q2
Decil 10,0,0,0,CoCA,CALI,2023-01-01,q2
Decil 1,100,0.4936908765583995,0.29139733362031056,CoNA,CALI,2023-01-01,q2
Decil 2,100,0.18913540726356956,0.04339245354160512,CoNA,CALI,2023-01-01,q2
Decil 3,31.25,0.016406056479721265,9.810681219958783e-4,CoNA,CALI,2023-01-01,q2
Decil 4,0,0,0,CoNA,CALI,2023-01-01,q2
Decil 5,0,0,0,CoNA,CALI,2023-01-01,q2
Decil 6,0,0,0,CoNA,CALI,2023-01-01,q2
Decil 7,0,0,0,CoNA,CALI,2023-01-01,q2
Decil 8,0,0,0,CoNA,CALI,2023-01-01,q2
Decil 9,0,0,0,CoNA,CALI,2023-01-01,q2
Decil 10,0,0,0,CoNA,CALI,2023-01-01,q2
Decil 1,32.25806451612903,0.14083526989365394,0.0988378771479196,CoCA,CALI,2023-01-01,q3
Decil 2,0,0,0,CoCA,CALI,2023-01-01,q3
Decil 3,0,0,0,CoCA,CALI,2023-01-01,q3
Decil 4,0,0,0,CoCA,CALI,2023-01-01,q3
Decil 5,0,0,0,CoCA,CALI,2023-01-01,q3
Decil 6,0,0,0,CoCA,CALI,2023-01-01,q3
Decil 7,0,0,0,CoCA,CALI,2023-01-01,q3
Decil 8,0,0,0,CoCA,CALI,2023-01-01,q3
Decil 9,0,0,0,CoCA,CALI,2023-01-01,q3
Decil 10,0,0,0,CoCA,CALI,2023-01-01,q3
Decil 1,100,0.520319876961042,0.31351728687370334,CoNA,CALI,2023-01-01,q3
Decil 2,100,0.231782305308174,0.06056280283534367,CoNA,CALI,2023-01-01,q3
Decil 3,48.95833333333333,0.03602169458847017,0.003495268467530489,CoNA,CALI,2023-01-01,q3
Decil 4,20.833333333333336,0.0038994493365245484,1.1509609311648129e-4,CoNA,CALI,2023-01-01,q3
Decil 5,0,0,0,CoNA,CALI,2023-01-01,q3
Decil 6,0,0,0,CoNA,CALI,2023-01-01,q3
Decil 7,0,0,0,CoNA,CALI,2023-01-01,q3
Decil 8,0,0,0,CoNA,CALI,2023-01-01,q3
Decil 9,0,0,0,CoNA,CALI,2023-01-01,q3
Decil 10,0,0,0,CoNA,CALI,2023-01-01,q3
Decil 1,32.467532467532465,0.1707380716107616,0.12755536926065167,CoCA,CALI,2023-03-01,q1
Decil 2,0,0,0,CoCA,CALI,2023-03-01,q1
Decil 3,0,0,0,CoCA,CALI,2023-03-01,q1
Decil 4,0,0,0,CoCA,CALI,2023-03-01,q1
Decil 5,0,0,0,CoCA,CALI,2023-03-01,q1
Decil 6,0,0,0,CoCA,CALI,2023-03-01,q1
Decil 7,0,0,0,CoCA,CALI,2023-03-01,q1
Decil 8,0,0,0,CoCA,CALI,2023-03-01,q1
Decil 9,0,0,0,CoCA,CALI,2023-03-01,q1
Decil 10,0,0,0,CoCA,CALI,2023-03-01,q1
Decil 1,100,0.5460672551812983,0.3453092334803379,CoNA,CALI,2023-03-01,q1
Decil 2,83.33333333333334,0.12601019367354396,0.025879451482446324,CoNA,CALI,2023-03-01,q1
Decil 3,0,0,0,CoNA,CALI,2023-03-01,q1
Decil 4,14.583333333333334,0.003244813768062751,8.316623936174018e-5,CoNA,CALI,2023-03-01,q1
Decil 5,0,0,0,CoNA,CALI,2023-03-01,q1
Decil 6,0,0,0,CoNA,CALI,2023-03-01,q1
Decil 7,0,0,0,CoNA,CALI,2023-03-01,q1
Decil 8,0,0,0,CoNA,CALI,2023-03-01,q1
Decil 9,0,0,0,CoNA,CALI,2023-03-01,q1
Decil 10,0,0,0,CoNA,CALI,2023-03-01,q1
Decil 1,36.36363636363637,0.18393969472505572,0.13487684264652453,CoCA,CALI,2023-03-01,q2
Decil 2,0,0,0,CoCA,CALI,2023-03-01,q2
Decil 3,0,0,0,CoCA,CALI,2023-03-01,q2
Decil 4,0,0,0,CoCA,CALI,2023-03-01,q2
Decil 5,0,0,0,CoCA,CALI,2023-03-01,q2
Decil 6,0,0,0,CoCA,CALI,2023-03-01,q2
Decil 7,0,0,0,CoCA,CALI,2023-03-01,q2
Decil 8,0,0,0,CoCA,CALI,2023-03-01,q2
Decil 9,0,0,0,CoCA,CALI,2023-03-01,q2
Decil 10,0,0,0,CoCA,CALI,2023-03-01,q2
Decil 1,100,0.5686436270942566,0.3659049045943472,CoNA,CALI,2023-03-01,q2
Decil 2,97.61904761904762,0.16523981575893143,0.03748282814326066,CoNA,CALI,2023-03-01,q2
Decil 3,10.465116279069768,0.0018783791940632404,4.115790617554064e-5,CoNA,CALI,2023-03-01,q2
Decil 4,42.70833333333333,0.017981716413314842,9.890468327003311e-4,CoNA,CALI,2023-03-01,q2
Decil 5,0,0,0,CoNA,CALI,2023-03-01,q2
Decil 6,0,0,0,CoNA,CALI,2023-03-01,q2
Decil 7,0,0,0,CoNA,CALI,2023-03-01,q2
Decil 8,0,0,0,CoNA,CALI,2023-03-01,q2
Decil 9,0,0,0,CoNA,CALI,2023-03-01,q2
Decil 10,0,0,0,CoNA,CALI,2023-03-01,q2
Decil 1,38.961038961038966,0.19015027500687395,0.13816079986021096,CoCA,CALI,2023-03-01,q3
Decil 2,0,0,0,CoCA,CALI,2023-03-01,q3
Decil 3,0,0,0,CoCA,CALI,2023-03-01,q3
Decil 4,0,0,0,CoCA,CALI,2023-03-01,q3
Decil 5,0,0,0,CoCA,CALI,2023-03-01,q3
Decil 6,0,0,0,CoCA,CALI,2023-03-01,q3
Decil 7,0,0,0,CoCA,CALI,2023-03-01,q3
Decil 8,0,0,0,CoCA,CALI,2023-03-01,q3
Decil 9,0,0,0,CoCA,CALI,2023-03-01,q3
Decil 10,0,0,0,CoCA,CALI,2023-03-01,q3
Decil 1,100,0.5910323173054388,0.3875662787913992,CoNA,CALI,2023-03-01,q3
Decil 2,100,0.20847650689595584,0.05264040624122373,CoNA,CALI,2023-03-01,q3
Decil 3,27.906976744186046,0.011012530415237153,6.389242786794052e-4,CoNA,CALI,2023-03-01,q3
Decil 4,61.458333333333336,0.04380417114937454,0.003970478470098082,CoNA,CALI,2023-03-01,q3
Decil 5,0,0,0,CoNA,CALI,2023-03-01,q3
Decil 6,0,0,0,CoNA,CALI,2023-03-01,q3
Decil 7,0,0,0,CoNA,CALI,2023-03-01,q3
Decil 8,0,0,0,CoNA,CALI,2023-03-01,q3
Decil 9,0,0,0,CoNA,CALI,2023-03-01,q3
Decil 10,0,0,0,CoNA,CALI,2023-03-01,q3
Decil 1,15.730337078651685,0.07132561717313883,0.04970632029267148,CoCA,CALI,2023-04-01,q1
Decil 2,0,0,0,CoCA,CALI,2023-04-01,q1
Decil 3,0,0,0,CoCA,CALI,2023-04-01,q1
Decil 4,0,0,0,CoCA,CALI,2023-04-01,q1
Decil 5,0,0,0,CoCA,CALI,2023-04-01,q1
Decil 6,0,0,0,CoCA,CALI,2023-04-01,q1
Decil 7,0,0,0,CoCA,CALI,2023-04-01,q1
Decil 8,0,0,0,CoCA,CALI,2023-04-01,q1
Decil 9,0,0,0,CoCA,CALI,2023-04-01,q1
Decil 10,0,0,0,CoCA,CALI,2023-04-01,q1
Decil 1,100,0.3749646729246952,0.19271142191212978,CoNA,CALI,2023-04-01,q1
Decil 2,51.9607843137255,0.053185133925458254,0.00834933334791368,CoNA,CALI,2023-04-01,q1
Decil 3,0,0,0,CoNA,CALI,2023-04-01,q1
Decil 4,0,0,0,CoNA,CALI,2023-04-01,q1
Decil 5,0,0,0,CoNA,CALI,2023-04-01,q1
Decil 6,0,0,0,CoNA,CALI,2023-04-01,q1
Decil 7,0,0,0,CoNA,CALI,2023-04-01,q1
Decil 8,0,0,0,CoNA,CALI,2023-04-01,q1
Decil 9,0,0,0,CoNA,CALI,2023-04-01,q1
Decil 10,0,0,0,CoNA,CALI,2023-04-01,q1
Decil 1,19.101123595505616,0.07927559570871688,0.05398136930042926,CoCA,CALI,2023-04-01,q2
Decil 2,0,0,0,CoCA,CALI,2023-04-01,q2
Decil 3,0,0,0,CoCA,CALI,2023-04-01,q2
Decil 4,0,0,0,CoCA,CALI,2023-04-01,q2
Decil 5,0,0,0,CoCA,CALI,2023-04-01,q2
Decil 6,0,0,0,CoCA,CALI,2023-04-01,q2
Decil 7,0,0,0,CoCA,CALI,2023-04-01,q2
Decil 8,0,0,0,CoCA,CALI,2023-04-01,q2
Decil 9,0,0,0,CoCA,CALI,2023-04-01,q2
Decil 10,0,0,0,CoCA,CALI,2023-04-01,q2
Decil 1,100,0.4066309372196382,0.21231498628028592,CoNA,CALI,2023-04-01,q2
Decil 2,64.70588235294117,0.08052028802576063,0.014103169854108056,CoNA,CALI,2023-04-01,q2
Decil 3,5.208333333333334,2.5230703649503617e-4,1.4916227203079302e-6,CoNA,CALI,2023-04-01,q2
Decil 4,0,0,0,CoNA,CALI,2023-04-01,q2
Decil 5,0,0,0,CoNA,CALI,2023-04-01,q2
Decil 6,0,0,0,CoNA,CALI,2023-04-01,q2
Decil 7,0,0,0,CoNA,CALI,2023-04-01,q2
Decil 8,0,0,0,CoNA,CALI,2023-04-01,q2
Decil 9,0,0,0,CoNA,CALI,2023-04-01,q2
Decil 10,0,0,0,CoNA,CALI,2023-04-01,q2
Decil 1,20.224719101123593,0.08287526410977038,0.0556880219951327,CoCA,CALI,2023-04-01,q3
Decil 2,0,0,0,CoCA,CALI,2023-04-01,q3
Decil 3,0,0,0,CoCA,CALI,2023-04-01,q3
Decil 4,0,0,0,CoCA,CALI,2023-04-01,q3
Decil 5,0,0,0,CoCA,CALI,2023-04-01,q3
Decil 6,0,0,0,CoCA,CALI,2023-04-01,q3
Decil 7,0,0,0,CoCA,CALI,2023-04-01,q3
Decil 8,0,0,0,CoCA,CALI,2023-04-01,q3
Decil 9,0,0,0,CoCA,CALI,2023-04-01,q3
Decil 10,0,0,0,CoCA,CALI,2023-04-01,q3
Decil 1,100,0.4301965949937512,0.2283789251021535,CoNA,CALI,2023-04-01,q3
Decil 2,80.3921568627451,0.10643950237798308,0.020260222090484652,CoNA,CALI,2023-04-01,q3
Decil 3,26.041666666666668,0.006236119528573032,2.0242944461738909e-4,CoNA,CALI,2023-04-01,q3
Decil 4,0,0,0,CoNA,CALI,2023-04-01,q3
Decil 5,0,0,0,CoNA,CALI,2023-04-01,q3
Decil 6,0,0,0,CoNA,CALI,2023-04-01,q3
Decil 7,0,0,0,CoNA,CALI,2023-04-01,q3
Decil 8,0,0,0,CoNA,CALI,2023-04-01,q3
Decil 9,0,0,0,CoNA,CALI,2023-04-01,q3
Decil 10,0,0,0,CoNA,CALI,2023-04-01,q3
Decil 1,21.794871794871796,0.0915039359675525,0.06439047362250397,CoCA,CALI,2023-05-01,q1
Decil 2,0,0,0,CoCA,CALI,2023-05-01,q1
Decil 3,0,0,0,CoCA,CALI,2023-05-01,q1
Decil 4,0,0,0,CoCA,CALI,2023-05-01,q1
Decil 5,0,0,0,CoCA,CALI,2023-05-01,q1
Decil 6,0,0,0,CoCA,CALI,2023-05-01,q1
Decil 7,0,0,0,CoCA,CALI,2023-05-01,q1
Decil 8,0,0,0,CoCA,CALI,2023-05-01,q1
Decil 9,0,0,0,CoCA,CALI,2023-05-01,q1
Decil 10,0,0,0,CoCA,CALI,2023-05-01,q1
Decil 1,100,0.36902831673596126,0.1973795029172173,CoNA,CALI,2023-05-01,q1
Decil 2,48.19277108433735,0.04868708944332975,0.0069547714467834846,CoNA,CALI,2023-05-01,q1
Decil 3,0,0,0,CoNA,CALI,2023-05-01,q1
Decil 4,0,0,0,CoNA,CALI,2023-05-01,q1
Decil 5,0,0,0,CoNA,CALI,2023-05-01,q1
Decil 6,0,0,0,CoNA,CALI,2023-05-01,q1
Decil 7,0,0,0,CoNA,CALI,2023-05-01,q1
Decil 8,0,0,0,CoNA,CALI,2023-05-01,q1
Decil 9,0,0,0,CoNA,CALI,2023-05-01,q1
Decil 10,0,0,0,CoNA,CALI,2023-05-01,q1
Decil 1,23.076923076923077,0.10061026864231956,0.06867945109345265,CoCA,CALI,2023-05-01,q2
Decil 2,0,0,0,CoCA,CALI,2023-05-01,q2
Decil 3,0,0,0,CoCA,CALI,2023-05-01,q2
Decil 4,0,0,0,CoCA,CALI,2023-05-01,q2
Decil 5,0,0,0,CoCA,CALI,2023-05-01,q2
Decil 6,0,0,0,CoCA,CALI,2023-05-01,q2
Decil 7,0,0,0,CoCA,CALI,2023-05-01,q2
Decil 8,0,0,0,CoCA,CALI,2023-05-01,q2
Decil 9,0,0,0,CoCA,CALI,2023-05-01,q2
Decil 10,0,0,0,CoCA,CALI,2023-05-01,q2
Decil 1,100,0.4005246594660296,0.21566046824879848,CoNA,CALI,2023-05-01,q2
Decil 2,72.28915662650603,0.07663886038532135,0.012304192500217321,CoNA,CALI,2023-05-01,q2
Decil 3,0,0,0,CoNA,CALI,2023-05-01,q2
Decil 4,3.296703296703297,1.814484495249321e-4,1.08494840031141e-6,CoNA,CALI,2023-05-01,q2
Decil 5,0,0,0,CoNA,CALI,2023-05-01,q2
Decil 6,0,0,0,CoNA,CALI,2023-05-01,q2
Decil 7,0,0,0,CoNA,CALI,2023-05-01,q2
Decil 8,0,0,0,CoNA,CALI,2023-05-01,q2
Decil 9,0,0,0,CoNA,CALI,2023-05-01,q2
Decil 10,0,0,0,CoNA,CALI,2023-05-01,q2
Decil 1,24.358974358974358,0.10517994659069121,0.07083554725006933,CoCA,CALI,2023-05-01,q3
Decil 2,0,0,0,CoCA,CALI,2023-05-01,q3
Decil 3,0,0,0,CoCA,CALI,2023-05-01,q3
Decil 4,0,0,0,CoCA,CALI,2023-05-01,q3
Decil 5,0,0,0,CoCA,CALI,2023-05-01,q3
Decil 6,0,0,0,CoCA,CALI,2023-05-01,q3
Decil 7,0,0,0,CoCA,CALI,2023-05-01,q3
Decil 8,0,0,0,CoCA,CALI,2023-05-01,q3
Decil 9,0,0,0,CoCA,CALI,2023-05-01,q3
Decil 10,0,0,0,CoCA,CALI,2023-05-01,q3
Decil 1,100,0.4277854748113623,0.23333105078218766,CoNA,CALI,2023-05-01,q3
Decil 2,85.54216867469879,0.10938631088310445,0.019466651619093625,CoNA,CALI,2023-05-01,q3
Decil 3,10.989010989010989,0.0014592546680882775,2.964052595940371e-5,CoNA,CALI,2023-05-01,q3
Decil 4,25.274725274725274,0.006881219337000731,2.4051789305228025e-4,CoNA,CALI,2023-05-01,q3
Decil 5,0,0,0,CoNA,CALI,2023-05-01,q3
Decil 6,0,0,0,CoNA,CALI,2023-05-01,q3
Decil 7,0,0,0,CoNA,CALI,2023-05-01,q3
Decil 8,0,0,0,CoNA,CALI,2023-05-01,q3
Decil 9,0,0,0,CoNA,CALI,2023-05-01,q3
Decil 10,0,0,0,CoNA,CALI,2023-05-01,q3
Decil 1,26.76056338028169,0.136236899163999,0.09442013977961627,CoCA,CALI,2023-06-01,q1
Decil 2,0,0,0,CoCA,CALI,2023-06-01,q1
Decil 3,0,0,0,CoCA,CALI,2023-06-01,q1
Decil 4,0,0,0,CoCA,CALI,2023-06-01,q1
Decil 5,0,0,0,CoCA,CALI,2023-06-01,q1
Decil 6,0,0,0,CoCA,CALI,2023-06-01,q1
