ciudad,fecha,model,escenario,n_deciles,sum_rate,incidence
BOGOTÁ D.C.,2022-07-01,CoNA,q3,10,300,30
BOGOTÁ D.C.,2022-08-01,CoCA,q1,10,24.719101123595504,2.4719101123595504
BOGOTÁ D.C.,2022-08-01,CoCA,q2,10,29.213483146067414,2.9213483146067416
BOGOTÁ D.C.,2022-08-01,CoCA,q3,10,30.337078651685395,3.0337078651685396
BOGOTÁ D.C.,2022-08-01,CoNA,q1,10,300,30
BOGOTÁ D.C.,2022-08-01,CoNA,q2,10,300,30
BOGOTÁ D.C.,2022-08-01,CoNA,q3,10,300,30
BOGOTÁ D.C.,2022-09-01,CoCA,q1,10,32.098765432098766,3.2098765432098766
BOGOTÁ D.C.,2022-09-01,CoCA,q2,10,33.33333333333333,3.333333333333333
BOGOTÁ D.C.,2022-09-01,CoCA,q3,10,38.2716049382716,3.82716049382716
BOGOTÁ D.C.,2022-09-01,CoNA,q1,10,285.22727272727275,28.522727272727277
BOGOTÁ D.C.,2022-09-01,CoNA,q2,10,300,30
BOGOTÁ D.C.,2022-09-01,CoNA,q3,10,300,30
BOGOTÁ D.C.,2022-10-01,CoCA,q1,10,36.36363636363637,3.6363636363636367
BOGOTÁ D.C.,2022-10-01,CoCA,q2,10,38.961038961038966,3.896103896103897
BOGOTÁ D.C.,2022-10-01,CoCA,q3,10,45.45454545454545,4.545454545454546
BOGOTÁ D.C.,2022-10-01,CoNA,q1,10,289.7435897435897,28.974358974358974
BOGOTÁ D.C.,2022-10-01,CoNA,q2,10,300,30
BOGOTÁ D.C.,2022-10-01,CoNA,q3,10,300,30
BOGOTÁ D.C.,2022-11-01,CoCA,q1,10,38.372093023255815,3.8372093023255816
BOGOTÁ D.C.,2022-11-01,CoCA,q2,10,41.86046511627907,4.186046511627907
BOGOTÁ D.C.,2022-11-01,CoCA,q3,10,45.348837209302324,4.534883720930233
BOGOTÁ D.C.,2022-11-01,CoNA,q1,10,278.4090909090909,27.84090909090909
BOGOTÁ D.C.,2022-11-01,CoNA,q2,10,298.8636363636364,29.88636363636364
BOGOTÁ D.C.,2022-11-01,CoNA,q3,10,300,30
BOGOTÁ D.C.,2022-12-01,CoCA,q1,10,43.037974683544306,4.303797468354431
BOGOTÁ D.C.,2022-12-01,CoCA,q2,10,44.303797468354425,4.430379746835443
BOGOTÁ D.C.,2022-12-01,CoCA,q3,10,45.56962025316456,4.556962025316456
BOGOTÁ D.C.,2022-12-01,CoNA,q1,10,275.6756756756757,27.56756756756757
BOGOTÁ D.C.,2022-12-01,CoNA,q2,10,290.5405405405405,29.054054054054053
BOGOTÁ D.C.,2022-12-01,CoNA,q3,10,300,30
BOGOTÁ D.C.,2023-01-01,CoCA,q1,10,45.588235294117645,4.5588235294117645
BOGOTÁ D.C.,2023-01-01,CoCA,q2,10,47.05882352941176,4.705882352941177
BOGOTÁ D.C.,2023-01-01,CoCA,q3,10,57.35294117647059,5.735294117647059
BOGOTÁ D.C.,2023-01-01,CoNA,q1,10,327.27272727272725,32.72727272727273
BOGOTÁ D.C.,2023-01-01,CoNA,q2,10,355.1772551772552,35.517725517725516
BOGOTÁ D.C.,2023-01-01,CoNA,q3,10,372.37627237627237,37.23762723762724
BOGOTÁ D.C.,2023-03-01,CoCA,q1,10,42.5,4.25
BOGOTÁ D.C.,2023-03-01,CoCA,q2,10,43.75,4.375
BOGOTÁ D.C.,2023-03-01,CoCA,q3,10,51.24999999999999,5.125
BOGOTÁ D.C.,2023-03-01,CoNA,q1,10,235.16483516483515,23.516483516483518
BOGOTÁ D.C.,2023-03-01,CoNA,q2,10,251.64835164835165,25.164835164835168
