fecha,year,mes,dominio,pm,pme
2024-09-01,2024,09,CALI,21.102862387554357,8.060651128719702
2024-10-01,2024,10,CALI,23.602802353567007,8.833037583188581
2024-11-01,2024,11,CALI,17.63657786986484,4.510626100475959
2024-12-01,2024,12,CALI,23.109778274921396,8.314537022530953
2019-01-01,2019,01,MEDELLIN,26.99126113832343,3.9970469688920165
2019-02-01,2019,02,MEDELLIN,26.203912921458045,4.5177562491414
2019-03-01,2019,03,MEDELLIN,28.458968080925978,3.971174659215595
2019-04-01,2019,04,MEDELLIN,24.711652881277,3.8216268335603445
2019-05-01,2019,05,MEDELLIN,26.120419090322688,3.986071663243719
2019-06-01,2019,06,MEDELLIN,24.42021065266338,3.8471514581854196
2019-07-01,2019,07,MEDELLIN,24.27594097716515,3.673454182246076
2019-08-01,2019,08,MEDELLIN,21.783692375376422,3.8966292981416975
2019-09-01,2019,09,MEDELLIN,24.833928114975304,4.0738951292825805
2019-10-01,2019,10,MEDELLIN,23.123210786254152,3.1879154872238185
2019-11-01,2019,11,MEDELLIN,19.645512221175217,2.6124919215275337
2019-12-01,2019,12,MEDELLIN,22.455368346087706,2.4882190653082166
2020-01-01,2020,01,MEDELLIN,16.752273683660217,3.305673527710561
2020-02-01,2020,02,MEDELLIN,23.061494383194315,2.7090996345057046
2020-03-01,2020,03,MEDELLIN,25.753101823844627,6.311537900304819
2020-04-01,2020,04,MEDELLIN,43.459736429830635,13.92540341703199
2020-05-01,2020,05,MEDELLIN,47.3547363536263,18.668767312443375
2020-06-01,2020,06,MEDELLIN,44.88445990764254,16.195571474538838
2020-07-01,2020,07,MEDELLIN,43.7461566255909,14.845726105973023
2020-08-01,2020,08,MEDELLIN,36.8209137887649,10.163398868497817
2020-09-01,2020,09,MEDELLIN,31.606479695115226,6.852269614550102
2020-10-01,2020,10,MEDELLIN,27.565140761319856,4.215830845339192
2020-11-01,2020,11,MEDELLIN,25.718353271117806,6.0898389426561605
2020-12-01,2020,12,MEDELLIN,28.161747271475324,5.664830114217451
2021-01-01,2021,01,MEDELLIN,25.51932813484814,4.446866269740097
2021-02-01,2021,02,MEDELLIN,27.197087346780275,5.10423657453473
2021-03-01,2021,03,MEDELLIN,28.716388554173943,5.38371590606292
2021-04-01,2021,04,MEDELLIN,30.407868819300376,6.1428527948853135
2021-05-01,2021,05,MEDELLIN,29.624925570335712,4.4466175592372394
2021-06-01,2021,06,MEDELLIN,30.274307986142894,5.086905137720019
2021-07-01,2021,07,MEDELLIN,27.675634498645003,3.247660064364852
2021-08-01,2021,08,MEDELLIN,25.54353391430717,4.8852201798792025
2021-09-01,2021,09,MEDELLIN,27.219689082552083,5.695606572749419
2021-10-01,2021,10,MEDELLIN,24.58158052519977,5.13823520284775
2021-11-01,2021,11,MEDELLIN,26.7292260811897,4.865979714365863
2021-12-01,2021,12,MEDELLIN,27.179098192774624,6.933239018480952
2022-01-01,2022,01,MEDELLIN,31.156579994787766,8.813888674918841
2022-02-01,2022,02,MEDELLIN,26.9968471247642,5.398965274030141
2022-03-01,2022,03,MEDELLIN,26.66836143109069,6.26210980264376
2022-04-01,2022,04,MEDELLIN,22.125064100523748,3.9332590033469983
2022-05-01,2022,05,MEDELLIN,26.387911546823943,4.493693124972222
2022-06-01,2022,06,MEDELLIN,25.739111082093274,4.250085162415607
2022-07-01,2022,07,MEDELLIN,27.223113663269217,5.9832239629835975
2022-08-01,2022,08,MEDELLIN,21.09996076146309,5.445249349981339
2022-09-01,2022,09,MEDELLIN,22.622343121436757,4.65845312812738
2022-10-01,2022,10,MEDELLIN,20.43715255691614,4.076363287904938
