alimento_sipsa,term,estimate,std.error,statistic,p.value,ci_lo,ci_hi
"Carne de res, cadera",mes_factor11,-0.006768242639576289,0.027616996026498412,-0.245075265719783,0.8075375920800948,-0.06089755485151318,0.0473610695723606
"Carne de res, cadera",mes_factor12,0.007444027347180886,0.02760813499803182,0.26963166283095796,0.7887041653904026,-0.04666791724896148,0.061555971943323254
"Carne de res, falda",(Intercept),-1.084419777959747,0.44374401818090903,-2.4437958226574725,0.018105101265968922,-1.9541580535943288,-0.21468150232516536
"Carne de res, falda",ln_wholesale,1.2158590138682899,0.054098851328923975,22.47476580372845,8.602629200701416e-28,1.109825265263599,1.3218927624729808
"Carne de res, falda",mes_factor2,-0.006122200961568729,0.027771437636260016,-0.22044955114513856,0.8264187412925814,-0.06055421872863836,0.0483098168055009
"Carne de res, falda",mes_factor3,-0.004213265070760653,0.027772398504666975,-0.1517069211740081,0.8800285739665289,-0.058647166139907926,0.050220635998386616
"Carne de res, falda",mes_factor4,-0.021726316103304423,0.029129481595802073,-0.7458531670689073,0.45924840969118197,-0.07882010003107648,0.03536746782446764
"Carne de res, falda",mes_factor5,-0.009884364933726639,0.029128073005511006,-0.339341532543417,0.7357736770772199,-0.06697538802452821,0.047206658157074935
"Carne de res, falda",mes_factor6,0.003456014946842357,0.029128739274028273,0.11864622475864599,0.9060310359284586,-0.05363631403025306,0.06054834392393777
"Carne de res, falda",mes_factor7,0.01452208148803204,0.0291279747395662,0.4985613183846202,0.6202747048037113,-0.04256874900151771,0.0716129119775818
"Carne de res, falda",mes_factor8,0.02679345150779448,0.02912785900951011,0.9198565366251787,0.36206445056748093,-0.030297152150845334,0.0838840551664343
"Carne de res, falda",mes_factor9,0.03391760782088779,0.029128540092047885,1.1644115260739527,0.24978318903975222,-0.02317433075952606,0.09100954640130164
"Carne de res, falda",mes_factor10,0.03347495636393198,0.029131970972446172,1.149079696516021,0.2559903540869996,-0.023623706742062517,0.09057361946992648
"Carne de res, falda",mes_factor11,0.0378504163753275,0.029135115089987798,1.2991339233918007,0.19985687260856258,-0.01925440920104858,0.09495524195170359
"Carne de res, falda",mes_factor12,0.04829494731788093,0.029139015448055146,1.657398047781478,0.10370132809095163,-0.008817522960307154,0.105407417596069
"Carne de res, lomo de brazo",(Intercept),4.153148270189155,0.4591454459788116,9.045387047965653,4.485645688328057e-10,3.2532231960706848,5.053073344307626
"Carne de res, lomo de brazo",ln_wholesale,0.5370355065915352,0.05321594171589725,10.091628359385137,3.698048579647915e-11,0.43273226082837657,0.6413387523546938
"Carne de res, lomo de brazo",mes_factor2,-0.00709449994060861,0.0314321973635755,-0.22570804893296811,0.8229591226475731,-0.06870160677321659,0.05451260689199937
"Carne de res, lomo de brazo",mes_factor3,-0.006445195617086497,0.03143462069200974,-0.20503494157716304,0.8389296678243489,-0.06805705217342559,0.055166660939252585
"Carne de res, lomo de brazo",mes_factor4,0.003906192648677261,0.03143974468165016,0.12424377768427346,0.9019510186559544,-0.05771570692735705,0.06552809222471158
"Carne de res, lomo de brazo",mes_factor5,0.02326657544559124,0.03143758878389478,0.7400877848975019,0.464999584947836,-0.038351098570842526,0.084884249462025
"Carne de res, lomo de brazo",mes_factor6,0.036094985611160535,0.03143838904529346,1.1481181672240994,0.2599927954951442,-0.025524256917614646,0.09771422813993572
"Carne de res, lomo de brazo",mes_factor7,0.04731624628647982,0.03145681420411851,1.5041652336263884,0.14299484082239997,-0.014339109553592466,0.1089716021265521
"Carne de res, lomo de brazo",mes_factor8,0.01865669945495522,0.033967114777202614,0.549257703438411,0.5868941693604146,-0.047918845508361896,0.08523224441827235
"Carne de res, lomo de brazo",mes_factor9,0.016575741731816217,0.03395237959114951,0.48820559652723355,0.6289536991446008,-0.049970922266836824,0.08312240573046925
"Carne de res, lomo de brazo",mes_factor10,0.0036084621037057716,0.033950342294587016,0.10628647194173058,0.9160626204094758,-0.06293420879368478,0.07015113300109632
"Carne de res, lomo de brazo",mes_factor11,0.00712074263092872,0.033954523866415204,0.20971410640135424,0.8353085141391169,-0.059430124147245085,0.07367160940910253
"Carne de res, lomo de brazo",mes_factor12,0.009430524205127995,0.03396720059846181,0.27763619135440476,0.783196021808608,-0.057145188967857155,0.07600623737811314
"Carne de res, pecho",(Intercept),3.490498006251995,0.26654932610117316,13.095129735676464,8.794449552128842e-18,2.9680613270936957,4.012934685410294
"Carne de res, pecho",ln_wholesale,0.6243895014894355,0.030786066811480946,20.281561308656162,8.868818489280923e-26,0.5640488105389329,0.6847301924399382
"Carne de res, pecho",mes_factor2,-0.005189811279098907,0.03046321036987074,-0.1703632419592856,0.865411978433333,-0.06489770360404555,0.05451808104584774
"Carne de res, pecho",mes_factor3,-0.0035725724027790193,0.030464196874616777,-0.11727118287355016,0.9071149707903119,-0.0632823982770279,0.05613725347146986
"Carne de res, pecho",mes_factor4,-0.015170265127311268,0.031959441080366,-0.4746724164907561,0.6370872271825532,-0.07781076964482861,0.04747023939020608
"Carne de res, pecho",mes_factor5,-0.0041563800150439395,0.03195576541676207,-0.1300666706253812,0.8970355482086865,-0.0667896802318976,0.05847692020180972
"Carne de res, pecho",mes_factor6,0.004867784084563842,0.031953270093717144,0.1523407172501251,0.8795312944825366,-0.057760625299121765,0.06749619346824945
"Carne de res, pecho",mes_factor7,0.013988807893353949,0.031951219206470746,0.43781765581330123,0.663404038238494,-0.048635581751328705,0.07661319753803661
"Carne de res, pecho",mes_factor8,0.02458337365455141,0.03195047822823177,0.7694211485332101,0.4452630752465563,-0.03803956367278286,0.08720631098188569
"Carne de res, pecho",mes_factor9,0.03216684395155872,0.031951198286062604,1.0067492199686978,0.31890272139679754,-0.030457504689123976,0.09479119259224142
"Carne de res, pecho",mes_factor10,0.029201349499594777,0.031952527745611345,0.9138979467314776,0.36515660610207124,-0.033425604881803454,0.091828303880993
"Carne de res, pecho",mes_factor11,0.029981901682245276,0.031952307443516396,0.9383329118013057,0.35258414238978775,-0.032644620907046853,0.09260842427153741
"Carne de res, pecho",mes_factor12,0.04457636910128152,0.03195893671703731,1.3948013820346488,0.16924167194783968,-0.01806314686411161,0.10721588506667465
"Carne de res, punta de anca",(Intercept),2.0815204806099916,0.35760918576141776,5.8206571964253095,7.416122071795963e-6,1.3806064765176127,2.7824344847023705
"Carne de res, punta de anca",ln_wholesale,0.7665632659699273,0.04105180297589416,18.673071836091033,5.566195116383371e-15,0.6861017321371747,0.8470247998026799
"Carne de res, punta de anca",mes_factor2,0.004060420520711352,0.01936514958523832,0.2096766928052305,0.8358495740770162,-0.03389527266635576,0.04201611370777846
"Carne de res, punta de anca",mes_factor3,0.01597604023510855,0.01803503094630964,0.8858338132420892,0.3852876414454375,-0.01937262041965834,0.05132470088987544
"Carne de res, punta de anca",mes_factor4,-0.003528825265492347,0.01731672646063621,-0.203781313605314,0.8403976227208885,-0.03746960912833932,0.030411958597354623
"Carne de res, punta de anca",mes_factor5,0.0022142081482703995,0.01731770135237693,0.12785808596742487,0.8994228318458213,-0.03172848650238839,0.036156902798929184
"Carne de res, punta de anca",mes_factor6,0.0069586910203119755,0.017318841277171586,0.4017988795523178,0.691708723133259,-0.026986237882944332,0.040903619923568287
"Carne de res, punta de anca",mes_factor7,0.012807648469800589,0.0173201137074407,0.7394667659888652,0.46744124499878137,-0.021139774396783186,0.04675507133638436
"Carne de res, punta de anca",mes_factor8,0.025031092849445425,0.017323075524869457,1.444956631027218,0.16256392163254402,-0.008922135179298709,0.058984320878189556
"Carne de res, punta de anca",mes_factor9,0.027905463393906763,0.017326392251587563,1.610575530595521,0.12152818033284439,-0.006054265419204858,0.06186519220701839
"Carne de res, punta de anca",mes_factor10,0.01958683187436038,0.017325825663351717,1.1304991897610535,0.2704404988027743,-0.014371786425808983,0.053545450174529746
"Carne de res, punta de anca",mes_factor11,0.026000388324392186,0.017329573192127506,1.5003478756305242,0.1477400921269101,-0.007965575132177723,0.059966351780962095
"Carne de res, punta de anca",mes_factor12,0.02703054109377866,0.017347097284257647,1.5582169541591642,0.1334520256739373,-0.006969769583366332,0.061030851770923655
Cebolla cabezona blanca,(Intercept),-4.302141291975877,NA,NA,NA,NA,NA
Cebolla cabezona blanca,ln_wholesale,1.9314557354567647,NA,NA,NA,NA,NA
Cebolla cabezona blanca,mes_factor2,0.13758982775107487,NA,NA,NA,NA,NA
Cebolla cabezona blanca,mes_factor3,0.18275636688610639,NA,NA,NA,NA,NA
Cebolla cabezona blanca,mes_factor4,0.12511226587047125,NA,NA,NA,NA,NA
Cebolla cabezona blanca,mes_factor5,NA,NA,NA,NA,NA,NA
Cebolla cabezona blanca bogotana,(Intercept),1.6417904138167787,0.6673503574181995,2.4601626350638783,0.017619428965109665,0.33378371327710776,2.94979711435645
Cebolla cabezona blanca bogotana,ln_wholesale,0.8138325658303074,0.10181518505439241,7.993233675266967,2.60718356850609e-10,0.6142748031236982,1.0133903285369166
Cebolla cabezona blanca bogotana,mes_factor2,-0.041862737057360266,0.1731889422315105,-0.24171714728415059,0.8100508834543219,-0.38131306383112085,0.2975875897164003
Cebolla cabezona blanca bogotana,mes_factor3,-0.08822642303376835,0.16585907007622125,-0.5319360767742368,0.5972758657608712,-0.413310200383162,0.2368573543156253
Cebolla cabezona blanca bogotana,mes_factor4,-0.0134611128580843,0.1734443366638793,-0.07761056438626081,0.9384673051779873,-0.35341201271928774,0.3264897870031191
Cebolla cabezona blanca bogotana,mes_factor5,0.11831820515111108,0.17336486655855549,0.6824808711236084,0.498285024694924,-0.22147693330365764,0.4581133436058798
Cebolla cabezona blanca bogotana,mes_factor6,0.22604060211575586,0.17321448899481262,1.3049751405179808,0.1982545353244771,-0.11345979631407685,0.5655410005455885
Cebolla cabezona blanca bogotana,mes_factor7,0.3568022735612455,0.17329835722371006,2.058890108811886,0.04507049575370892,0.017137493402773762,0.6964670537197173
Cebolla cabezona blanca bogotana,mes_factor8,0.22525570865407346,0.18394174097650315,1.2246035481573907,0.22682724344007868,-0.1352701036598727,0.5857815209680196
Cebolla cabezona blanca bogotana,mes_factor9,0.23698351450131713,0.17584395158423807,1.347692157542252,0.18421811296916776,-0.10767063060378948,0.5816376596064238
Cebolla cabezona blanca bogotana,mes_factor10,0.10276279830573923,0.17683139611833754,0.5811343492247791,0.5639265348864588,-0.24382673808620234,0.44935233469768077
Cebolla cabezona blanca bogotana,mes_factor11,0.09755339181679235,0.17701435097031465,0.5511044233535171,0.5841725805915317,-0.24939473608502438,0.4445015197186091
Cebolla cabezona blanca bogotana,mes_factor12,0.09550049563849997,0.17662736179853852,0.540689135964268,0.5912752445841549,-0.2506891334866356,0.44169012476363545
Cebolla cabezona blanca pastusa,(Intercept),2.3646872348429064,0.6925122078080982,3.4146506129148038,0.0013828807541469822,1.007363307539034,3.722011162146779
Cebolla cabezona blanca pastusa,ln_wholesale,0.7241104746621988,0.10894412988809322,6.6466222219223825,3.775212847532611e-8,0.510579980081536,0.9376409692428616
Cebolla cabezona blanca pastusa,mes_factor2,-0.03934875473958063,0.1841047895300241,-0.2137302068024883,0.8317447833001185,-0.40019414221842786,0.32149663273926654
Cebolla cabezona blanca pastusa,mes_factor3,-0.017378731585869125,0.18410479076674846,-0.09439586831766429,0.9252232664255435,-0.3782241214886961,0.3434666583169579
Cebolla cabezona blanca pastusa,mes_factor4,0.004151861489525917,0.18430906228646007,0.022526626949427683,0.982129722572374,-0.35709390059193585,0.36539762357098765
Cebolla cabezona blanca pastusa,mes_factor5,0.13228167974356486,0.18424950176186058,0.7179486428925964,0.47658386578408685,-0.2288473437096819,0.49341070319681163
Cebolla cabezona blanca pastusa,mes_factor6,0.03110220428646307,0.195471258927565,0.1591139508544757,0.8743072195123887,-0.35202146321156436,0.41422587178449044
Cebolla cabezona blanca pastusa,mes_factor7,0.1453656769378073,0.19538175450302583,0.7440084531309501,0.46082633878499046,-0.23758256188812335,0.528313915763738
Cebolla cabezona blanca pastusa,mes_factor8,0.14191225275485947,0.1952754867805566,0.7267284547309066,0.4712411466423939,-0.24082770133503145,0.5246522068447503
Cebolla cabezona blanca pastusa,mes_factor9,0.13579069101152672,0.1853428928731186,0.732645794540856,0.4676596680433398,-0.22748137901978568,0.4990627610428391
Cebolla cabezona blanca pastusa,mes_factor10,-0.013593694729043912,0.18585370781321867,-0.07314190762718308,0.9420246864924333,-0.3778669620429525,0.35067957258486465
Cebolla cabezona blanca pastusa,mes_factor11,-0.011375873230247985,0.18616668865138916,-0.061105847198851704,0.9515516349710705,-0.37626258298697074,0.3535108365264748
Cebolla cabezona blanca pastusa,mes_factor12,0.02564248014617073,0.1867298713870845,0.13732393192203707,0.8914012330637733,-0.3403480677725149,0.39163302806485634
Curuba,(Intercept),3.483272094425634,0.6595538702078673,5.281254878131234,2.794928157986828e-6,2.190546508818214,4.775997680033054
Curuba,ln_wholesale,0.5566473328030399,0.0998840364932748,5.5729358999275025,1.0009960522940376e-6,0.3608746212762213,0.7524200443298585
Curuba,mes_factor2,0.047854687253935435,0.06150723661082587,0.7780334459947522,0.44021554660687456,-0.07269949650328326,0.16840887101115415
Curuba,mes_factor3,0.10439761144503887,0.06152871435614382,1.6967299339420452,0.09596558191628532,-0.016198668693003015,0.22499389158308075
Curuba,mes_factor4,0.0965098495612557,0.06503045954677077,1.4840714679533296,0.14406707269162367,-0.030949851150415,0.22396955027292642
Curuba,mes_factor5,0.06049946117998403,0.06491019395894625,0.932048688966299,0.355790290769064,-0.06672451897955062,0.18772344133951868
Curuba,mes_factor6,0.06690510147061182,0.06475412770343801,1.0332175545167541,0.3064738966654189,-0.06001298882812667,0.1938231917693503
Curuba,mes_factor7,0.10996807679969015,0.06482868522913716,1.6962873211296463,0.09604991251222274,-0.017096146249418687,0.23703229984879898
Curuba,mes_factor8,0.1503063152202626,0.06538314414064536,2.298854195462663,0.025729222003045667,0.022155352704597703,0.27845727773592754
Curuba,mes_factor9,0.16706115449111528,0.06630702781823758,2.5195090171899626,0.014993285783370454,0.03709937996736962,0.29702292901486094
Curuba,mes_factor10,0.14483985945925473,0.06703254984476614,2.1607392198965223,0.0355320153959188,0.013456061763513105,0.27622365715499636
Curuba,mes_factor11,0.12453464398772392,0.06669094770820132,1.867339545579876,0.06772181644863577,-0.006179613520350666,0.2552489014957985
Curuba,mes_factor12,0.07061891432013735,0.065501235802856,1.078131022331921,0.28614928121081745,-0.05776350785346039,0.19900133649373508
Habichuela,(Intercept),1.771038818158611,0.6644707210164353,2.6653376321073523,0.008817640031080534,0.4686762049663977,3.073401431350824
Habichuela,ln_wholesale,0.8093489935386067,0.0988287818822533,8.189405739138646,4.464212624628611e-13,0.6156445810493902,1.0030534060278231
Habichuela,mes_factor2,0.1704993831106304,0.07939946181218543,2.147361949554976,0.033901262854482334,0.014876437958746963,0.32612232826251386
Habichuela,mes_factor3,0.3187195026106792,0.07949236624016956,4.009435341850749,1.0955077986061567e-4,0.1629144647799469,0.47452454044141157
Habichuela,mes_factor4,-0.06451375302466517,0.0841450928183593,-0.7666965578602244,0.4448607650065527,-0.2294381349486494,0.10041062889931907
Habichuela,mes_factor5,0.05356266397957769,0.08387595685269386,0.6385937757305884,0.5243794267522426,-0.11083421145170226,0.21795953941085766
Habichuela,mes_factor6,0.12303454045082296,0.08402500497430987,1.4642610314446278,0.1458991349126271,-0.04165446929882438,0.2877235502004703
Habichuela,mes_factor7,0.03636822629865969,0.08457915018744822,0.42999044348469745,0.6680214823447725,-0.1294069080687388,0.20214336066605817
Habichuela,mes_factor8,0.03962787287502429,0.08462603123634212,0.468270487178493,0.6404931625988084,-0.12623914834820626,0.20549489409825483
Habichuela,mes_factor9,0.02106186936952532,0.08491162444040785,0.2480445935209593,0.8045500917415117,-0.1453649145336741,0.1874886532727247
Habichuela,mes_factor10,0.10823746251460635,0.08509285430673635,1.2719923828673092,0.2059873189694484,-0.05854453192659691,0.2750194569558096
Habichuela,mes_factor11,0.07516148824427321,0.08682763755287172,0.8656401390456504,0.38852166990764214,-0.09502068135935535,0.24534365784790177
Habichuela,mes_factor12,0.03674073070425784,0.08658417213522142,0.424335416025906,0.6721279899166002,-0.13296424668077614,0.20644570808929183
Harina de trigo,(Intercept),1.1239934360847625,0.19713100489271185,5.701758770501341,8.636179245290603e-7,0.7376166664950473,1.5103702056744779
Harina de trigo,ln_wholesale,0.8520035300407823,0.027575554901265134,30.897058394342352,6.073009893259455e-32,0.7979554424343027,0.9060516176472619
Harina de trigo,mes_factor2,-6.900356883309202e-4,0.011814405862017341,-0.05840629621074274,0.953683595404214,-0.023846271177884907,0.02246619980122307
Harina de trigo,mes_factor3,-0.015986662509234126,0.011312026421155098,-1.4132447992993362,0.16446395714967746,-0.03815823429469811,0.006184909276229864
Harina de trigo,mes_factor4,-0.02640428754102289,0.011820019537741783,-2.2338615817607552,0.030506505036702367,-0.049571525834996785,-0.003237049247048998
Harina de trigo,mes_factor5,-0.02667832683578944,0.011818118310814207,-2.257409016744853,0.02888274464655769,-0.04984183872498528,-0.0035148149465935967
Harina de trigo,mes_factor6,-0.030463541865472576,0.011816445279965697,-2.578063126744409,0.013280043425680873,-0.05362377461420534,-0.00730330911673981
Harina de trigo,mes_factor7,-0.03116589029655773,0.011814912559749714,-2.637843499809866,0.011416154769377584,-0.05432311891366717,-0.008008661679448293
Harina de trigo,mes_factor8,-0.021890002068964763,0.012537402526498802,-1.745975852868925,0.08763955924744113,-0.04646331102090241,0.002683306882972889
Harina de trigo,mes_factor9,-0.017451407325518573,0.01253617200460643,-1.3920842278732324,0.17073899557972513,-0.042022304454547174,0.007119489803510029
Harina de trigo,mes_factor10,-0.026070229239225924,0.012534739269073805,-2.0798381745001593,0.04326633836396321,-0.05063831820661058,-0.0015021402718412673
Harina de trigo,mes_factor11,-0.033329979872628215,0.011816644374189401,-2.820596001469714,0.0071062645516163595,-0.05649060284603944,-0.01016935689921699
Harina de trigo,mes_factor12,-0.03328929191284516,0.011820265532713672,-2.81628968661609,0.0071875119294061525,-0.05645701235696396,-0.010121571468726363
Harina precocida de maíz,(Intercept),4.884671433671416,0.28338146441329537,17.237088684626908,1.1091979799677604e-22,4.329243763421357,5.440099103921475
Harina precocida de maíz,ln_wholesale,0.34525119231907414,0.039807763860762284,8.67296122250618,1.541515336677268e-11,0.26722797515198005,0.42327440948616823
Harina precocida de maíz,mes_factor2,-4.1422673769237774e-4,0.019688913424414718,-0.021038577841412356,0.983298617009591,-0.03900449704954522,0.03817604357416047
Harina precocida de maíz,mes_factor3,-3.849058026733868e-4,0.019688892701028728,-0.019549387998507188,0.9844806443960922,-0.03897513549668969,0.03820532389134292
Harina precocida de maíz,mes_factor4,-7.593218093189347e-4,0.02070676753726569,-0.0366702242613384,0.9708939661612969,-0.041344586182359686,0.03982594256372182
Harina precocida de maíz,mes_factor5,0.0017024546691508343,0.020708772650694388,0.08220934663135379,0.9348084647865305,-0.038886739726210165,0.04229164906451183
Harina precocida de maíz,mes_factor6,0.0039019025122381795,0.020703687847829343,0.18846412972011992,0.8512756880351875,-0.03667732566950733,0.04448113069398369
Harina precocida de maíz,mes_factor7,0.002653119727490155,0.020697804634299544,0.12818362982775067,0.8985178479788765,-0.03791457735573695,0.04322081681071726
Harina precocida de maíz,mes_factor8,0.0028637405891370296,0.020686468901539926,0.1384354479620178,0.890452330704596,-0.037681738457881225,0.04340921963615528
Harina precocida de maíz,mes_factor9,0.0046128967161717235,0.02067626371599858,0.2231010776188941,0.8243658020545607,-0.035912580167185494,0.04513837359952894
Harina precocida de maíz,mes_factor10,6.005893821799228e-4,0.02067008883006585,0.02905596522189738,0.9769356237701861,-0.039912784724749135,0.041113963489108986
Harina precocida de maíz,mes_factor11,-0.0044246353944067856,0.020660820623216284,-0.21415583993962384,0.8312965067922135,-0.0449198438159107,0.036070573027097125
Harina precocida de maíz,mes_factor12,-0.006737298585161088,0.02065185223375047,-0.32623217079534395,0.7456102817934305,-0.04721492896331201,0.03374033179298983
Huevo blanco AA,(Intercept),7.766897547294149,0.04051055311430589,191.72529008376705,0.0033204487483292186,7.687496863190109,7.846298231398189
Huevo blanco AA,ln_wholesale,0.01640241300955822,0.005394342143346032,3.040669756142691,0.20227487022541824,0.005829502408599998,0.026975323610516442
Huevo blanco AA,mes_factor2,0.006792436522227355,4.55437184563916e-4,14.914101773949696,0.042621963526243305,0.00589977964048208,0.00768509340397263
Huevo blanco AA,mes_factor3,0.006874325040998046,6.024867640837731e-4,11.409918774650793,0.05565308861901753,0.005693450983393851,0.008055199098602242
Huevo blanco AA,mes_factor4,0.040029560649714406,6.02486764083773e-4,66.44056440076164,0.009581070128409858,0.03884868659211021,0.041210434707318604
Huevo blanco AA,mes_factor5,0.046328370973116685,6.02486764083773e-4,76.89525104102526,0.008278585198915604,0.04514749691551249,0.04750924503072088
Huevo blanco AA,mes_factor6,0.04430275216909295,6.02486764083773e-4,73.53315427014569,0.008657054594004844,0.04312187811148875,0.045483626226697146
Huevo blanco AA,mes_factor7,0.041256609750954895,6.02486764083773e-4,68.47720516100559,0.009296152225182071,0.0400757356933507,0.04243748380855909
Huevo blanco AA,mes_factor8,0.051848164196715105,6.02486764083773e-4,86.0569348366728,0.007397325058973874,0.05066729013911091,0.0530290382543193
Huevo blanco AA,mes_factor9,0.05754616598248059,5.706457298100509e-4,100.84394393284221,0.006312713305428267,0.05642770035205289,0.058664631612908295
Huevo blanco extra,(Intercept),3.5582638411516148,0.19744911850484353,18.02116853241018,1.4040564088928474e-16,3.1712635688821216,3.945264113421108
Huevo blanco extra,ln_wholesale,0.5809023610597958,0.026049387716042892,22.300038964141894,6.339927032987428e-19,0.5298455611363517,0.6319591609832398
Huevo blanco extra,mes_factor2,-0.00396645905282208,0.010340975890048724,-0.3835671889187038,0.7043030355128299,-0.024234771797317582,0.016301853691673418
Huevo blanco extra,mes_factor3,-0.014416901536981363,0.010341073370416108,-1.3941397590530054,0.17464338943301555,-0.03468540534299694,0.005851602269034211
Huevo blanco extra,mes_factor4,0.002303110662144912,0.01034336733546214,0.22266546158993292,0.8254717527768362,-0.017969889315360883,0.022576110639650707
Huevo blanco extra,mes_factor5,-0.0030471903341729918,0.011196424720724966,-0.2721574440216204,0.7875714195664603,-0.024992182786793927,0.01889780211844794
Huevo blanco extra,mes_factor6,-0.007262822643963575,0.011188486581286553,-0.6491336063369912,0.5217360286264066,-0.02919225634328522,0.014666611055358068
Huevo blanco extra,mes_factor7,-0.014885296707271048,0.011180522833762625,-1.3313596267896213,0.19420318242320136,-0.036799121461445795,0.007028528046903697
Huevo blanco extra,mes_factor8,-0.010029866575314503,0.01117223094142662,-0.897749664135904,0.3772550390739361,-0.03192743922051068,0.011867706069881672
Huevo blanco extra,mes_factor9,-0.013859278640757148,0.011169532932412306,-1.2408109385254242,0.2253492877142238,-0.03575156318828527,0.008033005906770974
Huevo blanco extra,mes_factor10,-0.013720369242807978,0.011173678942887268,-1.227918692933435,0.23007502977116095,-0.035620779970867024,0.0081800414852510675
Huevo blanco extra,mes_factor11,-0.001671743742864809,0.011197250187367027,-0.14929949004362744,0.8824269289158152,-0.02361835411010418,0.020274866624374565
Huevo blanco extra,mes_factor12,-0.0015315262845278857,0.011236187853242074,-0.13630301526918503,0.8925929692030689,-0.023554454476882352,0.02049140190782658
Huevo rojo A,(Intercept),3.299901566057765,0.20943641928465037,15.756101910684333,4.989164248072572e-21,2.88940618425985,3.7103969478556795
Huevo rojo A,ln_wholesale,0.6067643050013305,0.02698490822667655,22.485320309575844,8.420469997063467e-28,0.5538738848770445,0.6596547251256165
Huevo rojo A,mes_factor2,-0.004431895614595708,0.015172490572493503,-0.2921007327979742,0.7714182220579929,-0.034169977136682975,0.025306185907491556
Huevo rojo A,mes_factor3,-0.015370154384026847,0.01517315462884249,-1.012983440820532,0.3159451081343771,-0.04510953745655813,0.014369228688504434
Huevo rojo A,mes_factor4,-0.009233473799574128,0.015914371469528642,-0.5801972020857704,0.5643873383359379,-0.04042564187985026,0.021958694280702008
Huevo rojo A,mes_factor5,-0.007732780842477661,0.015913043201052465,-0.48593978818371003,0.6291327679733092,-0.03892234551654049,0.023456783831585167
Huevo rojo A,mes_factor6,-0.012689849620169604,0.015913291705750347,-0.7974371270768614,0.42896805422675377,-0.043879901363440284,0.01850020212310107
Huevo rojo A,mes_factor7,-0.016020368536684638,0.015914512317425442,-1.0066515528184479,0.31894920433422763,-0.047212812678838506,0.015172075605469227
Huevo rojo A,mes_factor8,-0.014371738602157003,0.015919064533810708,-0.9028004485836891,0.37096069192509407,-0.04557310508842599,0.01682962788411198
Huevo rojo A,mes_factor9,-0.015015868502139212,0.01592805906791724,-0.9427305887121308,0.3503517278791962,-0.046234864275257,0.016203127270978578
Huevo rojo A,mes_factor10,-0.014631960999855113,0.015941610289405477,-0.9178471142014596,0.36310532800835804,-0.04587751716708985,0.01661359516737962
Huevo rojo A,mes_factor11,-0.010120413755730095,0.015962919824171046,-0.6339951504614945,0.5289739332096974,-0.04140773661110535,0.021166909099645154
Huevo rojo A,mes_factor12,-0.013457153130913203,0.016000220872282825,-0.8410604602480847,0.4043185097843002,-0.04481758604058754,0.017903279778761133
Huevo rojo AA,(Intercept),3.1559718027611576,0.19753944939402868,15.976412875718777,2.789436839855569e-21,2.7687944819488615,3.543149123573454
Huevo rojo AA,ln_wholesale,0.6322859918616316,0.025736526082866418,24.567651042949556,1.4415601870904543e-29,0.58184240073921345,0.6827295829840497
Huevo rojo AA,mes_factor2,-0.004635347298637928,0.013989046779488494,-0.3313554791620633,0.7417608168468726,-0.03205387898643537,0.02278318438915952
Huevo rojo AA,mes_factor3,-0.014379620920924811,0.013989331749484418,-1.0278990575410993,0.30894441132335493,-0.04179871114991427,0.013039469308064648
Huevo rojo AA,mes_factor4,-0.00859255368031539,0.014673399361481678,-0.5855871205190001,0.5607869372145499,-0.03735241642881948,0.0201673090681887
Huevo rojo AA,mes_factor5,-0.005874106740635844,0.014672005014145785,-0.40036155487763364,0.6905957643788175,-0.03463123656836158,0.022883023087089893
Huevo rojo AA,mes_factor6,-0.01093174952236487,0.014671837317432882,-0.7450838832145386,0.4597091403185011,-0.03968855066453332,0.017825051619803578
Huevo rojo AA,mes_factor7,-0.014017902637647739,0.014672296120049772,-0.9553993814568804,0.34397235705703955,-0.042775603032945295,0.014739797757649813
Huevo rojo AA,mes_factor8,-0.011245789501109023,0.014674382619962388,-0.7663552050094934,0.44706814807672157,-0.040007579436235306,0.017516000434017256
Huevo rojo AA,mes_factor9,-0.011300014334346069,0.014679736798932412,-0.7697695462201928,0.4450582274288293,-0.04007229846025359,0.017472269791561457
Huevo rojo AA,mes_factor10,-0.0108266740691635,0.014689401921914836,-0.7370398146034381,0.46454274118523764,-0.039617901836116576,0.017964553697789577
Huevo rojo AA,mes_factor11,-0.005537381425570266,0.014703698344862256,-0.3765978664480103,0.7080659561968168,-0.034356630181500286,0.023281867330359758
Huevo rojo AA,mes_factor12,-0.006921501877402166,0.014725887441249906,-0.4700227341147381,0.640382447646862,-0.035784241262251985,0.021941237507447652
Leche en polvo,(Intercept),-3.5144354615653186,6.931780650690604,-0.5070032706841611,0.6132468760890167,-17.100725536918905,10.071854613788267
Leche en polvo,ln_wholesale,1.4668992743257128,0.7594479236280148,1.9315337216514856,0.0561923135939525,-0.0216186559851963,2.955417204636622
Leche en polvo,mes_factor2,-0.07027989093816393,0.2847331583959869,-0.24682720949705336,0.8055380460800841,-0.6283568813942982,0.4877970995179704
Leche en polvo,mes_factor3,-0.06981018211551399,0.2847597545486446,-0.24515466459144084,0.806829231363983,-0.6279393010308574,0.48831893679982946
Leche en polvo,mes_factor4,-0.04312194066156784,0.2993876050884125,-0.14403382080174446,0.8857579539815454,-0.6299216466348563,0.5436777653117206
