Demo_Group,Sex,cost_day,Cost_1000kcal,ciudad,fecha,escenario
gestantes 19 a 30 años,1,8286.10928157597,3305.4147541464486,BOGOTA,10712,precio_100g
gestantes 31 a 50 años,1,7910.720586760417,3307.86765764792,BOGOTA,10712,precio_100g
lactantes < 18 años,1,4115.165002478455,1613.5388342758622,BOGOTA,10712,precio_100g
lactantes 19 a 30 años,1,3610.969010414098,1423.41842177173,BOGOTA,10712,precio_100g
lactantes 31 a 50 años,1,3541.7558599485833,1462.637092976071,BOGOTA,10712,precio_100g
>70 años,0,3373.4761690578325,1665.344051686949,BOGOTA,10712,precio_100g
1 a 3 años,0,NA,NA,BOGOTA,10712,precio_100g
14 a 18 años,0,4113.207557256945,1497.4908218571222,BOGOTA,10712,precio_100g
19 a 30 años,0,4185.487685522354,1484.4623629383082,BOGOTA,10712,precio_100g
31 a 50 años,0,3716.849345384477,1391.6127335397186,BOGOTA,10712,precio_100g
4 a 8 años,0,9568.483580848335,6661.419813333872,BOGOTA,10712,precio_100g
51 a 70 años,0,3615.730084735083,1665.3440516869491,BOGOTA,10712,precio_100g
9 a 13 años,0,3813.368361959765,1900.4057790924553,BOGOTA,10712,precio_100g
>70 años,1,3257.0703516289245,1989.5634124182316,BOGOTA,10743,precio_100g
1 a 3 años,1,NA,NA,BOGOTA,10743,precio_100g
14 a 18 años,1,3846.4168763809284,1820.4094808634934,BOGOTA,10743,precio_100g
19 a 30 años,1,3284.1824115022096,1616.3675924413424,BOGOTA,10743,precio_100g
31 a 50 años,1,3246.1303999371576,1693.7925381769178,BOGOTA,10743,precio_100g
4 a 8 años,1,5310.150145180629,4033.315871881681,BOGOTA,10743,precio_100g
51 a 70 años,1,3369.5353455804293,1935.1953107718389,BOGOTA,10743,precio_100g
9 a 13 años,1,3709.878300770571,2048.2905391992795,BOGOTA,10743,precio_100g
gestantes < 18 años,1,19536.679914070963,7751.428839075635,BOGOTA,10743,precio_100g
gestantes 19 a 30 años,1,7995.837804634763,3189.622457667412,BOGOTA,10743,precio_100g
gestantes 31 a 50 años,1,7580.4372306123205,3169.759678775073,BOGOTA,10743,precio_100g
lactantes < 18 años,1,4138.6550444219965,1622.749180609582,BOGOTA,10743,precio_100g
lactantes 19 a 30 años,1,3661.456576385563,1443.3202628745714,BOGOTA,10743,precio_100g
lactantes 31 a 50 años,1,3563.1383887766365,1471.4674248906651,BOGOTA,10743,precio_100g
>70 años,0,3385.2085601048843,1671.1358423093295,BOGOTA,10743,precio_100g
1 a 3 años,0,NA,NA,BOGOTA,10743,precio_100g
14 a 18 años,0,4091.8877807704052,1489.7289549517493,BOGOTA,10743,precio_100g
19 a 30 años,0,4110.6975910397605,1457.9366415115958,BOGOTA,10743,precio_100g
31 a 50 años,0,3762.5955503714567,1408.740412241182,BOGOTA,10743,precio_100g
4 a 8 años,0,9299.042605133734,6473.839468026212,BOGOTA,10743,precio_100g
51 a 70 años,0,3628.304994753359,1671.1358423093295,BOGOTA,10743,precio_100g
9 a 13 años,0,3775.0602416395836,1881.3147901466034,BOGOTA,10743,precio_100g
>70 años,1,3136.1040400209445,1915.6718099276134,BOGOTA,10773,precio_100g
1 a 3 años,1,NA,NA,BOGOTA,10773,precio_100g
14 a 18 años,1,3706.99602882472,1754.4252048803116,BOGOTA,10773,precio_100g
19 a 30 años,1,3151.9768718588293,1551.3003327579884,BOGOTA,10773,precio_100g
31 a 50 años,1,3116.433378967314,1626.1181630678905,BOGOTA,10773,precio_100g
4 a 8 años,1,6772.2671453576795,5143.864451891444,BOGOTA,10773,precio_100g
51 a 70 años,1,3234.0307037525863,1857.3721332251687,BOGOTA,10773,precio_100g
9 a 13 años,1,3531.6992971029854,1949.914706381429,BOGOTA,10773,precio_100g
gestantes < 18 años,1,24113.386227289186,9567.295888147653,BOGOTA,10773,precio_100g
gestantes 19 a 30 años,1,9497.44008571192,3788.6271492631618,BOGOTA,10773,precio_100g
gestantes 31 a 50 años,1,8232.909307690725,3442.590864963523,BOGOTA,10773,precio_100g
lactantes < 18 años,1,4023.807167379725,1577.7178126017977,BOGOTA,10773,precio_100g
lactantes 19 a 30 años,1,3568.799797517299,1406.7956165647727,BOGOTA,10773,precio_100g
lactantes 31 a 50 años,1,3491.2451063882263,1441.7776930985863,BOGOTA,10773,precio_100g
>70 años,0,3232.136035242814,1595.5703407380056,BOGOTA,10773,precio_100g
