Demo_Group,cost_day,Cost_1000kcal,Sex,ciudad,fecha,escenario,person,per_capita
> 70 años,4823.600779613234,2664.6128738669127,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,4823.600779613234
1 a 3 años,3264.6731359394116,2691.7062848611063,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,3264.6731359394116
14 a 18 años,6289.5828412927885,2704.9158742028394,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,6289.5828412927885
19 a 30 años,6048.138326887261,2704.9158742028385,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,6048.138326887261
31 a 50 años,5704.798712353986,2704.915874202839,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,2,5704.798712353986
4 a 8 años,3949.1898570875865,2727.27303990935,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,3949.1898570875865
51 a 70 años,5182.983093950295,2704.915874202839,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,5182.983093950295
9 a 13 años,5398.036774255722,2704.4860994342744,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,3,5398.036774255722
gestantes < 18 años,7000.621167038374,2595.256935419186,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,7000.621167038374
gestantes 19 a 30 años,7687.6057690367325,2826.4752681200725,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,7687.6057690367325
gestantes 31 a 50 años,7333.888922157197,2826.475268120073,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,7333.888922157197
lactantes < 18 años,7245.355323553365,2645.2956184025143,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,7245.355323553365
lactantes 19 a 30 años,7717.309627317458,2806.873255551592,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,7717.309627317458
lactantes 31 a 50 años,7366.425209648841,2806.873255551593,1,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,7366.425209648841
> 70 años,6003.363239252291,2664.6128738669117,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,6003.363239252291
1 a 3 años,3334.7664714109465,2742.645764094328,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,3334.7664714109465
14 a 18 años,8358.497931927672,2762.916477152693,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,8358.497931927672
19 a 30 años,8698.18098944865,2795.59439396994,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,8698.18098944865
31 a 50 años,8239.63790546648,2795.5943939699405,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,1,8239.63790546648
4 a 8 años,4308.63553442843,2727.273039909351,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,4308.63553442843
51 a 70 años,6697.976126084519,2795.5943939699405,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,6697.976126084519
9 a 13 años,5980.398878355977,2704.4860994342735,0,BOGOTA,1999-01-01,price_serving_from_precio_100g,NA,5980.398878355977
> 70 años,4767.6042076585845,2841.370289048968,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,4767.6042076585845
1 a 3 años,3232.432619285074,2846.3674114597643,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,3232.432619285074
14 a 18 años,6219.8031683625495,2878.86994730084,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,6219.8031683625495
19 a 30 años,5981.037356133486,2878.86994730084,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,5981.037356133486
31 a 50 años,5641.5069172817575,2878.8699473008396,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,2,5641.5069172817575
4 a 8 años,3904.7576303184755,2901.5234717101107,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,3904.7576303184755
51 a 70 años,5125.48057363617,2878.8699473008396,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,5125.48057363617
9 a 13 años,5334.881526051682,2888.597837008513,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,3,5334.881526051682
gestantes < 18 años,6933.923277071741,2733.602681845226,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,6933.923277071741
gestantes 19 a 30 años,7600.1176476116125,3030.2524495268503,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,7600.1176476116125
gestantes 31 a 50 años,7250.426244202988,3030.2524495268513,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,7250.426244202988
lactantes < 18 años,7171.041660636718,2802.5053046903686,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,7171.041660636718
lactantes 19 a 30 años,7629.783149162113,3006.851810771189,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,7629.783149162113
lactantes 31 a 50 años,7282.878314897719,3006.85181077119,1,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,7282.878314897719
> 70 años,5933.6709539749745,2841.370289048967,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,5933.6709539749745
1 a 3 años,3298.0351087429126,2914.1539632577606,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,3298.0351087429126
14 a 18 años,8262.764139580882,2956.653486066187,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,8262.764139580882
19 a 30 años,8594.203522806267,3004.01174093158,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,8594.203522806267
31 a 50 años,8141.141831804614,3004.01174093158,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,1,8141.141831804614
4 a 8 años,4260.159194201942,2901.5234717101125,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,4260.159194201942
51 a 70 años,6617.908972956036,3004.01174093158,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,6617.908972956036
9 a 13 años,5910.430185789261,2888.597837008513,0,BOGOTA,1999-02-01,price_serving_from_precio_100g,NA,5910.430185789261
> 70 años,4814.703654492389,2869.4403559075467,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,4814.703654492389
1 a 3 años,3262.4938669393728,2872.838297553576,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,3262.4938669393728
14 a 18 años,6280.007654823569,2906.735923453738,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,6280.007654823569
19 a 30 años,6038.930712688849,2906.7359234537375,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,6038.930712688849
31 a 50 años,5696.113794320706,2906.7359234537375,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,2,5696.113794320706
4 a 8 años,3943.453701122456,2930.277511865875,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,3943.453701122456
51 a 70 años,5175.09258183786,2906.7359234537375,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,5175.09258183786
9 a 13 años,5387.922645119062,2917.3172117617023,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,3,5387.922645119062
gestantes < 18 años,6996.8628536514125,2758.415733339654,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,6996.8628536514125
gestantes 19 a 30 años,7675.80476998972,3060.4297571183943,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,7675.80476998972
gestantes 31 a 50 años,7322.630902588886,3060.4297571183956,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,7322.630902588886
lactantes < 18 años,7238.422390171069,2828.83827846048,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,7238.422390171069
lactantes 19 a 30 años,7705.553941730765,3036.712625998112,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,7705.553941730765
lactantes 31 a 50 años,7355.204022104935,3036.7126259981123,1,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,7355.204022104935
> 70 años,5992.290043868616,2869.440355907546,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,5992.290043868616
1 a 3 años,3330.5609800121133,2942.893923125466,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,3330.5609800121133
14 a 18 años,8343.593240924538,2985.576451822709,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,8343.593240924538
19 a 30 años,8680.281601778248,3034.0994109736585,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,8680.281601778248
31 a 50 años,8222.68212203169,3034.099410973659,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,1,8222.68212203169
4 a 8 años,4302.377287467213,2930.277511865876,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,4302.377287467213
51 a 70 años,6684.192822261189,3034.099410973659,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,6684.192822261189
9 a 13 años,5969.193595940545,2917.3172117617023,0,BOGOTA,1999-03-01,price_serving_from_precio_100g,NA,5969.193595940545
> 70 años,4861.4461528618285,2685.519095874487,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,4861.4461528618285
1 a 3 años,3292.4228880136343,2714.5858133625193,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,3292.4228880136343
14 a 18 años,6341.613300815924,2727.292241516457,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,6341.613300815924
19 a 30 años,6098.171441061611,2727.2922415164567,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,6098.171441061611
31 a 50 años,5751.991555819222,2727.2922415164567,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,2,5751.991555819222
4 a 8 años,3982.853092953758,2750.520551155017,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,3982.853092953758
51 a 70 años,5225.859227214397,2727.2922415164567,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,5225.859227214397
9 a 13 años,5441.628878566473,2726.3263063620548,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,3,5441.628878566473
gestantes < 18 años,7061.256965057008,2617.7357228850005,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,7061.256965057008
gestantes 19 a 30 años,7753.586501440787,2850.7341744578102,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,7753.586501440787
gestantes 31 a 50 años,7396.83379433091,2850.7341744578102,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,7396.83379433091
lactantes < 18 años,7307.083326883863,2667.8326520538626,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,7307.083326883863
lactantes 19 a 30 años,7782.7573423644535,2830.6773336401675,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,7782.7573423644535
lactantes 31 a 50 años,7428.8972007076845,2830.677333640168,1,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,7428.8972007076845
> 70 años,6050.464882385081,2685.5190958744856,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,6050.464882385081
1 a 3 años,3363.495905472527,2766.274003525584,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,3363.495905472527
14 a 18 años,8425.94727707989,2785.2119791211003,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,8425.94727707989
19 a 30 años,8767.355192586852,2817.826975096394,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,8767.355192586852
31 a 50 años,8305.165443574662,2817.8269750963946,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,1,8305.165443574662
4 a 8 años,4345.362716332973,2750.5205511550184,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,4345.362716332973
51 a 70 años,6751.243258801422,2817.826975096395,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,6751.243258801422
9 a 13 años,6028.693875709184,2726.3263063620543,0,BOGOTA,1999-04-01,price_serving_from_precio_100g,NA,6028.693875709184
> 70 años,4850.995465476838,2679.7460152612443,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,4850.995465476838
1 a 3 años,3287.1261555212477,2710.2186845427814,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,3287.1261555212477
14 a 18 años,6329.523189730886,2722.092733978359,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,6329.523189730886
19 a 30 años,6086.545445176848,2722.0927339783584,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,6086.545445176848
31 a 50 años,5741.02554235052,2722.092733978359,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,2,5741.02554235052
4 a 8 años,3974.6360991368474,2744.845973199302,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,3974.6360991368474
51 a 70 años,5215.896270538426,2722.092733978359,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,5215.896270538426
9 a 13 años,5430.984062485246,2720.993116106662,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,3,5430.984062485246
gestantes < 18 años,7053.047643388175,2614.6923788034155,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,7053.047643388175
gestantes 19 a 30 años,7745.164251149031,2847.637594993831,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,7745.164251149031
gestantes 31 a 50 años,7388.799062846222,2847.6375949938315,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,7388.799062846222
lactantes < 18 años,7298.948676192385,2664.8626726849493,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,7298.948676192385
lactantes 19 a 30 años,7773.624778247052,2827.355716235443,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,7773.624778247052
lactantes 31 a 50 años,7420.179868659087,2827.3557162354437,1,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,7420.179868659087
> 70 años,6037.458152487961,2679.746015261244,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,6037.458152487961
1 a 3 años,3356.3655597599522,2760.409721083987,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,3356.3655597599522
14 a 18 años,8411.048968619529,2780.2873165487017,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,8411.048968619529
19 a 30 años,8751.53552653867,2812.742536203662,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,8751.53552653867
31 a 50 años,8290.179744819883,2812.7425362036624,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,1,8290.179744819883
4 a 8 años,4336.397831678926,2744.845973199303,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,4336.397831678926
51 a 70 años,6739.061430710941,2812.742536203663,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,6739.061430710941
9 a 13 años,6016.9006536888965,2720.9931161066615,0,BOGOTA,1999-05-01,price_serving_from_precio_100g,NA,6016.9006536888965
> 70 años,4686.022315049722,2792.7495655814373,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,4686.022315049722
1 a 3 años,3184.8791133847367,2804.493452916023,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,3184.8791133847367
14 a 18 años,6121.694182797809,2833.4596662264853,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,6121.694182797809
19 a 30 años,5886.69457843598,2833.459666226485,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,5886.69457843598
31 a 50 años,5552.519773198757,2833.459666226485,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,2,5552.519773198757
4 a 8 años,3846.650322519367,2858.3454480223136,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,3846.650322519367
51 a 70 años,5044.633047436461,2833.4596662264853,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,5044.633047436461
9 a 13 años,5245.1222970384515,2839.9972610607542,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,3,5245.1222970384515
gestantes < 18 años,6837.536888594717,2695.603690580725,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,6837.536888594717
gestantes 19 a 30 años,7471.806028891257,2979.0931629265565,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,7471.806028891257
gestantes 31 a 50 años,7128.018411727053,2979.0931629265574,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,7128.018411727053
lactantes < 18 años,7061.371924614399,2759.6454202395994,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,7061.371924614399
lactantes 19 a 30 años,7500.01389662658,2955.7105261054853,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,7500.01389662658
lactantes 31 a 50 años,7159.009306204424,2955.710526105486,1,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,7159.009306204424
> 70 años,5832.135657532813,2792.749565581436,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,5832.135657532813
1 a 3 años,3250.435120330009,2872.094467130274,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,3250.435120330009
14 a 18 años,8119.645279584696,2905.4414619564186,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,8119.645279584696
19 a 30 años,8437.596017677615,2949.2712658106398,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,8437.596017677615
31 a 50 años,7992.790223910518,2949.2712658106398,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,1,7992.790223910518
4 a 8 años,4196.763100255259,2858.3454480223145,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,4196.763100255259
51 a 70 años,6497.314410507888,2949.2712658106398,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,6497.314410507888
9 a 13 años,5810.987367045805,2839.9972610607542,0,BOGOTA,1999-06-01,price_serving_from_precio_100g,NA,5810.987367045805
> 70 años,4435.631966412419,2643.5233156046074,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,4435.631966412419
1 a 3 años,3042.987282968008,2679.54845649414,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,3042.987282968008
14 a 18 años,5811.464795731965,2689.868296046753,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,5811.464795731965
19 a 30 años,5588.374277489914,2689.8682960467527,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,5588.374277489914
31 a 50 años,5271.1344647410315,2689.868296046753,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,2,5271.1344647410315
4 a 8 años,3652.7012968476506,2714.226989572462,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,3652.7012968476506
51 a 70 años,4788.985938720052,2689.8682960467527,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,4788.985938720052
9 a 13 años,4962.925777300958,2687.2005677238085,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,3,4962.925777300958
gestantes < 18 años,6543.732425576836,2579.775372909614,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,6543.732425576836
gestantes 19 a 30 años,7078.479411383383,2822.2694134229023,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,7078.479411383383
gestantes 31 a 50 años,6752.7892689230775,2822.269413422903,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,6752.7892689230775
lactantes < 18 años,6730.189730655317,2630.2165451454734,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,6730.189730655317
lactantes 19 a 30 años,7106.386905783336,2800.5844881766875,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,7106.386905783336
lactantes 31 a 50 años,6783.279430305458,2800.5844881766884,1,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,6783.279430305458
> 70 años,5520.504516575647,2643.523315604607,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,5520.504516575647
1 a 3 años,3091.1465040907224,2731.346556022532,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,3091.1465040907224
14 a 18 años,7686.885218924657,2750.5875268366367,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,7686.885218924657
19 a 30 años,7965.868933245959,2784.3841187483604,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,7965.868933245959
31 a 50 años,7545.931234584678,2784.384118748361,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,1,7545.931234584678
4 a 8 años,3985.161304920658,2714.2269895724635,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,3985.161304920658
51 a 70 años,6134.064122501296,2784.384118748361,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,6134.064122501296
9 a 13 años,5498.346342041532,2687.200567723809,0,BOGOTA,1999-07-01,price_serving_from_precio_100g,NA,5498.346342041532
> 70 años,4541.2352464440355,2706.460172197264,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,4541.2352464440355
1 a 3 años,3102.3363988558376,2731.809217740705,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,3102.3363988558376
14 a 18 años,5939.780941572224,2749.260126626216,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,5939.780941572224
19 a 30 años,5711.764622954448,2749.2601266262154,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,5711.764622954448
31 a 50 años,5387.520209556704,2749.260126626216,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,2,5387.520209556704
4 a 8 años,3735.026651349864,2775.400811617224,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,3735.026651349864
51 a 70 años,4894.725926784861,2749.260126626216,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,4894.725926784861
9 a 13 años,5081.657235976068,2751.488299895364,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,3,5081.657235976068
gestantes < 18 años,6665.479395549207,2627.77242022675,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,6665.479395549207
gestantes 19 a 30 años,7246.12677435387,2889.1123040007456,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,7246.12677435387
gestantes 31 a 50 años,6912.722956348905,2889.112304000746,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,6912.722956348905
lactantes < 18 años,6869.5577350464755,2684.682770569083,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,6869.5577350464755
lactantes 19 a 30 años,7274.340590828888,2866.774028840156,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,7274.340590828888
lactantes 31 a 50 años,6943.596732489824,2866.7740288401565,1,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,6943.596732489824
> 70 años,5651.936382157421,2706.460172197262,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,5651.936382157421
1 a 3 años,3158.934185335094,2791.2439596113113,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,3158.934185335094
14 a 18 años,7865.468915514137,2814.4898844685777,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,7865.468915514137
19 a 30 años,8162.912288370998,2853.2585119015357,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,8162.912288370998
31 a 50 años,7732.587030765285,2853.258511901536,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,1,7732.587030765285
4 a 8 años,4074.979713411721,2775.4008116172254,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,4074.979713411721
51 a 70 años,6285.796040937124,2853.2585119015357,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,6285.796040937124
9 a 13 años,5629.887032107338,2751.4882998953644,0,BOGOTA,1999-08-01,price_serving_from_precio_100g,NA,5629.887032107338
> 70 años,4643.724223266925,2767.540983652165,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,4643.724223266925
1 a 3 años,3161.8985080983894,2784.2575335058464,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,3161.8985080983894
14 a 18 años,6067.042984432167,2808.1640598704657,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,6067.042984432167
19 a 30 años,5834.141330345266,2808.164059870466,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,5834.141330345266
31 a 50 años,5502.949858320137,2808.1640598704657,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,2,5502.949858320137
4 a 8 años,3815.0961429445906,2834.8983608187727,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,3815.0961429445906
51 a 70 años,4999.597272514538,2808.1640598704653,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,4999.597272514538
9 a 13 años,5196.667840516844,2813.761357298272,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,3,5196.667840516844
gestantes < 18 años,6788.073708585024,2676.103520745533,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,6788.073708585024
gestantes 19 a 30 años,7405.9827501495665,2952.848680815733,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,7405.9827501495665
gestantes 31 a 50 años,7065.223748565724,2952.848680815734,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,7065.223748565724
lactantes < 18 años,7006.0393336913985,2738.020963581485,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,7006.0393336913985
lactantes 19 a 30 años,7434.627748274867,2929.9422369251706,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,7434.627748274867
lactantes 31 a 50 años,7096.596082575956,2929.9422369251715,1,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,7096.596082575956
> 70 años,5779.492244261011,2767.5409836521635,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,5779.492244261011
1 a 3 años,3225.146268900915,2849.749160246497,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,3225.146268900915
14 a 18 años,8041.565035845084,2877.502116121802,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,8041.565035845084
19 a 30 años,8354.006846226219,2920.0535667198055,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,8354.006846226219
31 a 50 años,7913.607633158158,2920.0535667198055,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,1,7913.607633158158
4 a 8 años,4162.336935827732,2834.8983608187737,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,4162.336935827732
51 a 70 años,6432.947127801331,2920.0535667198055,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,6432.947127801331
9 a 13 años,5757.305447201321,2813.7613572982714,0,BOGOTA,1999-09-01,price_serving_from_precio_100g,NA,5757.305447201321
> 70 años,4651.1622547657735,2771.973860373745,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,4651.1622547657735
1 a 3 años,3167.7846515491738,2789.440666109302,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,3167.7846515491738
14 a 18 años,6077.853789703687,2813.167900275032,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,6077.853789703687
19 a 30 años,5844.537130409766,2813.1679002750316,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,5844.537130409766
31 a 50 años,5512.755511500753,2813.167900275031,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,2,5512.755511500753
4 a 8 años,3821.3006345713147,2839.5087565947324,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,3821.3006345713147
51 a 70 años,5008.506006586123,2813.1679002750316,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,5008.506006586123
9 a 13 años,5205.325231929219,2818.448944451951,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,3,5205.325231929219
gestantes < 18 años,6800.79249647995,2681.1177257359973,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,6800.79249647995
gestantes 19 a 30 años,7420.0238011467,2958.4470058878937,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,7420.0238011467
gestantes 31 a 50 años,7078.618752349356,2958.4470058878946,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,7078.618752349356
lactantes < 18 años,7018.945100791875,2743.064649348745,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,7018.945100791875
lactantes 19 a 30 años,7448.509084182577,2935.412788210053,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,7448.509084182577
lactantes 31 a 50 años,7109.846273084341,2935.4127882100533,1,BOGOTA,1999-10-01,price_serving_from_precio_100g,NA,7109.846273084341
