Demo_Group,Sex,Person,cost_day,total_household,per_capita,per_capita_year,per_capita_month,ciudad,fecha,escenario
9 a 13 años,1,3,1241.023326723094,4384.256113569229,1461.4187045230763,533417.8271509229,43842.56113569229,BOGOTÁ D.C.,2019-06-01,q1
31 a 50 años,0,1,1927.137367176924,4616.790672285112,1538.9302240950374,561709.5317946887,46167.90672285112,BOGOTÁ D.C.,2019-06-01,q2
31 a 50 años,1,2,1382.8079086518687,4616.790672285112,1538.9302240950374,561709.5317946887,46167.90672285112,BOGOTÁ D.C.,2019-06-01,q2
9 a 13 años,1,3,1306.8453964563193,4616.790672285112,1538.9302240950374,561709.5317946887,46167.90672285112,BOGOTÁ D.C.,2019-06-01,q2
31 a 50 años,0,1,1975.2609450335403,4732.079021288941,1577.3596737629803,575736.2809234879,47320.790212889406,BOGOTÁ D.C.,2019-06-01,q3
31 a 50 años,1,2,1417.3387444844154,4732.079021288941,1577.3596737629803,575736.2809234879,47320.790212889406,BOGOTÁ D.C.,2019-06-01,q3
9 a 13 años,1,3,1339.4793317709846,4732.079021288941,1577.3596737629803,575736.2809234879,47320.790212889406,BOGOTÁ D.C.,2019-06-01,q3
31 a 50 años,0,1,1820.3085130178433,4360.863686584527,1453.621228861509,530571.7485344508,43608.63686584527,BOGOTÁ D.C.,2019-07-01,q1
31 a 50 años,1,2,1306.1533914807362,4360.863686584527,1453.621228861509,530571.7485344508,43608.63686584527,BOGOTÁ D.C.,2019-07-01,q1
9 a 13 años,1,3,1234.4017820859476,4360.863686584527,1453.621228861509,530571.7485344508,43608.63686584527,BOGOTÁ D.C.,2019-07-01,q1
31 a 50 años,0,1,1917.5496190808071,4593.821564461098,1531.273854820366,558914.9570094337,45938.21564461098,BOGOTÁ D.C.,2019-07-01,q2
31 a 50 años,1,2,1375.9282673147832,4593.821564461098,1531.273854820366,558914.9570094337,45938.21564461098,BOGOTÁ D.C.,2019-07-01,q2
9 a 13 años,1,3,1300.343678065508,4593.821564461098,1531.273854820366,558914.9570094337,45938.21564461098,BOGOTÁ D.C.,2019-07-01,q2
31 a 50 años,0,1,1965.4337761529582,4708.536339591421,1569.5121131971403,572871.9213169562,47085.36339591421,BOGOTÁ D.C.,2019-07-01,q3
31 a 50 años,1,2,1410.2873079448225,4708.536339591421,1569.5121131971403,572871.9213169562,47085.36339591421,BOGOTÁ D.C.,2019-07-01,q3
9 a 13 años,1,3,1332.8152554936403,4708.536339591421,1569.5121131971403,572871.9213169562,47085.36339591421,BOGOTÁ D.C.,2019-07-01,q3
31 a 50 años,0,1,1788.7880192884224,4285.350895480804,1428.4502984936014,521384.3589501645,42853.50895480804,BOGOTÁ D.C.,2019-08-01,q1
31 a 50 años,1,2,1283.5360167382678,4285.350895480804,1428.4502984936014,521384.3589501645,42853.50895480804,BOGOTÁ D.C.,2019-08-01,q1
9 a 13 años,1,3,1213.0268594541133,4285.350895480804,1428.4502984936014,521384.3589501645,42853.50895480804,BOGOTÁ D.C.,2019-08-01,q1
31 a 50 años,0,1,1913.2883977067856,4583.613072099735,1527.871024033245,557672.9237721345,45836.13072099735,BOGOTÁ D.C.,2019-08-01,q2
31 a 50 años,1,2,1372.870648944202,4583.613072099735,1527.871024033245,557672.9237721345,45836.13072099735,BOGOTÁ D.C.,2019-08-01,q2
9 a 13 años,1,3,1297.4540254487472,4583.613072099735,1527.871024033245,557672.9237721345,45836.13072099735,BOGOTÁ D.C.,2019-08-01,q2
31 a 50 años,0,1,1961.0661455389604,4698.072925502662,1566.0243085008872,571598.8726028238,46980.729255026614,BOGOTÁ D.C.,2019-08-01,q3
31 a 50 años,1,2,1407.1533361491565,4698.072925502662,1566.0243085008872,571598.8726028238,46980.729255026614,BOGOTÁ D.C.,2019-08-01,q3
9 a 13 años,1,3,1329.8534438145452,4698.072925502662,1566.0243085008872,571598.8726028238,46980.729255026614,BOGOTÁ D.C.,2019-08-01,q3
31 a 50 años,0,1,1743.5408589296214,4176.953501787008,1392.3178339290025,508196.0093840859,41769.535017870076,BOGOTÁ D.C.,2019-09-01,q1
31 a 50 años,1,2,1251.0691400880341,4176.953501787008,1392.3178339290025,508196.0093840859,41769.535017870076,BOGOTÁ D.C.,2019-09-01,q1
9 a 13 años,1,3,1182.3435027693524,4176.953501787008,1392.3178339290025,508196.0093840859,41769.535017870076,BOGOTÁ D.C.,2019-09-01,q1
31 a 50 años,0,1,1914.8863557215868,4587.4412567341515,1529.1470855780506,558138.6862359885,45874.41256734152,BOGOTÁ D.C.,2019-09-01,q2
31 a 50 años,1,2,1374.017255832842,4587.4412567341515,1529.1470855780506,558138.6862359885,45874.41256734152,BOGOTÁ D.C.,2019-09-01,q2
9 a 13 años,1,3,1298.5376451797226,4587.4412567341515,1529.1470855780506,558138.6862359885,45874.41256734152,BOGOTÁ D.C.,2019-09-01,q2
31 a 50 años,0,1,1962.704007019666,4701.99670578704,1567.3322352623466,572076.2658707565,47019.967057870395,BOGOTÁ D.C.,2019-09-01,q3
31 a 50 años,1,2,1408.3285755728589,4701.99670578704,1567.3322352623466,572076.2658707565,47019.967057870395,BOGOTÁ D.C.,2019-09-01,q3
9 a 13 años,1,3,1330.9641231945154,4701.99670578704,1567.3322352623466,572076.2658707565,47019.967057870395,BOGOTÁ D.C.,2019-09-01,q3
31 a 50 años,0,1,1715.579130618487,4109.9663483818895,1369.988782793963,500045.90571979654,41099.66348381889,BOGOTÁ D.C.,2019-10-01,q1
31 a 50 años,1,2,1231.0053399112708,4109.9663483818895,1369.988782793963,500045.90571979654,41099.66348381889,BOGOTÁ D.C.,2019-10-01,q1
9 a 13 años,1,3,1163.3818778521322,4109.9663483818895,1369.988782793963,500045.90571979654,41099.66348381889,BOGOTÁ D.C.,2019-10-01,q1
31 a 50 años,0,1,1929.0016515287437,4621.25688769485,1540.4189625649499,562252.9213362067,46212.5688769485,BOGOTÁ D.C.,2019-10-01,q2
31 a 50 años,1,2,1384.145616689489,4621.25688769485,1540.4189625649499,562252.9213362067,46212.5688769485,BOGOTÁ D.C.,2019-10-01,q2
9 a 13 años,1,3,1308.109619476617,4621.25688769485,1540.4189625649499,562252.9213362067,46212.5688769485,BOGOTÁ D.C.,2019-10-01,q2
31 a 50 años,0,1,1977.1717834264794,4736.656764951131,1578.8855883170436,576293.2397357209,47366.56764951131,BOGOTÁ D.C.,2019-10-01,q3
31 a 50 años,1,2,1418.7098571445274,4736.656764951131,1578.8855883170436,576293.2397357209,47366.56764951131,BOGOTÁ D.C.,2019-10-01,q3
9 a 13 años,1,3,1340.775124380124,4736.656764951131,1578.8855883170436,576293.2397357209,47366.56764951131,BOGOTÁ D.C.,2019-10-01,q3
31 a 50 años,0,1,1814.7161673573385,4347.466255907629,1449.1554186358762,528941.7278020948,43474.662559076285,BOGOTÁ D.C.,2019-11-01,q1
31 a 50 años,1,2,1302.1406314466192,4347.466255907629,1449.1554186358762,528941.7278020948,43474.662559076285,BOGOTÁ D.C.,2019-11-01,q1
9 a 13 años,1,3,1230.6094571036713,4347.466255907629,1449.1554186358762,528941.7278020948,43474.662559076285,BOGOTÁ D.C.,2019-11-01,q1
31 a 50 años,0,1,1916.2179874030253,4590.631410602005,1530.2104702006684,558526.821623244,45906.31410602005,BOGOTÁ D.C.,2019-11-01,q2
31 a 50 años,1,2,1374.9727615751244,4590.631410602005,1530.2104702006684,558526.821623244,45906.31410602005,BOGOTÁ D.C.,2019-11-01,q2
9 a 13 años,1,3,1299.4406616238552,4590.631410602005,1530.2104702006684,558526.821623244,45906.31410602005,BOGOTÁ D.C.,2019-11-01,q2
31 a 50 años,0,1,1964.0688915881408,4705.2665226936115,1568.4221742312038,572474.0935943894,47052.665226936115,BOGOTÁ D.C.,2019-11-01,q3
31 a 50 años,1,2,1409.3079417601525,4705.2665226936115,1568.4221742312038,572474.0935943894,47052.665226936115,BOGOTÁ D.C.,2019-11-01,q3
9 a 13 años,1,3,1331.8896893453177,4705.2665226936115,1568.4221742312038,572474.0935943894,47052.665226936115,BOGOTÁ D.C.,2019-11-01,q3
31 a 50 años,0,1,1798.4475254299205,4308.491912106036,1436.163970702012,524199.8493062344,43084.91912106036,BOGOTÁ D.C.,2019-12-01,q1
31 a 50 años,1,2,1290.467147706737,4308.491912106036,1436.163970702012,524199.8493062344,43084.91912106036,BOGOTÁ D.C.,2019-12-01,q1
9 a 13 años,1,3,1219.5772389693786,4308.491912106036,1436.163970702012,524199.8493062344,43084.91912106036,BOGOTÁ D.C.,2019-12-01,q1
31 a 50 años,0,1,1912.2230923623667,4581.060949007205,1527.0203163357348,557362.4154625433,45810.60949007204,BOGOTÁ D.C.,2019-12-01,q2
31 a 50 años,1,2,1372.1062443509013,4581.060949007205,1527.0203163357348,557362.4154625433,45810.60949007204,BOGOTÁ D.C.,2019-12-01,q2
9 a 13 años,1,3,1296.731612293937,4581.060949007205,1527.0203163357348,557362.4154625433,45810.60949007204,BOGOTÁ D.C.,2019-12-01,q2
31 a 50 años,0,1,1959.9742378863743,4695.457071982661,1565.1523573275535,571280.610424557,46954.5707198266,BOGOTÁ D.C.,2019-12-01,q3
31 a 50 años,1,2,1406.3698432008953,4695.457071982661,1565.1523573275535,571280.610424557,46954.5707198266,BOGOTÁ D.C.,2019-12-01,q3
9 a 13 años,1,3,1329.112990895391,4695.457071982661,1565.1523573275535,571280.610424557,46954.5707198266,BOGOTÁ D.C.,2019-12-01,q3
31 a 50 años,0,1,1753.4545626033346,4200.70349253917,1400.2344975130566,511085.59159226564,42007.034925391694,BOGOTÁ D.C.,2020-01-01,q1
31 a 50 años,1,2,1258.1826692414456,4200.70349253917,1400.2344975130566,511085.59159226564,42007.034925391694,BOGOTÁ D.C.,2020-01-01,q1
9 a 13 años,1,3,1189.0662606943897,4200.70349253917,1400.2344975130566,511085.59159226564,42007.034925391694,BOGOTÁ D.C.,2020-01-01,q1
31 a 50 años,0,1,1929.0016515287434,4621.256887694849,1540.4189625649497,562252.9213362066,46212.56887694849,BOGOTÁ D.C.,2020-01-01,q2
31 a 50 años,1,2,1384.145616689489,4621.256887694849,1540.4189625649497,562252.9213362066,46212.56887694849,BOGOTÁ D.C.,2020-01-01,q2
9 a 13 años,1,3,1308.1096194766167,4621.256887694849,1540.4189625649497,562252.9213362066,46212.56887694849,BOGOTÁ D.C.,2020-01-01,q2
31 a 50 años,0,1,1977.171783426479,4736.65676495113,1578.8855883170434,576293.2397357208,47366.5676495113,BOGOTÁ D.C.,2020-01-01,q3
31 a 50 años,1,2,1418.7098571445274,4736.65676495113,1578.8855883170434,576293.2397357208,47366.5676495113,BOGOTÁ D.C.,2020-01-01,q3
9 a 13 años,1,3,1340.7751243801235,4736.65676495113,1578.8855883170434,576293.2397357208,47366.5676495113,BOGOTÁ D.C.,2020-01-01,q3
31 a 50 años,0,1,1804.122576125199,4322.087476989451,1440.6958256631503,525853.9763670499,43220.87476989451,BOGOTÁ D.C.,2020-02-01,q1
31 a 50 años,1,2,1294.5392523304606,4322.087476989451,1440.6958256631503,525853.9763670499,43220.87476989451,BOGOTÁ D.C.,2020-02-01,q1
9 a 13 años,1,3,1223.4256485337912,4322.087476989451,1440.6958256631503,525853.9763670499,43220.87476989451,BOGOTÁ D.C.,2020-02-01,q1
31 a 50 años,0,1,1905.2986076254697,4564.472148910138,1521.4907163033793,555344.1114507334,45644.72148910138,BOGOTÁ D.C.,2020-02-01,q2
31 a 50 años,1,2,1367.1376144957565,4564.472148910138,1521.4907163033793,555344.1114507334,45644.72148910138,BOGOTÁ D.C.,2020-02-01,q2
9 a 13 años,1,3,1292.0359267889114,4564.472148910138,1521.4907163033793,555344.1114507334,45644.72148910138,BOGOTÁ D.C.,2020-02-01,q2
31 a 50 años,0,1,1952.8768381390844,4678.454024089522,1559.4846746965075,569211.9062642253,46784.54024089522,BOGOTÁ D.C.,2020-02-01,q3
31 a 50 años,1,2,1401.277139033266,4678.454024089522,1559.4846746965075,569211.9062642253,46784.54024089522,BOGOTÁ D.C.,2020-02-01,q3
9 a 13 años,1,3,1324.3000469171714,4678.454024089522,1559.4846746965075,569211.9062642253,46784.54024089522,BOGOTÁ D.C.,2020-02-01,q3
31 a 50 años,0,1,1852.4377016516528,4437.83471154574,1479.2782371819133,539936.5565713984,44378.3471154574,BOGOTÁ D.C.,2020-03-01,q1
31 a 50 años,1,2,1329.2075322483367,4437.83471154574,1479.2782371819133,539936.5565713984,44378.3471154574,BOGOTÁ D.C.,2020-03-01,q1
9 a 13 años,1,3,1256.1894776457505,4437.83471154574,1479.2782371819133,539936.5565713984,44378.3471154574,BOGOTÁ D.C.,2020-03-01,q1
31 a 50 años,0,1,1966.5536649021544,4711.219226664936,1570.4064088883122,573198.3392442339,47112.19226664936,BOGOTÁ D.C.,2020-03-01,q2
31 a 50 años,1,2,1411.0908785908878,4711.219226664936,1570.4064088883122,573198.3392442339,47112.19226664936,BOGOTÁ D.C.,2020-03-01,q2
9 a 13 años,1,3,1333.5746831718936,4711.219226664936,1570.4064088883122,573198.3392442339,47112.19226664936,BOGOTÁ D.C.,2020-03-01,q2
31 a 50 años,0,1,2015.6615282121093,4828.865601607775,1609.6218672025916,587511.981528946,48288.656016077744,BOGOTÁ D.C.,2020-03-01,q3
31 a 50 años,1,2,1446.3279835936708,4828.865601607775,1609.6218672025916,587511.981528946,48288.656016077744,BOGOTÁ D.C.,2020-03-01,q3
9 a 13 años,1,3,1366.8760898019946,4828.865601607775,1609.6218672025916,587511.981528946,48288.656016077744,BOGOTÁ D.C.,2020-03-01,q3
31 a 50 años,0,1,1901.110716994067,4554.43933301807,1518.1464443393568,554123.4521838652,45544.393330180705,BOGOTÁ D.C.,2020-04-01,q1
31 a 50 años,1,2,1364.1326142377022,4554.43933301807,1518.1464443393568,554123.4521838652,45544.393330180705,BOGOTÁ D.C.,2020-04-01,q1
9 a 13 años,1,3,1289.1960017863007,4554.43933301807,1518.1464443393568,554123.4521838652,45544.393330180705,BOGOTÁ D.C.,2020-04-01,q1
31 a 50 años,0,1,2256.058470027109,5404.778028775954,1801.5926762586514,657581.3268344078,54047.78028775954,BOGOTÁ D.C.,2020-04-01,q2
31 a 50 años,1,2,1618.8236229909148,5404.778028775954,1801.5926762586514,657581.3268344078,54047.78028775954,BOGOTÁ D.C.,2020-04-01,q2
9 a 13 años,1,3,1529.8959357579301,5404.778028775954,1801.5926762586514,657581.3268344078,54047.78028775954,BOGOTÁ D.C.,2020-04-01,q2
31 a 50 años,0,1,2344.668454971243,5617.058564107323,1872.352854702441,683408.7919663909,56170.58564107323,BOGOTÁ D.C.,2020-04-01,q3
31 a 50 años,1,2,1682.4052804550981,5617.058564107323,1872.352854702441,683408.7919663909,56170.58564107323,BOGOTÁ D.C.,2020-04-01,q3
9 a 13 años,1,3,1589.9848286809815,5617.058564107323,1872.352854702441,683408.7919663909,56170.58564107323,BOGOTÁ D.C.,2020-04-01,q3
31 a 50 años,0,1,1898.963378084274,4549.295011488209,1516.4316704960695,553497.5597310654,45492.950114882085,BOGOTÁ D.C.,2020-05-01,q1
31 a 50 años,1,2,1362.591801798697,4549.295011488209,1516.4316704960695,553497.5597310654,45492.950114882085,BOGOTÁ D.C.,2020-05-01,q1
9 a 13 años,1,3,1287.7398316052381,4549.295011488209,1516.4316704960695,553497.5597310654,45492.950114882085,BOGOTÁ D.C.,2020-05-01,q1
31 a 50 años,0,1,2253.510211212829,5398.673234315156,1799.5577447717187,656838.5768416773,53986.73234315156,BOGOTÁ D.C.,2020-05-01,q2
31 a 50 años,1,2,1616.995132452723,5398.673234315156,1799.5577447717187,656838.5768416773,53986.73234315156,BOGOTÁ D.C.,2020-05-01,q2
9 a 13 años,1,3,1528.1678906496047,5398.673234315156,1799.5577447717187,656838.5768416773,53986.73234315156,BOGOTÁ D.C.,2020-05-01,q2
31 a 50 años,0,1,2342.020109579605,5610.713994950316,1870.237998316772,682636.8693856219,56107.139949503166,BOGOTÁ D.C.,2020-05-01,q3
31 a 50 años,1,2,1680.504973287185,5610.713994950316,1870.237998316772,682636.8693856219,56107.139949503166,BOGOTÁ D.C.,2020-05-01,q3
9 a 13 años,1,3,1588.1889120835265,5610.713994950316,1870.237998316772,682636.8693856219,56107.139949503166,BOGOTÁ D.C.,2020-05-01,q3
31 a 50 años,0,1,1990.9410614911133,4769.643450599817,1589.881150199939,580306.6198229777,47696.43450599817,BOGOTÁ D.C.,2020-06-01,q1
31 a 50 años,1,2,1428.5899346773997,4769.643450599817,1589.881150199939,580306.6198229777,47696.43450599817,BOGOTÁ D.C.,2020-06-01,q1
9 a 13 años,1,3,1350.1124544313043,4769.643450599817,1589.881150199939,580306.6198229777,47696.43450599817,BOGOTÁ D.C.,2020-06-01,q1
31 a 50 años,0,1,2303.077049280962,5517.419162625836,1839.1397208752787,671285.9981194767,55174.19162625836,BOGOTÁ D.C.,2020-06-01,q2
31 a 50 años,1,2,1652.5615725284958,5517.419162625836,1839.1397208752787,671285.9981194767,55174.19162625836,BOGOTÁ D.C.,2020-06-01,q2
9 a 13 años,1,3,1561.7805408163783,5517.419162625836,1839.1397208752787,671285.9981194767,55174.19162625836,BOGOTÁ D.C.,2020-06-01,q2
31 a 50 años,0,1,2455.4575705968214,5882.473040689328,1960.8243468964426,715700.8866172016,58824.73040689328,BOGOTÁ D.C.,2020-06-01,q3
31 a 50 años,1,2,1761.9014637002083,5882.473040689328,1960.8243468964426,715700.8866172016,58824.73040689328,BOGOTÁ D.C.,2020-06-01,q3
9 a 13 años,1,3,1665.1140063922983,5882.473040689328,1960.8243468964426,715700.8866172016,58824.73040689328,BOGOTÁ D.C.,2020-06-01,q3
31 a 50 años,0,1,1941.3065373463392,4650.735368592881,1550.2451228642938,565839.4698454672,46507.353685928814,BOGOTÁ D.C.,2020-07-01,q1
31 a 50 años,1,2,1392.9749267913191,4650.735368592881,1550.2451228642938,565839.4698454672,46507.353685928814,BOGOTÁ D.C.,2020-07-01,q1
9 a 13 años,1,3,1316.453904455223,4650.735368592881,1550.2451228642938,565839.4698454672,46507.353685928814,BOGOTÁ D.C.,2020-07-01,q1
31 a 50 años,0,1,2222.4936802391708,5324.367773103744,1774.789257701248,647798.0790609556,53243.677731037445,BOGOTÁ D.C.,2020-07-01,q2
31 a 50 años,1,2,1594.7393736989243,5324.367773103744,1774.789257701248,647798.0790609556,53243.677731037445,BOGOTÁ D.C.,2020-07-01,q2
9 a 13 años,1,3,1507.1347191656496,5324.367773103744,1774.789257701248,647798.0790609556,53243.677731037445,BOGOTÁ D.C.,2020-07-01,q2
31 a 50 años,0,1,2406.021789921354,5764.041083016288,1921.3470276720961,701291.6651003151,57640.41083016289,BOGOTÁ D.C.,2020-07-01,q3
31 a 50 años,1,2,1726.4290632098598,5764.041083016288,1921.3470276720961,701291.6651003151,57640.41083016289,BOGOTÁ D.C.,2020-07-01,q3
9 a 13 años,1,3,1631.5902298850742,5764.041083016288,1921.3470276720961,701291.6651003151,57640.41083016289,BOGOTÁ D.C.,2020-07-01,q3
31 a 50 años,0,1,1939.047037776996,4645.322346815894,1548.4407822719647,565180.8855292671,46453.22346815894,BOGOTÁ D.C.,2020-08-01,q1
31 a 50 años,1,2,1391.3536340244939,4645.322346815894,1548.4407822719647,565180.8855292671,46453.22346815894,BOGOTÁ D.C.,2020-08-01,q1
9 a 13 años,1,3,1314.921675014404,4645.322346815894,1548.4407822719647,565180.8855292671,46453.22346815894,BOGOTÁ D.C.,2020-08-01,q1
31 a 50 años,0,1,2236.462476449332,5357.832438957117,1785.944146319039,651869.6134064492,53578.32438957117,BOGOTÁ D.C.,2020-08-01,q2
31 a 50 años,1,2,1604.7626144926273,5357.832438957117,1785.944146319039,651869.6134064492,53578.32438957117,BOGOTÁ D.C.,2020-08-01,q2
9 a 13 años,1,3,1516.6073480151579,5357.832438957117,1785.944146319039,651869.6134064492,53578.32438957117,BOGOTÁ D.C.,2020-08-01,q2
31 a 50 años,0,1,2391.4558902550725,5729.145952623357,1909.7153175411188,697046.0909025084,57291.459526233564,BOGOTÁ D.C.,2020-08-01,q3
31 a 50 años,1,2,1715.977373777534,5729.145952623357,1909.7153175411188,697046.0909025084,57291.459526233564,BOGOTÁ D.C.,2020-08-01,q3
9 a 13 años,1,3,1621.71268859075,5729.145952623357,1909.7153175411188,697046.0909025084,57291.459526233564,BOGOTÁ D.C.,2020-08-01,q3
31 a 50 años,0,1,1885.3635649725527,4516.714308426552,1505.571436142184,549533.5741918972,45167.14308426552,BOGOTÁ D.C.,2020-09-01,q1
31 a 50 años,1,2,1352.8333230065887,4516.714308426552,1505.571436142184,549533.5741918972,45167.14308426552,BOGOTÁ D.C.,2020-09-01,q1
9 a 13 años,1,3,1278.5174204474101,4516.714308426552,1505.571436142184,549533.5741918972,45167.14308426552,BOGOTÁ D.C.,2020-09-01,q1
31 a 50 años,0,1,2187.2806731290716,5240.008927938926,1746.6696426463086,637534.4195659027,52400.089279389256,BOGOTÁ D.C.,2020-09-01,q2
31 a 50 años,1,2,1569.4724542002955,5240.008927938926,1746.6696426463086,637534.4195659027,52400.089279389256,BOGOTÁ D.C.,2020-09-01,q2
9 a 13 años,1,3,1483.2558006095587,5240.008927938926,1746.6696426463086,637534.4195659027,52400.089279389256,BOGOTÁ D.C.,2020-09-01,q2
31 a 50 años,0,1,2325.247255422045,5570.5317235974135,1856.8439078658046,677748.0263710186,55705.31723597414,BOGOTÁ D.C.,2020-09-01,q3
31 a 50 años,1,2,1668.469694549523,5570.5317235974135,1856.8439078658046,677748.0263710186,55705.31723597414,BOGOTÁ D.C.,2020-09-01,q3
9 a 13 años,1,3,1576.8147736258459,5570.5317235974135,1856.8439078658046,677748.0263710186,55705.31723597414,BOGOTÁ D.C.,2020-09-01,q3
31 a 50 años,0,1,1894.2799942758122,4538.075156043596,1512.6917186811986,552132.4773186375,45380.75156043596,BOGOTÁ D.C.,2020-10-01,q1
31 a 50 años,1,2,1359.2312628563795,4538.075156043596,1512.6917186811986,552132.4773186375,45380.75156043596,BOGOTÁ D.C.,2020-10-01,q1
9 a 13 años,1,3,1284.5638989114038,4538.075156043596,1512.6917186811986,552132.4773186375,45380.75156043596,BOGOTÁ D.C.,2020-10-01,q1
31 a 50 años,0,1,2168.655611515523,5195.389373467762,1731.7964578225874,632105.7071052444,51953.89373467762,BOGOTÁ D.C.,2020-10-01,q2
31 a 50 años,1,2,1556.1081331420244,5195.389373467762,1731.7964578225874,632105.7071052444,51953.89373467762,BOGOTÁ D.C.,2020-10-01,q2
9 a 13 años,1,3,1470.6256288102145,5195.389373467762,1731.7964578225874,632105.7071052444,51953.89373467762,BOGOTÁ D.C.,2020-10-01,q2
31 a 50 años,0,1,2349.808393314888,5629.372174857252,1876.4573916190839,684906.9479409656,56293.72174857251,BOGOTÁ D.C.,2020-10-01,q3
31 a 50 años,1,2,1686.093417851337,5629.372174857252,1876.4573916190839,684906.9479409656,56293.72174857251,BOGOTÁ D.C.,2020-10-01,q3
9 a 13 años,1,3,1593.4703636910265,5629.372174857252,1876.4573916190839,684906.9479409656,56293.72174857251,BOGOTÁ D.C.,2020-10-01,q3
31 a 50 años,0,1,1874.984760229028,4491.850087668087,1497.283362556029,546508.4273329506,44918.50087668087,BOGOTÁ D.C.,2020-11-01,q1
31 a 50 años,1,2,1345.3860628755044,4491.850087668087,1497.283362556029,546508.4273329506,44918.50087668087,BOGOTÁ D.C.,2020-11-01,q1
9 a 13 años,1,3,1271.4792645635548,4491.850087668087,1497.283362556029,546508.4273329506,44918.50087668087,BOGOTÁ D.C.,2020-11-01,q1
31 a 50 años,0,1,2225.054654457465,5330.503029512739,1776.834343170913,648544.5352573832,53305.030295127384,BOGOTÁ D.C.,2020-11-01,q2
31 a 50 años,1,2,1596.5769881125243,5330.503029512739,1776.834343170913,648544.5352573832,53305.030295127384,BOGOTÁ D.C.,2020-11-01,q2
9 a 13 años,1,3,1508.8713869427495,5330.503029512739,1776.834343170913,648544.5352573832,53305.030295127384,BOGOTÁ D.C.,2020-11-01,q2
31 a 50 años,0,1,2312.4469193536947,5539.866305984219,1846.6221019947398,674017.06722808,55398.66305984219,BOGOTÁ D.C.,2020-11-01,q3
31 a 50 años,1,2,1659.2848765649883,5539.866305984219,1846.6221019947398,674017.06722808,55398.66305984219,BOGOTÁ D.C.,2020-11-01,q3
9 a 13 años,1,3,1568.134510065536,5539.866305984219,1846.6221019947398,674017.06722808,55398.66305984219,BOGOTÁ D.C.,2020-11-01,q3
31 a 50 años,0,1,1824.8801856087423,4371.815918497981,1457.2719728326604,531904.270083921,43718.15918497981,BOGOTÁ D.C.,2020-12-01,q1
31 a 50 años,1,2,1309.4337725901137,4371.815918497981,1457.2719728326604,531904.270083921,43718.15918497981,BOGOTÁ D.C.,2020-12-01,q1
9 a 13 años,1,3,1237.501960299125,4371.815918497981,1457.2719728326604,531904.270083921,43718.15918497981,BOGOTÁ D.C.,2020-12-01,q1
31 a 50 años,0,1,2165.5952821289507,5188.057825438706,1729.3526084795685,631213.7020950426,51880.57825438706,BOGOTÁ D.C.,2020-12-01,q2
31 a 50 años,1,2,1553.9122088914187,5188.057825438706,1729.3526084795685,631213.7020950426,51880.57825438706,BOGOTÁ D.C.,2020-12-01,q2
9 a 13 años,1,3,1468.5503344183358,5188.057825438706,1729.3526084795685,631213.7020950426,51880.57825438706,BOGOTÁ D.C.,2020-12-01,q2
31 a 50 años,0,1,2250.652193506731,5391.826358886619,1797.2754529622064,656005.5403312054,53918.26358886619,BOGOTÁ D.C.,2020-12-01,q3
31 a 50 años,1,2,1614.9443759501655,5391.826358886619,1797.2754529622064,656005.5403312054,53918.26358886619,BOGOTÁ D.C.,2020-12-01,q3
9 a 13 años,1,3,1526.2297894297233,5391.826358886619,1797.2754529622064,656005.5403312054,53918.26358886619,BOGOTÁ D.C.,2020-12-01,q3
31 a 50 años,0,1,1838.8378885399316,4405.254008484083,1468.4180028280277,535972.5710322302,44052.54008484083,BOGOTÁ D.C.,2021-01-01,q1
31 a 50 años,1,2,1319.4490534562285,4405.254008484083,1468.4180028280277,535972.5710322302,44052.54008484083,BOGOTÁ D.C.,2021-01-01,q1
9 a 13 años,1,3,1246.967066487923,4405.254008484083,1468.4180028280277,535972.5710322302,44052.54008484083,BOGOTÁ D.C.,2021-01-01,q1
31 a 50 años,0,1,2182.1589644200144,5227.7389894296775,1742.5796631432258,636041.5770472775,52277.38989429678,BOGOTÁ D.C.,2021-01-01,q2
31 a 50 años,1,2,1565.7973973884034,5227.7389894296775,1742.5796631432258,636041.5770472775,52277.38989429678,BOGOTÁ D.C.,2021-01-01,q2
9 a 13 años,1,3,1479.7826276212595,5227.7389894296775,1742.5796631432258,636041.5770472775,52277.38989429678,BOGOTÁ D.C.,2021-01-01,q2
31 a 50 años,0,1,2267.8664385646507,5433.066058436558,1811.0220194788526,661023.0371097812,54330.66058436558,BOGOTÁ D.C.,2021-01-01,q3
31 a 50 años,1,2,1627.2963725504046,5433.066058436558,1811.0220194788526,661023.0371097812,54330.66058436558,BOGOTÁ D.C.,2021-01-01,q3
9 a 13 años,1,3,1537.903247321502,5433.066058436558,1811.0220194788526,661023.0371097812,54330.66058436558,BOGOTÁ D.C.,2021-01-01,q3
31 a 50 años,0,1,1853.869260926017,4441.264259235113,1480.4214197450376,540353.8182069387,44412.64259235113,BOGOTÁ D.C.,2021-02-01,q1
31 a 50 años,1,2,1330.2347405418454,4441.264259235113,1480.4214197450376,540353.8182069387,44412.64259235113,BOGOTÁ D.C.,2021-02-01,q1
9 a 13 años,1,3,1257.160257767251,4441.264259235113,1480.4214197450376,540353.8182069387,44412.64259235113,BOGOTÁ D.C.,2021-02-01,q1
31 a 50 años,0,1,2193.6830380578676,5255.346899786325,1751.7822999287748,639400.5394740028,52553.468997863245,BOGOTÁ D.C.,2021-02-01,q2
