model,food,food_key,rmse,mape,n_test,extra
m1_margin_Q2,Harina de trigo,HARINA DE TRIGO,18.49733987301849,0.0104307200262051,19,Q2
m1_margin_Q2,Harina precocida de maíz,HARINA PRECOCIDA DE MAIZ,211.2064249666276,0.1209952131616968,19,Q2
m1_margin_Q2,Huevo blanco extra,HUEVO BLANCO EXTRA,138.2994655607401,0.0441399271340812,12,Q2
m1_margin_Q2,Huevo rojo A,HUEVO ROJO A,76.20712688108786,0.0169836073754897,19,Q2
m1_margin_Q2,Huevo rojo AA,HUEVO ROJO AA,52.61204350965173,0.01337365720910927,19,Q2
m1_margin_Q2,Huevo rojo extra,HUEVO ROJO EXTRA,55.89610918534437,0.01420892164738398,15,Q2
m1_margin_Q2,Leche en polvo,LECHE EN POLVO,212.7011194554052,0.01858045365251591,19,Q2
m1_margin_Q2,Lechuga Batavia,LECHUGA BATAVIA,116.3003622254088,0.09910255990775613,19,Q2
m1_margin_Q2,Lenteja importada,LENTEJA IMPORTADA,178.7747487384025,0.0645613207453232,19,Q2
m1_margin_Q2,Limón Tahití,LIMON TAHITI,302.3073002884015,0.2293450202218624,19,Q2
m1_margin_Q2,Lomitos de atún en lata,LOMITOS DE ATUN EN LATA,1790.534578780059,0.12823373032992,19,Q2
m1_margin_Q2,Lulo,LULO,181.099043926639,0.0925346209932515,19,Q2
m1_margin_Q2,Mango común,MANGO COMUN,695.5333812885506,0.2719601154176929,12,Q2
m1_margin_Q2,Mango de azúcar,MANGO DE AZUCAR,409.4675980822276,0.1774349007865237,8,Q2
m1_margin_Q2,Manzana roja importada,MANZANA ROJA IMPORTADA,101.8656072566615,0.0264752074428098,19,Q2
m1_margin_Q2,Manzana royal gala importada,MANZANA ROYAL GALA IMPORTADA,197.0507102781614,0.04727757299025933,19,Q2
m1_margin_Q2,Manzana verde importada,MANZANA VERDE IMPORTADA,585.9449649208434,0.1441974791260922,19,Q2
m1_margin_Q2,Maracuyá,MARACUYA,253.1441598551811,0.1272707498057428,19,Q2
m1_margin_Q2,Margarina,MARGARINA,305.4710106513359,0.08256863796427448,19,Q2
m1_margin_Q2,Mora de Castilla,MORA DE CASTILLA,333.2342605828993,0.1250958942780724,19,Q2
m1_margin_Q2,Naranja Sweet,NARANJA SWEET,51.14430091134749,0.05328580076068469,16,Q2
m1_margin_Q2,Naranja Valencia,NARANJA VALENCIA,215.4091551343051,0.215283028321591,16,Q2
m1_margin_Q2,Naranja común,NARANJA COMUN,173.1615841630525,0.2184907206234001,10,Q2
m1_margin_Q2,Panela redonda morena,PANELA REDONDA MORENA,217.883414142356,0.08533770240054457,19,Q2
m1_margin_Q2,Papa Betina,PAPA BETINA,181.4375924359663,0.2454690146754461,16,Q2
m1_margin_Q2,Papa R-12 negra,PAPA R 12 NEGRA,41.31953094961766,0.04947271441854392,9,Q2
m1_margin_Q2,Papa capira,PAPA CAPIRA,133.9664470465092,0.1845711355171027,19,Q2
m1_margin_Q2,Papa criolla limpia,PAPA CRIOLLA LIMPIA,300.900863136614,0.2005210410337412,19,Q2
m1_margin_Q2,Papa criolla sucia,PAPA CRIOLLA SUCIA,309.9712877755821,0.1997581055484863,19,Q2
m1_margin_Q2,Papa nevada,PAPA NEVADA,289.8489075064798,0.2236391348196999,16,Q2
m1_margin_Q2,Papa parda pastusa,PAPA PARDA PASTUSA,149.3497624403788,0.2091440455110343,19,Q2
m1_margin_Q2,Papa suprema,PAPA SUPREMA,163.6016026990041,0.2311005172079883,19,Q2
m1_margin_Q2,Papa única,PAPA UNICA,239.0824075939341,0.3363237702633427,19,Q2
m1_margin_Q2,Pastas alimenticias,PASTAS ALIMENTICIAS,518.8322839186699,0.1681786427766979,19,Q2
m1_margin_Q2,Pechuga de pollo,PECHUGA DE POLLO,149.6622575983116,0.02603873674412696,19,Q2
m1_margin_Q2,Piña gold,PINA GOLD,106.9540864096607,0.1339149222359535,19,Q2
m1_margin_Q2,Piña manzana,PINA MANZANA,48.04383640127258,0.05292818962429675,19,Q2
m1_margin_Q2,Pollo entero congelado sin vísceras,POLLO ENTERO CONGELADO SIN VISCERAS,196.100193090078,0.04408812324060395,19,Q2
m1_margin_Q2,Queso campesino,QUESO CAMPESINO,174.9677425969736,0.01666428512856313,19,Q2
m1_margin_Q2,Repollo blanco,REPOLLO BLANCO,182.4099726967779,0.2421059853592071,19,Q2
m1_margin_Q2,Sal yodada,SAL YODADA,13.97183338300076,0.02278834156542943,19,Q2
m1_margin_Q2,Tilapia roja entera congelada,TILAPIA ROJA ENTERA CONGELADA,1335.636212485083,0.0848197684163441,19,Q2
m1_margin_Q2,Tomate de árbol,TOMATE DE ARBOL,265.4739414716108,0.1909009562410861,19,Q2
m1_margin_Q2,Tomate larga vida,TOMATE LARGA VIDA,175.4109926546448,0.1417240072897671,19,Q2
m1_margin_Q2,Zanahoria,ZANAHORIA,466.1398127596519,0.3584347588964482,19,Q2
m1_margin_best,Aguacate papelillo,AGUACATE PAPELILLO,356.2566325596579,0.1128067981092468,19,best=Q2
m1_margin_best,Ahuyama,AHUYAMA,139.1605389872198,0.1585500179346827,19,best=Q2
m1_margin_best,Arracacha amarilla,ARRACACHA AMARILLA,415.7672863160688,0.1741506851534091,19,best=Q2
m1_margin_best,Arroz de primera,ARROZ DE PRIMERA,74.19999171891696,0.04506897087883811,19,best=Q2
m1_margin_best,Arveja verde en vaina pastusa,ARVEJA VERDE EN VAINA PASTUSA,1938.910391799564,0.2545746006067922,19,best=Q2
m1_margin_best,Arveja verde seca importada,ARVEJA VERDE SECA IMPORTADA,41.00006933968036,0.02291147405969096,19,best=Q2
m1_margin_best,Avena en hojuelas,AVENA EN HOJUELAS,136.8673585794257,0.01921182557489114,19,best=Q2
m1_margin_best,Avena molida,AVENA MOLIDA,263.8642567134933,0.03494767628969545,19,best=Q3
m1_margin_best,Azúcar morena,AZUCAR MORENA,46.01479267837701,0.02637161378466043,19,best=Q3
m1_margin_best,Azúcar sulfitada,AZUCAR SULFITADA,115.5451743340055,0.06291312763471328,19,best=Q3
m1_margin_best,Banano criollo,BANANO CRIOLLO,113.5801501354039,0.1010928992396388,19,best=Q3
m1_margin_best,Bocachico importado congelado,BOCACHICO IMPORTADO CONGELADO,358.4733379753175,0.04071642118704667,19,best=Q3
m1_margin_best,Café molido,CAFE MOLIDO,98.97315345448406,0.01072579099136556,19,best=Q3
