model,n_foods,mape_median,mape_mean,rmse_median,rmse_mean
m0_ipc_fill,68,0.034277855405669355,0.12906204016719172,177.74703388531165,400.07855431020795
m1_margin_best,74,0.07329165747084523,0.09582789972680038,199.553369552751,263.0228334782142
m1_margin_Q2,74,0.09976001471622752,0.11373041986539342,212.93961026802668,321.03089015746934
m7_fd_dummies,70,0.11850895421697477,0.20602296540259202,339.64460274475766,429.7512786846576
m6_lm_dummies,74,0.1227178059233857,0.13357502333731627,0.14231591361756618,0.16422350159746993
m4_asy_ecm_mtar,70,0.22267582315712786,0.28262908234471257,493.3787306242864,787.1037076351363
m5_ecm,70,15.46936952933263,23.91658678435775,0.19875131373380545,0.2641307686080691
