ciudad,articulo,subclase_ipc,k,apply_D,lambda,sigma2,r2,n_obs,est_ok,k_city,sigma2_sc,Q_sc,delta,lambda_shrunk,reversion_reason,lambda_final,method_label
MEDELLÍN,ARRACACHA,011712,3,TRUE,1.017364037045661,4.088839097287205e-5,0.9873555598269006,203,TRUE,1,4.088839097287205e-5,3.0150978252308473e-4,1.135612153710938,1.0197188115065394,none,1.0197188115065394,D_city
MEDELLÍN,PLÁTANO,011704,3,TRUE,0.9998875291355004,4.810615736861368e-6,0.9978694030912892,203,TRUE,1,4.810615736861368e-6,1.2649695361290574e-8,381.2949873071543,0.957115423148195,none,0.957115423148195,D_city
MEDELLÍN,CEBOLLA LARGA,011714,3,TRUE,0.38843969775043447,0.00845215336819926,0.2140202132008432,203,TRUE,2,0.00539982641051033,0.44102831411825927,1,0.3884396977504345,none,0.3884396977504345,D_city
MEDELLÍN,CEBOLLA CABEZONA,011714,3,TRUE,1.2588866756530344,0.0023474994528214,0.9114847567597144,203,TRUE,2,0.00539982641051033,0.44102831411825927,1,1.2588866756530344,none,1.2588866756530344,D_city
MEDELLÍN,TOMATE,011713,3,TRUE,1.0040379823544776,2.610688084320588e-5,0.9991206080717208,203,TRUE,1,2.610688084320588e-5,1.6305301495072537e-5,2.6011283723330956,1.010503310469212,none,1.010503310469212,D_city
MEDELLÍN,ZANAHORIA,011715,3,TRUE,0.998374647797474,3.022863275037008e-5,0.998825871500844,203,TRUE,1,3.022863275037008e-5,2.6417697822561852e-6,12.442568899608476,0.9797764432339396,none,0.9797764432339396,D_city
MEDELLÍN,HABICHUELAS FRESCAS,011716,3,TRUE,1.0208315863919286,0.02544674794477517,0.09127717711334853,203,TRUE,7,0.011760297822499424,1.4658673623966358,0.9598862143868467,1.0199959526014208,low_R2,1,BASE_lowR2
MEDELLÍN,REPOLLO,011716,3,TRUE,0.837556235009141,0.0181741014287524,0.08648586438637876,203,TRUE,7,0.011760297822499424,1.4658673623966358,0.9598862143868467,0.8440724693721777,low_R2,1,BASE_lowR2
MEDELLÍN,LECHUGA,011716,3,TRUE,0.9841537845436252,0.01054816137701034,0.18381903578987213,203,TRUE,7,0.011760297822499424,1.4658673623966358,0.9598862143868467,0.9847894362332221,low_R2,1,BASE_lowR2
MEDELLÍN,FRÍJOL FRESCO,011716,3,TRUE,0.3642506756066875,0.00481868766932408,0.0632622768018836,203,TRUE,7,0.011760297822499424,1.4658673623966358,0.9598862143868467,0.3897529877091078,low_R2,1,BASE_lowR2
MEDELLÍN,FRÍJOL SECO,011716,3,TRUE,0.7612943331934917,0.00322624350881873,0.30585378737182445,203,TRUE,7,0.011760297822499424,1.4658673623966358,0.9598862143868467,0.7708697211364128,none,0.7708697211364128,D_city
MEDELLÍN,ARVEJA FRESCA,011716,3,TRUE,1.1752598637830574,0.01956788215155099,0.14758143798941417,203,TRUE,7,0.011760297822499424,1.4658673623966358,0.9598862143868467,1.1682295271806733,low_R2,1,BASE_lowR2
MEDELLÍN,ARVEJA SECA,011716,3,TRUE,0.02690149039730451,5.402606772642628e-4,0.00327476118124023,203,TRUE,7,0.011760297822499424,1.4658673623966358,0.9598862143868467,0.06593615539198594,low_R2,1,BASE_lowR2
MEDELLÍN,LENTEJAS,011702,3,TRUE,0.05267405701039758,9.94852679359266e-4,0.00703446298804782,203,TRUE,1,9.94852679359266e-4,0.8974264422611393,1.001108561807977,0.05162388765029369,low_R2,1,BASE_lowR2
MEDELLÍN,FRÍJOL TARRO,011703,3,TRUE,1.1264075623737422,5.8843476830054186e-5,0.7111938863069173,203,TRUE,2,1.1778879719425152e-4,0.05175032261387989,1,1.1264075623737422,none,1.1264075623737422,D_city
MEDELLÍN,ARVEJA TARRO,011703,3,TRUE,0.8108665793980123,1.7673411755844885e-4,0.2981869766898705,203,TRUE,2,1.1778879719425152e-4,0.05175032261387989,1,0.8108665793980123,none,0.8108665793980123,D_city
MEDELLÍN,NARANJAS,011605,3,TRUE,1.0038955001972452,8.065290703488126e-5,0.9799946402992936,203,TRUE,1,8.065290703488126e-5,1.5174921786737087e-5,6.314881234206562,1.0245996210934314,none,1.0245996210934314,D_city
MEDELLÍN,BANANOS,011606,3,TRUE,0.9862473065975484,1.2635481321091512e-5,0.9800393525483831,203,TRUE,1,1.2635481321091512e-5,1.891365758218345e-4,1.0668061228569246,0.9853285424724907,none,0.9853285424724907,D_city
MEDELLÍN,TOMATE DE ÁRBOL,011607,3,TRUE,0.9983413283100236,2.1731651733782436e-5,0.9978026589514768,203,TRUE,1,2.1731651733782436e-5,2.7511917751290153e-6,8.89899560264691,0.9852394879246655,none,0.9852394879246655,D_city
MEDELLÍN,MORAS,011608,3,TRUE,0.9922175477220196,4.680824058193218e-5,0.9912033439380552,203,TRUE,1,4.680824058193218e-5,6.0566563459041634e-5,1.7728396314508816,0.9862029601717213,none,0.9862029601717213,D_city
MEDELLÍN,GUAYABAS,011609,3,TRUE,0.0536555298803155,0.00438839622027269,0.0031644763027762,203,TRUE,6,0.005740304618189801,1.7957424815422505,0.9872135238160433,0.06575594090932002,low_R2,1,BASE_lowR2
MEDELLÍN,LIMONES,011609,3,TRUE,0.9004373067393713,0.01292141930540892,0.23291416498900944,203,TRUE,6,0.005740304618189801,1.7957424815422505,0.9872135238160433,0.9017103627455589,none,0.9017103627455589,D_city
MEDELLÍN,AGUACATE,011609,3,TRUE,0.8044569291549957,0.00341460495454191,0.478380887901688,203,TRUE,6,0.005740304618189801,1.7957424815422505,0.9872135238160433,0.806957235973293,none,0.806957235973293,D_city
MEDELLÍN,MARACUYA,011609,3,TRUE,1.02640634989783,0.00940029512750321,0.35162441464237976,203,TRUE,6,0.005740304618189801,1.7957424815422505,0.9872135238160433,1.026068705733756,none,1.026068705733756,D_city
MEDELLÍN,PIÑAS,011609,3,TRUE,0.24534102516453285,0.00145736863970279,0.1665695116765213,203,TRUE,6,0.005740304618189801,1.7957424815422505,0.9872135238160433,0.2549904541732757,low_R2,1,BASE_lowR2
MEDELLÍN,MANZANAS,011609,3,TRUE,0.4691352909104855,0.00285974346170929,0.2713561340449552,203,TRUE,6,0.005740304618189801,1.7957424815422505,0.9872135238160433,0.47592317987016175,none,0.47592317987016175,D_city
MEDELLÍN,CARNE DE RES SIN HUESO,011201,3,TRUE,1.0065731583121464,9.180346012249116e-6,0.96864425426279,203,TRUE,2,1.676199084331928e-4,0.04874562719255654,1,1.0065731583121464,none,1.0065731583121464,D_city
MEDELLÍN,CARNE DE RES CON HUESO,011201,3,TRUE,0.7793137503550346,3.2605947085413646e-4,0.3426963273875031,203,TRUE,2,1.676199084331928e-4,0.04874562719255654,1,0.7793137503550346,none,0.7793137503550346,D_city
MEDELLÍN,CARNE DE CERDO SIN HUESO,011202,3,TRUE,1.0619200108942175,3.295964481079722e-5,0.9455457212564076,203,TRUE,2,0.00031518521003112433,0.0950649976870161,1,1.0619200108942175,none,1.0619200108942175,D_city
MEDELLÍN,CARNE DE CERDO CON HUESO,011202,3,TRUE,0.6979554504085927,5.974107752514514e-4,0.29270606705550856,203,TRUE,2,0.00031518521003112433,0.0950649976870161,1,0.6979554504085927,none,0.6979554504085927,D_city
MEDELLÍN,POLLO ENTERO POR LIBRA,011203,3,TRUE,0.997805266941156,3.640217193519393e-5,0.9203858239013748,203,TRUE,2,1.3742493543973165e-4,0.2863741587184668,1,0.997805266941156,none,0.997805266941156,D_city
MEDELLÍN,POLLO DESPRESADO POR LIBRA,011203,3,TRUE,0.4648651180634296,2.3844769894426935e-4,0.27696981451036073,203,TRUE,2,1.3742493543973165e-4,0.2863741587184668,1,0.46486511806342956,none,0.46486511806342956,D_city
MEDELLÍN,PESCADO DE MAR,011303,3,TRUE,0.5843495570407409,2.739542939531991e-4,0.2617914860966837,203,TRUE,4,3.00906105131491e-4,1.530209306406083,0.9996067124884527,0.5845130271691259,none,0.5845130271691259,D_city
MEDELLÍN,PESCADO DE RÍO,011303,3,TRUE,0.3002882828908673,2.981982481160294e-4,0.07922031362893608,203,TRUE,4,3.00906105131491e-4,1.530209306406083,0.9996067124884527,0.30056347077088963,low_R2,1,BASE_lowR2
MEDELLÍN,PESCADO ENLATADO,011303,3,TRUE,0.3391346569988094,3.476737028278695e-4,0.08602342171459557,203,TRUE,4,3.00906105131491e-4,1.530209306406083,0.9996067124884527,0.33939456708502624,low_R2,1,BASE_lowR2
MEDELLÍN,CAMARONES O VARIEDAD DISPONIBLE,011303,3,TRUE,0.3434144937375158,2.837981756288661e-4,0.03750163668738849,83,TRUE,4,3.00906105131491e-4,1.530209306406083,0.9996067124884527,0.34367272061739185,low_R2,1,BASE_lowR2
MEDELLÍN,HUEVOS,011405,3,TRUE,1.01045007065222,3.173062844487875e-5,0.9505231978860246,203,TRUE,1,3.173062844487875e-5,1.0920397663638813e-4,1.2905629393930487,1.013486473897794,none,1.013486473897794,D_city
MEDELLÍN,LECHE PASTEURIZADA,011401,3,TRUE,1.0226015490618283,2.850089482291073e-4,0.5218124288125573,203,TRUE,4,2.4962698164296713e-4,1.160863528091656,0.9995699288062684,1.0225918287866431,none,1.0225918287866431,D_city
MEDELLÍN,LECHE LARGA VIDA,011401,3,TRUE,0.8360542723608326,1.9366494714191692e-4,0.5177107823987683,203,TRUE,4,2.4962698164296713e-4,1.160863528091656,0.9995699288062684,0.8361247806956256,none,0.8361247806956256,D_city
MEDELLÍN,LECHE EN POLVO ENTERA,011401,3,TRUE,0.30890607483527766,2.063017687586536e-4,0.1209302670637574,203,TRUE,4,2.4962698164296713e-4,1.160863528091656,0.9995699288062684,0.3092032944246539,low_R2,1,BASE_lowR2
MEDELLÍN,LECHE EN POLVO LACTANTE,011401,3,TRUE,0.1901458877915463,3.1353226244219075e-4,0.03315951755347889,203,TRUE,4,2.4962698164296713e-4,1.160863528091656,0.9995699288062684,0.19049418271633223,low_R2,1,BASE_lowR2
MEDELLÍN,QUESO CAMPESINO,011402,3,TRUE,1.301344569589259,8.195333028091101e-5,0.8208676434348308,203,TRUE,1,8.195333028091101e-5,0.09080854962093572,1.000902484739851,1.3016165284647503,none,1.3016165284647503,D_city
MEDELLÍN,ACEITE DE SOYA O DE MAÍZ,011501,3,TRUE,1.1487886816113102,1.3805314695752952e-4,0.7799100449964339,203,TRUE,2,1.1727345315379128e-4,0.042614317392487666,1,1.1487886816113102,none,1.1487886816113102,D_city
MEDELLÍN,ACEITE DE GIRASOL,011501,3,TRUE,0.8569047673161128,9.649375935005302e-5,0.7382764436312618,203,TRUE,2,1.1727345315379128e-4,0.042614317392487666,1,0.8569047673161128,none,0.8569047673161128,D_city
MEDELLÍN,MANTECA VEGETAL,011505,3,TRUE,0.551441189247086,4.53672279755122e-4,0.23731747373768988,203,TRUE,1,4.53672279755122e-4,0.20120500670406855,1.0022547762960112,0.5504297894732333,none,0.5504297894732333,D_city
MEDELLÍN,PANELA,011802,3,TRUE,0.9483852368505632,1.1911867474445668e-5,0.974708290490896,203,TRUE,1,1.1911867474445668e-5,0.0026640837749724593,1.0044712811159884,0.9481544527347869,none,0.9481544527347869,D_city
MEDELLÍN,AZÚCAR REFINADA,011801,3,TRUE,1.0123319320867403,2.0610161553218212e-5,0.9634718003654568,203,TRUE,2,5.9097218093372904e-5,0.020600107797601526,1,1.0123319320867403,none,1.0123319320867403,D_city
MEDELLÍN,AZÚCAR NATURAL O MORENA,011801,3,TRUE,0.8570033872827417,9.75842746335276e-5,0.7996945988642225,203,TRUE,2,5.9097218093372904e-5,0.020600107797601526,1,0.8570033872827417,none,0.8570033872827417,D_city
